filename,wmc,dit,noc,cbo,rfc,npm,bug
apache.lucene.search.DisjunctionMaxScorer,11,2,0,4,25,7,1
apache.lucene.search.ConstantScoreQuery,8,2,0,8,19,7,1
apache.lucene.search.MultiPhraseQuery,17,2,0,12,55,13,2
apache.lucene.search.ExactPhraseScorer,2,3,0,8,9,0,0
apache.lucene.search.FieldSortedHitQueue,14,2,0,17,47,4,5
apache.lucene.search.Searcher,23,1,3,40,28,22,4
apache.lucene.search.TopDocs,3,1,1,14,4,2,1
apache.lucene.search.FieldDocSortedHitQueue,5,2,0,6,21,0,2
apache.lucene.search.BooleanClause,10,1,0,6,18,10,0
apache.lucene.search.FuzzyTermEnum,14,3,0,5,29,6,0
apache.lucene.search.SloppyPhraseScorer,4,3,0,9,19,0,1
apache.lucene.search.PhraseQueue,2,2,0,5,4,0,0
apache.lucene.search.TopFieldDocCollector,3,3,0,11,13,3,2
apache.lucene.search.HitQueue,2,2,0,6,4,0,0
apache.lucene.search.ReqExclScorer,7,2,0,4,16,6,0
apache.lucene.search.FilteredTermEnum,9,2,2,7,14,6,0
apache.lucene.search.MultiTermQuery,7,2,2,10,27,6,0
apache.lucene.search.BooleanScorer2,21,2,0,16,58,10,1
apache.lucene.search.TermScorer,9,2,0,10,31,7,0
apache.lucene.search.DisjunctionSumScorer,12,2,1,7,37,9,0
apache.lucene.search.DefaultSimilarity,7,2,0,3,10,7,0
apache.lucene.search.PhraseScorer,13,2,2,9,34,6,0
apache.lucene.search.Scorer,9,1,17,38,11,7,1
apache.lucene.search.Explanation,13,1,1,41,21,11,0
apache.lucene.search.Sort,14,1,0,12,22,13,2
apache.lucene.search.ParallelMultiSearcher,6,3,0,16,33,6,1
apache.lucene.search.PrefixQuery,6,2,0,9,28,6,0
apache.lucene.search.NonMatchingScorer,6,2,0,4,10,6,0
apache.lucene.search.Filter,2,1,5,25,3,2,1
apache.lucene.search.Similarity,17,1,2,49,26,16,3
apache.lucene.search.QueryTermVector,10,1,0,4,37,9,1
apache.lucene.search.DisjunctionMaxQuery,14,2,0,6,38,11,2
apache.lucene.search.CachingWrapperFilter,5,2,1,3,16,5,1
apache.lucene.search.ReqOptSumScorer,6,2,0,4,15,6,0
apache.lucene.search.WildcardTermEnum,6,3,0,5,20,5,0
apache.lucene.search.TopFieldDocs,1,2,0,14,2,0,1
apache.lucene.search.IndexSearcher,15,2,0,21,34,14,2
apache.lucene.search.MultiSearcherThread,6,2,0,12,12,6,0
apache.lucene.search.Hit,8,1,0,4,19,6,2
apache.lucene.search.RemoteSearchable,13,4,0,14,31,13,0
apache.lucene.search.HitDoc,1,1,0,2,2,0,0
apache.lucene.search.PhrasePositions,5,1,0,6,12,0,0
apache.lucene.search.FilteredQuery,9,2,0,9,26,8,2
apache.lucene.search.HitIterator,5,1,0,2,10,4,2
apache.lucene.search.TopDocCollector,5,2,1,7,13,4,2
apache.lucene.search.FieldCacheImpl,14,1,0,22,29,12,4
apache.lucene.search.TermQuery,8,2,0,15,22,6,1
apache.lucene.search.BooleanQuery,27,2,0,19,64,22,3
apache.lucene.search.ConstantScoreRangeQuery,10,2,0,6,24,10,1
apache.lucene.search.MultiSearcher,16,2,1,22,53,14,0
apache.lucene.search.spans.SpanTermQuery,9,3,1,8,27,9,0
apache.lucene.search.spans.SpanScorer,7,2,1,7,25,5,1
apache.lucene.search.spans.SpanNotQuery,13,3,0,6,31,11,0
apache.lucene.search.spans.SpanQuery,5,2,5,17,7,4,0
apache.lucene.search.spans.SpanNearQuery,12,3,0,8,47,12,0
apache.lucene.search.spans.SpanFirstQuery,13,3,0,6,30,11,0
apache.lucene.search.spans.SpanOrQuery,11,3,0,8,42,10,0
apache.lucene.search.spans.SpanWeight,7,1,1,13,46,7,0
apache.lucene.store.MMapDirectory,2,3,0,5,10,2,1
apache.lucene.store.RAMDirectory,17,2,0,11,42,15,2
apache.lucene.store.BufferedIndexOutput,10,2,1,2,12,8,0
apache.lucene.store.BufferedIndexInput,15,2,2,4,30,9,3
apache.lucene.store.Lock,6,1,4,15,17,5,2
apache.lucene.store.RAMFile,8,1,0,3,12,0,2
apache.lucene.store.Directory,18,1,3,36,33,18,4
apache.lucene.store.RAMInputStream,8,2,0,3,13,7,3
apache.lucene.store.FSDirectory,28,2,1,16,89,23,11
apache.lucene.store.IndexOutput,15,1,2,19,18,15,2
apache.lucene.store.IndexInput,15,1,5,31,18,15,1
apache.lucene.store.RAMOutputStream,13,2,0,4,25,10,4
apache.lucene.util.SmallFloat,7,1,0,1,10,7,1
apache.lucene.util.Parameter,6,1,5,5,18,1,0
apache.lucene.util.PriorityQueue,12,1,9,12,13,8,1
apache.lucene.util.BitVector,14,1,0,5,28,8,0
apache.lucene.util.Constants,2,1,0,0,5,0,0
apache.lucene.util.StringHelper,2,1,0,2,5,1,0
apache.lucene.util.ToStringUtils,2,1,0,17,7,2,0
