"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous fixes","Number of previous modifications","Number of committers","Number of developer commits","Number of bugs"
"L15219","GrammarSyntaxMessage.java","tool/src/org/antlr/v4/tool/GrammarSyntaxMessage.java","L15204","2","0","24","0","8","2","1843","0"
"L15220","GrammarTransformPipeline.java","tool/src/org/antlr/v4/tool/GrammarTransformPipeline.java","L15204","50","0","307","2","74","2","1843","0"
"L15221","LabelElementPair.java","tool/src/org/antlr/v4/tool/LabelElementPair.java","L15204","8","0","36","0","12","2","1843","0"
"L15222","LabelType.java","tool/src/org/antlr/v4/tool/LabelType.java","L15204","1","0","13","0","6","1","1843","0"
"L15223","LeftRecursionCyclesMessage.java","tool/src/org/antlr/v4/tool/LeftRecursionCyclesMessage.java","L15204","6","0","25","0","11","2","1843","0"
"L15224","LeftRecursiveRule.java","tool/src/org/antlr/v4/tool/LeftRecursiveRule.java","L15204","20","0","84","0","22","2","1300","0"
"L15225","LexerGrammar.java","tool/src/org/antlr/v4/tool/LexerGrammar.java","L15204","4","0","40","0","18","2","1300","0"
"L15226","Rule.java","tool/src/org/antlr/v4/tool/Rule.java","L15204","47","0","249","1","92","3","1843","0"
"L15227","ToolMessage.java","tool/src/org/antlr/v4/tool/ToolMessage.java","L15204","1","0","13","0","7","1","1843","0"
"L11475","Action.java","tool/src/org/antlr/v4/codegen/model/Action.java","L11474","3","0","44","0","21","2","1300","0"
"L11476","AddToLabelList.java","tool/src/org/antlr/v4/codegen/model/AddToLabelList.java","L11474","1","0","12","0","7","1","1843","0"
"L11477","AltBlock.java","tool/src/org/antlr/v4/codegen/model/AltBlock.java","L11474","1","0","14","0","9","1","1843","0"
"L11478","ArgAction.java","tool/src/org/antlr/v4/codegen/model/ArgAction.java","L11474","1","0","10","0","6","2","1843","0"
"L11479","BaseListenerFile.java","tool/src/org/antlr/v4/codegen/model/BaseListenerFile.java","L11474","1","0","7","0","8","2","1843","0"
"L11480","BaseVisitorFile.java","tool/src/org/antlr/v4/codegen/model/BaseVisitorFile.java","L11474","1","0","7","0","8","2","1843","0"
"L11481","CaptureNextToken.java","tool/src/org/antlr/v4/codegen/model/CaptureNextToken.java","L11474","1","0","9","0","4","1","1843","0"
"L11482","CaptureNextTokenType.java","tool/src/org/antlr/v4/codegen/model/CaptureNextTokenType.java","L11474","1","0","9","0","4","1","1843","0"
"L11483","Choice.java","tool/src/org/antlr/v4/codegen/model/Choice.java","L11474","3","0","48","0","25","2","1300","0"
"L11484","CodeBlockForAlt.java","tool/src/org/antlr/v4/codegen/model/CodeBlockForAlt.java","L11474","1","0","8","0","7","2","1843","0"
"L11485","CodeBlockForOuterMostAlt.java","tool/src/org/antlr/v4/codegen/model/CodeBlockForOuterMostAlt.java","L11474","2","0","12","0","10","2","1300","0"
"L11486","dbg.java","tool/src/org/antlr/v4/codegen/model/dbg.java","L11474","1","0","3","0","3","1","1843","0"
"L11487","DispatchMethod.java","tool/src/org/antlr/v4/codegen/model/DispatchMethod.java","L11474","1","0","7","0","8","2","1843","0"
"L11488","ElementFrequenciesVisitor.java","tool/src/org/antlr/v4/codegen/model/ElementFrequenciesVisitor.java","L11474","14","0","107","1","2","1","1843","0"
"L11489","ExceptionClause.java","tool/src/org/antlr/v4/codegen/model/ExceptionClause.java","L11474","1","0","15","0","4","2","1843","0"
"L11490","InvokeRule.java","tool/src/org/antlr/v4/codegen/model/InvokeRule.java","L11474","6","0","61","0","35","3","68","0"
"L11491","LabeledOp.java","tool/src/org/antlr/v4/codegen/model/LabeledOp.java","L11474","1","0","6","0","7","2","1843","0"
"L11492","LeftRecursiveRuleFunction.java","tool/src/org/antlr/v4/codegen/model/LeftRecursiveRuleFunction.java","L11474","6","0","40","0","18","2","1843","0"
"L11493","Lexer.java","tool/src/org/antlr/v4/codegen/model/Lexer.java","L11474","1","0","22","0","35","3","1843","0"
"L11494","LexerFile.java","tool/src/org/antlr/v4/codegen/model/LexerFile.java","L11474","2","0","21","0","16","3","68","0"
"L11495","ListenerDispatchMethod.java","tool/src/org/antlr/v4/codegen/model/ListenerDispatchMethod.java","L11474","1","0","9","0","9","2","1843","0"
"L11496","ListenerFile.java","tool/src/org/antlr/v4/codegen/model/ListenerFile.java","L11474","5","0","41","1","32","2","1843","0"
"L11497","LL1AltBlock.java","tool/src/org/antlr/v4/codegen/model/LL1AltBlock.java","L11474","1","0","16","0","12","1","1843","0"
"L11498","LL1Choice.java","tool/src/org/antlr/v4/codegen/model/LL1Choice.java","L11474","1","0","13","0","8","1","1843","0"
"L11499","LL1Loop.java","tool/src/org/antlr/v4/codegen/model/LL1Loop.java","L11474","3","0","30","0","14","2","1843","0"
"L11500","LL1OptionalBlock.java","tool/src/org/antlr/v4/codegen/model/LL1OptionalBlock.java","L11474","1","0","9","0","7","1","1843","0"
"L11501","LL1OptionalBlockSingleAlt.java","tool/src/org/antlr/v4/codegen/model/LL1OptionalBlockSingleAlt.java","L11474","1","0","25","0","14","2","1300","0"
"L11502","LL1PlusBlockSingleAlt.java","tool/src/org/antlr/v4/codegen/model/LL1PlusBlockSingleAlt.java","L11474","1","0","22","0","18","2","1843","0"
"L11503","LL1StarBlockSingleAlt.java","tool/src/org/antlr/v4/codegen/model/LL1StarBlockSingleAlt.java","L11474","1","0","19","0","18","3","68","0"
"L11504","Loop.java","tool/src/org/antlr/v4/codegen/model/Loop.java","L11474","4","0","24","0","13","2","1843","0"
"L11505","MatchNotSet.java","tool/src/org/antlr/v4/codegen/model/MatchNotSet.java","L11474","1","0","9","0","6","2","1843","0"
"L11506","MatchSet.java","tool/src/org/antlr/v4/codegen/model/MatchSet.java","L11474","1","0","19","0","6","1","1843","0"
"L11507","MatchToken.java","tool/src/org/antlr/v4/codegen/model/MatchToken.java","L11474","1","0","26","0","20","2","1300","0"
"L11508","ModelElement.java","tool/src/org/antlr/v4/codegen/model/ModelElement.java","L11474","1","0","6","0","3","1","1843","0"
"L11509","OptionalBlock.java","tool/src/org/antlr/v4/codegen/model/OptionalBlock.java","L11474","1","0","12","0","7","1","1843","0"
"L11510","OutputFile.java","tool/src/org/antlr/v4/codegen/model/OutputFile.java","L11474","1","0","20","0","6","2","1300","0"
"L11511","OutputModelObject.java","tool/src/org/antlr/v4/codegen/model/OutputModelObject.java","L11474","1","0","13","0","11","2","1843","0"
"L11512","Parser.java","tool/src/org/antlr/v4/codegen/model/Parser.java","L11474","1","0","12","0","50","3","1843","0"
"L11513","ParserFile.java","tool/src/org/antlr/v4/codegen/model/ParserFile.java","L11474","2","0","27","0","18","3","1843","0"
"L11514","PlusBlock.java","tool/src/org/antlr/v4/codegen/model/PlusBlock.java","L11474","1","0","24","0","18","2","1843","0"
"L11515","Recognizer.java","tool/src/org/antlr/v4/codegen/model/Recognizer.java","L11474","10","0","84","0","6","2","1843","0"
"L11516","RuleActionFunction.java","tool/src/org/antlr/v4/codegen/model/RuleActionFunction.java","L11474","1","0","17","0","3","1","1843","0"
"L11517","RuleElement.java","tool/src/org/antlr/v4/codegen/model/RuleElement.java","L11474","3","0","10","0","8","2","1843","0"
"L11518","RuleFunction.java","tool/src/org/antlr/v4/codegen/model/RuleFunction.java","L11474","36","0","222","1","72","3","1843","0"
"L11519","RuleSempredFunction.java","tool/src/org/antlr/v4/codegen/model/RuleSempredFunction.java","L11474","1","0","8","0","2","1","1843","0"
"L11520","SemPred.java","tool/src/org/antlr/v4/codegen/model/SemPred.java","L11474","7","0","41","0","29","2","1843","0"
"L11521","SerializedATN.java","tool/src/org/antlr/v4/codegen/model/SerializedATN.java","L11474","4","0","28","1","23","2","1843","0"
"L11522","SrcOp.java","tool/src/org/antlr/v4/codegen/model/SrcOp.java","L11474","7","0","34","0","12","2","1843","0"
"L11523","StarBlock.java","tool/src/org/antlr/v4/codegen/model/StarBlock.java","L11474","1","0","18","0","19","2","1300","0"
"L11524","Sync.java","tool/src/org/antlr/v4/codegen/model/Sync.java","L11474","1","0","16","0","8","1","1843","0"
"L11525","TestSetInline.java","tool/src/org/antlr/v4/codegen/model/TestSetInline.java","L11474","9","0","44","0","15","2","1843","0"
"L11526","ThrowEarlyExitException.java","tool/src/org/antlr/v4/codegen/model/ThrowEarlyExitException.java","L11474","1","0","9","0","7","1","1843","0"
"L11527","ThrowNoViableAlt.java","tool/src/org/antlr/v4/codegen/model/ThrowNoViableAlt.java","L11474","1","0","11","0","7","1","1843","0"
"L11528","ThrowRecognitionException.java","tool/src/org/antlr/v4/codegen/model/ThrowRecognitionException.java","L11474","1","0","16","0","8","1","1843","0"
"L11529","VisitorDispatchMethod.java","tool/src/org/antlr/v4/codegen/model/VisitorDispatchMethod.java","L11474","1","0","7","0","12","2","1843","0"
"L11530","VisitorFile.java","tool/src/org/antlr/v4/codegen/model/VisitorFile.java","L11474","5","0","41","1","18","2","1843","0"
"L15332","ActionAST.java","tool/src/org/antlr/v4/tool/ast/ActionAST.java","L15331","1","0","20","0","5","2","1300","0"
"L15333","AltAST.java","tool/src/org/antlr/v4/tool/ast/AltAST.java","L15331","1","0","23","0","19","2","1300","0"
"L15334","BlockAST.java","tool/src/org/antlr/v4/tool/ast/BlockAST.java","L15331","1","0","21","0","9","2","1300","0"
"L15335","GrammarAST.java","tool/src/org/antlr/v4/tool/ast/GrammarAST.java","L15331","35","0","182","1","29","2","1843","0"
"L15336","GrammarASTErrorNode.java","tool/src/org/antlr/v4/tool/ast/GrammarASTErrorNode.java","L15331","1","0","20","0","3","2","1843","0"
"L15337","GrammarASTVisitor.java","tool/src/org/antlr/v4/tool/ast/GrammarASTVisitor.java","L15331","1","0","17","0","11","2","1300","0"
"L15338","GrammarASTWithOptions.java","tool/src/org/antlr/v4/tool/ast/GrammarASTWithOptions.java","L15331","9","0","51","0","15","2","1843","0"
"L15339","GrammarRootAST.java","tool/src/org/antlr/v4/tool/ast/GrammarRootAST.java","L15331","8","0","65","0","19","2","1843","0"
"L15340","NotAST.java","tool/src/org/antlr/v4/tool/ast/NotAST.java","L15331","1","0","14","0","7","2","1300","0"
"L15341","OptionalBlockAST.java","tool/src/org/antlr/v4/tool/ast/OptionalBlockAST.java","L15331","1","0","21","0","9","2","1300","0"
"L15342","PlusBlockAST.java","tool/src/org/antlr/v4/tool/ast/PlusBlockAST.java","L15331","1","0","21","0","9","2","1300","0"
"L15343","PredAST.java","tool/src/org/antlr/v4/tool/ast/PredAST.java","L15331","1","0","14","0","6","2","1300","0"
"L15344","QuantifierAST.java","tool/src/org/antlr/v4/tool/ast/QuantifierAST.java","L15331","1","0","4","0","3","1","1300","0"
"L15345","RangeAST.java","tool/src/org/antlr/v4/tool/ast/RangeAST.java","L15331","1","0","14","0","7","2","1300","0"
"L15346","RuleAST.java","tool/src/org/antlr/v4/tool/ast/RuleAST.java","L15331","5","0","36","0","12","2","1300","0"
"L15347","RuleElementAST.java","tool/src/org/antlr/v4/tool/ast/RuleElementAST.java","L15331","1","0","3","0","5","2","1300","0"
"L15348","RuleRefAST.java","tool/src/org/antlr/v4/tool/ast/RuleRefAST.java","L15331","1","0","20","0","8","2","1300","0"
"L15349","SetAST.java","tool/src/org/antlr/v4/tool/ast/SetAST.java","L15331","1","0","14","0","7","2","1300","0"
"L15350","StarBlockAST.java","tool/src/org/antlr/v4/tool/ast/StarBlockAST.java","L15331","1","0","21","0","9","2","1300","0"
"L15351","TerminalAST.java","tool/src/org/antlr/v4/tool/ast/TerminalAST.java","L15331","1","0","14","0","5","2","1300","0"
"L11682","ActionChunk.java","tool/src/org/antlr/v4/codegen/model/chunk/ActionChunk.java","L11681","1","0","9","0","5","2","1843","0"
"L11683","ActionTemplate.java","tool/src/org/antlr/v4/codegen/model/chunk/ActionTemplate.java","L11681","1","0","10","0","8","2","1843","0"
"L11684","ActionText.java","tool/src/org/antlr/v4/codegen/model/chunk/ActionText.java","L11681","1","0","9","0","5","2","1843","0"
"L11685","ArgRef.java","tool/src/org/antlr/v4/codegen/model/chunk/ArgRef.java","L11681","1","0","7","0","5","2","1843","0"
"L11686","LabelRef.java","tool/src/org/antlr/v4/codegen/model/chunk/LabelRef.java","L11681","1","0","9","0","5","2","1843","0"
"L11687","ListLabelRef.java","tool/src/org/antlr/v4/codegen/model/chunk/ListLabelRef.java","L11681","1","0","5","0","5","2","1843","0"
"L11688","LocalRef.java","tool/src/org/antlr/v4/codegen/model/chunk/LocalRef.java","L11681","1","0","9","0","5","2","1843","0"
"L11689","NonLocalAttrRef.java","tool/src/org/antlr/v4/codegen/model/chunk/NonLocalAttrRef.java","L11681","1","0","13","0","5","2","1843","0"
"L11690","QRetValueRef.java","tool/src/org/antlr/v4/codegen/model/chunk/QRetValueRef.java","L11681","1","0","9","0","5","2","1843","0"
"L11691","RetValueRef.java","tool/src/org/antlr/v4/codegen/model/chunk/RetValueRef.java","L11681","1","0","9","0","5","2","1843","0"
"L11692","RulePropertyRef.java","tool/src/org/antlr/v4/codegen/model/chunk/RulePropertyRef.java","L11681","1","0","9","0","5","2","1843","0"
"L11693","RulePropertyRef_ctx.java","tool/src/org/antlr/v4/codegen/model/chunk/RulePropertyRef_ctx.java","L11681","1","0","7","0","5","2","1843","0"
"L11694","RulePropertyRef_parser.java","tool/src/org/antlr/v4/codegen/model/chunk/RulePropertyRef_parser.java","L11681","1","0","7","0","2","2","1843","0"
"L11695","RulePropertyRef_start.java","tool/src/org/antlr/v4/codegen/model/chunk/RulePropertyRef_start.java","L11681","1","0","7","0","5","2","1843","0"
"L11696","RulePropertyRef_stop.java","tool/src/org/antlr/v4/codegen/model/chunk/RulePropertyRef_stop.java","L11681","1","0","7","0","5","2","1843","0"
"L11697","RulePropertyRef_text.java","tool/src/org/antlr/v4/codegen/model/chunk/RulePropertyRef_text.java","L11681","1","0","7","0","5","2","1843","0"
"L11698","SetAttr.java","tool/src/org/antlr/v4/codegen/model/chunk/SetAttr.java","L11681","1","0","13","0","5","2","1843","0"
"L11699","SetNonLocalAttr.java","tool/src/org/antlr/v4/codegen/model/chunk/SetNonLocalAttr.java","L11681","1","0","15","0","5","2","1843","0"
"L11700","ThisRulePropertyRef_ctx.java","tool/src/org/antlr/v4/codegen/model/chunk/ThisRulePropertyRef_ctx.java","L11681","1","0","7","0","5","2","1843","0"
"L11701","ThisRulePropertyRef_parser.java","tool/src/org/antlr/v4/codegen/model/chunk/ThisRulePropertyRef_parser.java","L11681","1","0","7","0","2","2","1843","0"
"L11702","ThisRulePropertyRef_start.java","tool/src/org/antlr/v4/codegen/model/chunk/ThisRulePropertyRef_start.java","L11681","1","0","7","0","5","2","1843","0"
"L11703","ThisRulePropertyRef_stop.java","tool/src/org/antlr/v4/codegen/model/chunk/ThisRulePropertyRef_stop.java","L11681","1","0","7","0","5","2","1843","0"
"L11704","ThisRulePropertyRef_text.java","tool/src/org/antlr/v4/codegen/model/chunk/ThisRulePropertyRef_text.java","L11681","1","0","7","0","5","2","1843","0"
"L11705","TokenPropertyRef.java","tool/src/org/antlr/v4/codegen/model/chunk/TokenPropertyRef.java","L11681","1","0","9","0","5","2","1843","0"
"L11706","TokenPropertyRef_channel.java","tool/src/org/antlr/v4/codegen/model/chunk/TokenPropertyRef_channel.java","L11681","1","0","7","0","5","2","1843","0"
"L11707","TokenPropertyRef_index.java","tool/src/org/antlr/v4/codegen/model/chunk/TokenPropertyRef_index.java","L11681","1","0","7","0","5","2","1843","0"
"L11708","TokenPropertyRef_int.java","tool/src/org/antlr/v4/codegen/model/chunk/TokenPropertyRef_int.java","L11681","1","0","7","0","5","2","1843","0"
"L11709","TokenPropertyRef_line.java","tool/src/org/antlr/v4/codegen/model/chunk/TokenPropertyRef_line.java","L11681","1","0","7","0","5","2","1843","0"
"L11710","TokenPropertyRef_pos.java","tool/src/org/antlr/v4/codegen/model/chunk/TokenPropertyRef_pos.java","L11681","1","0","7","0","5","2","1843","0"
"L11711","TokenPropertyRef_text.java","tool/src/org/antlr/v4/codegen/model/chunk/TokenPropertyRef_text.java","L11681","1","0","7","0","5","2","1843","0"
"L11712","TokenPropertyRef_type.java","tool/src/org/antlr/v4/codegen/model/chunk/TokenPropertyRef_type.java","L11681","1","0","7","0","5","2","1843","0"
"L11713","TokenRef.java","tool/src/org/antlr/v4/codegen/model/chunk/TokenRef.java","L11681","1","0","9","0","5","2","1843","0"
"L11866","AltLabelStructDecl.java","tool/src/org/antlr/v4/codegen/model/decl/AltLabelStructDecl.java","L11865","5","0","40","0","27","2","1300","0"
"L11867","AttributeDecl.java","tool/src/org/antlr/v4/codegen/model/decl/AttributeDecl.java","L11865","1","0","12","0","10","2","1843","0"
"L11868","CodeBlock.java","tool/src/org/antlr/v4/codegen/model/decl/CodeBlock.java","L11865","6","0","43","0","5","1","1843","0"
"L11869","ContextGetterDecl.java","tool/src/org/antlr/v4/codegen/model/decl/ContextGetterDecl.java","L11865","4","0","25","0","13","2","1300","0"
"L11870","ContextRuleGetterDecl.java","tool/src/org/antlr/v4/codegen/model/decl/ContextRuleGetterDecl.java","L11865","1","0","9","0","9","2","1843","0"
"L11871","ContextRuleListGetterDecl.java","tool/src/org/antlr/v4/codegen/model/decl/ContextRuleListGetterDecl.java","L11865","1","0","9","0","9","2","1843","0"
"L11872","ContextRuleListIndexedGetterDecl.java","tool/src/org/antlr/v4/codegen/model/decl/ContextRuleListIndexedGetterDecl.java","L11865","1","0","11","0","8","2","1843","0"
"L11873","ContextTokenGetterDecl.java","tool/src/org/antlr/v4/codegen/model/decl/ContextTokenGetterDecl.java","L11865","1","0","7","0","9","2","1843","0"
"L11874","ContextTokenListGetterDecl.java","tool/src/org/antlr/v4/codegen/model/decl/ContextTokenListGetterDecl.java","L11865","1","0","7","0","9","2","1843","0"
"L11875","ContextTokenListIndexedGetterDecl.java","tool/src/org/antlr/v4/codegen/model/decl/ContextTokenListIndexedGetterDecl.java","L11865","1","0","11","0","8","2","1843","0"
"L11876","Decl.java","tool/src/org/antlr/v4/codegen/model/decl/Decl.java","L11865","4","0","28","0","14","2","1843","0"
"L11877","ElementListDecl.java","tool/src/org/antlr/v4/codegen/model/decl/ElementListDecl.java","L11865","1","0","7","0","4","1","1843","0"
"L11878","RuleContextDecl.java","tool/src/org/antlr/v4/codegen/model/decl/RuleContextDecl.java","L11865","1","0","10","0","6","1","1843","0"
"L11879","RuleContextListDecl.java","tool/src/org/antlr/v4/codegen/model/decl/RuleContextListDecl.java","L11865","1","0","8","0","6","1","1843","0"
"L11880","StructDecl.java","tool/src/org/antlr/v4/codegen/model/decl/StructDecl.java","L11865","8","0","65","0","41","2","1300","0"
