"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous fixes","Number of previous modifications","Number of committers","Number of developer commits","Number of bugs"
"L12776","AttributeResolver.java","tool/src/org/antlr/v4/tool/AttributeResolver.java","L12770","1","0","10","0","15","1","1843","0"
"L12777","BuildDependencyGenerator.java","tool/src/org/antlr/v4/tool/BuildDependencyGenerator.java","L12770","21","0","144","0","12","3","1843","0"
"L12778","DefaultToolListener.java","tool/src/org/antlr/v4/tool/DefaultToolListener.java","L12770","4","0","32","0","8","2","1300","0"
"L12779","DOTGenerator.java","tool/src/org/antlr/v4/tool/DOTGenerator.java","L12770","64","0","278","0","49","2","1300","0"
"L12780","ErrorManager.java","tool/src/org/antlr/v4/tool/ErrorManager.java","L12770","28","0","247","0","56","2","1300","0"
"L12781","ErrorSeverity.java","tool/src/org/antlr/v4/tool/ErrorSeverity.java","L12770","1","0","13","0","9","1","1843","0"
"L12782","ErrorType.java","tool/src/org/antlr/v4/tool/ErrorType.java","L12770","1","0","110","3","120","2","1300","0"
"L12783","Grammar.java","tool/src/org/antlr/v4/tool/Grammar.java","L12770","89","0","571","0","149","2","1300","0"
"L12784","GrammarSemanticsMessage.java","tool/src/org/antlr/v4/tool/GrammarSemanticsMessage.java","L12770","2","0","19","0","7","1","1843","0"
"L12785","GrammarSyntaxMessage.java","tool/src/org/antlr/v4/tool/GrammarSyntaxMessage.java","L12770","2","0","26","0","6","2","1843","0"
"L12786","GrammarTransformPipeline.java","tool/src/org/antlr/v4/tool/GrammarTransformPipeline.java","L12770","43","0","270","0","57","2","1300","1"
"L12787","LabelElementPair.java","tool/src/org/antlr/v4/tool/LabelElementPair.java","L12770","8","0","36","0","12","2","1843","0"
"L12788","LabelType.java","tool/src/org/antlr/v4/tool/LabelType.java","L12770","1","0","13","0","6","1","1843","0"
"L12789","LeftRecursionCyclesMessage.java","tool/src/org/antlr/v4/tool/LeftRecursionCyclesMessage.java","L12770","1","0","10","0","7","2","1300","0"
"L12790","LeftRecursiveRule.java","tool/src/org/antlr/v4/tool/LeftRecursiveRule.java","L12770","16","0","68","0","16","2","1843","0"
"L12791","LexerGrammar.java","tool/src/org/antlr/v4/tool/LexerGrammar.java","L12770","2","0","28","0","15","1","1843","0"
"L12792","Rule.java","tool/src/org/antlr/v4/tool/Rule.java","L12770","48","0","246","0","81","2","1300","0"
"L12793","ToolMessage.java","tool/src/org/antlr/v4/tool/ToolMessage.java","L12770","1","0","12","0","5","1","1843","0"
"L9125","Action.java","tool/src/org/antlr/v4/codegen/model/Action.java","L9124","3","0","44","0","20","2","1300","0"
"L9126","AddToLabelList.java","tool/src/org/antlr/v4/codegen/model/AddToLabelList.java","L9124","1","0","12","0","7","1","1843","0"
"L9127","AltBlock.java","tool/src/org/antlr/v4/codegen/model/AltBlock.java","L9124","1","0","14","0","9","1","1843","0"
"L9128","ArgAction.java","tool/src/org/antlr/v4/codegen/model/ArgAction.java","L9124","1","0","10","0","6","2","1843","0"
"L9129","BaseListenerFile.java","tool/src/org/antlr/v4/codegen/model/BaseListenerFile.java","L9124","1","0","7","0","8","2","1843","0"
"L9130","BaseVisitorFile.java","tool/src/org/antlr/v4/codegen/model/BaseVisitorFile.java","L9124","1","0","7","0","8","2","1843","0"
"L9131","CaptureNextToken.java","tool/src/org/antlr/v4/codegen/model/CaptureNextToken.java","L9124","1","0","9","0","4","1","1843","0"
"L9132","CaptureNextTokenType.java","tool/src/org/antlr/v4/codegen/model/CaptureNextTokenType.java","L9124","1","0","9","0","4","1","1843","0"
"L9133","Choice.java","tool/src/org/antlr/v4/codegen/model/Choice.java","L9124","3","0","48","0","24","2","1843","0"
"L9134","CodeBlockForAlt.java","tool/src/org/antlr/v4/codegen/model/CodeBlockForAlt.java","L9124","1","0","8","0","7","2","1843","0"
"L9135","CodeBlockForOuterMostAlt.java","tool/src/org/antlr/v4/codegen/model/CodeBlockForOuterMostAlt.java","L9124","2","0","12","0","9","2","1843","0"
"L9136","dbg.java","tool/src/org/antlr/v4/codegen/model/dbg.java","L9124","1","0","3","0","3","1","1843","0"
"L9137","DispatchMethod.java","tool/src/org/antlr/v4/codegen/model/DispatchMethod.java","L9124","1","0","7","0","8","2","1843","0"
"L9138","ExceptionClause.java","tool/src/org/antlr/v4/codegen/model/ExceptionClause.java","L9124","1","0","15","0","4","2","1843","0"
"L9139","InvokeRule.java","tool/src/org/antlr/v4/codegen/model/InvokeRule.java","L9124","6","0","61","0","29","2","1843","0"
"L9140","LabeledOp.java","tool/src/org/antlr/v4/codegen/model/LabeledOp.java","L9124","1","0","6","0","7","2","1843","0"
"L9141","LeftRecursiveRuleFunction.java","tool/src/org/antlr/v4/codegen/model/LeftRecursiveRuleFunction.java","L9124","5","0","33","0","14","2","1843","0"
"L9142","Lexer.java","tool/src/org/antlr/v4/codegen/model/Lexer.java","L9124","7","0","67","0","26","2","1843","0"
"L9143","LexerFile.java","tool/src/org/antlr/v4/codegen/model/LexerFile.java","L9124","2","0","21","0","13","2","1843","0"
"L9144","ListenerDispatchMethod.java","tool/src/org/antlr/v4/codegen/model/ListenerDispatchMethod.java","L9124","1","0","9","0","9","2","1843","0"
"L9145","ListenerFile.java","tool/src/org/antlr/v4/codegen/model/ListenerFile.java","L9124","5","0","37","0","25","2","1843","0"
"L9146","LL1AltBlock.java","tool/src/org/antlr/v4/codegen/model/LL1AltBlock.java","L9124","1","0","16","0","12","1","1843","0"
"L9147","LL1Choice.java","tool/src/org/antlr/v4/codegen/model/LL1Choice.java","L9124","1","0","13","0","8","1","1843","0"
"L9148","LL1Loop.java","tool/src/org/antlr/v4/codegen/model/LL1Loop.java","L9124","3","0","30","0","14","2","1843","0"
"L9149","LL1OptionalBlock.java","tool/src/org/antlr/v4/codegen/model/LL1OptionalBlock.java","L9124","1","0","9","0","7","1","1843","0"
"L9150","LL1OptionalBlockSingleAlt.java","tool/src/org/antlr/v4/codegen/model/LL1OptionalBlockSingleAlt.java","L9124","1","0","25","0","13","2","1843","0"
"L9151","LL1PlusBlock.java","tool/src/org/antlr/v4/codegen/model/LL1PlusBlock.java","L9124","1","0","34","0","24","2","1843","0"
"L9152","LL1PlusBlockSingleAlt.java","tool/src/org/antlr/v4/codegen/model/LL1PlusBlockSingleAlt.java","L9124","1","0","19","0","14","2","1843","0"
"L9153","LL1StarBlock.java","tool/src/org/antlr/v4/codegen/model/LL1StarBlock.java","L9124","1","0","27","0","17","2","1843","0"
"L9154","LL1StarBlockSingleAlt.java","tool/src/org/antlr/v4/codegen/model/LL1StarBlockSingleAlt.java","L9124","1","0","19","0","14","2","1843","0"
"L9155","Loop.java","tool/src/org/antlr/v4/codegen/model/Loop.java","L9124","4","0","24","0","13","2","1843","0"
"L9156","MatchNotSet.java","tool/src/org/antlr/v4/codegen/model/MatchNotSet.java","L9124","1","0","9","0","6","2","1843","0"
"L9157","MatchSet.java","tool/src/org/antlr/v4/codegen/model/MatchSet.java","L9124","1","0","18","0","4","1","1843","0"
"L9158","MatchToken.java","tool/src/org/antlr/v4/codegen/model/MatchToken.java","L9124","1","0","26","0","19","2","1843","0"
"L9159","ModelElement.java","tool/src/org/antlr/v4/codegen/model/ModelElement.java","L9124","1","0","6","0","3","1","1843","0"
"L9160","OptionalBlock.java","tool/src/org/antlr/v4/codegen/model/OptionalBlock.java","L9124","1","0","12","0","7","1","1843","0"
"L9161","OutputFile.java","tool/src/org/antlr/v4/codegen/model/OutputFile.java","L9124","1","0","20","0","5","2","1843","0"
"L9162","OutputModelObject.java","tool/src/org/antlr/v4/codegen/model/OutputModelObject.java","L9124","1","0","13","0","11","2","1843","0"
"L9163","Parser.java","tool/src/org/antlr/v4/codegen/model/Parser.java","L9124","7","0","68","0","38","2","1843","0"
"L9164","ParserFile.java","tool/src/org/antlr/v4/codegen/model/ParserFile.java","L9124","2","0","21","0","16","2","1843","0"
"L9165","PlusBlock.java","tool/src/org/antlr/v4/codegen/model/PlusBlock.java","L9124","1","0","22","0","15","2","1843","0"
"L9166","RuleActionFunction.java","tool/src/org/antlr/v4/codegen/model/RuleActionFunction.java","L9124","1","0","17","0","3","1","1843","0"
"L9167","RuleElement.java","tool/src/org/antlr/v4/codegen/model/RuleElement.java","L9124","3","0","10","0","8","2","1843","0"
"L9168","RuleFunction.java","tool/src/org/antlr/v4/codegen/model/RuleFunction.java","L9124","43","0","314","0","56","2","1843","0"
"L9169","RuleSempredFunction.java","tool/src/org/antlr/v4/codegen/model/RuleSempredFunction.java","L9124","1","0","8","0","2","1","1843","0"
"L9170","SemPred.java","tool/src/org/antlr/v4/codegen/model/SemPred.java","L9124","5","0","36","0","23","2","1843","0"
"L9171","SerializedATN.java","tool/src/org/antlr/v4/codegen/model/SerializedATN.java","L9124","4","0","28","1","20","2","1300","0"
"L9172","SrcOp.java","tool/src/org/antlr/v4/codegen/model/SrcOp.java","L9124","7","0","34","0","12","2","1843","0"
"L9173","StarBlock.java","tool/src/org/antlr/v4/codegen/model/StarBlock.java","L9124","1","0","18","0","18","2","1843","0"
"L9174","Sync.java","tool/src/org/antlr/v4/codegen/model/Sync.java","L9124","1","0","16","0","8","1","1843","0"
"L9175","TestSetInline.java","tool/src/org/antlr/v4/codegen/model/TestSetInline.java","L9124","9","0","39","0","12","2","1843","0"
"L9176","ThrowEarlyExitException.java","tool/src/org/antlr/v4/codegen/model/ThrowEarlyExitException.java","L9124","1","0","9","0","7","1","1843","0"
"L9177","ThrowNoViableAlt.java","tool/src/org/antlr/v4/codegen/model/ThrowNoViableAlt.java","L9124","1","0","11","0","7","1","1843","0"
"L9178","ThrowRecognitionException.java","tool/src/org/antlr/v4/codegen/model/ThrowRecognitionException.java","L9124","1","0","16","0","8","1","1843","0"
"L9179","VisitorDispatchMethod.java","tool/src/org/antlr/v4/codegen/model/VisitorDispatchMethod.java","L9124","1","0","7","0","12","2","1843","0"
"L9180","VisitorFile.java","tool/src/org/antlr/v4/codegen/model/VisitorFile.java","L9124","5","0","37","0","11","2","1843","0"
"L12895","ActionAST.java","tool/src/org/antlr/v4/tool/ast/ActionAST.java","L12894","1","0","20","0","5","2","1300","0"
"L12896","AltAST.java","tool/src/org/antlr/v4/tool/ast/AltAST.java","L12894","1","0","23","0","16","2","1300","0"
"L12897","BlockAST.java","tool/src/org/antlr/v4/tool/ast/BlockAST.java","L12894","1","0","21","0","9","2","1300","0"
"L12898","GrammarAST.java","tool/src/org/antlr/v4/tool/ast/GrammarAST.java","L12894","28","0","162","0","19","2","1300","0"
"L12899","GrammarASTErrorNode.java","tool/src/org/antlr/v4/tool/ast/GrammarASTErrorNode.java","L12894","1","0","20","0","3","2","1843","0"
"L12900","GrammarASTVisitor.java","tool/src/org/antlr/v4/tool/ast/GrammarASTVisitor.java","L12894","1","0","17","0","11","2","1300","0"
"L12901","GrammarASTWithOptions.java","tool/src/org/antlr/v4/tool/ast/GrammarASTWithOptions.java","L12894","9","0","52","0","12","2","1300","0"
"L12902","GrammarRootAST.java","tool/src/org/antlr/v4/tool/ast/GrammarRootAST.java","L12894","8","0","66","0","15","2","1300","0"
"L12903","NotAST.java","tool/src/org/antlr/v4/tool/ast/NotAST.java","L12894","1","0","14","0","7","2","1300","0"
"L12904","OptionalBlockAST.java","tool/src/org/antlr/v4/tool/ast/OptionalBlockAST.java","L12894","1","0","21","0","9","2","1300","0"
"L12905","PlusBlockAST.java","tool/src/org/antlr/v4/tool/ast/PlusBlockAST.java","L12894","1","0","21","0","9","2","1300","0"
"L12906","PredAST.java","tool/src/org/antlr/v4/tool/ast/PredAST.java","L12894","1","0","14","0","6","2","1300","0"
"L12907","QuantifierAST.java","tool/src/org/antlr/v4/tool/ast/QuantifierAST.java","L12894","1","0","4","0","3","1","1300","0"
"L12908","RangeAST.java","tool/src/org/antlr/v4/tool/ast/RangeAST.java","L12894","1","0","14","0","7","2","1300","0"
"L12909","RuleAST.java","tool/src/org/antlr/v4/tool/ast/RuleAST.java","L12894","5","0","36","0","11","2","1843","0"
"L12910","RuleElementAST.java","tool/src/org/antlr/v4/tool/ast/RuleElementAST.java","L12894","1","0","3","0","5","2","1300","0"
"L12911","RuleRefAST.java","tool/src/org/antlr/v4/tool/ast/RuleRefAST.java","L12894","1","0","20","0","8","2","1300","0"
"L12912","SetAST.java","tool/src/org/antlr/v4/tool/ast/SetAST.java","L12894","1","0","14","0","7","2","1300","0"
"L12913","StarBlockAST.java","tool/src/org/antlr/v4/tool/ast/StarBlockAST.java","L12894","1","0","21","0","9","2","1300","0"
"L12914","TerminalAST.java","tool/src/org/antlr/v4/tool/ast/TerminalAST.java","L12894","1","0","14","0","5","2","1300","0"
"L14012","LexerInterpreter.java","tool/src/org/antlr/v4/tool/interp/LexerInterpreter.java","L14011","2","0","82","0","25","2","1300","0"
"L14013","ParserInterpreter.java","tool/src/org/antlr/v4/tool/interp/ParserInterpreter.java","L14011","5","0","87","0","24","2","1843","0"
"L9332","ActionChunk.java","tool/src/org/antlr/v4/codegen/model/chunk/ActionChunk.java","L9331","1","0","9","0","5","2","1843","0"
"L9333","ActionTemplate.java","tool/src/org/antlr/v4/codegen/model/chunk/ActionTemplate.java","L9331","1","0","10","0","8","2","1843","0"
"L9334","ActionText.java","tool/src/org/antlr/v4/codegen/model/chunk/ActionText.java","L9331","1","0","9","0","5","2","1843","0"
"L9335","ArgRef.java","tool/src/org/antlr/v4/codegen/model/chunk/ArgRef.java","L9331","1","0","7","0","5","2","1843","0"
"L9336","DefaultLexerSuperClass.java","tool/src/org/antlr/v4/codegen/model/chunk/DefaultLexerSuperClass.java","L9331","1","0","4","0","5","2","1843","0"
"L9337","DefaultParserSuperClass.java","tool/src/org/antlr/v4/codegen/model/chunk/DefaultParserSuperClass.java","L9331","1","0","4","0","5","2","1843","0"
"L9338","LabelRef.java","tool/src/org/antlr/v4/codegen/model/chunk/LabelRef.java","L9331","1","0","9","0","5","2","1843","0"
"L9339","ListLabelRef.java","tool/src/org/antlr/v4/codegen/model/chunk/ListLabelRef.java","L9331","1","0","5","0","5","2","1843","0"
"L9340","LocalRef.java","tool/src/org/antlr/v4/codegen/model/chunk/LocalRef.java","L9331","1","0","9","0","5","2","1843","0"
"L9341","NonLocalAttrRef.java","tool/src/org/antlr/v4/codegen/model/chunk/NonLocalAttrRef.java","L9331","1","0","13","0","5","2","1843","0"
"L9342","QRetValueRef.java","tool/src/org/antlr/v4/codegen/model/chunk/QRetValueRef.java","L9331","1","0","9","0","5","2","1843","0"
"L9343","RetValueRef.java","tool/src/org/antlr/v4/codegen/model/chunk/RetValueRef.java","L9331","1","0","9","0","5","2","1843","0"
"L9344","RulePropertyRef.java","tool/src/org/antlr/v4/codegen/model/chunk/RulePropertyRef.java","L9331","1","0","9","0","5","2","1843","0"
"L9345","RulePropertyRef_ctx.java","tool/src/org/antlr/v4/codegen/model/chunk/RulePropertyRef_ctx.java","L9331","1","0","7","0","5","2","1843","0"
"L9346","RulePropertyRef_start.java","tool/src/org/antlr/v4/codegen/model/chunk/RulePropertyRef_start.java","L9331","1","0","7","0","5","2","1843","0"
"L9347","RulePropertyRef_stop.java","tool/src/org/antlr/v4/codegen/model/chunk/RulePropertyRef_stop.java","L9331","1","0","7","0","5","2","1843","0"
"L9348","RulePropertyRef_text.java","tool/src/org/antlr/v4/codegen/model/chunk/RulePropertyRef_text.java","L9331","1","0","7","0","5","2","1843","0"
"L9349","SetAttr.java","tool/src/org/antlr/v4/codegen/model/chunk/SetAttr.java","L9331","1","0","13","0","5","2","1843","0"
"L9350","SetNonLocalAttr.java","tool/src/org/antlr/v4/codegen/model/chunk/SetNonLocalAttr.java","L9331","1","0","15","0","5","2","1843","0"
"L9351","ThisRulePropertyRef_ctx.java","tool/src/org/antlr/v4/codegen/model/chunk/ThisRulePropertyRef_ctx.java","L9331","1","0","7","0","5","2","1843","0"
"L9352","ThisRulePropertyRef_start.java","tool/src/org/antlr/v4/codegen/model/chunk/ThisRulePropertyRef_start.java","L9331","1","0","7","0","5","2","1843","0"
"L9353","ThisRulePropertyRef_stop.java","tool/src/org/antlr/v4/codegen/model/chunk/ThisRulePropertyRef_stop.java","L9331","1","0","7","0","5","2","1843","0"
"L9354","ThisRulePropertyRef_text.java","tool/src/org/antlr/v4/codegen/model/chunk/ThisRulePropertyRef_text.java","L9331","1","0","7","0","5","2","1843","0"
"L9355","TokenPropertyRef.java","tool/src/org/antlr/v4/codegen/model/chunk/TokenPropertyRef.java","L9331","1","0","9","0","5","2","1843","0"
"L9356","TokenPropertyRef_channel.java","tool/src/org/antlr/v4/codegen/model/chunk/TokenPropertyRef_channel.java","L9331","1","0","7","0","5","2","1843","0"
"L9357","TokenPropertyRef_index.java","tool/src/org/antlr/v4/codegen/model/chunk/TokenPropertyRef_index.java","L9331","1","0","7","0","5","2","1843","0"
"L9358","TokenPropertyRef_int.java","tool/src/org/antlr/v4/codegen/model/chunk/TokenPropertyRef_int.java","L9331","1","0","7","0","5","2","1843","0"
"L9359","TokenPropertyRef_line.java","tool/src/org/antlr/v4/codegen/model/chunk/TokenPropertyRef_line.java","L9331","1","0","7","0","5","2","1843","0"
"L9360","TokenPropertyRef_pos.java","tool/src/org/antlr/v4/codegen/model/chunk/TokenPropertyRef_pos.java","L9331","1","0","7","0","5","2","1843","0"
"L9361","TokenPropertyRef_text.java","tool/src/org/antlr/v4/codegen/model/chunk/TokenPropertyRef_text.java","L9331","1","0","7","0","5","2","1843","0"
"L9362","TokenPropertyRef_type.java","tool/src/org/antlr/v4/codegen/model/chunk/TokenPropertyRef_type.java","L9331","1","0","7","0","5","2","1843","0"
"L9363","TokenRef.java","tool/src/org/antlr/v4/codegen/model/chunk/TokenRef.java","L9331","1","0","9","0","5","2","1843","0"
"L9514","AltLabelStructDecl.java","tool/src/org/antlr/v4/codegen/model/decl/AltLabelStructDecl.java","L9513","5","0","40","0","26","2","1843","0"
"L9515","AttributeDecl.java","tool/src/org/antlr/v4/codegen/model/decl/AttributeDecl.java","L9513","1","0","7","0","5","1","1843","0"
"L9516","CodeBlock.java","tool/src/org/antlr/v4/codegen/model/decl/CodeBlock.java","L9513","6","0","43","0","5","1","1843","0"
"L9517","ContextGetterDecl.java","tool/src/org/antlr/v4/codegen/model/decl/ContextGetterDecl.java","L9513","4","0","25","0","12","2","1843","0"
"L9518","ContextRuleGetterDecl.java","tool/src/org/antlr/v4/codegen/model/decl/ContextRuleGetterDecl.java","L9513","1","0","9","0","9","2","1843","0"
"L9519","ContextRuleListGetterDecl.java","tool/src/org/antlr/v4/codegen/model/decl/ContextRuleListGetterDecl.java","L9513","1","0","9","0","9","2","1843","0"
"L9520","ContextRuleListIndexedGetterDecl.java","tool/src/org/antlr/v4/codegen/model/decl/ContextRuleListIndexedGetterDecl.java","L9513","1","0","11","0","8","2","1843","0"
"L9521","ContextTokenGetterDecl.java","tool/src/org/antlr/v4/codegen/model/decl/ContextTokenGetterDecl.java","L9513","1","0","7","0","9","2","1843","0"
"L9522","ContextTokenListGetterDecl.java","tool/src/org/antlr/v4/codegen/model/decl/ContextTokenListGetterDecl.java","L9513","1","0","7","0","9","2","1843","0"
"L9523","ContextTokenListIndexedGetterDecl.java","tool/src/org/antlr/v4/codegen/model/decl/ContextTokenListIndexedGetterDecl.java","L9513","1","0","11","0","8","2","1843","0"
"L9524","Decl.java","tool/src/org/antlr/v4/codegen/model/decl/Decl.java","L9513","4","0","28","0","14","2","1843","0"
"L9525","ElementListDecl.java","tool/src/org/antlr/v4/codegen/model/decl/ElementListDecl.java","L9513","1","0","7","0","4","1","1843","0"
"L9526","RuleContextDecl.java","tool/src/org/antlr/v4/codegen/model/decl/RuleContextDecl.java","L9513","1","0","10","0","6","1","1843","0"
