address,PIM,WMC,WAC,NMI,NMO,DIT,NOC,CBO,RFC,bug
org.apache.tools.ant.util.regexp.ExtraFieldUtils,4.0,5.0,3.0,0.0,0.0,2.0,0.0,10.0,18.0,0.0
org.apache.tools.ant.util.regexp.FileList,4.0,5.0,2.0,0.0,0.0,2.0,0.0,7.0,14.0,0.0
org.apache.tools.ant.taskdefs.FileNameMapper,39.0,14.0,4.0,53.0,7.0,6.0,2.0,23.0,66.0,0.0
org.apache.tools.ant.taskdefs.FileScanner,33.0,26.0,6.0,18.0,3.0,4.0,0.0,24.0,91.0,0.0
org.apache.tools.ant.taskdefs.FileSet,71.0,50.0,21.0,33.0,1.0,5.0,1.0,16.0,87.0,0.0
org.apache.tools.ant.taskdefs.compilers.FileUtils,2.0,3.0,3.0,9.0,1.0,3.0,0.0,17.0,21.0,0.0
org.apache.tools.ant.taskdefs.compilers.Filter,2.0,2.0,1.0,9.0,1.0,3.0,0.0,11.0,13.0,0.0
org.apache.tools.ant.taskdefs.compilers.FilterSet,2.0,2.0,0.0,9.0,1.0,3.0,0.0,5.0,11.0,0.0
org.apache.tools.ant.taskdefs.compilers.FixCRLF,2.0,2.0,0.0,9.0,1.0,3.0,0.0,10.0,24.0,0.0
org.apache.tools.ant.taskdefs.compilers.FlatFileNameMapper,2.0,4.0,1.0,9.0,1.0,3.0,0.0,15.0,27.0,0.0
org.apache.tools.ant.GUnzip,1.0,7.0,3.0,0.0,0.0,2.0,0.0,21.0,57.0,0.0
org.apache.tools.ant.GZip,1.0,5.0,4.0,0.0,0.0,2.0,0.0,3.0,12.0,0.0
org.apache.tools.ant.listener.Gcj,7.0,9.0,4.0,0.0,0.0,2.0,0.0,13.0,35.0,0.0
org.apache.tools.ant.taskdefs.GenerateKey,3.0,7.0,4.0,0.0,0.0,2.0,0.0,5.0,18.0,1.0
org.apache.tools.mail.Get,2.0,5.0,1.0,0.0,0.0,2.0,0.0,3.0,11.0,0.0
org.apache.tools.ant.GlobPatternMapper,3.0,18.0,14.0,0.0,0.0,2.0,0.0,32.0,107.0,0.0
org.apache.tools.ant.taskdefs.IdentityMapper,7.0,9.0,9.0,0.0,0.0,2.0,0.0,16.0,55.0,0.0
org.apache.tools.ant.taskdefs.IntrospectionHelper,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0
org.apache.tools.ant.taskdefs.JakartaOroMatcher,13.0,17.0,6.0,0.0,0.0,2.0,0.0,14.0,41.0,0.0
org.apache.tools.ant.types.JakartaRegexpMatcher,3.0,5.0,1.0,0.0,0.0,2.0,0.0,6.0,14.0,0.0
org.apache.tools.ant.util.regexp.Jar,4.0,4.0,0.0,0.0,0.0,,,,,0.0
org.apache.tools.ant.util.regexp.Java,1.0,3.0,0.0,0.0,0.0,2.0,0.0,7.0,10.0,0.0
org.apache.tools.ant.util.Javac,3.0,5.0,3.0,0.0,0.0,2.0,0.0,11.0,21.0,1.0
org.apache.tools.ant.taskdefs.Javac12,17.0,5.0,3.0,20.0,1.0,4.0,0.0,6.0,17.0,0.0
org.apache.tools.ant.taskdefs.Javac13,38.0,20.0,10.0,33.0,1.0,5.0,0.0,21.0,79.0,0.0
org.apache.tools.ant.taskdefs.JavacExternal,64.0,44.0,19.0,33.0,1.0,5.0,0.0,23.0,97.0,0.0
org.apache.tools.ant.taskdefs.rmic.JavacOutputStream,4.0,4.0,0.0,0.0,0.0,,,,,0.0
org.apache.tools.ant.taskdefs.rmic.Javadoc,1.0,3.0,0.0,0.0,0.0,2.0,0.0,13.0,16.0,0.0
org.apache.tools.ant.taskdefs.rmic.Jikes,4.0,3.0,3.0,15.0,1.0,3.0,0.0,16.0,23.0,0.0
org.apache.tools.ant.taskdefs.Jikes,30.0,8.0,12.0,33.0,1.0,5.0,0.0,20.0,67.0,0.0
org.apache.tools.tar.JikesOutputParser,11.0,21.0,11.0,0.0,0.0,2.0,0.0,8.0,44.0,0.0
org.apache.tools.tar.Jvc,0.0,0.0,24.0,0.0,0.0,,,,,0.0
org.apache.tools.tar.KaffeRmic,26.0,31.0,15.0,0.0,0.0,2.0,0.0,9.0,74.0,1.0
org.apache.tools.tar.KeySubst,13.0,16.0,8.0,0.0,0.0,2.0,0.0,10.0,45.0,0.0
org.apache.tools.tar.Kjc,11.0,15.0,12.0,0.0,0.0,2.0,0.0,9.0,45.0,0.0
org.apache.tools.tar.Launcher,7.0,8.0,0.0,0.0,0.0,2.0,0.0,4.0,15.0,0.0
org.apache.tools.ant.Location,15.0,20.0,6.0,2.0,2.0,3.0,40.0,7.0,33.0,0.0
org.apache.tools.ant.Log4jListener,16.0,5.0,2.0,20.0,1.0,4.0,0.0,12.0,20.0,1.0
org.apache.tools.ant.LogOutputStream,1.0,1.0,0.0,0.0,0.0,,,,,0.0
org.apache.tools.ant.taskdefs.LogStreamHandler,1.0,3.0,3.0,0.0,0.0,2.0,0.0,5.0,10.0,0.0
org.apache.tools.ant.taskdefs.MailMessage,23.0,2.0,0.0,30.0,1.0,5.0,0.0,4.0,4.0,0.0
org.apache.tools.ant.taskdefs.MailPrintStream,18.0,8.0,5.0,20.0,1.0,4.0,0.0,19.0,42.0,0.0
org.apache.tools.ant.taskdefs.optional.Main,3.0,5.0,4.0,0.0,0.0,2.0,0.0,15.0,25.0,0.0
org.apache.tools.ant.taskdefs.Manifest,34.0,1.0,0.0,54.0,0.0,6.0,0.0,2.0,2.0,0.0
org.apache.tools.zip.ManifestException,0.0,0.0,7.0,0.0,0.0,,,,,0.0
org.apache.tools.ant.Mapper,14.0,8.0,3.0,18.0,3.0,4.0,0.0,14.0,41.0,0.0
org.apache.tools.ant.taskdefs.MatchingTask,17.0,5.0,3.0,20.0,1.0,4.0,0.0,15.0,43.0,0.0
org.apache.tools.ant.taskdefs.MergingMapper,32.0,10.0,5.0,33.0,1.0,5.0,0.0,16.0,38.0,0.0
org.apache.tools.ant.taskdefs.rmic.Mkdir,4.0,5.0,1.0,13.0,3.0,3.0,0.0,13.0,19.0,0.0
org.apache.tools.ant.taskdefs.Move,44.0,9.0,2.0,61.0,3.0,7.0,0.0,11.0,33.0,1.0
org.apache.tools.ant.taskdefs.NoBannerLogger,3.0,3.0,1.0,0.0,0.0,,,,,0.0
org.apache.tools.ant.taskdefs.Not,38.0,21.0,13.0,33.0,1.0,5.0,0.0,22.0,81.0,1.0
org.apache.tools.ant.Or,7.0,11.0,15.0,0.0,0.0,2.0,0.0,33.0,63.0,1.0
org.apache.tools.ant.taskdefs.Os,35.0,28.0,13.0,33.0,1.0,5.0,1.0,36.0,137.0,1.0
org.apache.tools.zip.Parallel,14.0,23.0,8.0,0.0,0.0,2.0,0.0,20.0,81.0,0.0
org.apache.tools.ant.types.Patch,25.0,9.0,4.0,26.0,2.0,5.0,0.0,6.0,20.0,0.0
org.apache.tools.zip.Path,4.0,7.0,1.0,0.0,0.0,2.0,0.0,3.0,10.0,0.0
org.apache.tools.ant.types.PathConvert,14.0,6.0,1.0,20.0,2.0,3.0,0.0,4.0,11.0,0.0
