filename,npm,wmc,dit,noc,cbo,rfc,bug
apache.xalan.templates.ElemText,115.0,6.0,4.0,0.0,3.0,12.0,1.0
apache.xalan.templates.ElemLiteralResult,128.0,32.0,5.0,2.0,18.0,90.0,3.0
apache.xalan.templates.ElemWhen,115.0,7.0,4.0,0.0,7.0,16.0,1.0
apache.xalan.templates.ElemExtensionScript,118.0,6.0,4.0,0.0,2.0,7.0,1.0
apache.xalan.templates.FuncKey,30.0,3.0,6.0,0.0,17.0,33.0,1.0
apache.xalan.templates.AVTPartXPath,1.0,7.0,3.0,0.0,8.0,20.0,1.0
apache.xalan.templates.StylesheetComposed,172.0,11.0,5.0,1.0,6.0,47.0,0.0
apache.xalan.templates.XUnresolvedVariable,60.0,6.0,4.0,0.0,12.0,23.0,0.0
apache.xalan.templates.ElemApplyTemplates,126.0,9.0,6.0,0.0,24.0,85.0,2.0
apache.xalan.templates.ElemTemplate,113.0,22.0,4.0,2.0,12.0,46.0,1.0
apache.xalan.templates.ElemCopy,117.0,4.0,5.0,0.0,10.0,24.0,1.0
apache.xalan.templates.ElemSort,123.0,15.0,4.0,0.0,11.0,27.0,1.0
apache.xalan.templates.OutputProperties,145.0,42.0,4.0,0.0,34.0,125.0,2.0
apache.xalan.templates.ElemUse,118.0,7.0,4.0,4.0,9.0,17.0,2.0
apache.xalan.templates.FuncDocument,27.0,8.0,6.0,0.0,32.0,70.0,2.0
apache.xalan.templates.Constants,0.0,1.0,2.0,0.0,2.0,2.0,0.0
apache.xalan.templates.ElemValueOf,115.0,11.0,4.0,0.0,16.0,42.0,1.0
apache.xalan.templates.DecimalFormatProperties,137.0,25.0,4.0,0.0,5.0,49.0,2.0
apache.xalan.templates.TemplateList,8.0,22.0,2.0,0.0,24.0,82.0,2.0
apache.xalan.templates.ElemExtensionDecl,118.0,14.0,4.0,0.0,13.0,42.0,1.0
apache.xalan.templates.ElemParam,119.0,6.0,5.0,0.0,11.0,21.0,2.0
apache.xalan.templates.ElemVariablePsuedo,118.0,3.0,5.0,0.0,7.0,9.0,0.0
apache.xalan.templates.XUnresolvedVariableSimple,58.0,4.0,4.0,0.0,9.0,15.0,0.0
apache.xalan.templates.NamespaceAlias,122.0,10.0,4.0,0.0,3.0,12.0,0.0
apache.xalan.templates.ElemUnknown,128.0,2.0,6.0,0.0,3.0,3.0,2.0
apache.xalan.templates.ElemVariable,119.0,22.0,4.0,3.0,22.0,70.0,2.0
apache.xalan.templates.AVTPart,6.0,7.0,2.0,2.0,5.0,8.0,1.0
apache.xalan.templates.ElemPI,113.0,8.0,4.0,0.0,14.0,34.0,2.0
apache.xalan.templates.KeyDeclaration,119.0,9.0,4.0,0.0,6.0,17.0,2.0
apache.xalan.templates.Stylesheet,166.0,74.0,4.0,1.0,30.0,139.0,0.0
apache.xalan.templates.ElemFallback,114.0,5.0,4.0,0.0,7.0,12.0,2.0
apache.xalan.templates.ElemComment,112.0,5.0,4.0,0.0,8.0,18.0,1.0
apache.xalan.templates.ElemExtensionCall,129.0,9.0,6.0,0.0,22.0,52.0,2.0
apache.xalan.templates.ElemApplyImport,112.0,5.0,4.0,0.0,8.0,18.0,1.0
apache.xalan.templates.ElemChoose,111.0,6.0,4.0,0.0,11.0,27.0,1.0
apache.xalan.templates.AVTPartSimple,2.0,5.0,3.0,0.0,3.0,7.0,1.0
apache.xalan.templates.StylesheetRoot,200.0,50.0,6.0,0.0,34.0,131.0,0.0
apache.xalan.templates.ElemExsltFunction,115.0,7.0,5.0,0.0,18.0,29.0,3.0
apache.xalan.templates.RedundentExprEliminator,13.0,38.0,4.0,0.0,36.0,153.0,0.0
apache.xalan.templates.ElemAttribute,118.0,9.0,6.0,0.0,15.0,40.0,3.0
apache.xalan.templates.ElemExsltFuncResult,120.0,5.0,5.0,0.0,8.0,16.0,2.0
apache.xalan.trace.EndSelectionEvent,0.0,1.0,3.0,0.0,2.0,2.0,1.0
apache.xalan.trace.GenerateEvent,0.0,5.0,2.0,0.0,3.0,6.0,1.0
apache.xalan.trace.PrintTraceListener,6.0,7.0,2.0,0.0,24.0,48.0,1.0
apache.xalan.trace.TraceManager,12.0,13.0,2.0,0.0,14.0,37.0,0.0
apache.xalan.trace.TracerEvent,2.0,3.0,2.0,0.0,8.0,16.0,1.0
apache.xalan.trace.SelectionEvent,0.0,1.0,2.0,1.0,3.0,2.0,1.0
apache.xalan.transformer.MsgMgr,12.0,14.0,2.0,0.0,8.0,26.0,1.0
apache.xalan.transformer.KeyManager,1.0,2.0,2.0,0.0,8.0,14.0,0.0
apache.xalan.transformer.NumeratorFormatter,0.0,4.0,2.0,0.0,6.0,11.0,1.0
apache.xalan.transformer.StackGuard,4.0,7.0,2.0,0.0,10.0,20.0,0.0
apache.xalan.transformer.NodeSortKey,0.0,1.0,2.0,0.0,8.0,10.0,1.0
apache.xalan.transformer.CountersTable,1.0,5.0,2.0,0.0,8.0,26.0,1.0
apache.xalan.transformer.TransformerHandlerImpl,32.0,36.0,2.0,0.0,28.0,102.0,0.0
apache.xalan.transformer.QueuedEvents,1.0,7.0,2.0,1.0,4.0,12.0,0.0
apache.xalan.transformer.KeyRefIterator,42.0,3.0,5.0,0.0,21.0,27.0,1.0
apache.xalan.transformer.TransformSnapshotImpl,0.0,2.0,2.0,0.0,23.0,34.0,0.0
apache.xalan.transformer.XSLInfiniteLoopException,1.0,2.0,2.0,0.0,2.0,3.0,1.0
apache.xalan.transformer.Counter,0.0,3.0,2.0,0.0,6.0,8.0,1.0
apache.xalan.transformer.TreeWalker2Result,4.0,4.0,3.0,0.0,8.0,25.0,1.0
apache.xalan.transformer.TransformerIdentityImpl,40.0,43.0,2.0,0.0,48.0,144.0,4.0
apache.xalan.transformer.DecimalToRoman,0.0,1.0,2.0,0.0,2.0,2.0,1.0
apache.xalan.transformer.KeyIterator,45.0,4.0,6.0,0.0,12.0,17.0,1.0
apache.xalan.transformer.KeyTable,3.0,5.0,2.0,0.0,7.0,16.0,1.0
apache.xalan.transformer.ResultNameSpace,0.0,1.0,2.0,0.0,2.0,2.0,1.0
apache.xalan.transformer.TrAXFilter,5.0,7.0,2.0,0.0,22.0,39.0,1.0
apache.xalan.transformer.SerializerSwitcher,2.0,4.0,2.0,0.0,11.0,24.0,0.0
apache.xalan.transformer.NodeSorter,1.0,4.0,2.0,0.0,15.0,30.0,2.0
apache.xalan.transformer.ClonerToResultTree,1.0,2.0,2.0,0.0,8.0,24.0,1.0
apache.xalan.transformer.XalanProperties,0.0,1.0,2.0,0.0,2.0,2.0,0.0
apache.xalan.transformer.TransformerImpl,114.0,123.0,2.0,0.0,95.0,400.0,9.0
apache.xalan.xslt.Process,1.0,4.0,2.0,0.0,59.0,98.0,2.0
apache.xalan.xslt.EnvironmentCheck,4.0,22.0,2.0,0.0,29.0,96.0,1.0
apache.xml.dtm.DTMAxisTraverser,4.0,5.0,2.0,0.0,2.0,8.0,0.0
apache.xml.dtm.DTMException,10.0,15.0,2.0,1.0,17.0,38.0,0.0
apache.xml.dtm.DTMConfigurationException,10.0,6.0,3.0,0.0,2.0,11.0,0.0
apache.xml.dtm.DTMManager,17.0,21.0,2.0,2.0,22.0,52.0,0.0
apache.xml.dtm.DTMDOMException,0.0,2.0,2.0,0.0,2.0,3.0,1.0
apache.xml.dtm.ref.NodeLocator,5.0,6.0,2.0,0.0,4.0,11.0,0.0
apache.xml.dtm.ref.DTMDocumentImpl,95.0,110.0,2.0,0.0,18.0,163.0,1.0
apache.xml.dtm.ref.ChunkedIntArray,0.0,9.0,2.0,0.0,9.0,23.0,0.0
apache.xml.dtm.ref.DTMNodeList,2.0,5.0,2.0,0.0,6.0,17.0,0.0
apache.xml.dtm.ref.DTMTreeWalker,5.0,10.0,2.0,1.0,10.0,44.0,1.0
apache.xml.dtm.ref.IncrementalSAXSource_Filter,37.0,42.0,2.0,0.0,24.0,93.0,0.0
apache.xml.dtm.ref.DTMDefaultBaseIterators,68.0,3.0,4.0,3.0,35.0,31.0,0.0
apache.xml.dtm.ref.CoroutineManager,5.0,6.0,2.0,0.0,7.0,18.0,1.0
apache.xml.dtm.ref.IncrementalSAXSource_Xerces,8.0,14.0,2.0,0.0,30.0,57.0,0.0
apache.xml.dtm.ref.DTMAxisIteratorBase,13.0,16.0,2.0,0.0,5.0,24.0,1.0
apache.xml.dtm.ref.DTMManagerDefault,12.0,16.0,3.0,0.0,50.0,90.0,0.0
apache.xml.dtm.ref.DTMStringPool,4.0,5.0,2.0,2.0,9.0,28.0,0.0
apache.xml.dtm.ref.DTMNodeProxy,87.0,89.0,2.0,0.0,19.0,119.0,1.0
apache.xml.dtm.ref.ExpandedNameTable,7.0,10.0,2.0,0.0,8.0,25.0,1.0
apache.xml.dtm.ref.DTMDefaultBase,71.0,97.0,2.0,1.0,23.0,167.0,2.0
apache.xml.dtm.ref.DTMNamedNodeMap,8.0,9.0,2.0,0.0,7.0,16.0,1.0
apache.xml.dtm.ref.DTMNodeIterator,8.0,9.0,2.0,0.0,9.0,19.0,0.0
apache.xml.dtm.ref.DTMDefaultBaseTraversers,70.0,2.0,3.0,1.0,30.0,26.0,0.0
apache.xml.dtm.ref.DTMSafeStringPool,0.0,5.0,3.0,0.0,7.0,16.0,0.0
apache.xml.dtm.ref.CustomStringPool,1.0,4.0,3.0,0.0,7.0,15.0,0.0
apache.xml.utils.AttList,12.0,13.0,2.0,0.0,8.0,27.0,1.0
apache.xml.utils.IntStack,23.0,10.0,3.0,0.0,5.0,16.0,1.0
apache.xml.utils.StringToIntTable,6.0,8.0,2.0,0.0,4.0,12.0,1.0
apache.xml.utils.XMLStringFactory,4.0,5.0,2.0,1.0,2.0,6.0,0.0
apache.xml.utils.UnImplNode,79.0,80.0,2.0,1.0,13.0,90.0,1.0
apache.xml.utils.ElemDesc,0.0,4.0,2.0,0.0,4.0,10.0,1.0
apache.xml.utils.URI,22.0,42.0,2.0,0.0,9.0,100.0,0.0
apache.xml.utils.NamespaceSupport2,10.0,11.0,2.0,0.0,7.0,28.0,0.0
apache.xml.utils.StringVector,9.0,11.0,2.0,0.0,5.0,15.0,1.0
apache.xml.utils.StringBufferPool,2.0,5.0,2.0,0.0,8.0,14.0,1.0
apache.xml.utils.QName,15.0,28.0,2.0,0.0,13.0,59.0,0.0
apache.xml.utils.SuballocatedIntVector,8.0,18.0,2.0,0.0,4.0,24.0,1.0
apache.xml.utils.FastStringBuffer,17.0,28.0,2.0,0.0,11.0,54.0,0.0
apache.xml.utils.DOMBuilder,25.0,30.0,2.0,0.0,15.0,66.0,0.0
apache.xml.utils.NSInfo,0.0,3.0,2.0,0.0,2.0,4.0,1.0
apache.xml.utils.SAXSourceLocator,4.0,8.0,2.0,0.0,6.0,29.0,0.0
apache.xml.utils.CharKey,3.0,5.0,2.0,0.0,2.0,6.0,1.0
apache.xml.utils.StringToStringTableVector,8.0,10.0,2.0,0.0,4.0,14.0,1.0
apache.xml.utils.PrefixResolverDefault,4.0,5.0,2.0,0.0,6.0,18.0,2.0
apache.xml.utils.ListingErrorHandler,14.0,17.0,2.0,0.0,25.0,58.0,1.0
apache.xml.utils.SystemIDResolver,3.0,4.0,2.0,0.0,11.0,24.0,3.0
apache.xml.utils.Trie,2.0,3.0,2.0,0.0,6.0,8.0,1.0
apache.xml.utils.IntVector,15.0,18.0,2.0,1.0,3.0,20.0,1.0
apache.xml.utils.ObjectPool,3.0,7.0,2.0,0.0,11.0,20.0,1.0
apache.xml.utils.StringToStringTable,9.0,11.0,2.0,0.0,4.0,15.0,1.0
apache.xml.utils.NameSpace,0.0,1.0,2.0,0.0,3.0,2.0,1.0
apache.xml.utils.XMLChar,21.0,23.0,2.0,0.0,3.0,31.0,1.0
apache.xml.utils.NodeVector,28.0,30.0,2.0,1.0,7.0,37.0,1.0
apache.xml.utils.SerializableLocatorImpl,8.0,10.0,2.0,0.0,4.0,19.0,0.0
apache.xml.utils.DefaultErrorHandler,10.0,13.0,2.0,0.0,15.0,37.0,1.0
apache.xml.utils.SuballocatedByteVector,7.0,18.0,2.0,0.0,4.0,24.0,1.0
apache.xml.utils.WrappedRuntimeException,1.0,3.0,2.0,0.0,3.0,5.0,0.0
apache.xml.utils.MutableAttrListImpl,3.0,5.0,2.0,0.0,4.0,19.0,1.0
apache.xml.utils.TreeWalker,4.0,10.0,2.0,0.0,24.0,62.0,2.0
apache.xml.utils.XMLCharacterRecognizer,4.0,5.0,2.0,0.0,4.0,11.0,1.0
apache.xml.utils.WrongParserException,0.0,1.0,2.0,0.0,2.0,2.0,1.0
apache.xml.utils.PrefixForUriEnumerator,2.0,3.0,2.0,0.0,6.0,10.0,0.0
apache.xml.utils.Context2,0.0,12.0,2.0,0.0,6.0,28.0,0.0
apache.xml.utils.Hashtree2Node,1.0,2.0,2.0,0.0,12.0,23.0,2.0
apache.xml.utils.BoolStack,10.0,13.0,2.0,0.0,5.0,18.0,1.0
apache.xml.utils.res.XResources_ja_JP_A,1.0,3.0,3.0,0.0,5.0,4.0,1.0
apache.xml.utils.res.XResources_cy,1.0,3.0,3.0,0.0,5.0,4.0,1.0
apache.xml.utils.res.XResources_ka,1.0,3.0,3.0,0.0,5.0,4.0,1.0
apache.xml.utils.res.XResources_zh_TW,1.0,3.0,3.0,0.0,5.0,4.0,1.0
apache.xml.utils.res.XResources_he,1.0,3.0,3.0,0.0,5.0,4.0,1.0
apache.xml.utils.res.XResources_ja_JP_HA,1.0,3.0,3.0,0.0,5.0,4.0,1.0
apache.xml.utils.res.XResourceBundle,2.0,5.0,2.0,12.0,9.0,17.0,1.0
apache.xml.utils.res.XResources_ja_JP_I,1.0,3.0,3.0,0.0,5.0,4.0,1.0
apache.xml.utils.res.XResources_ja_JP_HI,1.0,3.0,3.0,0.0,5.0,4.0,1.0
apache.xml.utils.res.XResources_en,1.0,3.0,3.0,0.0,4.0,4.0,1.0
apache.xml.utils.res.XResources_el,1.0,3.0,3.0,0.0,5.0,4.0,1.0
apache.xml.utils.res.XResources_hy,1.0,3.0,3.0,0.0,5.0,4.0,1.0
apache.xml.utils.res.XResources_zh_CN,1.0,3.0,3.0,0.0,5.0,4.0,1.0
apache.xpath.XPathException,7.0,13.0,2.0,1.0,10.0,28.0,0.0
apache.xpath.VariableStack,20.0,22.0,2.0,0.0,16.0,46.0,2.0
apache.xpath.NodeSet,54.0,61.0,2.0,0.0,13.0,88.0,2.0
apache.xpath.Expression,30.0,32.0,2.0,6.0,15.0,60.0,1.0
apache.xpath.XPathAPI,9.0,10.0,2.0,0.0,10.0,25.0,0.0
apache.xpath.XPath,14.0,17.0,2.0,0.0,26.0,68.0,1.0
apache.xpath.XPathVisitor,12.0,13.0,2.0,5.0,2.0,14.0,0.0
apache.xpath.XPathProcessorException,7.0,2.0,3.0,0.0,2.0,4.0,1.0
apache.xpath.FoundIndex,0.0,1.0,2.0,0.0,2.0,2.0,1.0
apache.xpath.XPathContext,73.0,81.0,3.0,0.0,34.0,141.0,3.0
apache.xpath.SourceTreeManager,12.0,13.0,2.0,0.0,28.0,50.0,0.0
apache.xpath.SourceTree,0.0,1.0,2.0,0.0,2.0,2.0,1.0
apache.xpath.Arg,11.0,15.0,2.0,0.0,4.0,21.0,1.0
apache.xpath.CachedXPathAPI,10.0,12.0,2.0,0.0,10.0,27.0,0.0
apache.xpath.NodeSetDTM,51.0,56.0,3.0,0.0,12.0,100.0,1.0
apache.xpath.axes.AttributeIterator,41.0,3.0,5.0,0.0,5.0,6.0,1.0
apache.xpath.axes.WalkerFactory,39.0,51.0,2.0,0.0,30.0,153.0,1.0
apache.xpath.axes.NodeSequence,83.0,37.0,4.0,1.0,12.0,81.0,0.0
apache.xpath.axes.ReverseAxesWalker,20.0,8.0,3.0,0.0,7.0,25.0,0.0
apache.xpath.axes.FilterExprIteratorSimple,45.0,16.0,3.0,0.0,12.0,45.0,0.0
apache.xpath.axes.MatchPatternIterator,44.0,5.0,3.0,0.0,14.0,25.0,0.0
apache.xpath.axes.LocPathIterator,45.0,52.0,2.0,8.0,24.0,93.0,1.0
apache.xpath.axes.ChildTestIterator,41.0,6.0,4.0,5.0,7.0,13.0,1.0
apache.xpath.axes.BasicTestIterator,43.0,7.0,3.0,2.0,11.0,24.0,0.0
apache.xpath.axes.OneStepIteratorForward,42.0,6.0,5.0,2.0,10.0,16.0,1.0
apache.xpath.axes.RTFIterator,42.0,2.0,6.0,0.0,3.0,4.0,1.0
apache.xpath.axes.IteratorPool,3.0,4.0,2.0,0.0,8.0,13.0,1.0
apache.xpath.axes.OneStepIterator,43.0,12.0,5.0,0.0,13.0,38.0,1.0
apache.xpath.axes.ChildIterator,42.0,4.0,3.0,0.0,6.0,9.0,1.0
apache.xpath.axes.SelfIteratorNoPredicate,42.0,5.0,3.0,0.0,5.0,8.0,1.0
apache.xpath.axes.WalkingIterator,48.0,17.0,3.0,1.0,13.0,41.0,1.0
apache.xpath.axes.UnionChildIterator,43.0,3.0,5.0,0.0,11.0,14.0,1.0
apache.xpath.axes.FilterExprWalker,18.0,18.0,3.0,0.0,16.0,48.0,0.0
apache.xpath.axes.DescendantIterator,40.0,9.0,3.0,0.0,12.0,43.0,2.0
apache.xpath.axes.UnionPathIterator,44.0,16.0,3.0,0.0,28.0,55.0,2.0
apache.xpath.axes.HasPositionalPredChecker,11.0,4.0,3.0,0.0,16.0,8.0,0.0
apache.xpath.axes.WalkingIteratorSorted,46.0,5.0,4.0,0.0,5.0,13.0,1.0
apache.xpath.axes.FilterExprIterator,44.0,14.0,4.0,0.0,9.0,32.0,0.0
apache.xpath.axes.AxesWalker,22.0,27.0,2.0,2.0,18.0,64.0,0.0
apache.xpath.compiler.Lexer,0.0,10.0,2.0,0.0,15.0,33.0,0.0
apache.xpath.compiler.XPathParser,4.0,58.0,2.0,0.0,25.0,131.0,2.0
apache.xpath.compiler.Keywords,1.0,3.0,2.0,0.0,5.0,9.0,1.0
apache.xpath.compiler.OpMap,19.0,21.0,2.0,1.0,7.0,33.0,0.0
apache.xpath.compiler.FuncLoader,2.0,3.0,2.0,0.0,10.0,11.0,1.0
apache.xpath.compiler.XPathDumper,0.0,1.0,2.0,0.0,2.0,2.0,0.0
apache.xpath.compiler.Compiler,30.0,45.0,3.0,0.0,49.0,149.0,2.0
apache.xpath.compiler.PsuedoNames,0.0,1.0,2.0,0.0,2.0,2.0,0.0
apache.xpath.compiler.FunctionTable,3.0,5.0,2.0,0.0,8.0,14.0,0.0
apache.xpath.compiler.OpCodes,0.0,1.0,2.0,0.0,2.0,2.0,1.0
apache.xpath.functions.FuncStartsWith,30.0,2.0,6.0,0.0,8.0,6.0,1.0
apache.xpath.functions.FuncLocalPart,30.0,2.0,6.0,0.0,7.0,9.0,1.0
apache.xpath.functions.Function2Args,30.0,9.0,5.0,7.0,6.0,24.0,1.0
apache.xpath.functions.FuncNormalizeSpace,29.0,3.0,6.0,0.0,9.0,12.0,1.0
apache.xpath.functions.FuncFloor,29.0,2.0,5.0,0.0,7.0,7.0,1.0
apache.xpath.functions.FuncSum,29.0,2.0,5.0,0.0,9.0,11.0,1.0
apache.xpath.functions.FuncExtElementAvailable,29.0,2.0,5.0,0.0,15.0,17.0,1.0
apache.xpath.functions.FuncConcat,31.0,4.0,8.0,0.0,12.0,14.0,1.0
apache.xpath.functions.FuncContains,30.0,2.0,6.0,0.0,8.0,7.0,1.0
apache.xpath.functions.FuncCurrent,30.0,3.0,4.0,0.0,8.0,12.0,2.0
apache.xpath.functions.FuncDoclocation,30.0,2.0,6.0,0.0,6.0,9.0,1.0
apache.xpath.functions.FuncNot,29.0,2.0,5.0,0.0,6.0,5.0,1.0
apache.xpath.functions.FuncString,30.0,2.0,6.0,0.0,4.0,4.0,1.0
