address,PIM,WMC,WAC,NMI,NMO,DIT,NOC,CBO,RFC,bug
org.apache.xml.dtm.ref.DTMDefaultBaseTraversers,70.0,2.0,0.0,95.0,1.0,3.0,1.0,30.0,26.0,0.0
org.apache.xalan.lib.sql.DTMDocument,8.0,95.0,13.0,11.0,85.0,5.0,2.0,25.0,212.0,2.0
org.apache.xml.dtm.ref.DTMDocumentImpl,95.0,110.0,24.0,0.0,0.0,2.0,0.0,18.0,163.0,0.0
org.apache.xml.dtm.DTMException,10.0,15.0,2.0,0.0,0.0,2.0,1.0,17.0,38.0,0.0
org.apache.xml.dtm.DTMManager,17.0,21.0,10.0,0.0,0.0,2.0,2.0,22.0,52.0,1.0
org.apache.xml.dtm.ref.DTMManagerDefault,12.0,16.0,5.0,9.0,10.0,3.0,0.0,50.0,90.0,0.0
org.apache.xml.dtm.ref.DTMNamedNodeMap,8.0,9.0,3.0,0.0,0.0,2.0,0.0,7.0,16.0,0.0
org.apache.xml.dtm.ref.DTMNodeIterator,8.0,9.0,2.0,0.0,0.0,2.0,0.0,9.0,19.0,0.0
org.apache.xml.dtm.ref.DTMNodeList,2.0,5.0,4.0,0.0,0.0,2.0,0.0,6.0,17.0,2.0
org.apache.xml.dtm.ref.DTMNodeProxy,87.0,89.0,3.0,0.0,0.0,2.0,0.0,19.0,119.0,0.0
org.apache.xml.dtm.ref.DTMSafeStringPool,0.0,5.0,0.0,0.0,4.0,3.0,0.0,7.0,16.0,0.0
org.apache.xml.dtm.ref.DTMStringPool,4.0,5.0,5.0,0.0,0.0,2.0,2.0,9.0,28.0,0.0
org.apache.xml.dtm.ref.DTMTreeWalker,5.0,10.0,3.0,0.0,0.0,2.0,1.0,10.0,44.0,0.0
org.apache.xalan.templates.DecimalFormatProperties,137.0,25.0,2.0,141.0,1.0,4.0,0.0,5.0,49.0,0.0
org.apache.xalan.transformer.DecimalToRoman,0.0,1.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0
org.apache.xalan.lib.sql.DefaultConnectionPool,15.0,19.0,7.0,0.0,0.0,2.0,0.0,20.0,50.0,3.0
org.apache.xml.utils.DefaultErrorHandler,10.0,13.0,1.0,0.0,0.0,2.0,0.0,15.0,37.0,0.0
org.apache.xpath.axes.DescendantIterator,40.0,9.0,3.0,41.0,6.0,3.0,0.0,12.0,43.0,1.0
org.apache.xpath.operations.Div,29.0,3.0,0.0,35.0,2.0,4.0,0.0,6.0,7.0,0.0
org.apache.xalan.templates.ElemApplyImport,112.0,5.0,0.0,138.0,4.0,4.0,0.0,8.0,18.0,0.0
org.apache.xalan.templates.ElemApplyTemplates,126.0,9.0,2.0,152.0,5.0,6.0,0.0,24.0,85.0,1.0
org.apache.xalan.templates.ElemAttribute,118.0,9.0,0.0,145.0,8.0,6.0,0.0,15.0,40.0,2.0
org.apache.xalan.templates.ElemAttributeSet,119.0,8.0,1.0,142.0,4.0,5.0,0.0,10.0,25.0,0.0
org.apache.xalan.templates.ElemCallTemplate,124.0,13.0,3.0,145.0,7.0,5.0,1.0,17.0,52.0,0.0
org.apache.xalan.templates.ElemChoose,111.0,6.0,0.0,137.0,5.0,4.0,0.0,11.0,27.0,0.0
org.apache.xalan.templates.ElemComment,112.0,5.0,0.0,138.0,4.0,4.0,0.0,8.0,18.0,0.0
org.apache.xalan.templates.ElemCopy,117.0,4.0,0.0,143.0,3.0,5.0,0.0,10.0,24.0,0.0
org.apache.xalan.templates.ElemCopyOf,113.0,9.0,1.0,136.0,6.0,4.0,0.0,20.0,46.0,0.0
org.apache.xalan.serialize.ElemDesc,0.0,4.0,26.0,0.0,0.0,2.0,0.0,3.0,8.0,0.0
org.apache.xml.utils.ElemDesc,0.0,4.0,25.0,0.0,0.0,2.0,0.0,4.0,10.0,0.0
org.apache.xalan.templates.ElemElement,120.0,13.0,2.0,141.0,5.0,5.0,1.0,18.0,53.0,0.0
org.apache.xalan.templates.ElemEmpty,115.0,1.0,0.0,142.0,0.0,4.0,0.0,2.0,2.0,0.0
org.apache.xalan.templates.ElemExsltFuncResult,120.0,5.0,0.0,150.0,3.0,5.0,0.0,8.0,16.0,1.0
org.apache.xalan.templates.ElemExsltFunction,115.0,7.0,1.0,148.0,3.0,5.0,0.0,18.0,29.0,1.0
org.apache.xalan.templates.ElemExtensionCall,129.0,9.0,5.0,158.0,5.0,6.0,0.0,22.0,52.0,2.0
org.apache.xalan.templates.ElemExtensionDecl,118.0,14.0,3.0,137.0,5.0,4.0,0.0,13.0,42.0,0.0
org.apache.xalan.templates.ElemExtensionScript,118.0,6.0,2.0,141.0,1.0,4.0,0.0,2.0,7.0,0.0
org.apache.xalan.templates.ElemFallback,114.0,5.0,0.0,139.0,3.0,4.0,0.0,7.0,12.0,0.0
org.apache.xalan.templates.ElemForEach,119.0,18.0,4.0,135.0,7.0,4.0,1.0,19.0,88.0,2.0
org.apache.xalan.templates.ElemIf,114.0,8.0,1.0,137.0,5.0,4.0,0.0,11.0,27.0,0.0
org.apache.xalan.templates.ElemLiteralResult,128.0,32.0,9.0,133.0,13.0,5.0,2.0,18.0,90.0,0.0
org.apache.xalan.templates.ElemMessage,115.0,6.0,1.0,139.0,3.0,4.0,0.0,8.0,17.0,0.0
org.apache.xalan.templates.ElemNumber,131.0,42.0,11.0,136.0,6.0,4.0,0.0,43.0,150.0,0.0
org.apache.xalan.templates.ElemOtherwise,114.0,3.0,0.0,140.0,2.0,4.0,0.0,2.0,4.0,0.0
org.apache.xalan.templates.ElemPI,113.0,8.0,1.0,137.0,5.0,4.0,0.0,14.0,34.0,0.0
org.apache.xalan.templates.ElemParam,119.0,6.0,1.0,149.0,4.0,5.0,0.0,11.0,21.0,0.0
org.apache.xalan.templates.ElemSort,123.0,15.0,5.0,138.0,4.0,4.0,0.0,11.0,27.0,0.0
org.apache.xalan.templates.ElemTemplate,113.0,22.0,10.0,130.0,12.0,4.0,2.0,12.0,46.0,0.0
org.apache.xalan.templates.ElemTemplateElement,115.0,84.0,12.0,60.0,19.0,3.0,29.0,31.0,161.0,1.0
org.apache.xalan.templates.ElemText,115.0,6.0,1.0,139.0,3.0,4.0,0.0,3.0,12.0,0.0
org.apache.xalan.templates.ElemTextLiteral,118.0,11.0,4.0,138.0,4.0,4.0,0.0,8.0,20.0,0.0
org.apache.xalan.templates.ElemUnknown,128.0,2.0,0.0,162.0,1.0,6.0,0.0,3.0,3.0,0.0
org.apache.xalan.templates.ElemUse,118.0,7.0,1.0,141.0,1.0,4.0,4.0,9.0,17.0,0.0
org.apache.xalan.templates.ElemValueOf,115.0,11.0,3.0,136.0,6.0,4.0,0.0,16.0,42.0,0.0
org.apache.xalan.templates.ElemVariable,119.0,22.0,5.0,133.0,9.0,4.0,3.0,22.0,70.0,1.0
org.apache.xalan.templates.ElemVariablePsuedo,118.0,3.0,1.0,151.0,2.0,5.0,0.0,7.0,9.0,0.0
org.apache.xalan.templates.ElemWhen,115.0,7.0,1.0,138.0,4.0,4.0,0.0,7.0,16.0,0.0
org.apache.xalan.templates.ElemWithParam,117.0,11.0,4.0,137.0,5.0,4.0,0.0,15.0,33.0,0.0
org.apache.xalan.serialize.EncodingInfo,0.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0
org.apache.xalan.serialize.Encodings,7.0,11.0,8.0,0.0,0.0,2.0,0.0,27.0,46.0,1.0
org.apache.xalan.trace.EndSelectionEvent,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0
org.apache.xalan.xslt.EnvironmentCheck,4.0,22.0,14.0,0.0,0.0,2.0,0.0,29.0,96.0,0.0
org.apache.xpath.objects.EqualComparator,0.0,3.0,0.0,0.0,2.0,3.0,0.0,3.0,5.0,0.0
org.apache.xpath.operations.Equals,29.0,3.0,0.0,35.0,2.0,4.0,0.0,6.0,7.0,0.0
org.apache.xml.dtm.ref.ExpandedNameTable,7.0,10.0,19.0,0.0,0.0,2.0,0.0,8.0,25.0,1.0
org.apache.xpath.Expression,30.0,32.0,1.0,0.0,0.0,2.0,6.0,15.0,60.0,0.0
org.apache.xalan.extensions.ExpressionVisitor,11.0,2.0,1.0,11.0,1.0,3.0,0.0,5.0,6.0,0.0
org.apache.xalan.lib.ExsltCommon,2.0,3.0,0.0,0.0,0.0,2.0,0.0,8.0,6.0,0.0
org.apache.xalan.lib.ExsltDatetime,35.0,43.0,8.0,0.0,0.0,2.0,0.0,15.0,82.0,3.0
org.apache.xalan.lib.ExsltMath,4.0,5.0,0.0,0.0,0.0,2.0,0.0,6.0,20.0,2.0
org.apache.xalan.lib.ExsltSets,6.0,7.0,0.0,0.0,0.0,2.0,0.0,6.0,19.0,0.0
org.apache.xalan.extensions.ExtensionHandler,5.0,8.0,5.0,0.0,0.0,2.0,3.0,13.0,18.0,1.0
org.apache.xalan.extensions.ExtensionHandlerExsltFunction,2.0,8.0,3.0,2.0,5.0,3.0,0.0,17.0,29.0,1.0
org.apache.xalan.extensions.ExtensionHandlerGeneral,1.0,7.0,15.0,1.0,6.0,3.0,0.0,30.0,52.0,1.0
org.apache.xalan.extensions.ExtensionHandlerJava,7.0,3.0,2.0,7.0,0.0,3.0,2.0,3.0,7.0,0.0
org.apache.xalan.extensions.ExtensionHandlerJavaClass,3.0,6.0,5.0,4.0,5.0,4.0,0.0,21.0,38.0,2.0
org.apache.xalan.extensions.ExtensionHandlerJavaPackage,3.0,6.0,2.0,4.0,5.0,4.0,0.0,23.0,45.0,2.0
org.apache.xalan.extensions.ExtensionNamespaceSupport,2.0,3.0,4.0,0.0,0.0,2.0,0.0,7.0,12.0,0.0
org.apache.xalan.extensions.ExtensionNamespacesManager,7.0,9.0,3.0,0.0,0.0,2.0,0.0,8.0,33.0,0.0
org.apache.xalan.lib.Extensions,9.0,12.0,2.0,0.0,0.0,2.0,0.0,32.0,65.0,1.0
org.apache.xalan.extensions.ExtensionsTable,5.0,6.0,2.0,0.0,0.0,2.0,0.0,11.0,22.0,1.0
org.apache.xml.utils.FastStringBuffer,17.0,28.0,16.0,0.0,0.0,2.0,0.0,11.0,54.0,1.0
org.apache.xpath.axes.FilterExprIterator,44.0,14.0,4.0,43.0,5.0,4.0,0.0,9.0,32.0,0.0
org.apache.xpath.axes.FilterExprIteratorSimple,45.0,16.0,4.0,41.0,6.0,3.0,0.0,12.0,45.0,0.0
org.apache.xpath.axes.FilterExprWalker,18.0,18.0,4.0,15.0,10.0,3.0,0.0,16.0,48.0,0.0
org.apache.xpath.FoundIndex,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0
org.apache.xpath.functions.FuncBoolean,29.0,2.0,0.0,38.0,1.0,5.0,0.0,6.0,5.0,0.0
org.apache.xpath.functions.FuncCeiling,29.0,2.0,0.0,38.0,1.0,5.0,0.0,7.0,7.0,0.0
org.apache.xpath.functions.FuncConcat,31.0,4.0,0.0,38.0,3.0,8.0,0.0,12.0,14.0,0.0
org.apache.xpath.functions.FuncContains,30.0,2.0,0.0,39.0,1.0,6.0,0.0,8.0,7.0,0.0
org.apache.xpath.functions.FuncCount,29.0,2.0,0.0,38.0,1.0,5.0,0.0,7.0,8.0,0.0
org.apache.xpath.functions.FuncCurrent,30.0,3.0,0.0,34.0,2.0,4.0,0.0,8.0,12.0,0.0
org.apache.xpath.functions.FuncDoclocation,30.0,2.0,0.0,42.0,1.0,6.0,0.0,6.0,9.0,0.0
org.apache.xalan.templates.FuncDocument,27.0,8.0,0.0,34.0,6.0,6.0,0.0,32.0,70.0,1.0
org.apache.xpath.functions.FuncExtElementAvailable,29.0,2.0,0.0,38.0,1.0,5.0,0.0,15.0,17.0,0.0
org.apache.xpath.functions.FuncExtFunction,30.0,8.0,4.0,31.0,5.0,4.0,0.0,13.0,21.0,2.0
org.apache.xpath.functions.FuncExtFunctionAvailable,29.0,2.0,0.0,38.0,1.0,5.0,0.0,12.0,14.0,0.0
org.apache.xpath.functions.FuncFalse,30.0,3.0,0.0,34.0,2.0,4.0,0.0,4.0,4.0,0.0
org.apache.xpath.functions.FuncFloor,29.0,2.0,0.0,38.0,1.0,5.0,0.0,7.0,7.0,0.0
org.apache.xalan.templates.FuncFormatNumb,30.0,5.0,0.0,37.0,4.0,7.0,0.0,24.0,38.0,0.0
org.apache.xpath.functions.FuncGenerateId,30.0,2.0,0.0,42.0,1.0,6.0,0.0,7.0,10.0,0.0
org.apache.xpath.functions.FuncId,29.0,3.0,0.0,38.0,1.0,5.0,0.0,13.0,28.0,0.0
org.apache.xalan.templates.FuncKey,30.0,3.0,1.0,39.0,1.0,6.0,0.0,17.0,33.0,0.0
org.apache.xpath.functions.FuncLang,29.0,2.0,0.0,38.0,1.0,5.0,0.0,9.0,15.0,0.0
org.apache.xpath.functions.FuncLast,30.0,5.0,1.0,33.0,3.0,4.0,0.0,8.0,13.0,0.0
org.apache.xpath.compiler.FuncLoader,2.0,3.0,2.0,0.0,0.0,2.0,0.0,10.0,11.0,0.0
org.apache.xpath.functions.FuncLocalPart,30.0,2.0,0.0,42.0,1.0,6.0,0.0,7.0,9.0,0.0
org.apache.xpath.functions.FuncNamespace,30.0,2.0,0.0,42.0,1.0,6.0,0.0,7.0,11.0,0.0
org.apache.xpath.functions.FuncNormalizeSpace,29.0,3.0,0.0,41.0,2.0,6.0,0.0,9.0,12.0,0.0
org.apache.xpath.functions.FuncNot,29.0,2.0,0.0,38.0,1.0,5.0,0.0,6.0,5.0,0.0
org.apache.xpath.functions.FuncNumber,30.0,2.0,0.0,42.0,1.0,6.0,0.0,4.0,5.0,0.0
org.apache.xpath.functions.FuncPosition,30.0,5.0,1.0,33.0,3.0,4.0,0.0,10.0,18.0,0.0
org.apache.xpath.functions.FuncQname,30.0,2.0,0.0,42.0,1.0,6.0,0.0,6.0,7.0,0.0
org.apache.xpath.functions.FuncRound,29.0,2.0,0.0,38.0,1.0,5.0,0.0,7.0,7.0,0.0
org.apache.xpath.functions.FuncStartsWith,30.0,2.0,0.0,39.0,1.0,6.0,0.0,8.0,6.0,0.0
org.apache.xpath.functions.FuncString,30.0,2.0,0.0,42.0,1.0,6.0,0.0,4.0,4.0,0.0
org.apache.xpath.functions.FuncStringLength,30.0,2.0,0.0,42.0,1.0,6.0,0.0,5.0,6.0,0.0
org.apache.xpath.functions.FuncSubstring,31.0,4.0,0.0,38.0,3.0,7.0,0.0,13.0,17.0,0.0
org.apache.xpath.functions.FuncSubstringAfter,30.0,2.0,0.0,39.0,1.0,6.0,0.0,8.0,8.0,0.0
org.apache.xpath.functions.FuncSubstringBefore,30.0,2.0,0.0,39.0,1.0,6.0,0.0,8.0,8.0,0.0
org.apache.xpath.functions.FuncSum,29.0,2.0,0.0,38.0,1.0,5.0,0.0,9.0,11.0,0.0
org.apache.xpath.functions.FuncSystemProperty,30.0,5.0,5.0,38.0,1.0,5.0,0.0,25.0,39.0,0.0
org.apache.xpath.functions.FuncTranslate,31.0,2.0,0.0,40.0,1.0,7.0,0.0,10.0,12.0,0.0
org.apache.xpath.functions.FuncTrue,30.0,3.0,0.0,34.0,2.0,4.0,0.0,4.0,4.0,0.0
org.apache.xpath.functions.FuncUnparsedEntityURI,29.0,2.0,0.0,38.0,1.0,5.0,0.0,8.0,10.0,0.0
org.apache.xpath.functions.Function,31.0,9.0,0.0,28.0,3.0,3.0,7.0,8.0,17.0,0.0
org.apache.xpath.functions.Function2Args,30.0,9.0,1.0,32.0,7.0,5.0,7.0,6.0,24.0,0.0
org.apache.xpath.functions.Function3Args,31.0,9.0,1.0,33.0,7.0,6.0,4.0,6.0,24.0,0.0
org.apache.xpath.functions.FunctionDef1Arg,30.0,8.0,0.0,36.0,3.0,5.0,9.0,11.0,22.0,0.0
org.apache.xpath.functions.FunctionMultiArgs,31.0,8.0,1.0,34.0,7.0,7.0,1.0,9.0,23.0,1.0
org.apache.xpath.functions.FunctionOneArg,29.0,11.0,1.0,29.0,7.0,4.0,15.0,6.0,21.0,0.0
org.apache.xpath.patterns.FunctionPattern,19.0,7.0,1.0,21.0,6.0,3.0,0.0,8.0,18.0,0.0
org.apache.xpath.compiler.FunctionTable,3.0,5.0,39.0,0.0,0.0,2.0,0.0,8.0,14.0,0.0
org.apache.xalan.trace.GenerateEvent,0.0,5.0,18.0,0.0,0.0,2.0,0.0,3.0,6.0,0.0
org.apache.xpath.objects.GreaterThanComparator,0.0,3.0,0.0,0.0,2.0,3.0,0.0,3.0,5.0,0.0
org.apache.xpath.objects.GreaterThanOrEqualComparator,0.0,3.0,0.0,0.0,2.0,3.0,0.0,3.0,5.0,0.0
org.apache.xpath.operations.Gt,30.0,2.0,0.0,36.0,1.0,4.0,0.0,5.0,4.0,0.0
org.apache.xpath.operations.Gte,30.0,2.0,0.0,36.0,1.0,4.0,0.0,5.0,4.0,0.0
org.apache.xpath.axes.HasPositionalPredChecker,11.0,4.0,2.0,10.0,2.0,3.0,0.0,16.0,8.0,0.0
org.apache.xml.utils.Hashtree2Node,1.0,2.0,0.0,0.0,0.0,2.0,0.0,12.0,23.0,0.0
org.apache.xml.dtm.ref.IncrementalSAXSource_Filter,37.0,42.0,13.0,0.0,0.0,2.0,0.0,24.0,93.0,0.0
org.apache.xml.dtm.ref.IncrementalSAXSource_Xerces,8.0,14.0,20.0,0.0,0.0,2.0,0.0,30.0,57.0,0.0
org.apache.xml.utils.IntStack,23.0,10.0,0.0,15.0,0.0,3.0,0.0,5.0,16.0,1.0
org.apache.xml.utils.IntVector,15.0,18.0,4.0,0.0,0.0,2.0,1.0,3.0,20.0,1.0
org.apache.xpath.axes.IteratorPool,3.0,4.0,2.0,0.0,0.0,2.0,0.0,8.0,13.0,0.0
org.apache.xalan.templates.KeyDeclaration,119.0,9.0,3.0,140.0,2.0,4.0,0.0,6.0,17.0,0.0
org.apache.xalan.transformer.KeyIterator,45.0,4.0,2.0,49.0,0.0,6.0,0.0,12.0,17.0,0.0
org.apache.xalan.transformer.KeyManager,1.0,2.0,1.0,0.0,0.0,2.0,0.0,8.0,14.0,0.0
org.apache.xalan.transformer.KeyRefIterator,42.0,3.0,4.0,47.0,1.0,5.0,0.0,21.0,27.0,0.0
org.apache.xalan.transformer.KeyTable,3.0,5.0,2.0,0.0,0.0,2.0,0.0,7.0,16.0,1.0
org.apache.xpath.compiler.Keywords,1.0,3.0,58.0,0.0,0.0,2.0,0.0,5.0,9.0,0.0
org.apache.xpath.objects.LessThanComparator,0.0,3.0,0.0,0.0,2.0,3.0,0.0,3.0,5.0,0.0
org.apache.xpath.objects.LessThanOrEqualComparator,0.0,3.0,0.0,0.0,2.0,3.0,0.0,3.0,5.0,0.0
org.apache.xpath.compiler.Lexer,0.0,10.0,6.0,0.0,0.0,2.0,0.0,15.0,33.0,1.0
org.apache.xml.utils.ListingErrorHandler,14.0,17.0,4.0,0.0,0.0,2.0,0.0,25.0,58.0,0.0
org.apache.xpath.axes.LocPathIterator,45.0,52.0,12.0,0.0,0.0,2.0,8.0,24.0,93.0,1.0
org.apache.xpath.operations.Lt,30.0,2.0,0.0,36.0,1.0,4.0,0.0,5.0,4.0,0.0
org.apache.xpath.operations.Lte,30.0,2.0,0.0,36.0,1.0,4.0,0.0,5.0,4.0,0.0
org.apache.xpath.axes.MatchPatternIterator,44.0,5.0,4.0,45.0,2.0,3.0,0.0,14.0,25.0,1.0
org.apache.xalan.serialize.Method,0.0,1.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0
org.apache.xalan.extensions.MethodResolver,5.0,13.0,23.0,0.0,0.0,2.0,0.0,31.0,78.0,1.0
org.apache.xpath.operations.Minus,29.0,3.0,0.0,35.0,2.0,4.0,0.0,6.0,7.0,0.0
org.apache.xpath.operations.Mod,29.0,3.0,0.0,35.0,2.0,4.0,0.0,6.0,7.0,0.0
org.apache.xalan.transformer.MsgMgr,12.0,14.0,2.0,0.0,0.0,2.0,0.0,8.0,26.0,0.0
org.apache.xpath.operations.Mult,29.0,3.0,0.0,35.0,2.0,4.0,0.0,6.0,7.0,0.0
org.apache.xml.utils.MutableAttrListImpl,3.0,5.0,0.0,0.0,0.0,2.0,0.0,4.0,19.0,0.0
org.apache.xml.utils.NSInfo,0.0,3.0,7.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0
org.apache.xml.utils.NameSpace,0.0,1.0,3.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0
org.apache.xalan.templates.NamespaceAlias,122.0,10.0,4.0,141.0,1.0,4.0,0.0,3.0,12.0,0.0
org.apache.xml.utils.NamespaceSupport2,10.0,11.0,2.0,0.0,0.0,2.0,0.0,7.0,28.0,0.0
org.apache.xpath.operations.Neg,28.0,3.0,0.0,34.0,2.0,4.0,0.0,6.0,7.0,0.0
org.apache.xalan.lib.NodeInfo,8.0,9.0,0.0,0.0,0.0,2.0,0.0,7.0,20.0,0.0
org.apache.xml.dtm.ref.NodeLocator,5.0,6.0,4.0,0.0,0.0,2.0,0.0,4.0,11.0,0.0
org.apache.xpath.axes.NodeSequence,83.0,37.0,4.0,63.0,4.0,4.0,1.0,12.0,81.0,4.0
org.apache.xpath.NodeSet,54.0,61.0,8.0,0.0,0.0,2.0,0.0,13.0,88.0,0.0
org.apache.xpath.NodeSetDTM,51.0,56.0,6.0,15.0,13.0,3.0,0.0,12.0,100.0,0.0
org.apache.xalan.transformer.NodeSortKey,0.0,1.0,8.0,0.0,0.0,2.0,0.0,8.0,10.0,0.0
org.apache.xalan.transformer.NodeSorter,1.0,4.0,2.0,0.0,0.0,2.0,0.0,15.0,30.0,0.0
org.apache.xml.utils.NodeVector,28.0,30.0,4.0,0.0,0.0,2.0,1.0,7.0,37.0,0.0
org.apache.xpath.objects.NotEqualComparator,0.0,3.0,0.0,0.0,2.0,3.0,0.0,3.0,5.0,0.0
org.apache.xpath.operations.NotEquals,30.0,2.0,0.0,36.0,1.0,4.0,0.0,5.0,4.0,0.0
org.apache.xpath.operations.Number,28.0,3.0,0.0,34.0,2.0,4.0,0.0,6.0,8.0,0.0
org.apache.xalan.transformer.NumeratorFormatter,0.0,4.0,7.0,0.0,0.0,2.0,0.0,6.0,11.0,0.0
org.apache.xalan.lib.sql.ObjectArray,4.0,7.0,4.0,0.0,0.0,2.0,0.0,8.0,23.0,0.0
org.apache.xml.utils.ObjectPool,3.0,7.0,2.0,0.0,0.0,2.0,0.0,11.0,20.0,0.0
org.apache.xpath.axes.OneStepIterator,43.0,12.0,2.0,43.0,5.0,5.0,0.0,13.0,38.0,2.0
org.apache.xpath.axes.OneStepIteratorForward,42.0,6.0,1.0,45.0,3.0,5.0,2.0,10.0,16.0,0.0
org.apache.xpath.compiler.OpCodes,0.0,1.0,64.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0
