Unnamed: 0,Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,MaxNesting,bug
36,File,bsh.BlockNameSpace,1,1,1,1,6,0,3,2,1,0,0,7,7,0,7,2,0,0,5,105,13,30,10,10,62,9,18,9,9,2,2,2,2.07,8,8,8,7,1,0.0
37,File,bsh.BshClassManager,2,2,2,1,17,0,9,7,2,7,6,25,18,0,25,0,0,2,23,352,50,114,50,51,192,56,77,43,34,5,5,7,1.68,20,20,22,10,3,0.0
38,File,bsh.BshMethod,4,4,4,2,35,3,23,9,1,0,0,4,4,3,4,1,0,0,3,207,22,101,19,63,85,33,51,14,37,13,13,13,0.84,17,17,17,8,3,0.0
39,File,bsh.CallStack,1,1,1,1,5,0,4,1,1,0,0,10,10,1,10,0,0,0,10,123,17,52,19,27,55,27,41,20,21,2,2,2,1.06,13,13,13,10,1,0.0
40,File,bsh.Capabilities,1,1,1,1,9,0,4,4,2,5,2,6,1,0,6,0,0,0,6,125,16,37,13,18,72,13,24,13,11,4,4,4,1.95,9,9,11,6,2,0.0
41,File,bsh.ClassPathException,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,39,3,4,3,1,32,2,4,3,1,1,1,1,8.0,1,1,1,1,0,0.0
42,File,bsh.CommandLineReader,2,2,2,1,11,1,8,1,1,1,3,4,3,1,4,0,0,0,4,106,17,43,15,27,47,20,30,12,18,5,5,5,1.09,10,10,10,4,2,0.0
43,File,bsh.ConsoleInterface,0,0,0,0,0,0,0,0,1,0,0,6,6,0,6,0,0,0,6,55,6,10,9,0,39,8,9,9,0,0,0,0,3.9,0,0,0,0,0,0.0
44,File,bsh.EvalError,1,1,1,1,6,0,4,2,1,0,0,15,15,2,15,2,0,2,11,177,24,74,24,36,79,28,50,21,29,2,2,3,1.07,21,21,22,15,1,1.0
45,File,bsh.Interpreter,2,2,2,1,15,1,9,5,2,4,6,54,50,11,54,4,4,0,46,1071,146,539,130,327,396,230,347,106,241,30,30,32,0.73,132,132,135,63,5,0.0
46,File,bsh.InterpreterError,1,1,1,1,4,0,4,0,1,0,0,1,1,0,1,0,0,0,1,47,4,8,3,1,35,2,4,3,1,1,1,1,4.38,1,1,1,1,0,0.0
47,File,bsh.JJTParserState,1,1,1,1,6,0,6,0,1,0,0,12,12,5,12,12,0,0,0,123,19,81,22,44,25,44,62,22,40,3,3,3,0.31,17,17,17,12,2,0.0
48,File,bsh.JThis,1,1,1,1,1,0,1,0,1,0,0,86,86,0,86,2,0,0,84,227,22,152,108,116,53,101,194,95,99,5,5,5,0.35,92,92,92,86,2,0.0
49,File,bsh.LHS,3,3,3,2,15,0,14,0,1,0,4,8,8,7,8,5,0,0,3,202,24,132,24,82,47,54,82,20,62,14,14,14,0.36,31,31,31,20,3,0.0
50,File,bsh.Name,4,4,5,2,33,4,19,9,2,6,0,21,15,8,21,6,3,0,12,881,149,430,94,281,313,179,273,73,200,23,23,28,0.73,98,98,111,47,3,0.0
51,File,bsh.NameSource,0,0,0,0,0,0,0,0,2,0,0,3,3,0,3,0,0,0,3,67,3,10,7,0,54,5,7,7,0,0,0,0,5.4,0,0,0,0,0,0.0
52,File,bsh.NameSpace,2,2,3,1,18,1,10,6,2,5,2,57,52,13,57,8,7,3,39,1229,167,623,140,389,442,262,429,125,304,29,29,43,0.71,167,167,187,96,4,0.0
53,File,bsh.Node,0,0,0,0,0,0,0,0,1,0,0,7,7,0,7,0,0,0,7,82,10,11,9,0,61,8,9,9,0,0,0,0,5.55,0,0,0,0,0,0.0
54,File,bsh.ParseException,3,2,3,1,16,0,12,3,1,0,0,11,11,6,11,0,0,1,10,306,32,147,32,96,127,86,116,35,81,12,11,13,0.86,37,29,38,16,3,0.0
55,File,bsh.Parser,6,5,8,4,15,0,15,0,1,0,0,402,402,25,402,4,318,0,80,6603,411,6088,686,4790,105,3508,5543,700,4843,81,31,81,0.02,2791,2152,3381,1678,15,0.0
56,File,bsh.ParserConstants,0,0,0,0,0,0,0,0,1,0,0,0,0,120,0,0,0,0,0,253,5,247,246,242,1,121,122,122,0,0,0,0,0.0,0,0,0,0,0,0.0
57,File,bsh.ParserTokenManager,13,8,14,9,39,0,39,0,1,3,14,49,46,10,49,0,43,0,6,2011,7,2003,152,1617,1,909,1299,98,1201,245,145,255,0.0,680,402,692,482,6,0.0
58,File,bsh.ParserTreeConstants,0,0,0,0,0,0,0,0,1,0,0,0,0,37,0,0,0,0,0,83,4,78,76,72,1,38,39,39,0,0,0,0,0.01,0,0,0,0,0,0.0
59,File,bsh.Primitive,4,2,5,2,15,2,11,1,2,16,4,44,28,1,44,13,3,0,28,789,147,537,87,411,105,208,317,80,237,27,12,27,0.2,212,107,225,99,3,0.0
60,File,bsh.Reflect,4,4,5,2,24,2,16,5,1,36,0,36,0,0,36,12,10,0,14,990,144,606,127,397,241,246,391,109,282,19,19,30,0.4,152,152,182,87,4,0.0
61,File,bsh.ReflectError,1,1,1,1,1,0,1,0,1,0,0,2,2,0,2,0,0,0,2,42,4,6,4,2,32,3,6,4,2,1,1,1,5.33,2,2,2,2,0,0.0
62,File,bsh.ReflectManager,2,2,2,1,15,0,10,4,1,2,1,3,1,0,3,0,0,0,3,88,9,27,9,9,52,10,15,8,7,3,3,3,1.93,4,4,4,2,2,0.0
63,File,bsh.ReturnControl,1,1,1,1,4,0,4,0,1,0,0,1,1,2,1,0,0,0,1,49,5,9,5,2,35,5,7,5,2,1,1,1,3.89,1,1,1,1,0,0.0
64,File,bsh.SimpleNode,1,1,1,1,6,0,4,1,1,0,0,19,19,6,19,0,0,0,19,216,25,98,32,46,93,39,69,31,38,4,4,6,0.95,30,30,32,23,3,0.0
65,File,bsh.StringUtil,3,3,3,1,14,0,13,0,1,4,0,4,0,0,4,0,0,0,4,120,13,59,19,40,48,38,52,22,30,6,6,6,0.81,15,15,15,4,3,0.0
66,File,bsh.TargetError,1,1,1,1,9,0,6,2,1,0,0,11,11,2,11,0,0,0,11,178,23,76,22,36,79,27,43,20,23,2,2,2,1.04,15,15,15,11,1,0.0
67,File,bsh.This,1,1,1,1,12,0,6,5,1,2,0,10,8,3,10,1,1,1,7,215,26,75,23,34,114,25,41,16,25,4,4,4,1.52,15,15,15,13,2,0.0
68,File,bsh.Token,1,1,1,1,13,0,5,7,1,1,0,2,1,8,2,0,0,0,2,82,10,19,9,3,53,8,12,9,3,1,2,1,2.79,2,3,2,2,1,0.0
69,File,bsh.TokenMgrError,3,1,3,1,14,0,10,4,1,2,4,6,4,1,6,0,1,1,4,133,13,72,16,50,48,37,47,17,30,12,4,13,0.67,18,10,19,6,3,0.0
70,File,bsh.XThis,2,2,2,1,14,1,10,2,2,0,0,6,6,2,6,2,0,0,4,191,31,75,24,43,85,33,49,21,28,6,6,6,1.13,16,16,16,11,1,0.0
71,File,bsh.commands.dir,4,4,4,1,23,2,20,0,1,4,1,4,0,0,4,0,0,0,4,117,18,93,32,65,6,66,83,34,49,11,11,12,0.06,18,18,19,6,3,0.0
72,File,bsh.reflect.ReflectManagerImpl,2,2,2,1,14,0,8,6,1,0,0,1,1,0,1,0,0,0,1,65,5,14,5,5,46,6,9,5,4,2,2,2,3.29,2,2,2,1,1,0.0
73,File,com.microstar.xml.HandlerBase,1,1,1,1,10,0,4,6,1,0,0,13,13,0,13,0,0,0,13,191,19,60,31,2,112,6,20,18,2,1,1,1,1.87,13,13,13,13,0,0.0
74,File,com.microstar.xml.XmlException,1,1,1,1,9,0,4,4,1,0,0,5,5,4,5,0,0,0,5,84,13,31,11,8,40,13,19,11,8,1,1,1,1.29,5,5,5,5,0,0.0
75,File,com.microstar.xml.XmlHandler,0,0,0,0,0,0,0,0,1,0,0,13,13,0,13,0,0,0,13,243,28,29,28,0,186,14,15,15,0,0,0,0,6.41,0,0,0,0,0,0.0
76,File,com.microstar.xml.XmlParser,4,3,4,2,50,3,32,14,1,0,49,31,31,1,31,25,1,0,5,1949,242,1087,159,785,633,541,479,124,355,13,11,14,0.58,133,108,138,63,4,0.0
77,File,gnu.regexp.CharIndexed,0,0,0,0,0,0,0,0,1,0,0,3,3,1,3,3,0,0,0,65,4,7,6,1,54,5,6,6,0,0,0,0,7.71,0,0,0,0,0,0.0
78,File,gnu.regexp.CharIndexedCharArray,1,1,1,1,3,0,3,0,1,0,0,4,4,2,4,1,0,0,3,43,5,20,10,6,18,10,15,10,5,2,2,3,0.9,5,5,6,4,0,0.0
79,File,gnu.regexp.CharIndexedInputStream,4,4,5,3,15,0,14,1,1,0,2,5,5,6,5,1,1,0,3,131,18,87,22,65,29,52,77,22,55,13,13,13,0.33,24,24,25,15,3,0.0
80,File,gnu.regexp.CharIndexedReader,4,4,5,3,18,1,16,1,1,0,2,5,5,6,5,1,1,0,3,142,19,95,22,71,31,55,80,22,58,13,13,13,0.33,24,24,25,17,3,0.0
81,File,gnu.regexp.CharIndexedString,1,1,1,1,3,0,3,0,1,0,0,4,4,3,4,1,0,0,3,45,5,22,11,7,18,12,17,11,6,2,2,3,0.82,5,5,6,4,0,0.0
82,File,gnu.regexp.CharIndexedStringBuffer,1,1,1,1,3,0,3,0,1,0,0,4,4,2,4,1,0,0,3,43,5,20,10,6,18,10,15,10,5,2,2,3,0.9,5,5,6,4,0,0.0
83,File,gnu.regexp.RE,4,4,6,2,23,2,14,7,3,6,9,46,40,8,46,6,12,2,26,1356,165,682,117,493,523,350,539,117,422,102,92,168,0.77,204,194,278,92,6,0.0
84,File,gnu.regexp.REException,1,1,1,1,8,0,5,3,1,0,13,4,4,2,4,1,0,0,3,164,23,39,25,25,102,29,34,25,9,1,1,1,2.62,4,4,4,4,0,0.0
85,File,gnu.regexp.REFilterInputStream,2,2,2,2,14,0,9,4,1,0,0,5,5,6,5,0,0,0,5,121,12,57,19,31,52,37,50,19,31,6,6,7,0.91,13,13,14,12,2,0.0
86,File,gnu.regexp.REFilterReader,2,2,2,2,14,0,9,4,1,0,0,5,5,6,5,0,0,0,5,117,12,57,19,31,48,37,50,19,31,6,6,7,0.84,13,13,14,12,2,0.0
87,File,gnu.regexp.REMatch,2,2,2,1,12,0,6,6,1,0,0,14,14,8,14,4,0,0,10,244,22,106,35,58,124,69,98,36,62,5,5,6,1.17,32,32,34,14,3,0.0
88,File,gnu.regexp.REMatchEnumeration,2,2,2,1,7,0,5,2,1,0,3,6,6,6,6,1,0,0,5,116,10,49,20,23,57,30,40,20,20,5,5,5,1.16,12,12,12,6,2,0.0
89,File,gnu.regexp.RESyntax,1,1,1,1,10,0,3,6,1,0,45,8,8,4,8,0,0,0,8,502,81,180,63,139,251,84,96,61,35,2,2,2,1.39,11,11,11,8,1,0.0
90,File,gnu.regexp.REToken,1,1,1,1,4,0,4,0,1,0,0,8,8,3,8,6,0,2,0,68,11,37,14,16,21,17,27,14,13,3,3,3,0.57,9,9,9,8,2,0.0
91,File,gnu.regexp.RETokenAny,1,1,2,1,5,0,5,0,1,0,0,4,4,2,4,4,0,0,0,54,8,26,9,12,20,12,18,9,9,2,2,6,0.77,5,5,9,4,1,0.0
92,File,gnu.regexp.RETokenBackRef,2,2,2,2,7,0,7,0,1,0,0,3,3,2,3,3,0,0,0,53,8,26,8,12,20,16,23,9,14,4,4,5,0.77,6,6,7,6,2,0.0
93,File,gnu.regexp.RETokenChar,2,2,2,1,7,0,6,0,1,0,0,5,5,2,5,5,0,0,0,72,13,39,14,21,20,24,33,15,18,4,4,4,0.51,10,10,10,7,2,0.0
94,File,gnu.regexp.RETokenEnd,2,2,2,2,8,0,8,0,1,0,0,3,3,1,3,3,0,0,0,55,5,29,9,17,22,16,23,9,14,6,6,6,0.76,8,8,8,7,3,0.0
95,File,gnu.regexp.RETokenEndSub,1,1,1,1,3,0,3,0,1,0,0,3,3,0,3,3,0,0,0,35,4,12,5,3,19,4,8,5,3,1,1,1,1.58,3,3,3,3,0,0.0
96,File,gnu.regexp.RETokenLookAhead,3,3,3,2,11,0,10,1,1,0,0,3,3,2,3,3,0,0,0,68,6,38,10,22,25,20,30,10,20,7,7,7,0.66,10,10,10,8,2,0.0
97,File,gnu.regexp.RETokenOneOf,4,4,4,2,15,1,13,1,1,0,0,5,5,2,5,5,0,0,0,112,13,74,17,46,29,45,65,21,44,10,10,11,0.39,21,21,23,12,4,0.0
98,File,gnu.regexp.RETokenPOSIX,4,2,6,1,14,0,14,0,1,1,13,5,4,3,5,5,0,0,0,125,11,92,28,71,22,59,72,26,46,16,5,26,0.24,23,12,33,9,2,0.0
99,File,gnu.regexp.RETokenRange,2,2,2,1,5,0,5,0,1,0,0,4,4,3,4,4,0,0,0,51,7,26,9,12,18,14,22,9,13,4,4,5,0.69,9,9,10,6,1,0.0
100,File,gnu.regexp.RETokenRepeated,4,4,4,1,23,1,16,5,1,0,0,7,7,4,7,6,1,0,0,207,24,125,29,82,59,73,103,29,74,15,15,16,0.47,31,31,34,13,4,0.0
101,File,gnu.regexp.RETokenStart,4,4,4,3,14,1,11,1,1,0,0,3,3,1,3,3,0,0,0,69,9,39,11,25,23,20,30,11,19,10,10,11,0.59,12,12,13,10,4,0.0
102,File,gnu.regexp.RETokenWordBoundary,4,4,6,1,17,2,12,3,1,0,2,3,3,2,3,3,0,0,0,85,11,44,13,26,32,21,33,13,20,8,8,13,0.73,13,13,18,3,2,0.0
103,File,gnu.regexp.UncheckedRE,1,1,1,1,15,0,4,11,1,0,0,3,3,0,3,0,0,0,3,91,7,16,5,6,68,5,10,5,5,2,2,2,4.25,4,4,4,3,1,0.0
104,File,org.gjt.sp.jedit.Abbrevs,3,3,4,1,27,2,21,5,2,15,7,17,2,3,17,2,6,0,9,574,67,385,82,220,145,170,237,79,158,15,15,15,0.38,67,67,71,23,5,2.0
105,File,org.gjt.sp.jedit.AbstractOptionPane,1,1,1,1,13,0,8,4,1,0,0,10,10,4,10,0,0,2,8,211,23,97,27,58,99,64,77,27,50,2,2,2,1.02,12,12,12,10,1,0.0
106,File,org.gjt.sp.jedit.ActionListHandler,2,2,2,1,11,1,9,2,1,0,0,11,11,8,11,1,3,0,7,197,29,115,29,47,64,45,69,28,41,6,6,6,0.56,26,26,26,11,2,0.0
107,File,org.gjt.sp.jedit.ActionSet,1,1,1,1,9,0,4,4,1,0,0,10,10,0,10,0,0,0,10,141,13,54,17,15,74,17,25,15,10,1,1,1,1.37,10,10,10,10,0,3.0
108,File,org.gjt.sp.jedit.Autosave,2,2,2,1,9,1,8,0,1,2,1,4,2,0,4,0,1,0,3,77,11,42,11,18,24,18,29,12,17,4,4,4,0.57,10,10,10,4,2,1.0
109,File,org.gjt.sp.jedit.BeanShell,3,3,3,1,26,2,18,6,1,20,5,20,0,0,20,1,3,0,16,623,72,384,75,211,187,159,223,68,155,10,10,11,0.49,63,63,65,31,4,2.0
110,File,org.gjt.sp.jedit.BeanShellAction,1,1,1,1,12,1,10,0,1,0,0,7,7,7,7,0,0,0,7,130,19,88,23,35,23,36,50,22,28,3,3,3,0.26,13,13,13,9,2,0.0
111,File,org.gjt.sp.jedit.Buffer,2,2,3,1,22,2,14,7,4,0,9,112,112,0,112,0,0,0,112,2821,369,1575,271,910,996,628,957,274,683,35,33,37,0.63,318,316,369,191,4,18.0
112,File,org.gjt.sp.jedit.BufferHistory,4,4,4,4,17,0,17,0,1,1,0,1,0,0,1,0,0,0,1,53,5,30,11,9,18,11,13,8,5,4,4,4,0.6,4,4,4,4,2,1.0
113,File,org.gjt.sp.jedit.EBComponent,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,37,2,5,3,0,30,2,3,3,0,0,0,0,6.0,0,0,0,0,0,0.0
114,File,org.gjt.sp.jedit.EBMessage,1,1,1,1,7,0,4,3,2,0,0,8,8,2,8,0,0,0,8,168,12,43,15,8,113,13,23,15,8,1,1,1,2.63,8,8,8,8,0,1.0
115,File,org.gjt.sp.jedit.EBPlugin,1,1,1,1,3,0,1,2,1,0,0,2,2,0,2,0,0,1,1,40,4,8,6,0,28,3,6,6,0,1,1,1,3.5,2,2,2,2,0,0.0
116,File,org.gjt.sp.jedit.EditAction,1,1,1,1,8,0,4,5,2,1,0,14,13,2,14,0,0,0,14,194,18,64,23,13,123,21,35,23,12,1,1,1,1.92,12,12,12,12,0,2.0
117,File,org.gjt.sp.jedit.EditBus,2,2,2,1,15,0,10,3,1,8,4,9,1,0,9,0,1,0,8,190,18,106,22,52,66,41,63,23,40,4,4,4,0.62,18,18,18,14,3,0.0
118,File,org.gjt.sp.jedit.EditPane,3,3,4,1,26,2,20,5,3,0,0,19,19,6,19,2,3,0,14,586,67,389,53,250,148,154,228,50,178,34,34,35,0.38,74,74,77,19,4,3.0
119,File,org.gjt.sp.jedit.EditPlugin,1,1,1,1,7,0,4,3,3,0,0,15,15,6,15,2,0,0,13,182,23,78,28,21,81,30,50,29,21,2,2,2,1.04,17,17,17,15,1,0.0
120,File,org.gjt.sp.jedit.EditServer,3,3,3,1,30,3,22,5,2,1,0,7,6,4,7,2,1,0,4,290,37,166,32,97,93,74,95,30,65,7,7,12,0.56,22,22,27,9,3,2.0
121,File,org.gjt.sp.jedit.GUIUtilities,3,3,3,1,23,1,15,7,2,38,7,40,2,0,40,2,2,0,36,1216,123,639,141,399,492,257,377,128,249,17,17,17,0.77,130,130,139,71,4,2.0
122,File,org.gjt.sp.jedit.JARClassLoader,5,5,5,3,36,3,29,4,1,0,2,12,12,3,12,1,3,0,8,515,62,372,76,229,93,145,207,69,138,15,15,15,0.25,61,61,65,43,3,1.0
123,File,org.gjt.sp.jedit14,2,2,3,2,16,1,15,0,4,1,0,5,4,0,5,1,0,0,4,127,11,82,19,35,37,29,43,20,23,6,6,8,0.45,13,13,15,10,3,
124,File,org.gjt.sp.jedit.Macros,1,1,2,1,14,1,10,4,5,24,7,47,23,10,47,1,4,1,41,897,109,529,121,262,301,224,321,122,199,9,9,10,0.57,89,89,90,65,5,4.0
125,File,org.gjt.sp.jedit.Marker,1,1,1,1,7,0,4,3,1,0,0,7,7,4,7,5,0,0,2,112,12,44,15,11,63,17,26,15,11,2,2,2,1.43,9,9,9,7,1,0.0
126,File,org.gjt.sp.jedit.MiscUtilities,3,3,4,2,24,1,17,7,5,35,0,40,5,0,40,1,3,0,36,1117,96,696,110,422,372,281,412,112,300,15,13,17,0.53,148,132,159,90,5,5.0
127,File,org.gjt.sp.jedit.Mode,2,2,2,1,15,0,9,6,1,0,0,13,13,5,13,0,0,0,13,270,22,133,34,60,128,49,77,34,43,6,6,7,0.96,27,27,34,19,2,2.0
128,File,org.gjt.sp.jedit.ModeCatalogHandler,3,3,3,1,19,2,13,4,1,0,0,5,5,6,5,1,0,0,4,143,20,83,20,42,40,36,54,19,35,7,7,7,0.48,18,18,19,5,2,0.0
129,File,org.gjt.sp.jedit.OperatingSystem,1,1,1,1,7,0,4,4,1,8,8,8,0,1,8,0,0,0,8,153,15,79,22,34,68,28,43,21,22,1,1,2,0.86,8,8,11,8,0,0.0
130,File,org.gjt.sp.jedit.OptionGroup,1,1,1,1,7,0,6,0,1,0,0,9,9,0,9,0,0,0,9,102,16,68,15,24,18,22,34,14,20,4,4,4,0.26,15,15,16,9,2,0.0
