address,PIM,WMC,DIT,NOC,CBO,RFC,bug
apache.velocity.util.introspection.Info,3.0,5.0,2.0,0.0,2.0,6.0,1.0
apache.velocity.test.InlineScopeVMTestCase,2.0,3.0,3.0,0.0,16.0,22.0,0.0
apache.velocity.runtime.directive.InputBase,7.0,2.0,3.0,2.0,6.0,6.0,1.0
apache.velocity.context.InternalContextAdapterImpl,17.0,18.0,2.0,0.0,7.0,35.0,2.0
apache.velocity.context.InternalContextBase,10.0,11.0,2.0,1.0,10.0,21.0,2.0
apache.velocity.util.introspection.IntrospectionCacheData,0.0,1.0,2.0,0.0,2.0,2.0,1.0
apache.velocity.util.introspection.Introspector,0.0,3.0,3.0,0.0,9.0,14.0,1.0
apache.velocity.util.introspection.IntrospectorBase,1.0,4.0,2.0,1.0,10.0,21.0,1.0
apache.velocity.test.IntrospectorTestCase,2.0,5.0,3.0,0.0,24.0,34.0,0.0
apache.velocity.test.IntrospectorTestCase2,2.0,5.0,3.0,0.0,20.0,23.0,0.0
apache.velocity.test.IntrospectorTestCase3,2.0,4.0,3.0,0.0,18.0,19.0,0.0
apache.velocity.runtime.parser.JJTParserState,0.0,12.0,2.0,0.0,6.0,28.0,0.0
apache.velocity.runtime.directive.Literal,3.0,5.0,3.0,0.0,6.0,10.0,2.0
apache.velocity.runtime.log.Log4JLogSystem,3.0,10.0,2.0,0.0,21.0,57.0,1.0
apache.velocity.runtime.log.LogManager,1.0,2.0,2.0,0.0,16.0,22.0,1.0
apache.velocity.runtime.directive.Macro,4.0,9.0,3.0,0.0,18.0,36.0,2.0
apache.velocity.runtime.directive.MacroParseException,1.0,1.0,3.0,0.0,2.0,2.0,1.0
apache.velocity.exception.MethodInvocationException,4.0,5.0,3.0,0.0,2.0,6.0,2.0
apache.velocity.test.MethodInvocationExceptionTest,5.0,6.0,2.0,0.0,14.0,27.0,0.0
apache.velocity.util.introspection.MethodMap,3.0,11.0,2.0,0.0,24.0,45.0,2.0
apache.velocity.test.MiscTestCase,2.0,4.0,3.0,0.0,5.0,9.0,0.0
apache.velocity.test.MultiLoaderTestCase,2.0,3.0,3.0,0.0,14.0,24.0,0.0
apache.velocity.test.MultipleFileResourcePathTest,2.0,3.0,3.0,0.0,15.0,23.0,0.0
apache.velocity.runtime.exception.NodeException,0.0,1.0,2.0,0.0,4.0,9.0,0.0
apache.velocity.anakia.NodeList,29.0,37.0,2.0,0.0,29.0,96.0,1.0
apache.velocity.runtime.visitor.NodeViewMode,3.0,37.0,3.0,0.0,8.0,48.0,1.0
apache.velocity.runtime.log.NullLogSystem,2.0,3.0,2.0,0.0,4.0,4.0,1.0
apache.velocity.anakia.OutputWrapper,1.0,2.0,2.0,0.0,5.0,7.0,1.0
apache.velocity.runtime.directive.Parse,4.0,4.0,4.0,0.0,16.0,26.0,1.0
apache.velocity.runtime.directive.ParseDirectiveException,2.0,3.0,2.0,0.0,5.0,12.0,0.0
apache.velocity.exception.ParseErrorException,0.0,1.0,3.0,0.0,2.0,2.0,3.0
apache.velocity.runtime.parser.ParseException,1.0,5.0,2.0,1.0,8.0,19.0,0.0
apache.velocity.runtime.parser.Parser,45.0,148.0,2.0,0.0,65.0,373.0,0.0
apache.velocity.test.ParserTestCase,4.0,6.0,2.0,0.0,15.0,19.0,0.0
apache.velocity.runtime.parser.ParserTokenManager,8.0,94.0,2.0,0.0,16.0,213.0,0.0
apache.velocity.test.provider.Person,1.0,2.0,2.0,1.0,2.0,3.0,0.0
apache.velocity.runtime.log.PrimordialLogSystem,3.0,4.0,2.0,0.0,9.0,14.0,1.0
apache.velocity.texen.util.PropertiesUtil,1.0,4.0,2.0,0.0,12.0,24.0,1.0
apache.velocity.runtime.exception.ReferenceException,0.0,1.0,2.0,0.0,4.0,9.0,2.0
apache.velocity.runtime.resource.Resource,16.0,17.0,2.0,2.0,7.0,20.0,1.0
apache.velocity.runtime.resource.ResourceCacheImpl,5.0,6.0,2.0,0.0,9.0,19.0,1.0
apache.velocity.runtime.resource.ResourceFactory,1.0,2.0,2.0,0.0,4.0,5.0,1.0
apache.velocity.runtime.resource.ResourceManagerImpl,4.0,8.0,2.0,0.0,24.0,70.0,2.0
apache.velocity.exception.ResourceNotFoundException,0.0,1.0,3.0,0.0,2.0,2.0,1.0
apache.velocity.runtime.Runtime,29.0,30.0,2.0,0.0,8.0,60.0,1.0
apache.velocity.runtime.RuntimeInstance,34.0,45.0,2.0,0.0,38.0,134.0,3.0
apache.velocity.runtime.RuntimeSingleton,34.0,37.0,2.0,0.0,8.0,72.0,1.0
apache.velocity.runtime.log.SimpleLog4JLogSystem,3.0,6.0,2.0,0.0,17.0,35.0,1.0
apache.velocity.Template,17.0,4.0,3.0,0.0,18.0,26.0,2.0
apache.velocity.test.view.TemplateNodeView,1.0,2.0,2.0,0.0,14.0,17.0,0.0
apache.velocity.test.TemplateTestCase,2.0,4.0,3.0,0.0,27.0,45.0,0.0
apache.velocity.test.TemplateTestSuite,0.0,3.0,2.0,0.0,12.0,21.0,0.0
apache.velocity.test.misc.Test,4.0,6.0,2.0,0.0,36.0,58.0,0.0
apache.velocity.test.TestClassloader,1.0,2.0,2.0,0.0,8.0,14.0,0.0
apache.velocity.test.provider.TestProvider,37.0,39.0,2.0,0.0,15.0,70.0,0.0
apache.velocity.test.TexenClasspathTestCase,2.0,4.0,3.0,0.0,4.0,9.0,0.0
apache.velocity.texen.ant.TexenTask,15.0,18.0,2.0,0.0,32.0,83.0,1.0
apache.velocity.test.TexenTestCase,2.0,4.0,3.0,0.0,4.0,9.0,0.0
apache.velocity.runtime.parser.Token,2.0,3.0,2.0,0.0,2.0,5.0,0.0
apache.velocity.runtime.parser.TokenMgrError,1.0,6.0,2.0,0.0,6.0,22.0,0.0
apache.velocity.anakia.TreeWalker,1.0,3.0,2.0,0.0,8.0,12.0,1.0
apache.velocity.util.introspection.UberspectImpl,6.0,8.0,2.0,0.0,28.0,46.0,3.0
apache.velocity.context.VMContext,18.0,19.0,2.0,0.0,11.0,46.0,3.0
apache.velocity.runtime.directive.VMProxyArg,8.0,11.0,2.0,0.0,22.0,47.0,2.0
apache.velocity.runtime.visitor.VMReferenceMungeVisitor,36.0,2.0,3.0,0.0,6.0,8.0,1.0
apache.velocity.runtime.VelocimacroFactory,5.0,17.0,2.0,0.0,15.0,59.0,2.0
apache.velocity.runtime.VelocimacroManager,7.0,14.0,2.0,0.0,4.0,30.0,1.0
apache.velocity.runtime.directive.VelocimacroProxy,10.0,15.0,3.0,0.0,19.0,47.0,4.0
apache.velocity.test.VelocimacroTestCase,2.0,3.0,2.0,0.0,12.0,16.0,0.0
apache.velocity.app.Velocity,24.0,25.0,2.0,0.0,20.0,68.0,2.0
apache.velocity.test.VelocityAppTestCase,2.0,3.0,3.0,0.0,13.0,18.0,0.0
apache.velocity.runtime.parser.VelocityCharStream,17.0,24.0,2.0,0.0,11.0,45.0,1.0
apache.velocity.VelocityContext,17.0,10.0,4.0,0.0,8.0,21.0,1.0
apache.velocity.app.VelocityEngine,23.0,24.0,2.0,0.0,19.0,65.0,3.0
apache.velocity.exception.VelocityException,0.0,1.0,2.0,3.0,2.0,2.0,2.0
apache.velocity.app.tools.VelocityFormatter,17.0,18.0,2.0,0.0,11.0,40.0,1.0
apache.velocity.runtime.log.VelocityFormatter,0.0,2.0,2.0,0.0,3.0,5.0,1.0
apache.velocity.servlet.VelocityServlet,5.0,18.0,2.0,0.0,30.0,74.0,1.0
apache.velocity.test.VelocityServletTest,2.0,3.0,2.0,0.0,15.0,19.0,0.0
apache.velocity.io.VelocityWriter,12.0,20.0,2.0,0.0,6.0,39.0,1.0
apache.velocity.convert.WebMacro,3.0,10.0,2.0,0.0,15.0,48.0,1.0
apache.velocity.anakia.XPathCache,0.0,3.0,2.0,0.0,5.0,8.0,1.0
apache.velocity.anakia.XPathTool,3.0,4.0,2.0,0.0,5.0,10.0,1.0
