Name,SumCyclomatic,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountDeclMethodAll,CountDeclMethodPublic,bug
apache.xml.dtm.DTMConfigurationException,6,3.0,0.0,0.0,21.0,6.0,0.0
apache.xml.dtm.DTMDOMException,2,2.0,0.0,0.0,2.0,2.0,1.0
apache.xml.dtm.DTMException,40,2.0,1.0,2.0,15.0,15.0,0.0
apache.xml.dtm.DTMManager,10,1.0,2.0,11.0,18.0,17.0,0.0
apache.xml.dtm.ref.ChunkedIntArray,19,1.0,0.0,3.0,9.0,0.0,0.0
apache.xml.dtm.ref.CoroutineManager,18,1.0,0.0,2.0,5.0,5.0,1.0
apache.xml.dtm.ref.CustomStringPool,7,2.0,0.0,0.0,10.0,4.0,0.0
apache.xml.dtm.ref.DTMAxisIteratorBase,21,1.0,19.0,1.0,13.0,11.0,1.0
apache.xml.dtm.ref.DTMDefaultBase,237,1.0,1.0,13.0,92.0,67.0,2.0
apache.xml.dtm.ref.DTMDefaultBaseIterators,32,3.0,3.0,32.0,99.0,4.0,0.0
apache.xml.dtm.ref.DTMDefaultBaseTraversers,27,2.0,1.0,28.0,95.0,3.0,0.0
apache.xml.dtm.ref.DTMDocumentImpl,179,1.0,0.0,12.0,109.0,96.0,1.0
apache.xml.dtm.ref.DTMManagerDefault,78,2.0,1.0,22.0,34.0,16.0,0.0
apache.xml.dtm.ref.DTMNamedNodeMap,15,1.0,0.0,2.0,9.0,9.0,1.0
apache.xml.dtm.ref.DTMNodeIterator,14,1.0,0.0,4.0,9.0,9.0,0.0
apache.xml.dtm.ref.DTMNodeList,10,2.0,0.0,2.0,8.0,4.0,0.0
apache.xml.dtm.ref.DTMNodeProxy,111,1.0,0.0,6.0,89.0,89.0,1.0
apache.xml.dtm.ref.DTMSafeStringPool,11,2.0,0.0,0.0,10.0,4.0,0.0
apache.xml.dtm.ref.DTMStringPool,20,1.0,2.0,1.0,6.0,6.0,0.0
apache.xml.dtm.ref.DTMTreeWalker,47,1.0,1.0,3.0,10.0,7.0,1.0
apache.xml.dtm.ref.ExpandedNameTable,26,1.0,0.0,3.0,12.0,10.0,1.0
apache.xml.dtm.ref.IncrementalSAXSource_Filter,107,1.0,0.0,5.0,42.0,39.0,0.0
apache.xml.dtm.ref.IncrementalSAXSource_Xerces,36,1.0,0.0,5.0,12.0,10.0,0.0
apache.xml.dtm.ref.NodeLocator,6,1.0,0.0,0.0,6.0,6.0,0.0
apache.xml.utils.AttList,21,1.0,0.0,1.0,13.0,13.0,1.0
apache.xml.utils.BoolStack,17,1.0,0.0,0.0,13.0,12.0,1.0
apache.xml.utils.CharKey,5,1.0,0.0,0.0,5.0,5.0,1.0
apache.xml.utils.Context2,31,1.0,0.0,0.0,11.0,0.0,0.0
apache.xml.utils.DOMBuilder,50,1.0,0.0,3.0,30.0,28.0,0.0
apache.xml.utils.DefaultErrorHandler,29,1.0,0.0,4.0,13.0,13.0,1.0
apache.xml.utils.ElemDesc,7,1.0,0.0,0.0,4.0,0.0,1.0
apache.xml.utils.FastStringBuffer,101,1.0,0.0,1.0,28.0,21.0,0.0
apache.xml.utils.Hashtree2Node,5,1.0,0.0,0.0,1.0,1.0,2.0
apache.xml.utils.IntStack,17,2.0,0.0,0.0,32.0,12.0,1.0
apache.xml.utils.IntVector,39,1.0,1.0,0.0,20.0,20.0,1.0
apache.xml.utils.ListingErrorHandler,45,1.0,0.0,5.0,17.0,16.0,1.0
apache.xml.utils.MutableAttrListImpl,10,2.0,0.0,0.0,5.0,5.0,1.0
apache.xml.utils.NSInfo,3,1.0,0.0,0.0,3.0,3.0,1.0
apache.xml.utils.NameSpace,1,1.0,0.0,0.0,1.0,1.0,1.0
apache.xml.utils.NamespaceSupport2,15,2.0,0.0,2.0,11.0,11.0,0.0
apache.xml.utils.NodeVector,74,1.0,1.0,1.0,30.0,30.0,1.0
apache.xml.utils.ObjectPool,12,1.0,0.0,3.0,7.0,7.0,1.0
apache.xml.utils.PrefixForUriEnumerator,7,1.0,0.0,1.0,3.0,2.0,0.0
apache.xml.utils.PrefixResolverDefault,12,1.0,1.0,1.0,5.0,5.0,2.0
apache.xml.utils.QName,74,1.0,0.0,5.0,28.0,28.0,0.0
apache.xml.utils.SAXSourceLocator,12,2.0,0.0,0.0,8.0,8.0,0.0
apache.xml.utils.SerializableLocatorImpl,10,1.0,0.0,0.0,10.0,10.0,0.0
apache.xml.utils.StringBufferPool,2,1.0,0.0,2.0,2.0,2.0,1.0
apache.xml.utils.StringToIntTable,17,1.0,0.0,0.0,8.0,8.0,1.0
apache.xml.utils.StringToStringTable,26,1.0,0.0,0.0,11.0,11.0,1.0
apache.xml.utils.StringToStringTableVector,18,1.0,0.0,1.0,10.0,10.0,1.0
apache.xml.utils.StringVector,21,1.0,0.0,0.0,11.0,11.0,1.0
apache.xml.utils.SuballocatedByteVector,60,1.0,0.0,0.0,18.0,10.0,1.0
apache.xml.utils.SuballocatedIntVector,63,1.0,0.0,0.0,20.0,13.0,1.0
apache.xml.utils.SystemIDResolver,27,1.0,0.0,2.0,7.0,5.0,3.0
apache.xml.utils.TreeWalker,57,1.0,0.0,6.0,10.0,7.0,2.0
apache.xml.utils.Trie,9,1.0,0.0,1.0,3.0,3.0,1.0
apache.xml.utils.URI,171,1.0,0.0,3.0,41.0,29.0,0.0
apache.xml.utils.UnImplNode,80,1.0,1.0,2.0,80.0,80.0,1.0
apache.xml.utils.WrappedRuntimeException,3,2.0,0.0,0.0,3.0,3.0,0.0
apache.xml.utils.WrongParserException,1,2.0,0.0,0.0,1.0,1.0,1.0
apache.xml.utils.XMLChar,41,1.0,0.0,0.0,21.0,21.0,1.0
apache.xml.utils.XMLCharacterRecognizer,11,1.0,0.0,0.0,4.0,4.0,1.0
apache.xml.utils.XMLStringFactory,0,1.0,2.0,2.0,4.0,4.0,0.0
apache.xml.utils.res.XResourceBundle,7,2.0,18.0,0.0,3.0,2.0,1.0
apache.xml.utils.res.XResources_cy,1,3.0,0.0,0.0,4.0,1.0,1.0
apache.xml.utils.res.XResources_el,1,3.0,0.0,0.0,4.0,1.0,1.0
apache.xml.utils.res.XResources_en,1,3.0,0.0,0.0,4.0,1.0,1.0
apache.xml.utils.res.XResources_he,1,3.0,0.0,0.0,4.0,1.0,1.0
apache.xml.utils.res.XResources_hy,1,3.0,0.0,0.0,4.0,1.0,1.0
apache.xml.utils.res.XResources_ja_JP_A,1,3.0,0.0,0.0,4.0,1.0,1.0
apache.xml.utils.res.XResources_ja_JP_HA,1,3.0,0.0,0.0,4.0,1.0,1.0
apache.xml.utils.res.XResources_ja_JP_HI,1,3.0,0.0,0.0,4.0,1.0,1.0
apache.xml.utils.res.XResources_ja_JP_I,1,3.0,0.0,0.0,4.0,1.0,1.0
apache.xml.utils.res.XResources_ka,1,3.0,0.0,0.0,4.0,1.0,1.0
apache.xml.utils.res.XResources_zh_CN,1,3.0,0.0,0.0,4.0,1.0,1.0
apache.xml.utils.res.XResources_zh_TW,1,3.0,0.0,0.0,4.0,1.0,1.0
apache.xpath.Arg,17,1.0,0.0,2.0,15.0,15.0,1.0
apache.xpath.CachedXPathAPI,13,1.0,0.0,5.0,12.0,12.0,0.0
apache.xpath.Expression,36,1.0,7.0,9.0,30.0,29.0,1.0
apache.xpath.FoundIndex,1,2.0,0.0,0.0,1.0,1.0,1.0
apache.xpath.NodeSet,140,1.0,0.0,5.0,61.0,60.0,2.0
apache.xpath.NodeSetDTM,96,2.0,1.0,7.0,86.0,56.0,1.0
apache.xpath.SourceTree,1,1.0,0.0,0.0,1.0,1.0,1.0
apache.xpath.SourceTreeManager,39,1.0,0.0,5.0,12.0,12.0,0.0
apache.xpath.VariableStack,38,1.0,0.0,11.0,21.0,21.0,2.0
apache.xpath.XPath,38,1.0,0.0,18.0,17.0,17.0,1.0
apache.xpath.XPathAPI,10,1.0,0.0,5.0,9.0,9.0,0.0
apache.xpath.XPathContext,106,2.0,0.0,26.0,95.0,76.0,3.0
apache.xpath.XPathException,31,2.0,1.0,2.0,13.0,12.0,0.0
apache.xpath.XPathProcessorException,2,3.0,0.0,0.0,15.0,2.0,1.0
apache.xpath.XPathVisitor,12,1.0,5.0,13.0,12.0,12.0,0.0
apache.xpath.axes.AttributeIterator,4,7.0,0.0,3.0,150.0,1.0,1.0
apache.xpath.axes.AxesWalker,53,4.0,2.0,12.0,108.0,23.0,0.0
apache.xpath.axes.BasicTestIterator,15,5.0,2.0,8.0,140.0,2.0,0.0
apache.xpath.axes.ChildIterator,7,5.0,0.0,4.0,137.0,3.0,1.0
apache.xpath.axes.ChildTestIterator,10,6.0,5.0,4.0,147.0,5.0,1.0
apache.xpath.axes.DescendantIterator,36,5.0,0.0,10.0,142.0,8.0,2.0
apache.xpath.axes.FilterExprIterator,16,6.0,0.0,7.0,152.0,11.0,0.0
apache.xpath.axes.FilterExprIteratorSimple,24,5.0,0.0,11.0,147.0,14.0,0.0
apache.xpath.axes.FilterExprWalker,30,5.0,0.0,15.0,124.0,16.0,0.0
apache.xpath.axes.HasPositionalPredChecker,6,2.0,0.0,16.0,15.0,3.0,0.0
apache.xpath.axes.IteratorPool,7,1.0,0.0,2.0,4.0,4.0,1.0
apache.xpath.axes.LocPathIterator,72,4.0,8.0,17.0,133.0,45.0,1.0
apache.xpath.axes.MatchPatternIterator,31,5.0,0.0,10.0,139.0,4.0,0.0
apache.xpath.axes.NodeSequence,83,3.0,1.0,6.0,109.0,34.0,0.0
apache.xpath.axes.OneStepIterator,33,7.0,0.0,7.0,161.0,10.0,1.0
apache.xpath.axes.OneStepIteratorForward,9,7.0,1.0,6.0,153.0,4.0,1.0
apache.xpath.axes.RTFIterator,1,3.0,0.0,1.0,87.0,1.0,1.0
apache.xpath.axes.ReverseAxesWalker,19,5.0,0.0,5.0,117.0,5.0,0.0
apache.xpath.axes.SelfIteratorNoPredicate,8,5.0,0.0,3.0,138.0,4.0,1.0
apache.xpath.axes.UnionChildIterator,9,7.0,0.0,2.0,150.0,3.0,1.0
apache.xpath.axes.UnionPathIterator,55,5.0,0.0,16.0,149.0,13.0,2.0
apache.xpath.axes.WalkerFactory,324,1.0,0.0,30.0,50.0,39.0,1.0
apache.xpath.axes.WalkingIterator,34,5.0,1.0,9.0,150.0,16.0,1.0
apache.xpath.axes.WalkingIteratorSorted,12,6.0,0.0,5.0,155.0,3.0,1.0
apache.xpath.compiler.Compiler,124,2.0,0.0,45.0,66.0,15.0,2.0
apache.xpath.compiler.FuncLoader,7,1.0,0.0,1.0,3.0,3.0,1.0
apache.xpath.compiler.FunctionTable,4,1.0,0.0,4.0,3.0,3.0,0.0
apache.xpath.compiler.Keywords,7,1.0,0.0,2.0,1.0,1.0,1.0
apache.xpath.compiler.Lexer,95,1.0,0.0,10.0,10.0,0.0,0.0
apache.xpath.compiler.OpCodes,0,1.0,0.0,0.0,0.0,0.0,1.0
apache.xpath.compiler.OpMap,37,1.0,1.0,7.0,21.0,20.0,0.0
apache.xpath.compiler.PsuedoNames,0,1.0,0.0,0.0,0.0,0.0,0.0
apache.xpath.compiler.XPathDumper,0,1.0,0.0,0.0,0.0,0.0,0.0
apache.xpath.compiler.XPathParser,193,1.0,0.0,14.0,58.0,5.0,2.0
apache.xpath.functions.FuncBoolean,2,4.0,0.0,3.0,49.0,1.0,1.0
apache.xpath.functions.FuncCeiling,1,4.0,0.0,3.0,49.0,1.0,1.0
apache.xpath.functions.FuncConcat,7,7.0,0.0,6.0,75.0,2.0,1.0
apache.xpath.functions.FuncContains,3,5.0,0.0,3.0,57.0,1.0,1.0
apache.xpath.functions.FuncCount,1,4.0,0.0,4.0,49.0,1.0,1.0
apache.xpath.functions.FuncCurrent,5,3.0,0.0,7.0,40.0,2.0,2.0
apache.xpath.functions.FuncDoclocation,5,5.0,0.0,4.0,56.0,1.0,1.0
apache.xpath.functions.FuncExtElementAvailable,7,4.0,0.0,10.0,49.0,1.0,1.0
apache.xpath.functions.FuncExtFunction,20,3.0,0.0,10.0,51.0,12.0,2.0
apache.xpath.functions.FuncExtFunctionAvailable,7,4.0,0.0,8.0,49.0,1.0,1.0
apache.xpath.functions.FuncFalse,2,3.0,0.0,3.0,40.0,2.0,1.0
apache.xpath.functions.FuncFloor,1,4.0,0.0,3.0,49.0,1.0,1.0
apache.xpath.functions.FuncGenerateId,2,5.0,0.0,4.0,56.0,1.0,1.0
apache.xpath.functions.FuncId,12,4.0,0.0,9.0,50.0,1.0,1.0
apache.xpath.functions.FuncLang,7,4.0,0.0,4.0,49.0,1.0,1.0
apache.xpath.functions.FuncLast,7,3.0,0.0,6.0,42.0,4.0,1.0
apache.xpath.functions.FuncLocalPart,4,5.0,0.0,4.0,56.0,1.0,1.0
apache.xpath.functions.FuncNamespace,6,5.0,0.0,4.0,56.0,1.0,1.0
apache.xpath.functions.FuncNormalizeSpace,4,5.0,0.0,5.0,57.0,2.0,1.0
apache.xpath.functions.FuncNot,2,4.0,0.0,3.0,49.0,1.0,1.0
apache.xpath.functions.FuncNumber,1,5.0,0.0,3.0,56.0,1.0,1.0
apache.xpath.functions.FuncPosition,12,3.0,0.0,8.0,42.0,4.0,1.0
apache.xpath.functions.FuncQname,3,5.0,0.0,4.0,56.0,1.0,1.0
apache.xpath.functions.FuncRound,1,4.0,0.0,3.0,49.0,1.0,2.0
