,Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,MaxNesting,bug
21,File,org.apache.tools.ant.UnknownElement,1,1,1,1,12,1,9,1,1,0,0,6,6,3,6,0,0,1,5,150,18,64,20,39,69,33,45,19,26,3,3,3,1.08,11,11,11,6,1,3
22,File,org.apache.tools.ant.XmlLogger,2,2,2,1,13,1,11,0,1,1,10,9,8,11,9,0,1,0,8,232,33,136,48,87,63,87,110,47,63,6,4,6,0.46,24,22,24,9,2,0
23,File,org.apache.tools.ant.taskdefs.Ant,3,3,3,1,16,1,13,0,1,0,0,9,9,6,9,0,2,0,7,246,30,137,40,93,79,77,107,42,65,9,9,11,0.58,28,28,30,9,3,0
24,File,org.apache.tools.ant.taskdefs.AntStructure,3,3,3,1,25,3,17,4,1,0,0,2,2,3,2,0,0,0,2,138,18,53,25,29,67,34,39,22,17,5,5,5,1.26,6,6,6,2,2,0
25,File,org.apache.tools.ant.taskdefs.Available,2,2,2,1,8,0,7,0,1,0,0,12,12,7,12,0,3,0,9,189,23,106,27,55,60,44,71,27,44,7,7,12,0.57,27,27,32,17,3,0
26,File,org.apache.tools.ant.taskdefs.CallTarget,1,1,1,1,6,0,5,0,1,0,0,4,4,2,4,0,0,0,4,113,9,29,9,14,75,16,22,9,13,2,2,2,2.59,5,5,5,4,1,0
27,File,org.apache.tools.ant.taskdefs.Chmod,1,1,1,1,6,0,4,2,1,0,0,14,14,2,14,0,0,2,12,176,21,66,23,29,89,28,45,23,22,3,3,4,1.35,16,16,19,14,1,0
28,File,org.apache.tools.ant.taskdefs.CompileTask,1,1,1,1,13,1,7,4,1,0,0,3,3,1,3,0,0,0,3,117,13,30,14,16,74,22,26,16,10,3,3,3,2.47,5,5,5,3,1,0
29,File,org.apache.tools.ant.taskdefs.Copy,3,3,3,1,16,1,10,3,1,0,0,16,16,13,16,0,0,4,12,371,48,195,56,125,132,89,136,57,79,12,12,13,0.68,48,48,55,19,4,0
30,File,org.apache.tools.ant.taskdefs.Copydir,2,2,2,1,9,1,8,0,1,0,0,6,6,6,6,0,0,0,6,143,18,65,23,38,60,30,41,21,20,8,8,8,0.92,13,13,13,6,2,0
31,File,org.apache.tools.ant.taskdefs.Copyfile,2,2,2,1,8,1,7,0,1,0,0,5,5,4,5,0,0,0,5,122,15,47,16,23,60,20,32,15,17,7,7,8,1.28,11,11,12,5,2,0
32,File,org.apache.tools.ant.taskdefs.Cvs,2,2,3,1,11,0,10,0,1,0,0,11,11,9,11,0,0,0,11,253,37,126,31,75,90,55,86,30,56,16,16,17,0.71,30,30,33,11,3,0
33,File,org.apache.tools.ant.taskdefs.Delete,2,2,3,1,14,0,8,4,1,0,0,17,17,7,17,0,0,2,15,346,31,161,44,97,155,80,122,48,74,11,11,18,0.96,42,42,55,17,4,0
34,File,org.apache.tools.ant.taskdefs.Deltree,4,4,4,1,19,2,14,3,1,0,0,3,3,1,3,0,1,0,2,133,15,49,12,28,69,21,34,13,21,6,6,6,1.41,12,12,12,5,3,0
35,File,org.apache.tools.ant.taskdefs.Echo,2,2,2,1,11,0,7,4,2,0,0,7,7,4,7,0,0,0,7,162,10,61,19,35,92,25,42,19,23,5,5,5,1.51,15,15,15,7,3,0
36,File,org.apache.tools.ant.taskdefs.Exec,2,2,2,1,11,1,9,0,2,0,1,12,12,11,12,0,0,3,9,243,33,136,44,81,75,68,99,40,59,13,13,14,0.55,31,31,32,12,4,0
37,File,org.apache.tools.ant.taskdefs.ExecTask,1,1,2,1,10,0,6,3,1,0,0,18,18,9,18,0,0,7,11,281,26,134,36,77,122,62,97,37,60,4,4,6,0.91,35,35,38,21,3,0
38,File,org.apache.tools.ant.taskdefs.Execute,2,2,2,1,14,0,9,4,8,4,4,32,28,11,32,4,3,2,23,668,56,362,102,191,250,164,244,102,142,7,7,8,0.69,72,72,76,46,3,1
39,File,org.apache.tools.ant.taskdefs.ExecuteJava,3,3,3,1,13,0,11,1,1,0,0,5,5,4,5,0,0,0,5,153,15,74,29,44,64,42,55,29,26,11,11,11,0.86,15,15,15,5,2,0
40,File,org.apache.tools.ant.taskdefs.ExecuteOn,2,2,2,1,14,1,10,3,2,0,0,11,11,4,11,0,0,6,5,249,27,125,36,77,97,66,94,41,53,13,13,13,0.78,27,27,27,11,6,0
41,File,org.apache.tools.ant.taskdefs.ExecuteStreamHandler,0,0,0,0,0,0,0,0,1,0,0,5,5,0,5,0,0,0,5,100,8,11,10,0,81,9,10,10,0,0,0,0,7.36,0,0,0,0,0,0
42,File,org.apache.tools.ant.taskdefs.ExecuteWatchdog,2,2,2,1,13,0,8,5,1,0,0,8,8,5,8,0,0,1,7,212,20,73,19,42,119,33,51,19,32,6,6,7,1.63,17,17,18,8,3,0
43,File,org.apache.tools.ant.taskdefs.Exit,1,1,2,1,5,0,5,0,1,0,0,2,2,1,2,0,0,0,2,79,5,15,6,5,59,6,10,6,4,2,2,3,3.93,3,3,4,2,1,0
44,File,org.apache.tools.ant.taskdefs.Expand,4,4,4,1,27,3,19,4,1,0,0,4,4,2,4,0,1,0,3,182,19,84,22,54,81,43,61,23,38,9,9,9,0.96,17,17,17,4,5,0
45,File,org.apache.tools.ant.taskdefs.Filter,1,1,2,1,8,1,7,0,1,0,0,5,5,3,5,0,0,1,4,125,15,49,24,23,61,28,35,21,14,4,4,9,1.24,8,8,13,5,1,0
46,File,org.apache.tools.ant.taskdefs.FixCRLF,6,6,7,1,29,2,19,9,2,0,0,9,9,6,9,0,0,0,9,388,38,191,47,135,171,107,156,50,106,42,39,47,0.9,58,55,64,9,5,3
47,File,org.apache.tools.ant.taskdefs.GUnzip,5,5,5,1,22,2,20,0,1,0,0,3,3,2,3,0,0,0,3,143,15,68,17,44,60,30,46,17,29,14,14,15,0.88,16,16,17,3,3,0
48,File,org.apache.tools.ant.taskdefs.GZip,2,2,2,1,11,0,10,0,1,0,0,5,5,2,5,0,2,0,3,138,15,62,19,33,61,26,39,17,22,7,7,7,0.98,12,12,12,5,2,0
49,File,org.apache.tools.ant.taskdefs.GenerateKey,2,2,2,1,10,1,9,0,3,0,0,21,21,17,21,0,0,0,21,340,59,217,56,121,64,117,165,57,108,16,16,17,0.29,45,45,46,21,2,0
50,File,org.apache.tools.ant.taskdefs.Get,4,4,5,2,28,3,16,9,1,0,0,7,7,5,7,0,0,1,6,283,32,126,31,83,128,65,96,31,65,23,23,27,1.02,31,31,35,15,3,0
51,File,org.apache.tools.ant.taskdefs.Jar,1,1,2,1,10,0,8,1,1,0,0,6,6,2,6,0,0,3,3,142,15,59,19,31,68,30,42,17,25,3,3,5,1.15,11,11,13,6,2,0
56,File,org.apache.tools.ant.taskdefs.Jikes,4,4,5,1,35,2,25,8,1,0,0,2,2,3,2,0,0,2,0,144,9,59,15,39,76,34,45,16,29,8,8,9,1.29,9,9,10,2,4,0
57,File,org.apache.tools.ant.taskdefs.JikesOutputParser,1,1,1,1,8,0,4,3,1,0,0,12,12,7,12,0,4,3,5,188,18,66,24,31,105,30,51,24,27,6,6,6,1.59,22,22,22,14,3,0
58,File,org.apache.tools.ant.taskdefs.KeySubst,2,2,2,1,17,0,13,4,1,2,0,7,5,4,7,0,0,0,7,205,12,101,34,65,92,57,74,31,43,5,5,6,0.91,16,16,18,7,3,0
59,File,org.apache.tools.ant.taskdefs.LogOutputStream,1,1,1,1,8,0,4,4,1,0,0,7,7,4,7,0,0,3,4,147,17,40,19,17,90,23,34,19,15,3,3,4,2.25,10,10,11,7,2,0
60,File,org.apache.tools.ant.taskdefs.LogStreamHandler,1,1,1,1,11,0,4,7,1,0,0,1,1,0,1,0,0,0,1,82,6,11,7,2,65,6,8,7,1,1,1,1,5.91,1,1,1,1,0,0
61,File,org.apache.tools.ant.taskdefs.MatchingTask,1,1,1,1,10,0,5,5,1,0,0,11,11,2,11,0,0,1,10,204,18,67,23,33,121,27,44,23,21,4,4,6,1.81,16,16,19,11,3,0
62,File,org.apache.tools.ant.taskdefs.Mkdir,3,3,3,1,11,1,10,0,1,0,0,2,2,1,2,0,0,0,2,94,10,26,10,12,58,11,18,9,9,5,5,5,2.23,6,6,6,2,2,1
63,File,org.apache.tools.ant.taskdefs.Move,6,6,6,2,25,2,21,2,1,0,0,4,4,0,4,0,0,3,1,191,19,92,28,60,84,46,71,29,42,13,13,13,0.91,24,24,24,8,4,0
64,File,org.apache.tools.ant.taskdefs.Patch,2,2,2,1,10,0,7,3,1,0,0,8,8,3,8,0,0,0,8,166,16,68,20,35,83,27,45,19,26,4,4,4,1.22,17,17,17,8,1,0
65,File,org.apache.tools.ant.taskdefs.Property,2,2,2,1,9,0,8,0,1,0,0,26,26,8,26,0,2,5,19,352,47,239,67,142,67,112,172,70,102,9,9,11,0.28,61,61,65,31,5,2
66,File,org.apache.tools.ant.taskdefs.PumpStreamHandler,1,1,1,1,4,0,3,0,1,0,0,11,11,4,11,0,0,3,8,136,22,50,20,19,64,22,36,20,16,3,3,3,1.28,13,13,13,11,1,0
67,File,org.apache.tools.ant.taskdefs.Rename,2,2,2,1,12,0,7,4,1,0,0,4,4,3,4,0,0,0,4,128,14,37,12,16,77,15,25,12,13,6,6,7,2.08,9,9,10,4,2,0
68,File,org.apache.tools.ant.taskdefs.Replace,2,2,2,1,13,1,9,2,3,0,0,25,25,11,25,0,3,0,22,452,66,253,81,149,133,123,184,82,102,9,9,10,0.53,59,59,66,28,2,1
69,File,org.apache.tools.ant.taskdefs.Rmic,2,2,3,1,14,0,10,2,2,0,0,23,23,16,23,1,3,1,18,484,58,276,83,169,150,136,202,83,119,23,23,23,0.54,66,66,69,34,3,1
70,File,org.apache.tools.ant.taskdefs.SQLExec,3,3,3,1,15,1,11,2,3,0,0,26,26,22,26,0,1,4,21,620,82,347,80,224,192,170,252,83,169,27,27,34,0.55,83,83,94,39,5,0
71,File,org.apache.tools.ant.taskdefs.SignJar,2,2,2,1,9,1,7,0,1,0,0,13,13,11,13,0,0,1,12,228,42,119,33,62,67,62,95,33,62,15,15,15,0.56,32,32,33,18,2,0
72,File,org.apache.tools.ant.taskdefs.StreamPumper,2,2,2,1,14,0,8,5,1,0,2,2,2,2,2,0,0,0,2,107,10,26,13,12,71,14,20,13,7,4,4,4,2.73,5,5,5,2,3,0
73,File,org.apache.tools.ant.taskdefs.Tar,2,2,2,1,13,1,11,1,2,0,5,16,16,11,16,0,0,2,14,343,50,209,61,134,84,109,153,64,89,19,19,22,0.4,44,44,47,20,4,0
74,File,org.apache.tools.ant.taskdefs.TaskOutputStream,1,1,2,1,11,0,6,4,1,0,0,3,3,3,3,1,1,0,1,119,13,28,12,12,78,15,21,12,9,3,3,4,2.79,5,5,6,3,2,0
75,File,org.apache.tools.ant.taskdefs.Taskdef,2,2,2,1,8,0,8,0,1,0,0,7,7,3,7,0,0,0,7,138,11,66,24,38,61,29,43,20,23,6,6,7,0.92,14,14,15,7,2,0
76,File,org.apache.tools.ant.taskdefs.Touch,3,3,4,1,21,1,16,3,1,0,2,5,5,3,5,1,0,0,4,197,20,98,27,60,80,42,61,26,35,10,10,10,0.82,18,18,20,5,3,0
77,File,org.apache.tools.ant.taskdefs.Transform,2,2,2,1,19,1,12,5,1,0,0,8,8,5,8,0,0,5,3,246,29,113,32,76,104,60,81,35,46,9,9,11,0.92,20,20,22,8,4,0
78,File,org.apache.tools.ant.taskdefs.Tstamp,2,2,2,1,11,1,10,0,2,0,0,8,8,5,8,0,0,0,8,182,21,100,29,52,61,44,67,29,38,9,9,9,0.61,21,21,21,8,2,0
79,File,org.apache.tools.ant.taskdefs.Untar,4,4,4,1,31,3,22,5,1,0,0,3,3,2,3,0,0,0,3,169,17,75,20,50,79,37,52,20,32,12,12,12,1.05,14,14,14,3,5,0
80,File,org.apache.tools.ant.taskdefs.UpToDate,1,1,2,1,10,0,5,3,1,0,0,6,6,4,6,1,0,0,5,152,16,52,26,22,84,28,34,20,14,4,4,8,1.62,10,10,14,6,1,0
81,File,org.apache.tools.ant.taskdefs.War,1,1,1,1,8,0,6,1,1,0,0,9,9,2,9,0,0,3,6,154,16,67,21,32,71,33,47,19,28,3,3,5,1.06,13,13,15,9,2,0
82,File,org.apache.tools.ant.taskdefs.XSLTLiaison,0,0,0,0,0,0,0,0,1,0,0,3,3,0,3,0,0,0,3,72,7,7,6,0,59,5,6,6,0,0,0,0,8.43,0,0,0,0,0,0
83,File,org.apache.tools.ant.taskdefs.XSLTProcess,2,2,2,1,13,0,10,2,2,0,0,17,17,10,17,0,3,0,14,357,46,192,57,116,126,100,145,56,89,14,14,15,0.66,44,44,47,17,4,0
84,File,org.apache.tools.ant.taskdefs.Zip,3,3,4,1,22,1,16,4,1,3,1,20,17,7,20,0,0,13,7,561,52,352,105,236,159,194,269,101,168,13,13,15,0.45,74,74,84,29,4,3
85,File,org.apache.tools.ant.taskdefs.compilers.CompilerAdapter,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,0,0,0,2,86,6,7,6,0,73,5,6,6,0,0,0,0,10.43,0,0,0,0,0,0
86,File,org.apache.tools.ant.taskdefs.compilers.CompilerAdapterFactory,3,3,5,3,26,0,15,11,1,2,0,3,1,0,3,0,2,0,1,151,7,51,12,31,93,18,28,10,18,6,6,10,1.82,11,11,15,11,2,0
87,File,org.apache.tools.ant.taskdefs.compilers.DefaultCompilerAdapter,5,5,5,1,37,2,29,5,1,0,1,7,7,18,7,0,0,5,2,373,35,233,48,166,105,129,171,50,121,14,14,14,0.45,40,40,40,9,4,1
90,File,org.apache.tools.ant.taskdefs.compilers.Jikes,15,15,20,1,130,17,63,50,1,0,0,1,1,0,1,0,0,0,1,205,23,69,14,48,113,37,53,14,39,15,15,20,1.64,15,15,20,1,1,0
91,File,org.apache.tools.ant.taskdefs.compilers.Jvc,7,7,8,1,64,12,37,15,1,0,0,1,1,0,1,0,0,0,1,137,16,43,9,29,78,26,34,9,25,7,7,8,1.81,7,7,8,1,1,0
92,File,org.apache.tools.ant.types.Commandline,2,2,2,1,10,0,7,3,3,3,0,24,21,5,24,1,0,0,23,398,46,196,57,115,156,102,155,63,92,13,12,15,0.8,52,51,58,27,4,0
93,File,org.apache.tools.ant.types.CommandlineJava,1,1,1,1,5,0,5,0,2,0,0,26,26,6,26,0,0,0,26,257,40,154,49,82,63,74,114,50,64,5,5,7,0.41,40,40,43,26,2,1
94,File,org.apache.tools.ant.types.DataType,1,1,1,1,11,0,5,5,1,0,0,8,8,3,8,0,0,4,4,188,14,49,18,23,125,22,34,17,17,4,4,5,2.55,11,11,12,8,2,0
95,File,org.apache.tools.ant.types.EnumeratedAttribute,2,2,2,1,8,0,5,2,1,0,0,5,5,1,5,0,0,0,5,114,10,28,10,11,76,13,22,11,11,4,4,5,2.71,8,8,9,7,2,0
96,File,org.apache.tools.ant.types.Environment,1,1,1,1,4,0,4,0,2,0,0,11,11,3,11,0,0,0,11,128,16,54,20,20,58,24,40,21,19,3,3,3,1.07,14,14,15,11,1,0
97,File,org.apache.tools.ant.types.FileSet,2,2,2,1,11,0,7,3,1,0,0,16,16,4,16,0,0,2,14,288,37,139,35,76,112,66,104,36,68,4,4,4,0.81,37,37,38,16,1,1
98,File,org.apache.tools.ant.types.Mapper,2,2,2,1,11,0,9,2,2,0,0,14,14,7,14,0,0,1,13,271,31,144,36,84,96,63,98,36,62,9,9,11,0.67,34,34,38,17,2,0
99,File,org.apache.tools.ant.types.Path,2,2,2,1,14,0,10,3,2,3,1,21,18,3,21,0,0,2,19,447,45,239,71,139,163,135,194,76,118,14,14,14,0.68,60,60,61,21,4,0
100,File,org.apache.tools.ant.types.PatternSet,2,2,2,1,11,0,8,2,2,0,0,23,23,7,23,1,6,0,16,380,37,206,59,112,137,90,146,59,87,6,6,6,0.67,56,56,65,25,3,1
101,File,org.apache.tools.ant.types.Reference,1,1,1,1,4,0,4,0,1,0,0,5,5,1,5,0,0,0,5,97,10,29,11,11,58,13,21,11,10,3,3,3,2.0,7,7,7,5,1,0
102,File,org.apache.tools.ant.types.ZipFileSet,1,1,1,1,10,0,5,4,1,0,0,8,8,4,8,0,0,0,8,177,12,56,20,28,109,28,41,20,21,3,3,3,1.95,12,12,12,10,1,0
103,File,org.apache.tools.ant.types.ZipScanner,1,1,1,1,10,0,5,5,1,0,0,5,5,1,5,0,0,0,5,138,10,31,13,13,97,14,22,12,10,3,3,3,3.13,7,7,8,5,1,0
104,File,org.apache.tools.ant.util.DOMElementWriter,9,7,10,3,51,4,39,7,1,0,1,3,3,2,3,0,0,0,3,240,21,127,21,96,92,79,101,25,76,13,9,14,0.72,27,21,30,10,3,0
105,File,org.apache.tools.ant.util.FileNameMapper,0,0,0,0,0,0,0,0,1,0,0,3,3,0,3,0,0,0,3,93,5,6,5,0,82,4,5,5,0,0,0,0,13.67,0,0,0,0,0,0
106,File,org.apache.tools.ant.util.FlatFileNameMapper,1,1,1,1,5,0,1,3,1,0,0,3,3,0,3,0,0,0,3,85,5,8,5,1,72,2,6,5,1,1,1,1,9.0,3,3,3,3,0,0
107,File,org.apache.tools.ant.util.GlobPatternMapper,1,1,2,1,12,0,9,3,1,0,0,4,4,6,4,0,0,1,3,156,11,45,14,29,100,22,30,14,16,2,2,4,2.22,7,7,9,4,1,0
108,File,org.apache.tools.ant.util.IdentityMapper,1,1,1,1,4,0,1,3,1,0,0,3,3,0,3,0,0,0,3,83,5,8,5,1,70,2,6,5,1,1,1,1,8.75,3,3,3,3,0,0
109,File,org.apache.tools.ant.util.MergingMapper,1,1,1,1,5,0,2,3,1,0,0,3,3,1,3,0,0,0,3,88,6,11,6,3,71,4,8,6,2,1,1,1,6.45,3,3,3,3,0,0
110,File,org.apache.tools.ant.util.RegexpPatternMapper,2,2,2,1,12,0,8,3,1,0,0,5,5,3,5,0,0,1,4,141,11,53,17,29,77,25,37,18,19,5,5,5,1.45,11,11,13,5,4,0
111,File,org.apache.tools.ant.util.SourceFileScanner,5,5,5,1,34,3,23,8,1,0,0,3,3,1,3,0,0,0,3,181,17,77,23,51,87,44,59,24,35,12,12,14,1.13,15,15,17,5,4,0
112,File,org.apache.tools.ant.util.regexp.JakartaOroMatcher,1,1,1,1,9,0,6,3,1,0,0,4,4,3,4,0,0,0,4,116,10,33,14,15,73,18,26,15,11,3,3,3,2.21,7,7,7,4,1,0
113,File,org.apache.tools.ant.util.regexp.JakartaRegexpMatcher,1,1,1,1,9,0,6,3,1,0,0,4,4,2,4,0,0,0,4,115,10,32,12,14,73,17,25,13,12,3,3,3,2.28,7,7,7,4,1,0
114,File,org.apache.tools.ant.util.regexp.RegexpMatcher,0,0,0,0,0,0,0,0,1,0,0,4,4,0,4,0,0,0,4,89,7,9,8,0,73,7,8,8,0,0,0,0,8.11,0,0,0,0,0,0
115,File,org.apache.tools.ant.util.regexp.RegexpMatcherFactory,2,2,2,2,9,1,7,0,1,0,0,3,3,0,3,0,0,1,2,102,9,27,9,15,66,10,18,8,10,4,4,4,2.44,7,7,7,6,1,0
116,File,org.apache.tools.mail.MailMessage,1,1,1,1,8,0,6,2,2,1,0,32,31,9,32,19,0,0,13,444,44,216,67,116,191,112,168,71,97,9,9,11,0.88,54,54,58,34,3,0
117,File,org.apache.tools.mail.SmtpResponseReader,1,1,1,1,9,0,5,3,1,0,0,5,5,2,5,0,1,1,3,122,10,35,11,18,77,17,26,11,15,4,4,4,2.2,8,8,8,7,2,0
118,File,org.apache.tools.tar.TarBuffer,2,2,2,1,15,1,9,3,1,0,2,21,21,9,21,0,4,0,17,440,69,223,40,134,149,91,148,40,108,7,7,7,0.67,56,56,57,29,3,0
119,File,org.apache.tools.tar.TarConstants,0,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,0,191,28,27,26,24,136,25,26,26,0,0,0,0,5.04,0,0,0,0,0,0
120,File,org.apache.tools.tar.TarEntry,1,1,1,1,13,1,7,5,1,0,0,31,31,15,31,0,1,0,30,592,71,250,64,153,286,156,203,66,137,8,8,12,1.14,48,48,54,34,4,0
121,File,org.apache.tools.tar.TarInputStream,2,2,3,1,20,2,12,6,1,0,0,16,16,8,16,0,0,0,16,431,62,207,46,141,162,91,132,45,87,14,14,19,0.78,43,43,48,20,2,0
122,File,org.apache.tools.tar.TarOutputStream,1,1,1,1,16,1,8,6,1,0,3,15,15,9,15,0,1,0,14,343,45,144,34,89,154,77,106,35,71,6,6,6,1.07,28,28,28,17,2,0
123,File,org.apache.tools.tar.TarUtils,2,2,3,2,22,3,11,7,1,7,0,7,0,0,7,0,0,0,7,234,31,85,19,54,118,56,75,23,52,6,6,7,1.39,20,20,23,14,3,0
