filename,npm,wmc,dit,noc,cbo,rfc,bug
apache.camel.component.mock.MockComponent,20.0,2.0,4.0,0.0,7.0,11.0,0.0
apache.camel.component.mock.AssertionClause,7.0,10.0,2.0,0.0,12.0,27.0,0.0
apache.camel.component.mock.MockEndpoint,68.0,64.0,3.0,2.0,44.0,146.0,7.0
apache.camel.component.ref.RefComponent,20.0,2.0,4.0,0.0,7.0,8.0,0.0
apache.camel.component.seda.SedaEndpoint,25.0,8.0,3.0,0.0,8.0,16.0,2.0
apache.camel.component.seda.SedaConsumer,8.0,6.0,3.0,0.0,17.0,27.0,2.0
apache.camel.component.seda.QueueComponent,21.0,2.0,5.0,0.0,4.0,5.0,0.0
apache.camel.component.seda.SedaComponent,21.0,3.0,4.0,2.0,6.0,9.0,1.0
apache.camel.component.timer.TimerEndpoint,37.0,20.0,3.0,0.0,8.0,31.0,1.0
apache.camel.component.timer.TimerComponent,21.0,4.0,4.0,0.0,10.0,22.0,0.0
apache.camel.component.timer.TimerConsumer,12.0,6.0,4.0,0.0,13.0,33.0,1.0
apache.camel.component.vm.VmComponent,21.0,6.0,5.0,0.0,10.0,24.0,4.0
apache.camel.converter.NIOConverter,11.0,13.0,2.0,0.0,18.0,44.0,1.0
apache.camel.converter.ObjectConverter,14.0,15.0,2.0,0.0,14.0,43.0,3.0
apache.camel.converter.CollectionConverter,9.0,10.0,2.0,0.0,11.0,22.0,2.0
apache.camel.converter.IOConverter,24.0,27.0,2.0,0.0,34.0,82.0,1.0
apache.camel.converter.jaxp.BytesSource,4.0,6.0,2.0,0.0,6.0,15.0,1.0
apache.camel.converter.jaxp.StringSource,9.0,13.0,2.0,0.0,14.0,29.0,2.0
apache.camel.converter.jaxp.XmlConverter,46.0,49.0,2.0,0.0,35.0,135.0,3.0
apache.camel.impl.DefaultLanguageResolver,1.0,4.0,2.0,0.0,13.0,19.0,1.0
apache.camel.impl.DefaultExchangeConverter,1.0,2.0,2.0,0.0,4.0,4.0,1.0
apache.camel.impl.DefaultComponent,20.0,24.0,3.0,36.0,23.0,69.0,3.0
apache.camel.impl.DefaultPollingEndpoint,22.0,5.0,4.0,4.0,4.0,11.0,0.0
apache.camel.impl.PredicateSupport,2.0,4.0,2.0,0.0,6.0,14.0,0.0
apache.camel.impl.BinaryPredicateSupport,5.0,9.0,2.0,0.0,8.0,22.0,0.0
apache.camel.impl.DefaultScheduledPollConsumer,21.0,5.0,5.0,0.0,8.0,19.0,0.0
apache.camel.impl.ProducerCache,13.0,13.0,3.0,0.0,19.0,46.0,1.0
apache.camel.impl.DefaultProducer,11.0,8.0,3.0,23.0,6.0,16.0,0.0
apache.camel.impl.JndiRegistry,6.0,9.0,2.0,0.0,11.0,21.0,0.0
apache.camel.impl.LoggingExceptionHandler,1.0,3.0,2.0,0.0,7.0,9.0,1.0
apache.camel.impl.DefaultExchange,30.0,42.0,2.0,14.0,19.0,99.0,4.0
apache.camel.impl.DefaultUnitOfWork,6.0,8.0,2.0,0.0,9.0,21.0,1.0
apache.camel.impl.ScheduledPollConsumer,21.0,15.0,4.0,7.0,12.0,39.0,0.0
apache.camel.impl.DefaultComponentResolver,1.0,3.0,2.0,0.0,16.0,22.0,1.0
apache.camel.impl.NoPolicy,1.0,2.0,2.0,0.0,3.0,3.0,0.0
apache.camel.impl.ReportingTypeConverterRegistry,3.0,4.0,2.0,0.0,7.0,9.0,0.0
apache.camel.impl.DefaultCamelContext,51.0,62.0,3.0,1.0,54.0,163.0,7.0
apache.camel.impl.DefaultConsumer,12.0,10.0,3.0,16.0,10.0,22.0,3.0
apache.camel.impl.ReportingTypeConverterLoader,2.0,6.0,3.0,0.0,10.0,17.0,0.0
apache.camel.impl.DefaultLifecycleStrategy,5.0,6.0,2.0,0.0,3.0,7.0,4.0
apache.camel.impl.DefaultMessage,24.0,21.0,3.0,13.0,9.0,47.0,1.0
apache.camel.impl.ScheduledPollEndpoint,21.0,8.0,3.0,6.0,5.0,17.0,0.0
apache.camel.impl.SerializationDataFormat,2.0,3.0,2.0,0.0,8.0,9.0,1.0
apache.camel.impl.PollingConsumerSupport,10.0,6.0,3.0,6.0,7.0,15.0,0.0
apache.camel.impl.ProcessorPollingConsumer,13.0,6.0,4.0,0.0,7.0,14.0,0.0
apache.camel.impl.MessageSupport,11.0,16.0,2.0,1.0,8.0,38.0,3.0
apache.camel.impl.EventDrivenPollingConsumer,16.0,12.0,4.0,0.0,15.0,30.0,0.0
apache.camel.impl.EventDrivenConsumerRoute,9.0,5.0,3.0,0.0,7.0,14.0,0.0
apache.camel.impl.ServiceSupport,6.0,14.0,2.0,31.0,9.0,31.0,1.0
apache.camel.impl.ProcessorEndpoint,24.0,12.0,5.0,2.0,7.0,22.0,0.0
apache.camel.impl.DefaultEndpoint,20.0,27.0,2.0,20.0,20.0,61.0,4.0
apache.camel.impl.ExpressionSupport,4.0,6.0,2.0,5.0,8.0,17.0,1.0
apache.camel.impl.converter.DefaultTypeConverter,6.0,12.0,2.0,0.0,33.0,65.0,3.0
apache.camel.impl.converter.InstanceMethodTypeConverter,2.0,3.0,2.0,0.0,8.0,12.0,1.0
apache.camel.impl.converter.AsyncProcessorTypeConverter,2.0,3.0,2.0,0.0,8.0,7.0,2.0
apache.camel.impl.converter.AnnotationTypeConverterLoader,1.0,8.0,2.0,1.0,33.0,71.0,5.0
apache.camel.impl.converter.StaticMethodTypeConverter,2.0,3.0,2.0,0.0,5.0,9.0,0.0
apache.camel.impl.converter.ArrayTypeConverter,1.0,2.0,2.0,0.0,11.0,19.0,1.0
apache.camel.impl.converter.ToStringTypeConverter,1.0,2.0,2.0,0.0,4.0,5.0,0.0
apache.camel.impl.converter.EnumTypeConverter,1.0,2.0,2.0,0.0,9.0,12.0,1.0
apache.camel.impl.converter.CachingInjector,1.0,3.0,2.0,0.0,4.0,7.0,1.0
apache.camel.impl.converter.PropertyEditorTypeConverter,1.0,2.0,2.0,0.0,7.0,11.0,1.0
apache.camel.language.ExpressionEvaluationException,2.0,3.0,3.0,0.0,2.0,4.0,1.0
apache.camel.language.IllegalSyntaxException,2.0,3.0,3.0,0.0,3.0,8.0,0.0
apache.camel.language.simple.SimpleLanguage,3.0,8.0,2.0,0.0,12.0,38.0,2.0
apache.camel.management.ManagedRoute,19.0,6.0,4.0,0.0,5.0,11.0,1.0
apache.camel.management.PerformanceCounter,14.0,14.0,3.0,1.0,5.0,22.0,0.0
apache.camel.management.ManagedEndpoint,2.0,3.0,2.0,0.0,4.0,5.0,1.0
apache.camel.management.InstrumentationLifecycleStrategy,8.0,12.0,2.0,0.0,33.0,64.0,9.0
apache.camel.management.CamelNamingStrategy,9.0,15.0,2.0,0.0,19.0,52.0,10.0
apache.camel.management.Counter,3.0,4.0,2.0,1.0,4.0,9.0,0.0
apache.camel.management.ManagedService,4.0,5.0,2.0,0.0,5.0,11.0,0.0
apache.camel.management.InstrumentationProcessor,12.0,8.0,4.0,0.0,14.0,29.0,3.0
apache.camel.model.config.StreamResequencerConfig,7.0,10.0,2.0,0.0,5.0,19.0,1.0
apache.camel.model.config.BatchResequencerConfig,5.0,7.0,2.0,0.0,4.0,14.0,0.0
apache.camel.model.dataformat.ArtixDSDataFormat,14.0,14.0,4.0,0.0,8.0,28.0,0.0
apache.camel.model.dataformat.XMLBeansDataFormat,8.0,3.0,4.0,0.0,2.0,4.0,0.0
apache.camel.model.dataformat.DataFormatType,6.0,10.0,3.0,7.0,11.0,29.0,2.0
apache.camel.model.dataformat.SerializationDataFormat,6.0,2.0,4.0,0.0,3.0,4.0,1.0
apache.camel.model.dataformat.JaxbDataFormat,10.0,7.0,4.0,0.0,4.0,15.0,0.0
apache.camel.model.language.OgnlExpression,16.0,3.0,3.0,0.0,2.0,5.0,0.0
apache.camel.model.language.JavaScriptExpression,16.0,3.0,3.0,0.0,2.0,5.0,0.0
apache.camel.model.language.PythonExpression,16.0,3.0,3.0,0.0,2.0,5.0,0.0
apache.camel.model.language.HeaderExpression,16.0,3.0,3.0,0.0,2.0,5.0,0.0
apache.camel.model.language.RubyExpression,16.0,3.0,3.0,0.0,2.0,5.0,0.0
apache.camel.model.language.LanguageExpression,17.0,4.0,3.0,0.0,2.0,7.0,1.0
apache.camel.model.language.ExpressionType,17.0,26.0,2.0,15.0,18.0,62.0,3.0
apache.camel.model.language.XPathExpression,20.0,7.0,4.0,0.0,2.0,12.0,1.0
apache.camel.model.language.SimpleExpression,16.0,3.0,3.0,0.0,2.0,5.0,1.0
apache.camel.model.language.ELExpression,16.0,3.0,3.0,0.0,2.0,5.0,0.0
apache.camel.model.language.GroovyExpression,16.0,3.0,3.0,0.0,2.0,5.0,0.0
apache.camel.model.language.PhpExpression,16.0,3.0,3.0,0.0,2.0,5.0,0.0
apache.camel.model.language.SqlExpression,16.0,3.0,3.0,0.0,2.0,5.0,1.0
apache.camel.model.language.XQueryExpression,22.0,11.0,4.0,0.0,7.0,23.0,2.0
apache.camel.processor.ThreadProcessor,26.0,28.0,2.0,0.0,16.0,49.0,1.0
apache.camel.processor.Delayer,13.0,6.0,5.0,0.0,6.0,18.0,0.0
apache.camel.processor.DelegateAsyncProcessor,11.0,9.0,3.0,1.0,8.0,18.0,1.0
apache.camel.processor.SendProcessor,10.0,8.0,3.0,0.0,15.0,26.0,1.0
apache.camel.processor.MarshalProcessor,1.0,2.0,2.0,0.0,8.0,11.0,0.0
apache.camel.processor.DelegateProcessor,11.0,10.0,3.0,12.0,8.0,20.0,0.0
apache.camel.processor.Throttler,17.0,10.0,5.0,0.0,4.0,20.0,0.0
apache.camel.processor.TryProcessor,8.0,8.0,3.0,0.0,18.0,35.0,9.0
apache.camel.processor.CompositeProcessor,9.0,6.0,3.0,0.0,9.0,17.0,0.0
apache.camel.processor.RecipientList,8.0,6.0,3.0,0.0,15.0,26.0,1.0
apache.camel.processor.ProceedProcessor,2.0,3.0,2.0,0.0,6.0,9.0,0.0
apache.camel.processor.ErrorHandlerSupport,9.0,6.0,3.0,2.0,14.0,21.0,2.0
apache.camel.processor.Logger,10.0,17.0,2.0,1.0,10.0,48.0,1.0
apache.camel.processor.UnmarshalProcessor,1.0,2.0,2.0,0.0,9.0,10.0,0.0
apache.camel.processor.Interceptor,12.0,7.0,4.0,1.0,6.0,13.0,0.0
apache.camel.processor.CatchProcessor,12.0,4.0,4.0,0.0,6.0,14.0,1.0
apache.camel.processor.Resequencer,16.0,7.0,4.0,0.0,8.0,22.0,0.0
apache.camel.processor.MulticastProcessor,11.0,13.0,3.0,2.0,25.0,58.0,5.0
apache.camel.processor.Aggregator,16.0,5.0,4.0,0.0,6.0,17.0,2.0
apache.camel.processor.FilterProcessor,10.0,4.0,4.0,0.0,5.0,12.0,1.0
apache.camel.processor.Pipeline,11.0,10.0,4.0,0.0,19.0,43.0,0.0
apache.camel.processor.DelayProcessorSupport,12.0,11.0,4.0,2.0,13.0,35.0,0.0
apache.camel.processor.ChoiceProcessor,10.0,7.0,3.0,0.0,12.0,26.0,2.0
apache.camel.processor.LoggingErrorHandler,16.0,13.0,4.0,0.0,12.0,38.0,1.0
apache.camel.processor.Splitter,10.0,5.0,4.0,0.0,17.0,32.0,2.0
apache.camel.processor.UnitOfWorkProcessor,10.0,2.0,4.0,0.0,6.0,8.0,1.0
apache.camel.processor.DeadLetterChannel,23.0,22.0,4.0,0.0,26.0,74.0,7.0
apache.camel.processor.RedeliveryPolicy,28.0,31.0,2.0,0.0,13.0,61.0,0.0
apache.camel.processor.StreamResequencer,11.0,7.0,4.0,0.0,8.0,26.0,0.0
apache.camel.processor.BatchProcessor,17.0,19.0,3.0,2.0,19.0,51.0,4.0
apache.camel.processor.aggregate.AggregationCollection,5.0,9.0,2.0,1.0,11.0,27.0,4.0
apache.camel.processor.aggregate.UseLatestAggregationStrategy,1.0,2.0,2.0,0.0,3.0,3.0,1.0
apache.camel.processor.idempotent.NoMessageIdException,2.0,3.0,3.0,0.0,3.0,8.0,0.0
apache.camel.processor.idempotent.MemoryMessageIdRepository,4.0,5.0,2.0,0.0,6.0,12.0,1.0
apache.camel.processor.idempotent.IdempotentConsumer,11.0,10.0,3.0,0.0,12.0,25.0,0.0
apache.camel.processor.loadbalancer.RoundRobinLoadBalancer,10.0,2.0,5.0,0.0,4.0,5.0,0.0
apache.camel.processor.loadbalancer.RandomLoadBalancer,10.0,2.0,5.0,0.0,5.0,7.0,0.0
apache.camel.processor.loadbalancer.LoadBalancerSupport,9.0,6.0,3.0,2.0,7.0,12.0,1.0
apache.camel.processor.loadbalancer.TopicLoadBalancer,10.0,3.0,4.0,0.0,7.0,11.0,2.0
apache.camel.processor.loadbalancer.QueueLoadBalancer,10.0,3.0,4.0,3.0,7.0,13.0,0.0
apache.camel.processor.loadbalancer.StickyLoadBalancer,13.0,10.0,5.0,0.0,12.0,29.0,2.0
apache.camel.processor.resequencer.SequenceSender,3.0,7.0,2.0,0.0,13.0,23.0,1.0
apache.camel.processor.resequencer.Timeout,6.0,7.0,2.0,0.0,7.0,17.0,0.0
apache.camel.processor.resequencer.DefaultExchangeComparator,9.0,11.0,2.0,0.0,8.0,24.0,0.0
apache.camel.processor.resequencer.ElementComparator,6.0,7.0,2.0,0.0,4.0,15.0,0.0
apache.camel.processor.resequencer.Sequence,5.0,6.0,2.0,0.0,4.0,16.0,0.0
apache.camel.processor.resequencer.ResequencerEngine,8.0,18.0,2.0,0.0,15.0,50.0,1.0
apache.camel.processor.resequencer.Element,5.0,6.0,2.0,0.0,4.0,11.0,0.0
apache.camel.processor.validation.SchemaValidationException,5.0,6.0,5.0,0.0,5.0,17.0,0.0
apache.camel.processor.validation.DefaultValidationErrorHandler,7.0,9.0,2.0,0.0,11.0,23.0,0.0
apache.camel.processor.validation.NoXmlBodyValidationException,1.0,1.0,5.0,0.0,3.0,6.0,0.0
apache.camel.processor.validation.ValidatingProcessor,15.0,19.0,2.0,1.0,18.0,43.0,0.0
apache.camel.util.ExpressionComparator,2.0,3.0,2.0,0.0,6.0,7.0,0.0
apache.camel.util.ExpressionListComparator,2.0,3.0,2.0,0.0,8.0,10.0,0.0
apache.camel.util.IntrospectionSupport,12.0,20.0,2.0,0.0,34.0,98.0,3.0
apache.camel.util.LRUCache,1.0,4.0,2.0,0.0,4.0,7.0,0.0
apache.camel.util.UuidGenerator,4.0,7.0,2.0,0.0,13.0,28.0,2.0
apache.camel.util.NoFactoryAvailableException,1.0,2.0,2.0,0.0,3.0,6.0,0.0
apache.camel.util.ServiceHelper,6.0,8.0,2.0,0.0,9.0,23.0,0.0
apache.camel.util.AsyncProcessorHelper,1.0,2.0,2.0,0.0,6.0,7.0,1.0
apache.camel.util.ReflectionInjector,1.0,2.0,2.0,0.0,4.0,4.0,0.0
apache.camel.util.ResolverUtil,6.0,14.0,2.0,1.0,30.0,80.0,6.0
apache.camel.util.UnsafeUriCharactersEncoder,1.0,4.0,2.0,0.0,8.0,16.0,1.0
apache.camel.util.CamelContextHelper,12.0,13.0,2.0,0.0,17.0,46.0,3.0
apache.camel.util.IOHelper,2.0,3.0,2.0,0.0,4.0,8.0,1.0
apache.camel.util.FactoryFinder,12.0,16.0,2.0,0.0,19.0,53.0,2.0
apache.camel.util.URISupport,12.0,15.0,2.0,0.0,16.0,66.0,1.0
apache.camel.util.ExpressionHelper,2.0,3.0,2.0,0.0,7.0,9.0,0.0
apache.camel.util.CollectionStringBuffer,4.0,6.0,2.0,0.0,3.0,12.0,0.0
apache.camel.util.CollectionHelper,2.0,3.0,2.0,0.0,11.0,15.0,1.0
apache.camel.util.Time,11.0,15.0,2.0,0.0,4.0,23.0,0.0
apache.camel.util.ObjectHelper,36.0,38.0,2.0,0.0,42.0,118.0,8.0
apache.camel.util.ExchangeHelper,21.0,22.0,2.0,0.0,20.0,64.0,5.0
apache.camel.util.jndi.CamelInitialContextFactory,1.0,2.0,2.0,0.0,6.0,7.0,0.0
apache.camel.util.jndi.JndiContext,31.0,43.0,2.0,0.0,33.0,119.0,2.0
apache.camel.util.ExpressionComparator,2.0,3.0,2.0,0.0,6.0,7.0,0.0
apache.camel.util.ExpressionListComparator,2.0,3.0,2.0,0.0,8.0,10.0,0.0
apache.camel.util.IntrospectionSupport,12.0,20.0,2.0,0.0,34.0,98.0,3.0
apache.camel.util.LRUCache,1.0,4.0,2.0,0.0,4.0,7.0,0.0
apache.camel.util.UuidGenerator,4.0,7.0,2.0,0.0,13.0,28.0,2.0
apache.camel.util.NoFactoryAvailableException,1.0,2.0,2.0,0.0,3.0,6.0,0.0
apache.camel.util.ServiceHelper,6.0,8.0,2.0,0.0,9.0,23.0,0.0
apache.camel.util.AsyncProcessorHelper,1.0,2.0,2.0,0.0,6.0,7.0,1.0
apache.camel.util.ReflectionInjector,1.0,2.0,2.0,0.0,4.0,4.0,0.0
apache.camel.util.ResolverUtil,6.0,14.0,2.0,1.0,30.0,80.0,6.0
apache.camel.util.UnsafeUriCharactersEncoder,1.0,4.0,2.0,0.0,8.0,16.0,1.0
apache.camel.util.CamelContextHelper,12.0,13.0,2.0,0.0,17.0,46.0,3.0
apache.camel.util.IOHelper,2.0,3.0,2.0,0.0,4.0,8.0,1.0
apache.camel.util.FactoryFinder,12.0,16.0,2.0,0.0,19.0,53.0,2.0
apache.camel.util.URISupport,12.0,15.0,2.0,0.0,16.0,66.0,1.0
apache.camel.util.ExpressionHelper,2.0,3.0,2.0,0.0,7.0,9.0,0.0
apache.camel.util.CollectionStringBuffer,4.0,6.0,2.0,0.0,3.0,12.0,0.0
apache.camel.util.CollectionHelper,2.0,3.0,2.0,0.0,11.0,15.0,1.0
apache.camel.util.Time,11.0,15.0,2.0,0.0,4.0,23.0,0.0
apache.camel.util.ObjectHelper,36.0,38.0,2.0,0.0,42.0,118.0,8.0
apache.camel.util.ExchangeHelper,21.0,22.0,2.0,0.0,20.0,64.0,5.0
apache.camel.view.GraphGeneratorSupport,3.0,12.0,2.0,2.0,26.0,51.0,0.0
apache.camel.view.NodeData,1.0,3.0,2.0,0.0,22.0,36.0,4.0
apache.camel.view.XmlGraphGenerator,3.0,8.0,3.0,0.0,16.0,39.0,0.0
apache.camel.view.RouteDotGenerator,3.0,8.0,3.0,0.0,16.0,36.0,0.0
