address,PIM,WMC,DIT,NOC,CBO,RFC,bug
apache.camel.component.cxf.invoker.CxfClient,5.0,9.0,2.0,0.0,24.0,63.0,0.0
apache.camel.component.cxf.invoker.CxfClientFactoryBean,2.0,4.0,2.0,0.0,7.0,18.0,0.0
apache.camel.component.cxf.CxfComponent,11.0,3.0,4.0,0.0,4.0,7.0,0.0
apache.camel.component.cxf.CxfConsumer,11.0,4.0,4.0,0.0,16.0,44.0,0.0
apache.camel.component.cxf.CxfEndpoint,36.0,28.0,3.0,0.0,14.0,49.0,0.0
apache.camel.component.cxf.spring.CxfEndpointBean,0.0,1.0,2.0,0.0,3.0,4.0,0.0
apache.camel.component.cxf.spring.CxfEndpointBeanDefinitionParser,0.0,7.0,2.0,0.0,10.0,22.0,0.0
apache.camel.component.cxf.util.CxfEndpointUtils,8.0,11.0,2.0,0.0,31.0,54.0,0.0
apache.camel.component.cxf.CxfExchange,33.0,18.0,3.0,0.0,5.0,45.0,0.0
apache.camel.component.cxf.CxfMessage,14.0,11.0,4.0,0.0,7.0,27.0,0.0
apache.camel.component.cxf.CxfMessageObserver,1.0,4.0,2.0,0.0,20.0,34.0,0.0
apache.camel.component.cxf.CxfProducer,12.0,7.0,4.0,0.0,31.0,67.0,0.0
apache.camel.component.cxf.CxfSoapComponent,11.0,2.0,4.0,0.0,9.0,14.0,0.0
apache.camel.component.cxf.CxfSoapConsumer,2.0,7.0,2.0,0.0,30.0,51.0,0.0
apache.camel.component.cxf.CxfSoapEndpoint,13.0,16.0,2.0,0.0,19.0,41.0,0.0
apache.camel.component.cxf.CxfSoapProducer,8.0,12.0,2.0,0.0,14.0,32.0,0.0
apache.camel.component.cxf.interceptors.DOMInInterceptor,2.0,4.0,2.0,0.0,16.0,18.0,0.0
apache.camel.component.cxf.interceptors.DOMOutInterceptor,2.0,4.0,2.0,0.0,14.0,17.0,0.0
apache.camel.component.cxf.DataFormat,2.0,4.0,2.0,0.0,4.0,8.0,0.0
apache.camel.model.dataformat.DataFormatType,1.0,7.0,2.0,4.0,9.0,22.0,2.0
apache.camel.builder.DataTypeExpression,8.0,10.0,2.0,0.0,11.0,28.0,3.0
apache.camel.processor.DeadLetterChannel,20.0,22.0,4.0,0.0,27.0,72.0,7.0
apache.camel.builder.DeadLetterChannelBuilder,26.0,28.0,3.0,0.0,12.0,58.0,1.0
apache.camel.component.bean.DefaultAnnotationExpressionFactory,1.0,3.0,2.0,1.0,11.0,17.0,2.0
apache.camel.impl.DefaultCamelContext,41.0,52.0,3.0,1.0,47.0,135.0,7.0
apache.camel.impl.DefaultComponent,11.0,12.0,3.0,24.0,15.0,32.0,3.0
apache.camel.impl.DefaultComponentResolver,1.0,3.0,2.0,0.0,16.0,22.0,1.0
apache.camel.impl.DefaultConsumer,12.0,10.0,3.0,11.0,10.0,22.0,3.0
apache.camel.impl.DefaultEndpoint,16.0,19.0,2.0,15.0,18.0,46.0,4.0
apache.camel.impl.DefaultExchange,29.0,39.0,2.0,11.0,16.0,85.0,4.0
apache.camel.processor.resequencer.DefaultExchangeComparator,9.0,11.0,2.0,0.0,8.0,24.0,0.0
apache.camel.impl.DefaultExchangeConverter,1.0,2.0,2.0,0.0,3.0,3.0,1.0
apache.camel.component.file.strategy.DefaultFileRenamer,5.0,9.0,2.0,0.0,7.0,21.0,0.0
apache.camel.impl.DefaultLanguageResolver,1.0,4.0,2.0,0.0,13.0,19.0,1.0
apache.camel.impl.DefaultLifecycleStrategy,5.0,6.0,2.0,0.0,3.0,7.0,4.0
apache.camel.impl.DefaultMessage,17.0,11.0,3.0,9.0,8.0,31.0,1.0
apache.camel.builder.xml.DefaultNamespaceContext,5.0,8.0,2.0,0.0,15.0,39.0,0.0
apache.camel.component.bean.DefaultParameterMappingStrategy,3.0,4.0,2.0,0.0,9.0,11.0,1.0
apache.camel.impl.DefaultPollingEndpoint,20.0,3.0,4.0,2.0,4.0,7.0,0.0
apache.camel.impl.DefaultProducer,10.0,7.0,3.0,12.0,5.0,11.0,0.0
apache.camel.impl.DefaultScheduledPollConsumer,21.0,5.0,5.0,0.0,6.0,15.0,0.0
apache.camel.impl.converter.DefaultTypeConverter,6.0,12.0,2.0,0.0,33.0,65.0,3.0
apache.camel.impl.DefaultUnitOfWork,5.0,6.0,2.0,0.0,8.0,17.0,1.0
apache.camel.processor.validation.DefaultValidationErrorHandler,7.0,9.0,2.0,0.0,11.0,22.0,0.0
apache.camel.processor.DelayProcessorSupport,12.0,11.0,4.0,2.0,13.0,35.0,0.0
apache.camel.processor.Delayer,13.0,6.0,5.0,0.0,6.0,18.0,0.0
apache.camel.processor.DelegateAsyncProcessor,11.0,9.0,3.0,1.0,8.0,18.0,1.0
apache.camel.processor.DelegateProcessor,11.0,10.0,3.0,7.0,7.0,19.0,0.0
apache.camel.component.file.strategy.DeleteFileProcessStrategy,5.0,4.0,3.0,0.0,7.0,15.0,1.0
apache.camel.component.direct.DirectComponent,11.0,2.0,4.0,0.0,4.0,5.0,0.0
apache.camel.component.direct.DirectEndpoint,21.0,9.0,3.0,0.0,7.0,14.0,1.0
apache.camel.builder.xml.DomResultHandler,2.0,3.0,2.0,0.0,5.0,7.0,0.0
apache.camel.builder.xml.DomResultHandlerFactory,1.0,2.0,2.0,0.0,4.0,4.0,2.0
apache.camel.model.language.ELExpression,11.0,3.0,3.0,0.0,2.0,5.0,0.0
apache.camel.processor.resequencer.Element,5.0,6.0,2.0,0.0,4.0,11.0,0.0
apache.camel.processor.resequencer.ElementComparator,6.0,7.0,2.0,0.0,4.0,15.0,0.0
apache.camel.spring.EndpointFactoryBean,12.0,12.0,3.0,0.0,9.0,17.0,0.0
apache.camel.component.jms.EndpointMessageListener,6.0,8.0,2.0,0.0,13.0,26.0,0.0
apache.camel.bam.model.EntitySupport,3.0,4.0,2.0,3.0,4.0,11.0,0.0
apache.camel.impl.converter.EnumTypeConverter,1.0,2.0,2.0,0.0,9.0,12.0,1.0
apache.camel.builder.ErrorHandlerBuilderSupport,1.0,3.0,2.0,3.0,8.0,10.0,1.0
apache.camel.processor.ErrorHandlerSupport,7.0,4.0,3.0,2.0,13.0,20.0,2.0
apache.camel.component.event.EventComponent,14.0,6.0,4.0,0.0,9.0,16.0,0.0
apache.camel.component.event.EventConsumer,12.0,3.0,4.0,0.0,4.0,8.0,0.0
apache.camel.impl.EventDrivenConsumerRoute,9.0,5.0,3.0,0.0,7.0,14.0,0.0
apache.camel.impl.EventDrivenPollingConsumer,16.0,12.0,4.0,0.0,15.0,30.0,0.0
apache.camel.component.event.EventEndpoint,24.0,13.0,3.0,0.0,13.0,32.0,0.0
apache.camel.util.ExchangeHelper,16.0,17.0,2.0,0.0,17.0,48.0,5.0
apache.camel.ExchangePattern,7.0,9.0,2.0,0.0,10.0,26.0,1.0
apache.camel.converter.jaxb.ExchangeType,4.0,5.0,2.0,0.0,3.0,7.0,0.0
apache.camel.ExpectedBodyTypeException,2.0,3.0,3.0,0.0,5.0,10.0,0.0
apache.camel.builder.ExpressionBuilder,27.0,28.0,2.0,0.0,31.0,60.0,3.0
apache.camel.builder.ExpressionClause,12.0,14.0,2.0,0.0,6.0,23.0,5.0
apache.camel.util.ExpressionComparator,2.0,3.0,2.0,0.0,6.0,7.0,0.0
apache.camel.language.ExpressionEvaluationException,1.0,2.0,3.0,0.0,2.0,3.0,1.0
apache.camel.util.ExpressionHelper,2.0,3.0,2.0,0.0,7.0,9.0,0.0
apache.camel.util.ExpressionListComparator,2.0,3.0,2.0,0.0,8.0,10.0,0.0
apache.camel.impl.ExpressionSupport,4.0,6.0,2.0,2.0,8.0,17.0,1.0
apache.camel.model.language.ExpressionType,12.0,16.0,2.0,13.0,10.0,37.0,3.0
apache.camel.util.FactoryFinder,12.0,16.0,2.0,0.0,21.0,57.0,2.0
apache.camel.FailedToCreateProducerException,1.0,2.0,3.0,0.0,3.0,7.0,1.0
apache.camel.converter.jaxb.FallbackTypeConverter,4.0,10.0,2.0,0.0,20.0,34.0,0.0
apache.camel.component.cxf.invoker.FaultChainInitiatorObserver,0.0,4.0,2.0,0.0,9.0,20.0,0.0
apache.camel.component.cxf.interceptors.FaultOutInterceptor,1.0,3.0,2.0,0.0,12.0,13.0,0.0
apache.camel.component.cxf.phase.FaultPayloadPhaseManagerImpl,2.0,3.0,3.0,0.0,5.0,7.0,0.0
apache.camel.component.file.FileComponent,11.0,3.0,4.0,0.0,5.0,8.0,2.0
apache.camel.component.file.FileConsumer,27.0,16.0,5.0,0.0,17.0,58.0,6.0
apache.camel.component.file.FileEndpoint,47.0,35.0,4.0,0.0,16.0,69.0,8.0
apache.camel.component.file.FileExchange,30.0,4.0,3.0,0.0,3.0,11.0,0.0
apache.camel.component.file.FileMessage,17.0,8.0,4.0,0.0,5.0,19.0,1.0
apache.camel.component.file.strategy.FileProcessStrategySupport,6.0,10.0,2.0,3.0,16.0,32.0,1.0
apache.camel.component.file.FileProducer,11.0,7.0,4.0,0.0,18.0,54.0,4.0
apache.camel.processor.FilterProcessor,10.0,4.0,4.0,0.0,5.0,12.0,1.0
apache.camel.component.file.remote.FtpConsumer,29.0,15.0,6.0,0.0,17.0,54.0,0.0
apache.camel.component.file.remote.FtpEndpoint,24.0,5.0,5.0,0.0,11.0,28.0,0.0
apache.camel.component.file.remote.FtpOperationFailedException,2.0,3.0,3.0,0.0,4.0,9.0,0.0
apache.camel.component.file.remote.FtpProducer,12.0,6.0,5.0,0.0,15.0,33.0,0.0
apache.camel.view.GraphGeneratorSupport,3.0,12.0,2.0,2.0,26.0,51.0,0.0
apache.camel.model.language.GroovyExpression,11.0,3.0,3.0,0.0,2.0,5.0,0.0
apache.camel.model.language.HeaderExpression,11.0,3.0,3.0,0.0,2.0,5.0,0.0
apache.camel.converter.jaxb.HeaderType,4.0,6.0,2.0,4.0,2.0,7.0,0.0
apache.camel.component.ibatis.IBatisComponent,15.0,9.0,4.0,0.0,11.0,22.0,0.0
apache.camel.component.ibatis.IBatisEndpoint,22.0,7.0,5.0,0.0,7.0,13.0,0.0
apache.camel.component.ibatis.IBatisPollingConsumer,13.0,6.0,4.0,0.0,9.0,20.0,0.0
apache.camel.component.ibatis.IBatisProducer,10.0,4.0,4.0,0.0,6.0,12.0,0.0
apache.camel.converter.IOConverter,20.0,22.0,2.0,0.0,27.0,59.0,1.0
apache.camel.util.IOHelper,2.0,3.0,2.0,0.0,4.0,8.0,1.0
apache.camel.processor.idempotent.IdempotentConsumer,11.0,10.0,3.0,0.0,12.0,25.0,0.0
apache.camel.language.IllegalSyntaxException,2.0,3.0,3.0,0.0,3.0,8.0,0.0
apache.camel.impl.converter.InstanceMethodTypeConverter,2.0,3.0,2.0,0.0,8.0,12.0,1.0
apache.camel.management.InstrumentationAgentImpl,16.0,20.0,3.0,1.0,42.0,81.0,4.0
apache.camel.management.InstrumentationLifecycleStrategy,7.0,9.0,2.0,0.0,19.0,29.0,9.0
apache.camel.management.InstrumentationProcessor,10.0,2.0,4.0,0.0,6.0,8.0,3.0
apache.camel.converter.jaxb.IntegerHeader,4.0,6.0,3.0,0.0,5.0,13.0,0.0
apache.camel.processor.Interceptor,12.0,7.0,4.0,0.0,5.0,13.0,0.0
apache.camel.util.IntrospectionSupport,12.0,19.0,2.0,0.0,32.0,97.0,3.0
apache.camel.InvalidHeaderTypeException,1.0,4.0,3.0,0.0,6.0,14.0,1.0
apache.camel.InvalidPayloadException,2.0,2.0,4.0,0.0,7.0,10.0,1.0
apache.camel.InvalidTypeException,3.0,3.0,4.0,0.0,5.0,10.0,1.0
apache.camel.builder.xml.InvalidXPathExpression,1.0,2.0,4.0,0.0,3.0,7.0,0.0
apache.camel.component.cxf.invoker.InvokingContextFactory,1.0,2.0,2.0,0.0,5.0,5.0,0.0
apache.camel.component.irc.IrcBinding,1.0,2.0,2.0,0.0,3.0,5.0,0.0
apache.camel.component.irc.IrcComponent,16.0,12.0,4.0,0.0,17.0,65.0,0.0
apache.camel.component.irc.IrcConfiguration,38.0,41.0,2.0,0.0,8.0,59.0,0.0
apache.camel.component.irc.IrcConsumer,13.0,7.0,4.0,0.0,10.0,22.0,0.0
apache.camel.component.irc.IrcEndpoint,30.0,19.0,3.0,0.0,10.0,38.0,0.0
apache.camel.component.irc.IrcErrorLogger,8.0,9.0,2.0,0.0,4.0,24.0,0.0
apache.camel.component.irc.IrcExchange,26.0,11.0,3.0,0.0,3.0,29.0,0.0
apache.camel.component.irc.IrcMessage,25.0,20.0,4.0,0.0,7.0,37.0,0.0
apache.camel.component.irc.IrcProducer,11.0,7.0,4.0,0.0,14.0,30.0,0.0
apache.camel.component.jmx.JMXComponent,13.0,5.0,4.0,0.0,4.0,11.0,1.0
apache.camel.component.jmx.JMXConsumer,13.0,2.0,4.0,0.0,6.0,7.0,2.0
apache.camel.component.jmx.JMXEndpoint,30.0,20.0,3.0,0.0,12.0,46.0,2.0
apache.camel.component.jmx.JMXExchange,29.0,1.0,3.0,0.0,3.0,4.0,1.0
apache.camel.component.jmx.JMXMessage,16.0,6.0,4.0,0.0,4.0,16.0,1.0
apache.camel.component.mail.JavaMailConnection,1.0,2.0,2.0,0.0,6.0,12.0,0.0
apache.camel.model.language.JavaScriptExpression,11.0,3.0,3.0,0.0,2.0,5.0,0.0
apache.camel.converter.jaxb.JaxbConverter,6.0,8.0,2.0,0.0,12.0,23.0,0.0
apache.camel.converter.jaxb.JaxbDataFormat,10.0,14.0,2.0,0.0,11.0,26.0,0.0
apache.camel.model.dataformat.JaxbDataFormat,3.0,5.0,3.0,0.0,4.0,12.0,0.0
apache.camel.component.jdbc.JdbcComponent,11.0,5.0,4.0,0.0,4.0,10.0,0.0
apache.camel.component.jdbc.JdbcEndpoint,22.0,7.0,3.0,0.0,7.0,13.0,0.0
apache.camel.component.jdbc.JdbcProducer,14.0,5.0,4.0,0.0,19.0,36.0,0.0
apache.camel.component.validator.jing.JingComponent,13.0,3.0,5.0,1.0,7.0,16.0,0.0
apache.camel.component.validator.jing.JingValidator,13.0,15.0,2.0,0.0,27.0,51.0,0.0
apache.camel.component.jms.JmsBinding,4.0,8.0,2.0,0.0,28.0,51.0,0.0
apache.camel.component.jms.JmsComponent,57.0,52.0,4.0,0.0,16.0,116.0,0.0
apache.camel.component.jms.JmsConfiguration,81.0,89.0,2.0,0.0,20.0,161.0,0.0
apache.camel.component.jms.JmsConsumer,13.0,5.0,4.0,0.0,6.0,17.0,0.0
apache.camel.component.jms.JmsEndpoint,26.0,16.0,3.0,0.0,11.0,39.0,0.0
apache.camel.component.jms.JmsExchange,28.0,14.0,3.0,0.0,3.0,32.0,0.0
apache.camel.component.jms.JmsIOConverter,1.0,3.0,2.0,0.0,24.0,42.0,0.0
apache.camel.component.jms.JmsMessage,17.0,12.0,4.0,0.0,22.0,57.0,0.0
apache.camel.component.jms.JmsPollingConsumer,12.0,8.0,4.0,0.0,9.0,24.0,0.0
apache.camel.component.jms.JmsProducer,12.0,6.0,4.0,0.0,6.0,11.0,0.0
apache.camel.util.jndi.JndiContext,31.0,43.0,2.0,0.0,33.0,118.0,2.0
apache.camel.impl.JndiRegistry,6.0,9.0,2.0,0.0,11.0,21.0,0.0
apache.camel.bam.processor.JpaBamProcessor,15.0,5.0,4.0,0.0,11.0,21.0,0.0
apache.camel.bam.processor.JpaBamProcessorSupport,15.0,21.0,3.0,1.0,21.0,58.0,0.0
apache.camel.language.juel.JuelExpression,8.0,9.0,3.0,0.0,8.0,23.0,0.0
apache.camel.language.juel.JuelLanguage,2.0,3.0,2.0,0.0,5.0,5.0,0.0
apache.camel.util.LRUCache,1.0,4.0,2.0,0.0,4.0,7.0,0.0
apache.camel.model.language.LanguageExpression,12.0,4.0,3.0,0.0,2.0,7.0,1.0
apache.camel.spring.handler.LazyLoadingBeanDefinitionParser,0.0,2.0,3.0,1.0,7.0,10.0,0.0
apache.camel.processor.loadbalancer.LoadBalancerSupport,3.0,4.0,2.0,2.0,5.0,8.0,1.0
apache.camel.component.log.LogComponent,11.0,4.0,4.0,0.0,11.0,16.0,2.0
apache.camel.processor.Logger,8.0,14.0,2.0,0.0,8.0,42.0,1.0
apache.camel.processor.LoggingErrorHandler,14.0,13.0,4.0,0.0,12.0,38.0,1.0
apache.camel.builder.LoggingErrorHandlerBuilder,7.0,9.0,3.0,0.0,6.0,18.0,0.0
apache.camel.impl.LoggingExceptionHandler,1.0,3.0,2.0,0.0,7.0,9.0,1.0
apache.camel.processor.LoggingLevel,2.0,4.0,2.0,0.0,4.0,8.0,0.0
apache.camel.converter.jaxb.LongHeader,4.0,6.0,3.0,0.0,5.0,13.0,0.0
apache.camel.component.mail.MailBinding,2.0,7.0,2.0,0.0,22.0,42.0,0.0
apache.camel.component.mail.MailComponent,15.0,9.0,4.0,0.0,6.0,21.0,0.0
apache.camel.component.mail.MailConfiguration,27.0,28.0,2.0,0.0,9.0,55.0,0.0
apache.camel.component.mail.MailConsumer,23.0,10.0,5.0,0.0,17.0,45.0,0.0
apache.camel.component.mail.MailConverters,2.0,3.0,2.0,0.0,9.0,13.0,0.0
apache.camel.component.mail.MailEndpoint,27.0,11.0,4.0,0.0,12.0,34.0,0.0
apache.camel.component.mail.MailExchange,25.0,10.0,3.0,0.0,3.0,27.0,0.0
apache.camel.component.mail.MailMessage,14.0,12.0,4.0,0.0,13.0,37.0,0.0
apache.camel.component.mail.MailProducer,11.0,4.0,4.0,0.0,5.0,8.0,0.0
apache.camel.spring.Main,23.0,25.0,3.0,0.0,30.0,87.0,0.0
apache.camel.spring.util.MainRunner,12.0,14.0,2.0,0.0,21.0,36.0,0.0
apache.camel.management.ManagedEndpoint,2.0,3.0,2.0,0.0,4.0,5.0,1.0
apache.camel.management.ManagedRoute,5.0,6.0,2.0,0.0,5.0,11.0,1.0
apache.camel.management.ManagedService,4.0,5.0,2.0,0.0,5.0,11.0,0.0
apache.camel.processor.MarshalProcessor,1.0,2.0,2.0,0.0,8.0,11.0,0.0
apache.camel.processor.idempotent.MemoryMessageIdRepository,4.0,5.0,2.0,0.0,6.0,12.0,1.0
apache.camel.component.mail.MessageHeaderAccessException,1.0,2.0,3.0,0.0,3.0,6.0,0.0
apache.camel.component.mail.MessageHeaderNamesAccessException,0.0,1.0,3.0,0.0,2.0,2.0,0.0
apache.camel.component.jms.MessageJMSPropertyAccessException,0.0,1.0,3.0,0.0,3.0,6.0,0.0
apache.camel.component.jms.MessageListenerProcessor,1.0,2.0,2.0,0.0,7.0,6.0,0.0
apache.camel.component.jms.MessagePropertyAccessException,1.0,2.0,3.0,0.0,3.0,6.0,0.0
apache.camel.component.jms.MessagePropertyNamesAccessException,0.0,1.0,3.0,0.0,3.0,6.0,0.0
apache.camel.impl.MessageSupport,11.0,14.0,2.0,1.0,8.0,32.0,3.0
apache.camel.converter.jaxb.MessageType,7.0,9.0,2.0,0.0,17.0,38.0,0.0
apache.camel.builder.xml.MessageVariableResolver,4.0,6.0,2.0,0.0,14.0,27.0,2.0
apache.camel.component.bean.MethodInfo,11.0,16.0,2.0,0.0,12.0,30.0,2.0
apache.camel.component.mina.MinaComponent,11.0,7.0,4.0,0.0,24.0,40.0,0.0
apache.camel.component.mina.MinaConsumer,12.0,5.0,4.0,0.0,9.0,20.0,0.0
apache.camel.component.mina.MinaEndpoint,23.0,10.0,3.0,0.0,7.0,19.0,0.0
apache.camel.component.mina.MinaExchange,29.0,1.0,3.0,0.0,2.0,2.0,0.0
apache.camel.component.mina.MinaProducer,11.0,7.0,4.0,0.0,21.0,44.0,0.0
apache.camel.component.mock.MockComponent,11.0,2.0,4.0,0.0,4.0,4.0,0.0
apache.camel.component.mock.MockEndpoint,53.0,47.0,3.0,0.0,39.0,115.0,7.0
apache.camel.processor.MulticastProcessor,10.0,8.0,3.0,1.0,11.0,25.0,5.0
apache.camel.converter.NIOConverter,11.0,12.0,2.0,0.0,15.0,36.0,1.0
apache.camel.builder.xml.NamespaceBuilder,4.0,5.0,2.0,0.0,9.0,18.0,0.0
apache.camel.component.cxf.spring.NamespaceHandler,1.0,2.0,2.0,0.0,3.0,5.0,0.0
apache.camel.builder.xml.Namespaces,1.0,2.0,2.0,0.0,4.0,5.0,2.0
apache.camel.component.bean.NoBeanAvailableException,1.0,2.0,3.0,0.0,3.0,6.0,1.0
apache.camel.bam.processor.NoCorrelationKeyException,2.0,2.0,4.0,0.0,4.0,8.0,0.0
apache.camel.builder.NoErrorHandlerBuilder,3.0,3.0,3.0,0.0,2.0,4.0,1.0
apache.camel.util.NoFactoryAvailableException,1.0,2.0,2.0,0.0,3.0,6.0,0.0
apache.camel.processor.idempotent.NoMessageIdException,2.0,3.0,3.0,0.0,3.0,8.0,0.0
apache.camel.component.file.strategy.NoOpFileProcessStrategy,6.0,1.0,3.0,0.0,2.0,2.0,1.0
apache.camel.impl.NoPolicy,1.0,2.0,2.0,0.0,3.0,3.0,0.0
