address,PIM,WMC,WAC,NMI,NMO,DIT,NOC,CBO,RFC,bug
org.apache.camel.impl.DefaultPollingConsumer,15.0,12.0,4.0,10.0,2.0,4.0,0.0,15.0,31.0,0.0
org.apache.camel.impl.DefaultProducer,8.0,6.0,1.0,5.0,2.0,3.0,6.0,5.0,9.0,0.0
org.apache.camel.impl.converter.DefaultTypeConverter,5.0,11.0,6.0,0.0,0.0,2.0,0.0,26.0,56.0,0.0
org.apache.camel.processor.DelegateProcessor,9.0,9.0,1.0,5.0,2.0,3.0,1.0,7.0,18.0,0.0
org.apache.camel.component.direct.DirectComponent,4.0,5.0,1.0,0.0,0.0,2.0,0.0,9.0,12.0,0.0
org.apache.camel.component.direct.DirectEndpoint,19.0,10.0,3.0,14.0,0.0,3.0,0.0,13.0,28.0,0.0
org.apache.camel.builder.xml.DomResultHandler,2.0,3.0,1.0,0.0,0.0,2.0,0.0,5.0,7.0,0.0
org.apache.camel.impl.EventDrivenConsumerRoute,9.0,5.0,1.0,6.0,1.0,3.0,0.0,7.0,14.0,0.0
org.apache.camel.util.ExchangeHelper,1.0,2.0,0.0,0.0,0.0,2.0,0.0,6.0,7.0,0.0
org.apache.camel.ExpectedBodyTypeException,2.0,3.0,2.0,0.0,0.0,3.0,0.0,5.0,10.0,0.0
org.apache.camel.builder.ExpressionBuilder,17.0,18.0,0.0,0.0,0.0,2.0,0.0,23.0,40.0,0.0
org.apache.camel.util.ExpressionComparator,2.0,3.0,1.0,0.0,0.0,2.0,0.0,6.0,7.0,0.0
org.apache.camel.util.ExpressionHelper,2.0,3.0,0.0,0.0,0.0,2.0,0.0,7.0,9.0,0.0
org.apache.camel.util.ExpressionListComparator,2.0,3.0,1.0,0.0,0.0,2.0,0.0,8.0,10.0,0.0
org.apache.camel.util.FactoryFinder,6.0,10.0,2.0,0.0,0.0,2.0,0.0,17.0,38.0,0.0
org.apache.camel.FailedToCreateProducerException,1.0,2.0,1.0,0.0,0.0,3.0,0.0,3.0,7.0,0.0
org.apache.camel.component.file.FileComponent,10.0,3.0,0.0,13.0,1.0,4.0,0.0,6.0,8.0,0.0
org.apache.camel.component.file.FileConsumer,25.0,14.0,6.0,22.0,2.0,5.0,0.0,15.0,47.0,1.0
org.apache.camel.component.file.FileEndpoint,24.0,9.0,2.0,18.0,0.0,4.0,0.0,7.0,20.0,1.0
org.apache.camel.component.file.FileExchange,23.0,3.0,1.0,25.0,0.0,3.0,0.0,3.0,6.0,0.0
org.apache.camel.component.file.FileMessage,15.0,7.0,1.0,17.0,3.0,4.0,0.0,5.0,18.0,0.0
org.apache.camel.component.file.FileProducer,10.0,5.0,2.0,10.0,0.0,4.0,0.0,14.0,33.0,2.0
org.apache.camel.builder.FilterBuilder,65.0,5.0,1.0,69.0,1.0,4.0,1.0,5.0,11.0,0.0
org.apache.camel.processor.FilterProcessor,9.0,7.0,2.0,5.0,2.0,3.0,0.0,8.0,16.0,0.0
org.apache.camel.builder.FromBuilder,63.0,47.0,6.0,25.0,0.0,3.0,8.0,31.0,113.0,0.0
org.apache.camel.converter.IOConverter,14.0,16.0,1.0,0.0,0.0,2.0,0.0,20.0,43.0,0.0
org.apache.camel.processor.idempotent.IdempotentConsumer,10.0,10.0,4.0,5.0,2.0,3.0,0.0,12.0,25.0,0.0
org.apache.camel.builder.IdempotentConsumerBuilder,64.0,4.0,2.0,68.0,2.0,4.0,0.0,5.0,6.0,0.0
org.apache.camel.impl.converter.InstanceMethodTypeConverter,2.0,3.0,2.0,0.0,0.0,2.0,0.0,8.0,12.0,0.0
org.apache.camel.builder.InterceptorBuilder,3.0,4.0,3.0,0.0,0.0,2.0,0.0,10.0,14.0,0.0
org.apache.camel.util.IntrospectionSupport,8.0,15.0,0.0,0.0,0.0,2.0,0.0,24.0,84.0,0.0
org.apache.camel.InvalidHeaderTypeException,1.0,4.0,2.0,0.0,0.0,3.0,0.0,6.0,14.0,0.0
org.apache.camel.builder.xml.InvalidXPathExpression,1.0,2.0,1.0,0.0,0.0,4.0,0.0,3.0,7.0,0.0
org.apache.camel.component.jmx.JMXComponent,12.0,5.0,1.0,13.0,1.0,4.0,0.0,5.0,11.0,0.0
org.apache.camel.component.jmx.JMXConsumer,11.0,2.0,1.0,13.0,0.0,4.0,0.0,6.0,7.0,0.0
org.apache.camel.component.jmx.JMXEndpoint,30.0,19.0,10.0,14.0,0.0,3.0,0.0,12.0,43.0,0.0
org.apache.camel.component.jmx.JMXExchange,21.0,1.0,0.0,25.0,0.0,3.0,0.0,3.0,4.0,0.0
org.apache.camel.component.jmx.JMXMessage,14.0,6.0,1.0,17.0,3.0,4.0,0.0,4.0,16.0,0.0
org.apache.camel.util.LRUCache,1.0,4.0,2.0,0.0,0.0,2.0,0.0,4.0,7.0,0.0
org.apache.camel.processor.loadbalancer.LoadBalancerSupport,3.0,4.0,1.0,0.0,0.0,2.0,2.0,5.0,8.0,0.0
org.apache.camel.processor.Logger,8.0,12.0,2.0,0.0,0.0,2.0,0.0,8.0,38.0,0.0
org.apache.camel.processor.LoggingErrorHandler,12.0,13.0,3.0,5.0,2.0,3.0,0.0,13.0,37.0,0.0
org.apache.camel.builder.LoggingErrorHandlerBuilder,6.0,9.0,2.0,0.0,0.0,2.0,0.0,7.0,17.0,0.0
org.apache.camel.impl.LoggingExceptionHandler,1.0,3.0,1.0,0.0,0.0,2.0,0.0,7.0,9.0,0.0
org.apache.camel.processor.LoggingLevel,2.0,4.0,7.0,0.0,0.0,2.0,0.0,4.0,8.0,0.0
org.apache.camel.processor.idempotent.MemoryMessageIdRepository,4.0,5.0,1.0,0.0,0.0,2.0,0.0,6.0,12.0,0.0
org.apache.camel.impl.MessageSupport,10.0,13.0,4.0,0.0,0.0,2.0,1.0,8.0,30.0,1.0
org.apache.camel.builder.xml.MessageVariableResolver,4.0,6.0,8.0,0.0,0.0,2.0,0.0,14.0,26.0,0.0
org.apache.camel.component.mock.MockComponent,10.0,2.0,0.0,13.0,1.0,4.0,0.0,4.0,4.0,0.0
org.apache.camel.component.mock.MockEndpoint,40.0,34.0,9.0,14.0,0.0,3.0,0.0,29.0,85.0,0.0
org.apache.camel.builder.MulticastBuilder,62.0,2.0,1.0,69.0,1.0,4.0,0.0,4.0,4.0,0.0
org.apache.camel.processor.MulticastProcessor,10.0,9.0,1.0,5.0,2.0,3.0,1.0,10.0,28.0,0.0
org.apache.camel.converter.NIOConverter,8.0,9.0,0.0,0.0,0.0,2.0,0.0,9.0,26.0,1.0
org.apache.camel.builder.xml.NamespaceBuilder,4.0,5.0,1.0,0.0,0.0,2.0,0.0,9.0,18.0,0.0
org.apache.camel.builder.NoErrorHandlerBuilder,2.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,0.0
org.apache.camel.util.NoFactoryAvailableException,1.0,2.0,1.0,0.0,0.0,2.0,0.0,3.0,6.0,0.0
org.apache.camel.processor.idempotent.NoMessageIdException,2.0,3.0,2.0,0.0,0.0,3.0,0.0,3.0,8.0,0.0
org.apache.camel.component.pojo.NoPojoAvailableException,1.0,2.0,1.0,0.0,0.0,3.0,0.0,3.0,7.0,0.0
org.apache.camel.impl.NoPolicy,1.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0
org.apache.camel.impl.NoRouteBuilder,31.0,4.0,1.0,35.0,1.0,4.0,0.0,3.0,6.0,0.0
org.apache.camel.NoSuchEndpointException,1.0,2.0,2.0,0.0,0.0,3.0,0.0,3.0,6.0,0.0
org.apache.camel.NoTypeConversionAvailableException,2.0,3.0,2.0,0.0,0.0,3.0,0.0,4.0,9.0,0.0
org.apache.camel.converter.ObjectConverter,4.0,5.0,0.0,0.0,0.0,2.0,0.0,9.0,16.0,0.0
org.apache.camel.util.ObjectHelper,16.0,18.0,1.0,0.0,0.0,2.0,0.0,25.0,67.0,0.0
org.apache.camel.processor.Pipeline,8.0,5.0,0.0,11.0,2.0,4.0,0.0,10.0,23.0,0.0
org.apache.camel.builder.PipelineBuilder,62.0,2.0,1.0,69.0,1.0,4.0,0.0,4.0,4.0,0.0
org.apache.camel.component.pojo.PojoComponent,17.0,9.0,1.0,13.0,1.0,4.0,0.0,10.0,23.0,0.0
org.apache.camel.component.pojo.PojoEndpoint,20.0,8.0,1.0,14.0,0.0,3.0,0.0,12.0,25.0,0.0
org.apache.camel.component.pojo.PojoExchange,22.0,4.0,0.0,24.0,1.0,3.0,0.0,4.0,10.0,0.0
org.apache.camel.component.pojo.PojoInvocation,3.0,4.0,3.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0
org.apache.camel.builder.PolicyBuilder,3.0,4.0,3.0,0.0,0.0,2.0,0.0,10.0,15.0,0.0
org.apache.camel.impl.PollingConsumerRoute,9.0,5.0,1.0,6.0,1.0,3.0,0.0,7.0,14.0,0.0
org.apache.camel.impl.PollingConsumerSupport,9.0,6.0,2.0,7.0,0.0,3.0,1.0,7.0,15.0,0.0
org.apache.camel.builder.PredicateBuilder,14.0,15.0,0.0,0.0,0.0,2.0,0.0,16.0,33.0,1.0
org.apache.camel.impl.PredicateSupport,2.0,4.0,0.0,0.0,0.0,2.0,4.0,6.0,13.0,0.0
org.apache.camel.builder.ProcessorBuilder,5.0,6.0,0.0,0.0,0.0,2.0,0.0,7.0,12.0,0.0
org.apache.camel.component.processor.ProcessorEndpoint,19.0,8.0,2.0,14.0,0.0,3.0,0.0,8.0,15.0,0.0
org.apache.camel.component.processor.ProcessorEndpointConsumer,10.0,3.0,1.0,11.0,2.0,4.0,0.0,5.0,10.0,0.0
org.apache.camel.util.ProducerCache,8.0,7.0,2.0,5.0,2.0,3.0,0.0,14.0,29.0,0.0
org.apache.camel.impl.converter.PropertyEditorTypeConverter,1.0,2.0,0.0,0.0,0.0,2.0,0.0,7.0,11.0,0.0
org.apache.camel.component.queue.QueueComponent,11.0,3.0,0.0,13.0,1.0,4.0,0.0,5.0,6.0,0.0
org.apache.camel.component.queue.QueueEndpoint,18.0,7.0,1.0,14.0,0.0,3.0,0.0,7.0,13.0,0.0
org.apache.camel.component.queue.QueueEndpointConsumer,7.0,5.0,3.0,5.0,2.0,3.0,0.0,14.0,19.0,0.0
org.apache.camel.processor.loadbalancer.QueueLoadBalancer,4.0,3.0,0.0,3.0,0.0,3.0,3.0,7.0,13.0,0.0
org.apache.camel.processor.loadbalancer.RandomLoadBalancer,4.0,2.0,0.0,4.0,1.0,4.0,0.0,5.0,7.0,0.0
org.apache.camel.processor.RecipientList,7.0,6.0,2.0,5.0,2.0,3.0,0.0,12.0,22.0,0.0
org.apache.camel.builder.RecipientListBuilder,25.0,2.0,1.0,25.0,0.0,3.0,0.0,4.0,4.0,0.0
org.apache.camel.processor.RedeliveryPolicy,24.0,26.0,7.0,0.0,0.0,2.0,0.0,9.0,48.0,0.0
org.apache.camel.impl.ReflectionInjector,1.0,2.0,0.0,0.0,0.0,2.0,0.0,7.0,6.0,0.0
org.apache.camel.processor.Resequencer,13.0,18.0,8.0,5.0,2.0,3.0,0.0,24.0,58.0,0.0
org.apache.camel.builder.ResequencerBuilder,68.0,8.0,3.0,69.0,1.0,4.0,0.0,5.0,15.0,0.0
org.apache.camel.ResolveEndpointFailedException,1.0,2.0,1.0,0.0,0.0,3.0,0.0,3.0,7.0,0.0
org.apache.camel.util.ResolverUtil,6.0,11.0,3.0,0.0,0.0,2.0,0.0,23.0,60.0,0.0
org.apache.camel.processor.loadbalancer.RoundRobinLoadBalancer,4.0,2.0,1.0,4.0,1.0,4.0,0.0,4.0,5.0,0.0
org.apache.camel.Route,6.0,8.0,3.0,0.0,0.0,2.0,3.0,5.0,14.0,0.0
org.apache.camel.builder.RouteBuilder,31.0,14.0,3.0,24.0,1.0,3.0,1.0,11.0,41.0,0.0
org.apache.camel.view.RouteDotGenerator,3.0,7.0,2.0,0.0,0.0,2.0,0.0,13.0,29.0,0.0
org.apache.camel.RuntimeCamelException,0.0,4.0,1.0,0.0,0.0,2.0,10.0,2.0,8.0,0.0
org.apache.camel.RuntimeExpressionException,0.0,3.0,1.0,0.0,0.0,3.0,1.0,2.0,6.0,0.0
org.apache.camel.RuntimeTransformException,0.0,3.0,1.0,0.0,0.0,3.0,0.0,2.0,6.0,0.0
org.apache.camel.impl.ScheduledPollConsumer,19.0,15.0,7.0,11.0,2.0,4.0,1.0,12.0,36.0,0.0
org.apache.camel.impl.ScheduledPollEndpoint,16.0,5.0,1.0,14.0,0.0,3.0,1.0,3.0,9.0,0.0
org.apache.camel.processor.SendProcessor,8.0,6.0,2.0,5.0,2.0,3.0,0.0,9.0,15.0,0.0
org.apache.camel.util.ServiceHelper,5.0,7.0,1.0,0.0,0.0,2.0,0.0,9.0,21.0,0.0
org.apache.camel.impl.ServiceSupport,5.0,8.0,3.0,0.0,0.0,2.0,20.0,5.0,15.0,1.0
org.apache.camel.processor.Splitter,7.0,5.0,2.0,5.0,2.0,3.0,0.0,13.0,21.0,0.0
org.apache.camel.builder.SplitterBuilder,62.0,2.0,1.0,69.0,1.0,4.0,0.0,4.0,5.0,0.0
org.apache.camel.impl.converter.StaticMethodTypeConverter,2.0,3.0,1.0,0.0,0.0,2.0,0.0,5.0,9.0,0.0
org.apache.camel.processor.loadbalancer.StickyLoadBalancer,5.0,7.0,4.0,3.0,2.0,4.0,0.0,12.0,26.0,0.0
org.apache.camel.builder.xml.StreamResultHandler,2.0,3.0,2.0,0.0,0.0,2.0,0.0,6.0,8.0,0.0
org.apache.camel.builder.xml.StringResultHandler,2.0,3.0,2.0,0.0,0.0,2.0,0.0,6.0,8.0,0.0
org.apache.camel.converter.jaxp.StringSource,4.0,7.0,2.0,0.0,0.0,2.0,0.0,10.0,18.0,0.0
org.apache.camel.util.Time,11.0,15.0,2.0,0.0,0.0,2.0,0.0,4.0,23.0,0.0
org.apache.camel.component.pojo.timer.TimerComponent,10.0,4.0,1.0,13.0,1.0,4.0,0.0,5.0,9.0,0.0
org.apache.camel.component.pojo.timer.TimerConsumer,12.0,6.0,2.0,11.0,2.0,4.0,0.0,20.0,45.0,0.0
org.apache.camel.component.pojo.timer.TimerEndpoint,27.0,17.0,7.0,13.0,1.0,3.0,0.0,11.0,32.0,0.0
org.apache.camel.builder.ToBuilder,62.0,2.0,1.0,69.0,1.0,4.0,0.0,3.0,4.0,0.0
org.apache.camel.impl.converter.ToStringTypeConverter,1.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,5.0,0.0
org.apache.camel.processor.loadbalancer.TopicLoadBalancer,4.0,3.0,0.0,3.0,0.0,3.0,0.0,7.0,11.0,0.0
org.apache.camel.util.URISupport,12.0,15.0,0.0,0.0,0.0,2.0,0.0,16.0,66.0,0.0
org.apache.camel.builder.UndefinedDestinationException,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0
org.apache.camel.util.UuidGenerator,3.0,6.0,6.0,0.0,0.0,2.0,0.0,14.0,27.0,0.0
org.apache.camel.builder.ValueBuilder,23.0,26.0,1.0,0.0,0.0,2.0,1.0,6.0,52.0,0.0
org.apache.camel.builder.WhenBuilder,62.0,4.0,1.0,70.0,3.0,5.0,0.0,2.0,11.0,0.0
org.apache.camel.builder.xml.XPathBuilder,28.0,32.0,9.0,0.0,0.0,2.0,0.0,24.0,76.0,0.0
org.apache.camel.converter.jaxp.XmlConverter,36.0,39.0,5.0,0.0,0.0,2.0,0.0,33.0,119.0,0.0
org.apache.camel.spi.XmlMarshaller,2.0,3.0,0.0,0.0,0.0,2.0,0.0,5.0,6.0,0.0
org.apache.camel.spi.XmlUnmarshaller,2.0,3.0,0.0,0.0,0.0,2.0,0.0,5.0,6.0,0.0
org.apache.camel.builder.xml.XsltBuilder,20.0,25.0,5.0,0.0,0.0,2.0,0.0,30.0,76.0,1.0
