,File name,original status,predicted status
154,org.apache.tools.ant.types.ZipScanner,1.0,1.0
155,org.apache.tools.ant.taskdefs.compilers.CompilerAdapterFactory,2.0,1.0
156,org.apache.tools.ant.taskdefs.ConditionTask,2.0,1.0
157,org.apache.tools.tar.TarBuffer,1.0,1.0
158,org.apache.tools.ant.types.DataType,1.0,1.0
159,org.apache.tools.ant.taskdefs.Expand,2.0,1.0
160,org.apache.tools.ant.AntClassLoader,1.0,2.0
161,org.apache.tools.ant.taskdefs.Deltree,1.0,1.0
162,org.apache.tools.ant.taskdefs.optional.TraXLiaison,1.0,1.0
163,org.apache.tools.ant.RuntimeConfigurable,1.0,1.0
164,org.apache.tools.ant.types.FileList,1.0,1.0
165,org.apache.tools.ant.taskdefs.Property,2.0,1.0
166,org.apache.tools.ant.taskdefs.Exec,1.0,1.0
167,org.apache.tools.ant.util.DOMElementWriter,1.0,1.0
168,org.apache.tools.ant.util.regexp.RegexpMatcherFactory,1.0,1.0
169,org.apache.tools.ant.taskdefs.condition.Os,2.0,1.0
170,org.apache.tools.ant.taskdefs.Tstamp,1.0,1.0
171,org.apache.tools.tar.TarConstants,1.0,1.0
172,org.apache.tools.ant.taskdefs.SendEmail,2.0,1.0
173,org.apache.tools.ant.TaskAdapter,1.0,1.0
174,org.apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter,1.0,2.0
175,org.apache.tools.ant.IntrospectionHelper,1.0,2.0
176,org.apache.tools.ant.taskdefs.compilers.DefaultCompilerAdapter,2.0,2.0
177,org.apache.tools.ant.NoBannerLogger,1.0,1.0
