,File name,original status,predicted status
77,org.apache.log4j.net.JMSSink,2.0,1.0
78,org.apache.log4j.helpers.LogLog,1.0,2.0
79,org.apache.log4j.performance.Logging,2.0,1.0
80,org.apache.log4j.test.Min,1.0,1.0
81,org.apache.log4j.helpers.OptionConverter,2.0,2.0
82,org.apache.log4j.spi.ThrowableInformation,2.0,1.0
83,org.apache.log4j.spi.RootCategory,1.0,1.0
84,org.apache.log4j.test.ShortSocketServer,1.0,1.0
85,org.apache.log4j.FileAppender,2.0,1.0
86,org.apache.log4j.WriterAppender,2.0,2.0
87,org.apache.log4j.helpers.SyslogQuietWriter,1.0,1.0
88,org.apache.log4j.HTMLLayout,2.0,2.0
89,org.apache.log4j.performance.SystemTime,1.0,1.0
90,org.apache.log4j.or.MessageRenderer,1.0,1.0
91,org.apache.log4j.helpers.SyslogWriter,1.0,1.0
92,org.apache.log4j.Category,2.0,2.0
93,org.apache.log4j.performance.NOPWriter,1.0,1.0
94,org.apache.log4j.Appender,1.0,1.0
95,org.apache.log4j.test.CategoryWrapper,1.0,1.0
96,org.apache.log4j.helpers.OnlyOnceErrorHandler,1.0,1.0
97,org.apache.log4j.net.SocketAppender,2.0,2.0
98,org.apache.log4j.test.Hello,1.0,1.0
99,org.apache.log4j.spi.OptionHandler,2.0,1.0
100,org.apache.log4j.BasicConfigurator,2.0,2.0
101,org.apache.log4j.helpers.CountingQuietWriter,1.0,1.0
102,org.apache.log4j.test.L7D,1.0,1.0
103,org.apache.log4j.net.JMSAppender,2.0,2.0
104,org.apache.log4j.spi.TriggeringEventEvaluator,1.0,1.0
105,org.apache.log4j.config.PropertySetterException,1.0,1.0
106,org.apache.log4j.helpers.NullEnumeration,1.0,1.0
107,org.apache.log4j.RollingFileAppender,2.0,2.0
108,org.apache.log4j.AppenderSkeleton,2.0,1.0
