,File name,original status,predicted status
32,fr.jayasoft.ivy.repository.file.FileRepository,1.0,2.0
33,fr.jayasoft.ivy.repository.TransferEvent,1.0,1.0
34,fr.jayasoft.ivy.ant.AntMessageImpl,1.0,1.0
35,fr.jayasoft.ivy.util.DefaultMessageImpl,1.0,1.0
36,fr.jayasoft.ivy.report.DownloadStatus,1.0,1.0
37,fr.jayasoft.ivy.resolver.VsftpResolver,1.0,2.0
38,fr.jayasoft.ivy.util.IvyPatternHelper,1.0,2.0
39,fr.jayasoft.ivy.util.IvyPattern,1.0,1.0
40,fr.jayasoft.ivy.util.StringUtils,1.0,1.0
41,fr.jayasoft.ivy.event.AbstractTrigger,1.0,2.0
42,fr.jayasoft.ivy.resolver.OrganisationEntry,1.0,1.0
43,fr.jayasoft.ivy.circular.IgnoreCircularDependencyStrategy,1.0,1.0
44,fr.jayasoft.ivy.event.resolve.StartResolveEvent,1.0,1.0
45,fr.jayasoft.ivy.report.ResolveReport,1.0,2.0
46,fr.jayasoft.ivy.repository.sftp.SFTPResource,1.0,2.0
47,fr.jayasoft.ivy.version.PatternVersionMatcher,1.0,1.0
48,fr.jayasoft.ivy.repository.sftp.SFTPRepository,1.0,2.0
49,fr.jayasoft.ivy.ant.IvyFindRevision,1.0,2.0
50,fr.jayasoft.ivy.ant.IvyCacheTask,1.0,2.0
51,fr.jayasoft.ivy.filter.Filter,1.0,1.0
52,fr.jayasoft.ivy.event.download.EndArtifactDownloadEvent,1.0,1.0
53,fr.jayasoft.ivy.License,1.0,1.0
54,fr.jayasoft.ivy.version.AbstractVersionMatcher,1.0,2.0
55,fr.jayasoft.ivy.url.AbstractURLHandler,1.0,2.0
56,fr.jayasoft.ivy.xml.XmlReportParser,1.0,2.0
57,fr.jayasoft.ivy.namespace.NamespaceTransformer,1.0,1.0
58,fr.jayasoft.ivy.tools.analyser.JarModule,1.0,1.0
59,fr.jayasoft.ivy.circular.CircularDependencyHelper,1.0,2.0
60,fr.jayasoft.ivy.url.URLHandler,1.0,2.0
61,fr.jayasoft.ivy.circular.WarnCircularDependencyStrategy,1.0,1.0
62,fr.jayasoft.ivy.repository.url.URLRepository,1.0,2.0
63,fr.jayasoft.ivy.repository.file.FileResource,1.0,1.0
64,fr.jayasoft.ivy.conflict.AbstractConflictManager,1.0,1.0
65,fr.jayasoft.ivy.DefaultPublishingDRResolver,1.0,1.0
66,fr.jayasoft.ivy.repository.vfs.IvyWebdavConnectionManager,1.0,2.0
67,fr.jayasoft.ivy.parser.ModuleDescriptorParser,2.0,2.0
68,fr.jayasoft.ivy.ant.IvyInstall,1.0,2.0
69,fr.jayasoft.ivy.resolver.RevisionEntry,1.0,1.0
70,fr.jayasoft.ivy.url.CredentialsStore,1.0,1.0
71,fr.jayasoft.ivy.repository.ResourceHelper,1.0,1.0
72,fr.jayasoft.ivy.MDArtifact,1.0,2.0
73,fr.jayasoft.ivy.circular.ErrorCircularDependencyStrategy,1.0,1.0
74,fr.jayasoft.ivy.namespace.Namespace,1.0,2.0
75,fr.jayasoft.ivy.ArtifactInfo,1.0,1.0
76,fr.jayasoft.ivy.ant.IvyCacheFileset,1.0,2.0
77,fr.jayasoft.ivy.ant.IvyRepositoryReport,1.0,2.0
78,fr.jayasoft.ivy.resolver.CacheResolver,1.0,2.0
79,fr.jayasoft.ivy.conflict.NoConflictManager,1.0,1.0
80,fr.jayasoft.ivy.ArtifactRevisionId,1.0,2.0
81,fr.jayasoft.ivy.PublishingDependencyRevisionResolver,1.0,1.0
82,fr.jayasoft.ivy.ResolveData,1.0,2.0
83,fr.jayasoft.ivy.report.LogReportOutputter,1.0,2.0
84,fr.jayasoft.ivy.DependencyDescriptor,1.0,2.0
85,fr.jayasoft.ivy.url.ApacheURLLister,1.0,2.0
86,fr.jayasoft.ivy.ant.IvyRetrieve,1.0,2.0
87,fr.jayasoft.ivy.resolver.ResolvedResource,1.0,1.0
88,fr.jayasoft.ivy.event.Trigger,1.0,1.0
89,fr.jayasoft.ivy.matcher.GlobPatternMatcher,1.0,2.0
90,fr.jayasoft.ivy.util.FileUtil,1.0,2.0
91,fr.jayasoft.ivy.event.FilteredIvyListener,1.0,1.0
92,fr.jayasoft.ivy.resolver.ResolverHelper,2.0,1.0
93,fr.jayasoft.ivy.util.IvyThread,1.0,2.0
94,fr.jayasoft.ivy.latest.ComparatorLatestStrategy,1.0,1.0
95,fr.jayasoft.ivy.extendable.DefaultExtendableItem,1.0,2.0
96,fr.jayasoft.ivy.ant.IvyPostResolveTask,2.0,2.0
97,fr.jayasoft.ivy.repository.ssh.RemoteScpException,1.0,2.0
98,fr.jayasoft.ivy.ant.IvyReport,1.0,2.0
99,fr.jayasoft.ivy.resolver.VfsResolver,1.0,1.0
100,fr.jayasoft.ivy.event.IvyEvent,1.0,2.0
101,fr.jayasoft.ivy.parser.ModuleDescriptorParserRegistry,1.0,2.0
102,fr.jayasoft.ivy.Ivy,2.0,2.0
103,fr.jayasoft.ivy.util.PropertiesFile,1.0,1.0
104,fr.jayasoft.ivy.parser.AbstractModuleDescriptorParser,2.0,1.0
105,fr.jayasoft.ivy.tools.analyser.RepositoryAnalyser,1.0,2.0
106,fr.jayasoft.ivy.report.DownloadReport,1.0,1.0
107,fr.jayasoft.ivy.tools.analyser.JarModuleFinder,1.0,1.0
108,fr.jayasoft.ivy.repository.url.URLResource,1.0,2.0
109,fr.jayasoft.ivy.repository.vfs.IvyWebdavClientFactory,1.0,1.0
110,fr.jayasoft.ivy.repository.vfs.VfsRepository,1.0,2.0
111,fr.jayasoft.ivy.namespace.NamespaceRule,1.0,2.0
112,fr.jayasoft.ivy.util.CredentialsUtil,1.0,1.0
113,fr.jayasoft.ivy.event.IvyEventFilter,1.0,2.0
114,fr.jayasoft.ivy.resolver.ResourceMDParser,1.0,1.0
115,fr.jayasoft.ivy.resolver.AbstractSshBasedResolver,1.0,2.0
116,fr.jayasoft.ivy.ant.IvyCheck,1.0,2.0
117,fr.jayasoft.ivy.matcher.MatcherHelper,1.0,2.0
118,fr.jayasoft.ivy.ant.IvyBuildNumber,1.0,2.0
119,fr.jayasoft.ivy.matcher.PatternMatcher,1.0,1.0
120,fr.jayasoft.ivy.ant.IvyInfo,1.0,2.0
121,fr.jayasoft.ivy.event.resolve.ResolveDependencyEvent,1.0,1.0
122,fr.jayasoft.ivy.resolver.ResolvedModuleRevisionProxy,1.0,1.0
123,fr.jayasoft.ivy.resolver.SFTPResolver,1.0,2.0
124,fr.jayasoft.ivy.external.m2.PomModuleDescriptorParser,2.0,2.0
125,fr.jayasoft.ivy.repository.ssh.AbstractSshBasedRepository,1.0,1.0
126,fr.jayasoft.ivy.filter.NotFilter,1.0,1.0
127,fr.jayasoft.ivy.matcher.ModuleIdMatcher,1.0,1.0
128,fr.jayasoft.ivy.resolver.AbstractResolver,1.0,2.0
129,fr.jayasoft.ivy.Artifact,1.0,2.0
130,fr.jayasoft.ivy.matcher.RegexpPatternMatcher,1.0,2.0
131,fr.jayasoft.ivy.ModuleRevisionId,1.0,2.0
132,fr.jayasoft.ivy.util.Configurator,2.0,1.0
133,fr.jayasoft.ivy.Configuration,1.0,2.0
134,fr.jayasoft.ivy.ant.IvyListModules,1.0,2.0
135,fr.jayasoft.ivy.resolver.DualResolver,1.0,2.0
136,fr.jayasoft.ivy.util.Message,1.0,2.0
137,fr.jayasoft.ivy.DefaultModuleRevision,1.0,2.0
138,fr.jayasoft.ivy.ModuleDescriptor,1.0,2.0
139,fr.jayasoft.ivy.ant.IvyExtractFromSources,1.0,2.0
140,fr.jayasoft.ivy.resolver.AbstractResourceResolver,1.0,2.0
141,fr.jayasoft.ivy.repository.ssh.SshCache,1.0,2.0
142,fr.jayasoft.ivy.ant.PackageMapping,1.0,2.0
143,fr.jayasoft.ivy.filter.OrFilter,1.0,1.0
144,fr.jayasoft.ivy.ant.AntCallTrigger,1.0,2.0
145,fr.jayasoft.ivy.event.resolve.EndResolveDependencyEvent,1.0,1.0
146,fr.jayasoft.ivy.repository.vfs.VfsResource,1.0,2.0
147,fr.jayasoft.ivy.util.ChecksumHelper,1.0,1.0
148,fr.jayasoft.ivy.IvyContext,1.0,2.0
149,fr.jayasoft.ivy.resolver.SshResolver,1.0,2.0
150,fr.jayasoft.ivy.ant.IvyArtifactProperty,1.0,2.0
151,fr.jayasoft.ivy.ant.AntBuildTrigger,1.0,2.0
152,fr.jayasoft.ivy.conflict.StrictConflictException,1.0,2.0
153,fr.jayasoft.ivy.extendable.ExtendableItem,1.0,2.0
154,fr.jayasoft.ivy.DefaultDependencyArtifactDescriptor,1.0,1.0
155,fr.jayasoft.ivy.event.IvyListener,1.0,1.0
156,fr.jayasoft.ivy.repository.BasicResource,1.0,2.0
157,fr.jayasoft.ivy.ModuleId,1.0,2.0
158,fr.jayasoft.ivy.conflict.LatestConflictManager,1.0,2.0
159,fr.jayasoft.ivy.DefaultModuleDescriptor,1.0,2.0
160,fr.jayasoft.ivy.repository.vsftp.VsftpResource,1.0,1.0
161,fr.jayasoft.ivy.util.MessageImpl,1.0,2.0
162,fr.jayasoft.ivy.Main,1.0,1.0
163,fr.jayasoft.ivy.extendable.UnmodifiableExtendableItem,1.0,2.0
164,fr.jayasoft.ivy.DependencyArtifactDescriptor,1.0,2.0
165,fr.jayasoft.ivy.ant.IvyConvertPom,1.0,2.0
166,fr.jayasoft.ivy.matcher.Matcher,1.0,1.0
167,fr.jayasoft.ivy.filter.ArtifactTypeFilter,1.0,1.0
168,fr.jayasoft.ivy.status.Status,1.0,1.0
169,fr.jayasoft.ivy.ArtifactId,1.0,2.0
170,fr.jayasoft.ivy.repository.Resource,1.0,2.0
171,fr.jayasoft.ivy.ModuleDescriptorSorter,1.0,2.0
172,fr.jayasoft.ivy.repository.ssh.SshRepository,1.0,2.0
173,fr.jayasoft.ivy.repository.vsftp.VsftpRepository,1.0,2.0
174,fr.jayasoft.ivy.conflict.RegexpConflictManager,1.0,1.0
175,fr.jayasoft.ivy.report.ArtifactDownloadReport,1.0,2.0
176,fr.jayasoft.ivy.ResolvedURL,1.0,1.0
177,fr.jayasoft.ivy.extendable.ExtendableItemHelper,1.0,1.0
178,fr.jayasoft.ivy.conflict.FixedConflictManager,1.0,1.0
179,fr.jayasoft.ivy.repository.ssh.Scp,1.0,2.0
180,fr.jayasoft.ivy.ant.IvyBuildList,1.0,2.0
181,fr.jayasoft.ivy.resolver.FileURLLister,1.0,2.0
182,fr.jayasoft.ivy.matcher.NoMatcher,1.0,2.0
183,fr.jayasoft.ivy.event.download.StartArtifactDownloadEvent,1.0,1.0
184,fr.jayasoft.ivy.repository.vfs.IvyWebdavFileProvider,1.0,1.0
185,fr.jayasoft.ivy.resolver.HasLatestStrategy,1.0,2.0
186,fr.jayasoft.ivy.DependencyResolver,1.0,2.0
187,fr.jayasoft.ivy.ant.IvyDeliver,1.0,2.0
188,fr.jayasoft.ivy.resolver.FileSystemResolver,1.0,2.0
189,fr.jayasoft.ivy.resolver.ModuleEntry,1.0,1.0
190,fr.jayasoft.ivy.resolver.URLResolver,1.0,1.0
191,fr.jayasoft.ivy.resolver.BasicResolver,1.0,2.0
192,fr.jayasoft.ivy.version.VersionMatcher,1.0,2.0
193,fr.jayasoft.ivy.latest.AbstractLatestStrategy,1.0,2.0
194,fr.jayasoft.ivy.matcher.AnyMatcher,1.0,2.0
195,fr.jayasoft.ivy.ant.IvyTask,2.0,2.0
196,fr.jayasoft.ivy.circular.CircularDependencyStrategy,1.0,1.0
197,fr.jayasoft.ivy.event.resolve.ResolveEvent,1.0,1.0
198,fr.jayasoft.ivy.filter.FilterHelper,1.0,1.0
199,fr.jayasoft.ivy.util.CopyProgressListener,1.0,2.0
200,fr.jayasoft.ivy.latest.LatestRevisionStrategy,1.0,1.0
201,fr.jayasoft.ivy.resolver.MDResolvedResource,1.0,1.0
202,fr.jayasoft.ivy.resolver.ApacheHttpURLLister,1.0,1.0
203,fr.jayasoft.ivy.url.URLHandlerRegistry,1.0,1.0
204,fr.jayasoft.ivy.ArtifactOrigin,1.0,1.0
205,fr.jayasoft.ivy.conflict.StrictConflictManager,1.0,1.0
206,fr.jayasoft.ivy.namespace.MRIDTransformationRule,1.0,2.0
207,fr.jayasoft.ivy.namespace.MRIDRule,1.0,2.0
208,fr.jayasoft.ivy.ant.IvyConfigure,1.0,2.0
209,fr.jayasoft.ivy.xml.XmlIvyConfigurationParser,2.0,1.0
210,fr.jayasoft.ivy.filter.AndFilter,1.0,1.0
211,fr.jayasoft.ivy.version.ExactVersionMatcher,1.0,2.0
212,fr.jayasoft.ivy.repository.RepositoryCopyProgressListener,1.0,1.0
213,fr.jayasoft.ivy.event.download.PrepareDownloadEvent,1.0,1.0
214,fr.jayasoft.ivy.LatestStrategy,1.0,2.0
215,fr.jayasoft.ivy.DefaultDependencyDescriptor,1.0,2.0
216,fr.jayasoft.ivy.event.resolve.EndResolveEvent,1.0,1.0
217,fr.jayasoft.ivy.util.CopyProgressEvent,1.0,1.0
218,fr.jayasoft.ivy.util.Credentials,1.0,1.0
219,fr.jayasoft.ivy.ResolvedModuleRevision,1.0,2.0
220,fr.jayasoft.ivy.ConflictManager,1.0,1.0
221,fr.jayasoft.ivy.xml.XmlModuleDescriptorWriter,2.0,1.0
222,fr.jayasoft.ivy.AbstractArtifact,1.0,1.0
223,fr.jayasoft.ivy.DefaultArtifact,1.0,2.0
224,fr.jayasoft.ivy.resolver.URLLister,1.0,1.0
225,fr.jayasoft.ivy.ant.IvyCachePath,1.0,2.0
226,fr.jayasoft.ivy.filter.NoFilter,1.0,2.0
227,fr.jayasoft.ivy.ant.IvyPublish,1.0,2.0
228,fr.jayasoft.ivy.url.BasicURLHandler,1.0,1.0
229,fr.jayasoft.ivy.url.URLHandlerDispatcher,1.0,2.0
230,fr.jayasoft.ivy.ant.IvyArtifactReport,1.0,2.0
231,fr.jayasoft.ivy.repository.LazyResource,1.0,2.0
232,fr.jayasoft.ivy.url.IvyAuthenticator,1.0,2.0
233,fr.jayasoft.ivy.util.XMLHelper,1.0,2.0
234,fr.jayasoft.ivy.version.VersionRangeMatcher,1.0,1.0
235,fr.jayasoft.ivy.latest.LatestLexicographicStrategy,1.0,1.0
236,fr.jayasoft.ivy.version.Match,1.0,1.0
237,fr.jayasoft.ivy.repository.Repository,1.0,2.0
238,fr.jayasoft.ivy.resolver.IBiblioResolver,1.0,2.0
239,fr.jayasoft.ivy.ant.AddPathTask,1.0,2.0
240,fr.jayasoft.ivy.IvyNode,1.0,2.0
