filename,wmc,dit,noc,cbo,rfc,npm,bug
apache.tools.ant.taskdefs.Filter,6,3,0,6,18,5,0
apache.tools.ant.taskdefs.ConditionTask,4,3,0,5,16,4,0
apache.tools.ant.taskdefs.Manifest,17,1,0,8,74,16,1
apache.tools.ant.taskdefs.Deltree,4,3,0,3,18,3,0
apache.tools.ant.taskdefs.Exit,8,3,0,4,18,6,0
apache.tools.ant.taskdefs.Taskdef,2,7,0,2,8,1,0
apache.tools.ant.taskdefs.Zip,38,4,1,31,169,22,6
apache.tools.ant.taskdefs.Patch,11,3,0,11,38,11,0
apache.tools.ant.taskdefs.GZip,2,4,0,4,13,1,0
apache.tools.ant.taskdefs.MacroDef,17,4,0,15,62,12,0
apache.tools.ant.taskdefs.compilers.Jikes,2,2,0,9,28,2,1
apache.tools.ant.taskdefs.compilers.CompilerAdapterFactory,5,1,0,13,28,1,1
apache.tools.ant.taskdefs.compilers.Gcj,3,2,0,9,28,2,1
apache.tools.ant.taskdefs.compilers.Javac12,3,2,0,8,20,2,0
apache.tools.ant.taskdefs.compilers.Javac13,2,2,0,7,13,2,0
apache.tools.ant.taskdefs.compilers.Jvc,2,2,0,9,24,2,0
apache.tools.ant.taskdefs.compilers.Kjc,4,2,0,10,26,2,0
apache.tools.ant.taskdefs.compilers.JavacExternal,2,2,0,6,14,2,2
apache.tools.ant.taskdefs.compilers.DefaultCompilerAdapter,21,1,8,23,98,4,1
apache.tools.ant.taskdefs.compilers.Sj,2,2,0,6,11,2,0
apache.tools.ant.taskdefs.condition.Equals,6,1,0,3,11,6,0
apache.tools.ant.taskdefs.condition.IsFalse,3,2,0,4,6,3,0
apache.tools.ant.taskdefs.condition.Not,2,3,0,3,8,2,0
apache.tools.ant.taskdefs.condition.Contains,5,1,0,3,9,5,0
apache.tools.ant.taskdefs.condition.IsTrue,3,2,0,4,6,3,0
apache.tools.ant.taskdefs.condition.IsSet,3,2,0,5,7,3,0
apache.tools.ant.taskdefs.condition.Socket,4,2,0,4,13,4,0
apache.tools.ant.taskdefs.condition.And,2,3,0,3,7,2,0
apache.tools.ant.taskdefs.condition.Or,2,3,0,3,7,2,0
apache.tools.ant.taskdefs.condition.ConditionBase,20,2,5,20,25,18,0
apache.tools.ant.taskdefs.condition.Os,13,1,0,14,23,12,0
apache.tools.ant.taskdefs.condition.IsReference,4,2,0,6,14,4,0
apache.tools.ant.taskdefs.condition.Http,4,2,0,4,15,4,0
apache.tools.ant.taskdefs.condition.FilesMatch,4,1,0,4,13,4,0
apache.tools.ant.taskdefs.cvslib.ChangeLogWriter,4,1,0,3,25,1,0
apache.tools.ant.taskdefs.cvslib.RedirectingStreamHandler,3,2,0,5,12,1,0
apache.tools.ant.taskdefs.cvslib.RCSFile,5,1,0,2,7,0,0
apache.tools.ant.taskdefs.cvslib.ChangeLogParser,12,1,0,4,37,1,0
apache.tools.ant.taskdefs.cvslib.RedirectingOutputStream,2,4,0,4,4,1,0
apache.tools.ant.taskdefs.cvslib.CvsTagDiff,12,4,0,5,60,8,0
apache.tools.ant.taskdefs.cvslib.ChangeLogTask,15,3,0,16,78,10,2
apache.tools.ant.taskdefs.cvslib.CvsTagEntry,7,1,0,1,11,7,0
apache.tools.ant.taskdefs.cvslib.CvsUser,6,1,0,2,11,3,0
apache.tools.ant.taskdefs.cvslib.CVSEntry,9,1,0,4,18,4,0
apache.tools.ant.taskdefs.email.Mailer,18,1,1,8,20,17,0
apache.tools.ant.taskdefs.email.Message,11,2,0,6,26,11,0
apache.tools.ant.taskdefs.email.PlainMailer,3,2,1,7,40,1,0
apache.tools.ant.taskdefs.email.EmailAddress,8,1,0,4,15,7,0
apache.tools.ant.taskdefs.email.EmailTask,30,3,1,14,89,30,0
apache.tools.ant.taskdefs.rmic.WLRmic,5,2,0,11,23,4,0
apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter,16,1,3,15,56,6,0
apache.tools.ant.taskdefs.rmic.RmicAdapterFactory,3,1,0,7,14,1,1
apache.tools.ant.taskdefs.rmic.KaffeRmic,3,2,0,7,19,2,0
apache.tools.ant.taskdefs.rmic.SunRmic,3,2,0,8,22,2,0
apache.tools.ant.types.Commandline,30,1,0,31,65,26,1
apache.tools.ant.types.DirSet,3,4,0,9,9,2,0
apache.tools.ant.types.FilterChain,25,3,0,32,38,25,0
apache.tools.ant.types.FilterSetCollection,5,1,0,6,13,5,0
apache.tools.ant.types.Description,5,3,0,9,24,3,0
apache.tools.ant.types.FilterSet,20,3,0,11,71,15,3
apache.tools.ant.types.ZipScanner,9,2,0,7,50,8,0
apache.tools.ant.types.Assertions,12,3,0,11,38,8,2
apache.tools.ant.types.Substitution,4,3,0,6,17,4,0
apache.tools.ant.types.Permissions,12,1,0,6,34,6,0
apache.tools.ant.types.DTDLocation,1,2,0,1,2,1,0
apache.tools.ant.types.AntFilterReader,10,3,0,9,31,10,0
apache.tools.ant.types.AbstractFileSet,50,3,2,55,123,47,2
apache.tools.ant.types.ResourceLocation,7,1,1,5,8,7,0
apache.tools.ant.types.FlexInteger,3,1,0,0,7,3,0
apache.tools.ant.types.XMLCatalog,30,3,0,15,109,13,0
apache.tools.ant.types.CommandlineJava,35,1,0,12,79,31,3
apache.tools.ant.types.Path,30,3,0,51,102,24,0
apache.tools.ant.types.DataType,15,2,15,24,29,5,0
apache.tools.ant.types.Resource,14,1,0,8,19,14,0
apache.tools.ant.types.Environment,3,1,1,7,9,3,1
apache.tools.ant.types.EnumeratedAttribute,8,1,33,59,14,7,0
apache.tools.ant.types.RegularExpression,6,3,0,11,23,5,0
apache.tools.ant.types.PatternSet,22,3,0,12,68,16,3
apache.tools.ant.types.Mapper,11,3,0,16,42,10,1
apache.tools.ant.types.FileList,8,3,0,11,33,6,0
apache.tools.ant.types.FileSet,3,4,3,32,9,2,0
apache.tools.ant.types.ZipFileSet,19,5,0,14,45,16,3
apache.tools.ant.types.Parameter,7,1,0,24,8,7,0
apache.tools.ant.types.PropertySet,17,3,0,19,67,14,2
apache.tools.ant.types.Reference,5,1,1,35,11,5,0
apache.tools.ant.types.resolver.ApacheCatalog,4,2,0,6,14,3,0
apache.tools.ant.types.resolver.ApacheCatalogResolver,7,2,0,7,32,5,0
apache.tools.ant.util.LazyHashtable,9,3,0,0,16,8,0
apache.tools.ant.util.ClasspathUtils,11,1,0,8,27,9,1
apache.tools.ant.util.JavaEnvUtils,11,1,0,17,26,7,3
apache.tools.ant.util.SourceFileScanner,4,1,0,13,18,4,1
apache.tools.ant.util.WeakishReference,5,1,1,3,13,3,1
apache.tools.ant.util.TaskLogger,6,1,0,1,8,6,0
apache.tools.ant.util.FileUtils,37,1,0,51,146,33,8
apache.tools.ant.util.LazyFileOutputStream,10,2,0,1,22,9,0
apache.tools.ant.util.PackageNameMapper,2,2,0,1,6,1,0
apache.tools.ant.util.GlobPatternMapper,5,1,2,5,15,4,0
apache.tools.ant.util.LineTokenizer,4,2,0,6,10,4,0
apache.tools.ant.util.UnPackageNameMapper,2,2,0,1,6,1,0
apache.tools.ant.util.KeepAliveInputStream,2,3,0,1,3,2,0
apache.tools.ant.util.Watchdog,7,1,0,3,22,6,0
apache.tools.ant.util.TeeOutputStream,6,2,0,1,12,6,0
apache.tools.ant.util.LoaderUtils,8,1,0,6,21,6,0
apache.tools.ant.util.KeepAliveOutputStream,2,3,0,0,3,2,0
apache.tools.ant.util.ScriptRunner,8,1,0,3,38,8,1
apache.tools.ant.util.MergingMapper,4,1,0,4,5,4,0
apache.tools.ant.util.DOMElementWriter,8,1,0,1,42,7,0
apache.tools.ant.util.CollectionUtils,4,1,0,3,13,4,0
apache.tools.ant.util.FlatFileNameMapper,4,1,0,2,7,4,0
apache.tools.ant.util.IdentityMapper,4,1,0,6,5,4,0
apache.tools.ant.util.JAXPUtils,13,1,0,5,32,9,0
apache.tools.ant.util.StringUtils,6,1,0,14,24,5,0
apache.tools.ant.util.RegexpPatternMapper,5,1,0,4,20,4,0
apache.tools.ant.util.DateUtils,11,1,0,3,36,8,0
apache.tools.ant.util.ResourceUtils,2,1,0,7,22,2,2
apache.tools.ant.util.facade.ImplementationSpecificArgument,3,3,2,6,6,3,0
apache.tools.ant.util.facade.FacadeTaskHelper,9,1,0,3,19,9,0
apache.tools.ant.util.regexp.RegexpUtil,3,1,0,0,4,3,0
apache.tools.ant.util.regexp.RegexpFactory,4,2,0,6,13,3,0
apache.tools.ant.util.regexp.RegexpMatcherFactory,5,1,1,6,12,3,0
apache.tools.bzip2.CBZip2OutputStream,33,2,0,6,44,5,0
apache.tools.bzip2.CBZip2InputStream,32,2,0,4,40,2,0
apache.tools.bzip2.CRC,7,1,0,2,8,1,0
apache.tools.mail.ErrorInQuitException,1,4,0,1,3,1,0
apache.tools.mail.SmtpResponseReader,5,1,0,1,19,3,0
apache.tools.mail.MailPrintStream,5,4,0,1,9,3,0
apache.tools.mail.MailMessage,31,1,0,5,68,13,0
apache.tools.tar.TarUtils,8,1,0,1,14,8,0
apache.tools.tar.TarOutputStream,15,3,0,3,37,14,2
apache.tools.tar.TarInputStream,16,3,0,3,41,16,3
apache.tools.tar.TarEntry,35,1,0,6,73,34,0
apache.tools.tar.TarBuffer,21,1,0,2,35,17,1
apache.tools.zip.ZipFile,15,1,0,8,71,9,2
apache.tools.zip.ZipOutputStream,25,3,0,8,99,15,1
apache.tools.zip.ExtraFieldUtils,8,1,0,4,39,6,0
apache.tools.zip.ZipShort,7,1,0,7,8,7,0
apache.tools.zip.UnrecognizedExtraField,10,1,0,3,13,10,0
apache.tools.zip.ZipLong,7,1,0,3,8,7,0
apache.tools.zip.ZipEntry,31,2,0,8,77,22,2
apache.tools.zip.AsiExtraField,20,1,0,4,42,18,0
