Name,DIT,LCOM,CBO,NOC,RFC,NPM,bug
org.apache.lucene.search.SimilarityDelegator,2.0,0.0,0.0,1.0,21.0,0,0.0
org.apache.lucene.search.SloppyPhraseScorer,3.0,0.0,5.0,0.0,24.0,0,1.0
org.apache.lucene.search.Sort,1.0,53.0,1.0,0.0,13.0,0,0.0
org.apache.lucene.search.SortComparator,1.0,0.0,3.0,0.0,2.0,0,0.0
org.apache.lucene.search.SortComparatorSource,2.0,0.0,2.0,1.0,1.0,0,0.0
org.apache.lucene.search.SortField,1.0,54.0,1.0,0.0,14.0,0,0.0
org.apache.lucene.search.TermQuery,2.0,28.0,5.0,0.0,19.0,0,1.0
org.apache.lucene.search.TermScorer,2.0,55.0,7.0,0.0,18.0,0,0.0
org.apache.lucene.search.TopDocCollector,2.0,55.0,4.0,1.0,6.0,0,0.0
org.apache.lucene.search.TopDocs,1.0,44.0,1.0,1.0,3.0,0,0.0
org.apache.lucene.search.TopFieldDocCollector,3.0,0.0,8.0,0.0,9.0,0,0.0
org.apache.lucene.search.TopFieldDocs,2.0,0.0,2.0,0.0,4.0,0,0.0
org.apache.lucene.search.Weight,2.0,0.0,4.0,9.0,6.0,0,0.0
org.apache.lucene.search.WildcardQuery,3.0,0.0,4.0,0.0,22.0,0,1.0
org.apache.lucene.search.WildcardTermEnum,3.0,61.0,2.0,0.0,20.0,0,0.0
org.apache.lucene.search.spans.NearSpans,1.0,78.0,7.0,0.0,18.0,11,1.0
org.apache.lucene.search.spans.SpanFirstQuery,3.0,36.0,3.0,0.0,27.0,0,0.0
org.apache.lucene.search.spans.SpanNearQuery,3.0,56.0,5.0,0.0,28.0,0,1.0
org.apache.lucene.search.spans.SpanNotQuery,3.0,31.0,3.0,0.0,27.0,0,0.0
org.apache.lucene.search.spans.SpanOrQuery,3.0,40.0,3.0,0.0,26.0,0,1.0
org.apache.lucene.search.spans.SpanQuery,2.0,0.0,5.0,5.0,16.0,0,0.0
org.apache.lucene.search.spans.SpanScorer,2.0,62.0,4.0,0.0,16.0,1,2.0
org.apache.lucene.search.spans.SpanTermQuery,3.0,11.0,4.0,0.0,25.0,0,1.0
org.apache.lucene.search.spans.SpanWeight,1.0,61.0,9.0,0.0,7.0,0,2.0
org.apache.lucene.search.spans.Spans,0.0,0.0,0.0,6.0,5.0,0,0.0
org.apache.lucene.store.BufferedIndexInput,2.0,29.0,1.0,3.0,21.0,1,3.0
org.apache.lucene.store.BufferedIndexOutput,2.0,38.0,0.0,2.0,21.0,0,2.0
org.apache.lucene.store.Directory,1.0,0.0,3.0,3.0,11.0,0,6.0
org.apache.lucene.store.FSDirectory,2.0,85.0,6.0,1.0,33.0,3,14.0
org.apache.lucene.store.FSIndexInput,3.0,66.0,1.0,0.0,29.0,0,0.0
org.apache.lucene.store.FSIndexOutput,3.0,0.0,0.0,0.0,27.0,0,0.0
org.apache.lucene.store.IndexInput,1.0,71.0,0.0,3.0,13.0,0,0.0
org.apache.lucene.store.IndexOutput,1.0,0.0,0.0,1.0,13.0,0,1.0
org.apache.lucene.store.Lock,1.0,0.0,0.0,2.0,4.0,0,2.0
org.apache.lucene.store.MMapDirectory,3.0,0.0,3.0,0.0,34.0,0,0.0
org.apache.lucene.store.RAMDirectory,2.0,43.0,8.0,0.0,27.0,1,12.0
org.apache.lucene.store.RAMFile,1.0,0.0,0.0,0.0,0.0,0,1.0
org.apache.lucene.store.RAMInputStream,3.0,60.0,1.0,0.0,26.0,0,2.0
org.apache.lucene.store.RAMOutputStream,3.0,56.0,1.0,0.0,29.0,0,4.0
org.apache.lucene.util.BitVector,1.0,41.0,3.0,0.0,8.0,0,2.0
org.apache.lucene.util.Constants,1.0,0.0,0.0,0.0,1.0,1,0.0
org.apache.lucene.util.Parameter,1.0,50.0,0.0,5.0,5.0,2,0.0
org.apache.lucene.util.PriorityQueue,1.0,36.0,0.0,10.0,11.0,2,0.0
org.apache.lucene.util.SmallFloat,1.0,0.0,0.0,0.0,6.0,0,0.0
org.apache.lucene.util.StringHelper,1.0,0.0,0.0,0.0,2.0,1,0.0
org.apache.lucene.util.ToStringUtils,1.0,0.0,0.0,0.0,1.0,0,0.0
