Name,DIT,LCOM,CBO,NOC,RFC,NPM,bug
org.apache.velocity.runtime.parser.node.ASTLTNode,2.0,0.0,6.0,0.0,34.0,0,1.0
org.apache.velocity.runtime.parser.node.ASTMethod,2.0,60.0,14.0,0.0,34.0,0,7.0
org.apache.velocity.runtime.parser.node.ASTModNode,2.0,0.0,6.0,0.0,33.0,0,1.0
org.apache.velocity.runtime.parser.node.ASTMulNode,2.0,0.0,6.0,0.0,33.0,0,1.0
org.apache.velocity.runtime.parser.node.ASTNENode,2.0,0.0,6.0,0.0,34.0,0,1.0
org.apache.velocity.runtime.parser.node.ASTNotNode,2.0,0.0,4.0,0.0,34.0,0,1.0
org.apache.velocity.runtime.parser.node.ASTNumberLiteral,2.0,60.0,4.0,0.0,34.0,0,0.0
org.apache.velocity.runtime.parser.node.ASTObjectArray,2.0,0.0,4.0,0.0,33.0,0,1.0
org.apache.velocity.runtime.parser.node.ASTOrNode,2.0,0.0,4.0,0.0,34.0,0,1.0
org.apache.velocity.runtime.parser.node.ASTParameters,2.0,0.0,2.0,0.0,32.0,0,1.0
org.apache.velocity.runtime.parser.node.ASTReference,2.0,82.0,16.0,0.0,43.0,1,4.0
org.apache.velocity.runtime.parser.node.ASTSetDirective,2.0,71.0,13.0,0.0,36.0,2,3.0
org.apache.velocity.runtime.parser.node.ASTStringLiteral,2.0,65.0,8.0,0.0,34.0,0,2.0
org.apache.velocity.runtime.parser.node.ASTSubtractNode,2.0,0.0,6.0,0.0,33.0,0,1.0
org.apache.velocity.runtime.parser.node.ASTText,2.0,60.0,5.0,0.0,34.0,0,2.0
org.apache.velocity.runtime.parser.node.ASTTrue,2.0,80.0,3.0,0.0,34.0,0,1.0
org.apache.velocity.runtime.parser.node.ASTVariable,2.0,0.0,2.0,0.0,32.0,0,1.0
org.apache.velocity.runtime.parser.node.ASTWord,2.0,0.0,2.0,0.0,32.0,0,1.0
org.apache.velocity.runtime.parser.node.ASTprocess,2.0,0.0,2.0,0.0,32.0,0,1.0
org.apache.velocity.runtime.parser.node.AbstractExecutor,1.0,50.0,1.0,2.0,3.0,0,1.0
org.apache.velocity.runtime.parser.node.BooleanPropertyExecutor,3.0,0.0,2.0,0.0,8.0,0,1.0
org.apache.velocity.runtime.parser.node.GetExecutor,2.0,0.0,4.0,0.0,6.0,0,2.0
org.apache.velocity.runtime.parser.node.Node,0.0,0.0,6.0,1.0,24.0,0,2.0
org.apache.velocity.runtime.parser.node.NodeUtils,1.0,0.0,2.0,0.0,3.0,0,1.0
org.apache.velocity.runtime.parser.node.ParserVisitor,0.0,0.0,35.0,1.0,35.0,0,0.0
org.apache.velocity.runtime.parser.node.PropertyExecutor,2.0,50.0,2.0,1.0,6.0,0,2.0
org.apache.velocity.runtime.parser.node.SimpleNode,1.0,91.0,10.0,40.0,29.0,0,2.0
org.apache.velocity.runtime.resource.ContentResource,2.0,0.0,3.0,0.0,19.0,0,1.0
org.apache.velocity.runtime.resource.Resource,1.0,86.0,5.0,2.0,17.0,0,1.0
org.apache.velocity.runtime.resource.ResourceCache,0.0,0.0,2.0,1.0,5.0,0,1.0
org.apache.velocity.runtime.resource.ResourceCacheImpl,1.0,50.0,3.0,0.0,5.0,0,1.0
org.apache.velocity.runtime.resource.ResourceFactory,1.0,0.0,4.0,0.0,1.0,0,1.0
org.apache.velocity.runtime.resource.ResourceManager,0.0,0.0,4.0,1.0,3.0,0,1.0
org.apache.velocity.runtime.resource.ResourceManagerImpl,1.0,69.0,11.0,0.0,7.0,1,2.0
org.apache.velocity.runtime.resource.loader.ClasspathResourceLoader,2.0,0.0,3.0,0.0,14.0,0,1.0
org.apache.velocity.runtime.resource.loader.FileResourceLoader,2.0,40.0,4.0,0.0,15.0,1,2.0
org.apache.velocity.runtime.resource.loader.JarHolder,1.0,41.0,3.0,0.0,6.0,0,1.0
org.apache.velocity.runtime.resource.loader.JarResourceLoader,2.0,64.0,5.0,0.0,17.0,3,1.0
org.apache.velocity.runtime.resource.loader.ResourceLoader,1.0,62.0,3.0,3.0,10.0,0,1.0
org.apache.velocity.runtime.resource.loader.ResourceLoaderFactory,1.0,0.0,4.0,0.0,1.0,0,1.0
org.apache.velocity.runtime.visitor.BaseVisitor,1.0,97.0,36.0,2.0,37.0,0,1.0
org.apache.velocity.runtime.visitor.NodeViewMode,2.0,95.0,36.0,0.0,73.0,2,1.0
org.apache.velocity.runtime.visitor.VMReferenceMungeVisitor,2.0,0.0,2.0,0.0,39.0,0,1.0
org.apache.velocity.servlet.VelocityServlet,2.0,90.0,12.0,1.0,16.0,0,1.0
org.apache.velocity.test.AnakiaTestCase,3.0,0.0,0.0,0.0,9.0,0,0.0
org.apache.velocity.test.BaseTestCase,2.0,83.0,2.0,17.0,6.0,0,0.0
org.apache.velocity.test.ClassloaderChangeTest,2.0,66.0,7.0,0.0,5.0,0,0.0
org.apache.velocity.test.ClasspathResourceTest,3.0,0.0,5.0,0.0,9.0,0,0.0
org.apache.velocity.test.CommonsExtPropTestCase,3.0,0.0,0.0,0.0,12.0,3,0.0
org.apache.velocity.test.ConfigurationTestCase,3.0,0.0,1.0,0.0,12.0,3,0.0
org.apache.velocity.test.ContextSafetyTestCase,3.0,0.0,6.0,0.0,9.0,0,0.0
org.apache.velocity.test.EncodingTestCase,3.0,0.0,4.0,0.0,9.0,0,0.0
org.apache.velocity.test.EventHandlingTestCase,2.0,77.0,8.0,0.0,9.0,0,0.0
org.apache.velocity.test.ExternalLoggerTest,2.0,60.0,3.0,0.0,5.0,0,0.0
org.apache.velocity.test.InlineScopeVMTestCase,3.0,0.0,5.0,0.0,9.0,0,0.0
org.apache.velocity.test.IntrospectorTestCase,3.0,75.0,2.0,0.0,10.0,0,0.0
org.apache.velocity.test.IntrospectorTestCase2,3.0,0.0,5.0,0.0,10.0,0,0.0
org.apache.velocity.test.IntrospectorTestCase3,3.0,0.0,2.0,0.0,9.0,0,0.0
org.apache.velocity.test.MethodInvocationExceptionTest,2.0,0.0,4.0,0.0,6.0,0,0.0
org.apache.velocity.test.MiscTestCase,3.0,0.0,1.0,0.0,10.0,0,0.0
org.apache.velocity.test.MultiLoaderTestCase,3.0,0.0,4.0,0.0,9.0,0,0.0
org.apache.velocity.test.MultipleFileResourcePathTest,3.0,0.0,5.0,0.0,9.0,0,0.0
org.apache.velocity.test.ParserTestCase,2.0,0.0,3.0,0.0,5.0,0,0.0
org.apache.velocity.test.TemplateTestBase,0.0,0.0,0.0,6.0,0.0,0,0.0
org.apache.velocity.test.TemplateTestCase,3.0,68.0,8.0,0.0,10.0,0,0.0
org.apache.velocity.test.TemplateTestSuite,2.0,33.0,3.0,0.0,3.0,2,0.0
org.apache.velocity.test.TestClassloader,2.0,0.0,0.0,0.0,2.0,0,0.0
org.apache.velocity.test.TexenClasspathTestCase,3.0,0.0,0.0,0.0,10.0,0,0.0
org.apache.velocity.test.TexenTestCase,3.0,0.0,0.0,0.0,10.0,0,0.0
org.apache.velocity.test.VelocimacroTestCase,2.0,66.0,3.0,0.0,3.0,0,0.0
org.apache.velocity.test.VelocityAppTestCase,3.0,66.0,4.0,0.0,9.0,0,0.0
org.apache.velocity.test.VelocityServletTest,2.0,0.0,6.0,0.0,3.0,0,0.0
org.apache.velocity.test.misc.Test,1.0,100.0,12.0,0.0,5.0,0,0.0
org.apache.velocity.test.provider.BoolObj,1.0,0.0,0.0,0.0,2.0,0,0.0
org.apache.velocity.test.provider.Child,2.0,0.0,0.0,0.0,2.0,0,0.0
org.apache.velocity.test.provider.Person,1.0,0.0,0.0,1.0,1.0,0,0.0
org.apache.velocity.test.provider.TestProvider,1.0,97.0,2.0,0.0,37.0,0,0.0
org.apache.velocity.test.view.TemplateNodeView,1.0,50.0,5.0,0.0,2.0,0,0.0
org.apache.velocity.texen.Generator,1.0,86.0,4.0,0.0,20.0,1,1.0
org.apache.velocity.texen.ant.TexenTask,2.0,86.0,9.0,0.0,17.0,0,1.0
org.apache.velocity.texen.util.FileUtil,1.0,0.0,0.0,0.0,3.0,0,1.0
org.apache.velocity.texen.util.PropertiesUtil,1.0,0.0,1.0,0.0,3.0,0,1.0
org.apache.velocity.util.ArrayIterator,1.0,33.0,0.0,0.0,4.0,0,1.0
org.apache.velocity.util.EnumerationIterator,1.0,0.0,0.0,0.0,1.0,0,1.0
org.apache.velocity.util.SimplePool,1.0,33.0,0.0,0.0,4.0,0,1.0
org.apache.velocity.util.StringUtils,1.0,0.0,0.0,0.0,20.0,0,1.0
org.apache.velocity.util.introspection.ClassMap,1.0,78.0,4.0,0.0,11.0,7,2.0
org.apache.velocity.util.introspection.Info,1.0,60.0,0.0,0.0,5.0,1,1.0
org.apache.velocity.util.introspection.IntrospectionCacheData,1.0,0.0,0.0,0.0,0.0,0,1.0
org.apache.velocity.util.introspection.Introspector,2.0,0.0,2.0,0.0,6.0,0,1.0
org.apache.velocity.util.introspection.IntrospectorBase,1.0,0.0,1.0,1.0,3.0,0,1.0
org.apache.velocity.util.introspection.MethodMap,1.0,77.0,1.0,0.0,9.0,6,2.0
org.apache.velocity.util.introspection.Uberspect,0.0,0.0,4.0,1.0,5.0,0,1.0
org.apache.velocity.util.introspection.UberspectImpl,1.0,50.0,15.0,0.0,6.0,0,3.0
org.apache.velocity.util.introspection.UberspectLoggable,0.0,0.0,1.0,1.0,1.0,0,1.0
org.apache.velocity.util.introspection.VelMethod,0.0,0.0,0.0,1.0,4.0,0,1.0
org.apache.velocity.util.introspection.VelPropertyGet,0.0,0.0,0.0,1.0,3.0,0,1.0
org.apache.velocity.util.introspection.VelPropertySet,0.0,0.0,0.0,1.0,3.0,0,1.0
