filename,npm,wmc,dit,noc,cbo,rfc,bug
apache.log4j.helpers.AbsoluteTimeDateFormat,2.0,4.0,2.0,2.0,4.0,12.0,0.0
apache.log4j.helpers.Loader,3.0,4.0,2.0,0.0,9.0,15.0,3.0
apache.log4j.helpers.FileWatchdog,2.0,5.0,2.0,2.0,6.0,19.0,2.0
apache.log4j.helpers.CyclicBuffer,6.0,7.0,2.0,0.0,5.0,13.0,1.0
apache.log4j.helpers.DateTimeDateFormat,0.0,4.0,3.0,0.0,6.0,16.0,0.0
apache.log4j.helpers.SyslogQuietWriter,4.0,4.0,3.0,0.0,3.0,10.0,0.0
apache.log4j.helpers.PatternParser,1.0,8.0,2.0,0.0,28.0,48.0,1.0
apache.log4j.helpers.QuietWriter,3.0,4.0,2.0,2.0,7.0,13.0,0.0
apache.log4j.helpers.LogLog,7.0,9.0,2.0,0.0,8.0,18.0,2.0
apache.log4j.helpers.CountingQuietWriter,4.0,4.0,3.0,0.0,7.0,8.0,0.0
apache.log4j.helpers.NullEnumeration,3.0,5.0,2.0,0.0,4.0,8.0,0.0
apache.log4j.helpers.ISO8601DateFormat,0.0,4.0,3.0,0.0,5.0,12.0,0.0
apache.log4j.helpers.RelativeTimeDateFormat,2.0,3.0,2.0,0.0,5.0,7.0,0.0
apache.log4j.helpers.AppenderAttachableImpl,7.0,8.0,2.0,0.0,6.0,22.0,0.0
apache.log4j.helpers.FormattingInfo,0.0,3.0,2.0,0.0,4.0,10.0,0.0
apache.log4j.helpers.OptionConverter,10.0,13.0,2.0,0.0,20.0,59.0,3.0
apache.log4j.helpers.DateLayout,9.0,8.0,3.0,1.0,14.0,26.0,0.0
apache.log4j.net.SocketAppender,13.0,18.0,3.0,0.0,15.0,54.0,1.0
apache.log4j.net.SMTPAppender,12.0,16.0,3.0,0.0,31.0,73.0,3.0
apache.log4j.net.SimpleSocketServer,1.0,6.0,2.0,0.0,18.0,34.0,0.0
apache.log4j.net.SyslogAppender,14.0,15.0,3.0,0.0,15.0,44.0,2.0
apache.log4j.net.SocketServer,1.0,8.0,2.0,0.0,26.0,56.0,1.0
apache.log4j.net.DefaultEvaluator,1.0,2.0,2.0,0.0,5.0,4.0,0.0
apache.log4j.net.SyslogTracerPrintWriter,2.0,5.0,3.0,0.0,6.0,13.0,0.0
apache.log4j.net.JMSSink,1.0,5.0,2.0,0.0,27.0,34.0,0.0
apache.log4j.net.JMSAppender,12.0,12.0,3.0,0.0,20.0,41.0,0.0
apache.log4j.net.SocketNode,1.0,4.0,2.0,0.0,17.0,25.0,0.0
apache.log4j.nt.NTEventLogAppender,14.0,16.0,3.0,0.0,11.0,33.0,1.0
apache.log4j.or.MessageRenderer,1.0,2.0,2.0,0.0,7.0,22.0,0.0
apache.log4j.or.ThreadGroupRenderer,1.0,2.0,2.0,0.0,7.0,16.0,0.0
apache.log4j.or.DefaultRenderer,1.0,2.0,2.0,0.0,3.0,4.0,0.0
apache.log4j.or.RendererMap,6.0,9.0,2.0,0.0,6.0,21.0,0.0
apache.log4j.spi.RootCategory,40.0,5.0,3.0,0.0,4.0,9.0,0.0
apache.log4j.spi.LoggingEvent,5.0,9.0,2.0,0.0,16.0,30.0,2.0
apache.log4j.spi.Filter,4.0,5.0,2.0,3.0,3.0,6.0,1.0
apache.log4j.spi.LocationInfo,4.0,7.0,2.0,0.0,11.0,23.0,1.0
apache.log4j.varia.StringMatchFilter,1.0,4.0,3.0,0.0,5.0,8.0,0.0
apache.log4j.varia.PriorityMatchFilter,1.0,4.0,3.0,0.0,6.0,8.0,1.0
apache.log4j.varia.Roller,1.0,7.0,2.0,0.0,18.0,36.0,0.0
apache.log4j.varia.HUP,1.0,2.0,2.0,0.0,9.0,15.0,0.0
apache.log4j.varia.ResilientFileAppender,13.0,5.0,4.0,0.0,6.0,18.0,0.0
apache.log4j.varia.HUPNode,1.0,2.0,2.0,0.0,12.0,15.0,0.0
apache.log4j.varia.DenyAllFilter,1.0,4.0,3.0,0.0,2.0,5.0,0.0
apache.log4j.varia.ExternallyRolledFileAppender,16.0,4.0,5.0,0.0,9.0,19.0,0.0
apache.log4j.xml.XMLLayout,3.0,6.0,3.0,0.0,7.0,24.0,1.0
apache.log4j.xml.DOMConfigurator,16.0,22.0,3.0,0.0,40.0,112.0,3.0
apache.log4j.xml.XMLWatchdog,2.0,2.0,3.0,0.0,4.0,6.0,0.0
