Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,MaxNesting,bug
File,org.apache.xalan.processor.ProcessorPreserveSpace,2,2,2,1,36,3,17,16,1,0,0,1,1,0,1,0,0,0,1,113,8,26,15,9,79,16,19,13,6,2,2,2,3.04,2,2,2,1,1,0.0
File,org.apache.xalan.processor.ProcessorStripSpace,2,2,2,1,36,4,16,16,1,0,0,1,1,0,1,0,0,0,1,113,9,25,14,9,79,16,19,13,6,2,2,2,3.16,2,2,2,1,1,0.0
File,org.apache.xalan.processor.ProcessorStylesheetDoc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,66,1,4,2,0,61,1,2,2,0,0,0,0,15.25,0,0,0,0,0,1.0
File,org.apache.xalan.processor.ProcessorStylesheetElement,3,3,3,1,45,4,28,13,1,0,0,2,2,0,2,0,0,0,2,168,14,66,18,29,88,28,35,14,21,5,5,5,1.33,6,6,6,2,3,0.0
File,org.apache.xalan.processor.ProcessorTemplate,1,1,1,1,20,1,8,11,1,0,0,1,1,0,1,0,0,1,0,88,4,14,7,3,70,6,8,5,3,1,1,1,5.0,1,1,1,1,0,0.0
File,org.apache.xalan.processor.ProcessorTemplateElem,2,2,2,1,30,1,17,12,1,0,0,3,3,0,3,0,0,1,2,166,12,59,19,24,98,23,30,13,17,4,4,4,1.66,7,7,7,3,2,1.0
File,org.apache.xalan.processor.ProcessorText,1,1,1,1,24,3,9,11,1,0,0,2,2,0,2,0,0,1,1,120,11,25,15,7,84,10,13,9,4,1,1,1,3.36,2,2,2,2,0,0.0
File,org.apache.xalan.processor.ProcessorUnknown,1,1,1,1,14,0,3,11,1,0,0,2,2,0,2,0,0,0,2,101,4,11,9,0,86,2,5,5,0,1,1,1,7.82,2,2,2,2,0,2.0
File,org.apache.xalan.processor.StopParseException,1,1,1,1,7,0,4,3,1,0,0,1,1,0,1,1,0,0,0,76,2,8,3,1,66,2,4,3,1,1,1,1,8.25,1,1,1,1,0,1.0
File,org.apache.xalan.processor.StylesheetHandler,1,1,2,1,19,1,8,9,1,0,3,69,69,24,69,29,5,2,33,1673,212,671,204,310,798,261,385,182,203,6,6,8,1.19,128,128,138,71,5,4.0
File,org.apache.xalan.processor.StylesheetPIHandler,6,6,10,4,42,2,30,11,1,0,0,6,6,6,6,0,0,0,6,362,30,200,41,111,138,77,116,37,79,32,32,58,0.69,38,38,64,24,6,1.0
File,org.apache.xalan.processor.TransformerFactoryImpl,3,3,4,2,37,2,20,14,1,0,8,21,21,11,21,2,0,0,19,1022,106,517,126,261,412,188,267,104,163,17,17,17,0.8,82,82,96,47,3,0.0
File,org.apache.xalan.processor.WhitespaceInfoPaths,1,1,1,1,9,0,4,5,1,0,0,4,4,1,4,1,0,0,3,117,11,25,10,5,81,10,15,10,5,1,1,1,3.24,4,4,4,4,0,0.0
File,org.apache.xalan.processor.XSLProcessorVersion,1,1,1,1,9,0,4,5,1,1,7,1,0,0,1,0,0,0,1,152,10,18,11,11,124,9,11,10,1,1,1,1,6.89,1,1,1,1,0,1.0
File,org.apache.xalan.processor.XSLTAttributeDef,3,2,3,1,41,3,23,15,2,0,24,34,34,9,34,27,6,0,1,1650,181,839,165,481,633,339,352,114,238,20,11,20,0.75,115,95,119,63,4,2.0
File,org.apache.xalan.processor.XSLTElementDef,2,2,2,1,18,0,9,8,1,2,3,37,35,15,37,34,3,0,0,866,89,365,104,172,413,134,205,84,121,11,11,15,1.13,74,74,99,54,4,0.0
File,org.apache.xalan.processor.XSLTElementProcessor,1,1,2,1,21,1,9,10,1,0,0,15,15,2,15,5,0,0,10,414,42,156,63,57,218,46,75,42,33,12,12,16,1.4,29,29,34,15,3,1.0
File,org.apache.xalan.processor.XSLTSchema,1,1,1,1,169,11,142,42,1,0,0,5,5,1,5,3,0,0,2,964,65,752,251,678,280,205,212,150,62,2,2,2,0.37,6,6,6,5,1,1.0
File,org.apache.xalan.res.XSLMessages,3,3,3,1,22,1,11,11,1,2,2,2,0,0,2,0,0,0,2,123,9,31,9,14,85,11,18,8,10,3,3,3,2.74,6,6,6,2,1,1.0
File,org.apache.xalan.res.XSLTErrorResources,2,2,2,1,23,2,12,9,1,2,244,3,1,0,3,0,1,0,2,2528,657,943,913,796,933,260,266,257,9,3,3,3,0.99,6,6,6,5,2,2.0
File,org.apache.xalan.res.XSLTErrorResources_de,1,1,1,1,9,0,4,5,1,0,13,1,1,0,1,0,0,0,1,1916,504,779,542,539,637,15,17,16,1,1,1,1,0.82,1,1,1,1,0,0.0
File,org.apache.xalan.res.XSLTErrorResources_en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,67,2,4,2,0,61,1,2,2,0,0,0,0,15.25,0,0,0,0,0,1.0
File,org.apache.xalan.res.XSLTErrorResources_es,1,1,1,1,9,0,4,5,1,0,13,1,1,0,1,0,0,0,1,1936,515,786,548,545,639,15,17,16,1,1,1,1,0.81,1,1,1,1,0,0.0
File,org.apache.xalan.res.XSLTErrorResources_fr,1,1,1,1,9,0,4,5,1,0,13,1,1,0,1,0,0,0,1,1923,504,786,548,545,637,15,17,16,1,1,1,1,0.81,1,1,1,1,0,0.0
File,org.apache.xalan.res.XSLTErrorResources_it,1,1,1,1,14,1,6,6,1,1,13,2,1,0,2,0,1,0,1,2401,971,789,546,544,645,20,24,20,4,2,2,2,0.82,3,3,3,2,1,0.0
File,org.apache.xalan.res.XSLTErrorResources_ja,1,1,1,1,9,0,4,5,1,0,13,1,1,0,1,0,0,0,1,2616,967,787,549,546,866,15,17,16,1,1,1,1,1.1,1,1,1,1,0,0.0
File,org.apache.xalan.res.XSLTErrorResources_ko,1,1,1,1,9,0,4,5,1,0,13,1,1,0,1,0,0,0,1,2387,966,788,550,547,637,15,17,16,1,1,1,1,0.81,1,1,1,1,0,0.0
File,org.apache.xalan.res.XSLTErrorResources_sv,1,1,1,1,9,0,4,5,1,0,13,1,1,0,1,0,0,0,1,2378,968,777,539,536,637,15,17,16,1,1,1,1,0.82,1,1,1,1,0,0.0
File,org.apache.xalan.res.XSLTErrorResources_zh_CN,1,1,1,1,9,0,4,5,1,0,13,1,1,0,1,0,0,0,1,2387,966,788,550,547,637,15,17,16,1,1,1,1,0.81,1,1,1,1,0,0.0
File,org.apache.xalan.res.XSLTErrorResources_zh_TW,1,1,1,1,9,0,4,5,1,0,13,1,1,0,1,0,0,0,1,2387,967,788,550,547,636,15,17,16,1,1,1,1,0.81,1,1,1,1,0,0.0
File,org.apache.xalan.serialize.DOMSerializer,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,66,3,4,2,0,59,1,2,2,0,0,0,0,14.75,0,0,0,0,0,0.0
File,org.apache.xalan.serialize.Serializer,0,0,0,0,0,0,0,0,1,0,0,9,9,0,9,0,0,0,9,178,12,18,16,0,148,15,16,16,0,0,0,0,8.22,0,0,0,0,0,0.0
File,org.apache.xalan.serialize.SerializerFactory,1,1,1,1,6,0,4,1,3,1,0,14,13,3,14,2,1,0,11,195,21,82,29,18,92,27,45,29,16,2,2,2,1.12,15,15,15,14,1,0.0
File,org.apache.xalan.serialize.SerializerUtils,4,4,4,1,37,3,22,12,1,6,0,6,0,0,6,0,0,0,6,310,29,146,55,63,136,48,73,38,35,7,7,7,0.93,24,24,28,8,4,1.0
File,org.apache.xalan.templates.AVT,3,3,3,2,36,5,23,9,1,0,0,14,14,5,14,0,0,0,14,636,98,341,60,166,216,129,179,58,121,26,20,27,0.63,52,46,54,31,11,1.0
File,org.apache.xalan.templates.AVTPart,1,1,1,1,6,0,2,4,1,0,0,6,6,0,6,0,0,0,6,130,10,18,13,1,102,7,11,10,1,1,1,1,5.67,3,3,3,3,0,1.0
File,org.apache.xalan.templates.AVTPartSimple,1,1,1,1,11,0,4,7,1,0,0,5,5,1,5,0,0,0,5,136,9,27,12,3,100,7,13,10,3,1,1,1,3.7,5,5,5,5,0,1.0
File,org.apache.xalan.templates.AVTPartXPath,1,1,1,1,14,0,5,8,1,0,0,7,7,1,7,0,0,0,7,186,12,49,23,9,125,16,25,17,8,2,2,2,2.55,8,8,8,7,1,1.0
File,org.apache.xalan.templates.AbsPathChecker,1,1,1,1,13,0,6,7,1,0,0,3,3,1,3,0,0,0,3,117,6,30,13,10,81,16,21,13,8,2,2,3,2.7,4,4,5,3,1,0.0
File,org.apache.xalan.templates.Constants,0,0,0,0,0,0,0,0,1,0,334,0,0,0,0,0,0,0,0,435,36,278,276,270,143,22,23,23,0,0,0,0,0.51,0,0,0,0,0,1.0
File,org.apache.xalan.templates.DecimalFormatProperties,1,1,1,1,11,0,4,7,1,0,0,25,25,2,25,0,0,0,25,418,35,114,31,32,269,34,61,31,30,2,2,2,2.36,26,26,26,25,1,2.0
File,org.apache.xalan.templates.ElemApplyImport,2,2,2,1,19,1,9,8,1,0,0,4,4,0,4,0,0,0,4,155,13,47,13,19,99,15,24,11,13,5,5,5,2.11,8,8,8,4,1,1.0
File,org.apache.xalan.templates.ElemApplyTemplates,5,4,5,2,45,5,28,12,1,0,0,8,8,2,8,0,0,0,8,484,57,249,61,153,182,125,164,61,103,31,26,31,0.73,43,38,46,16,8,2.0
File,org.apache.xalan.templates.ElemAttribute,4,2,4,1,27,1,13,12,1,0,0,8,8,0,8,1,0,2,5,314,25,120,29,56,170,32,53,23,30,15,5,15,1.42,33,20,39,10,3,3.0
File,org.apache.xalan.templates.ElemAttributeSet,1,1,1,1,16,1,7,7,1,0,0,7,7,1,7,0,0,0,7,211,22,65,19,27,126,23,34,17,17,3,3,3,1.94,10,10,10,7,1,2.0
File,org.apache.xalan.templates.ElemCallTemplate,2,2,2,1,24,1,13,9,1,0,0,12,12,3,12,0,0,0,12,400,40,171,46,85,191,79,110,49,61,8,8,9,1.12,30,30,31,17,5,1.0
File,org.apache.xalan.templates.ElemChoose,3,3,3,2,25,4,13,7,1,0,0,6,6,0,6,0,0,0,6,235,36,89,20,50,111,37,57,21,36,13,13,13,1.25,20,19,20,12,4,1.0
File,org.apache.xalan.templates.ElemComment,5,2,5,1,27,1,14,11,1,0,0,4,4,0,4,0,0,0,4,187,14,63,13,34,111,15,24,11,13,15,4,15,1.76,21,8,21,4,1,1.0
File,org.apache.xalan.templates.ElemCopy,3,3,3,1,33,2,19,11,1,0,0,3,3,0,3,0,0,0,3,184,14,69,21,35,101,31,42,19,23,8,8,9,1.46,10,10,11,3,3,1.0
File,org.apache.xalan.templates.ElemCopyOf,2,2,2,1,23,2,13,7,1,0,0,8,8,1,8,0,0,1,7,288,31,126,37,62,132,54,74,36,38,15,11,15,1.05,23,19,23,8,6,1.0
File,org.apache.xalan.templates.ElemElement,3,3,3,1,28,3,15,10,1,0,0,12,12,2,12,1,0,3,8,459,59,196,43,108,204,73,114,37,77,13,13,19,1.04,41,41,47,19,4,3.0
File,org.apache.xalan.templates.ElemEmpty,1,1,1,1,5,0,1,4,1,0,0,1,1,0,1,0,0,0,1,73,3,5,3,0,65,1,3,3,0,1,1,1,13.0,1,1,1,1,0,1.0
File,org.apache.xalan.templates.ElemExsltFuncResult,1,1,2,1,14,0,7,6,1,0,0,4,4,0,4,0,0,0,4,133,9,38,15,14,86,16,24,15,9,3,3,3,2.26,7,7,8,4,2,2.0
File,org.apache.xalan.templates.ElemExsltFunction,1,1,1,1,16,1,8,6,1,0,0,9,9,3,9,0,0,0,9,241,28,93,35,45,120,51,67,34,33,6,6,6,1.29,15,15,15,9,2,3.0
File,org.apache.xalan.templates.ElemExtensionCall,3,3,3,1,27,2,16,8,1,0,0,9,9,5,9,0,1,1,7,365,44,167,42,75,154,62,92,39,53,9,9,9,0.92,28,28,30,17,5,2.0
File,org.apache.xalan.templates.ElemExtensionDecl,2,2,2,1,21,1,8,11,1,0,0,14,14,3,14,0,0,0,14,404,41,133,40,62,231,51,81,40,41,14,14,15,1.74,31,31,32,14,5,1.0
File,org.apache.xalan.templates.ElemExtensionScript,1,1,1,1,9,0,3,5,1,0,0,6,6,2,6,0,0,0,6,138,10,29,10,7,99,8,15,10,5,1,1,1,3.41,6,6,6,6,0,1.0
File,org.apache.xalan.templates.ElemFallback,1,1,1,1,18,1,7,9,1,0,0,4,4,0,4,0,0,0,4,152,12,37,12,11,103,9,17,8,9,4,4,4,2.78,7,7,7,4,2,2.0
File,org.apache.xalan.templates.ElemForEach,2,2,2,1,21,2,11,7,1,0,1,18,18,3,18,0,0,1,17,537,69,228,57,120,240,104,145,56,89,12,12,12,1.05,39,39,40,18,4,2.0
File,org.apache.xalan.templates.ElemIf,2,2,2,1,17,1,7,8,1,0,0,7,7,1,7,0,0,1,6,219,24,63,19,27,132,24,40,19,21,7,7,7,2.1,15,15,15,7,3,1.0
File,org.apache.xalan.templates.ElemLiteralResult,2,2,2,1,19,1,9,8,1,0,0,31,31,9,31,1,1,2,27,758,96,306,80,141,363,118,186,81,105,9,9,13,1.19,69,69,79,39,5,3.0
File,org.apache.xalan.templates.ElemMessage,1,1,1,1,15,1,5,8,1,0,0,5,5,1,5,0,0,0,5,167,14,38,15,13,117,15,24,13,11,4,4,4,3.08,8,8,8,5,1,1.0
File,org.apache.xalan.templates.ElemNumber,4,3,4,1,36,4,20,12,3,0,2,52,52,15,52,7,3,4,38,2215,315,1138,235,670,809,431,614,199,415,33,22,44,0.71,210,190,246,92,8,1.0
File,org.apache.xalan.templates.ElemOtherwise,1,1,1,1,9,0,4,5,1,0,0,2,2,0,2,0,0,0,2,92,4,12,4,2,76,3,6,4,2,1,1,1,6.33,2,2,2,2,0,1.0
File,org.apache.xalan.templates.ElemPI,4,2,4,1,24,2,12,9,1,0,0,7,7,1,7,0,0,0,7,266,28,95,22,54,144,30,46,20,26,15,8,15,1.52,29,16,30,10,1,2.0
File,org.apache.xalan.templates.ElemParam,1,1,1,1,13,0,5,6,1,0,0,6,6,1,6,0,0,0,6,165,15,43,16,16,107,18,29,16,13,4,4,4,2.49,10,10,10,6,1,2.0
File,org.apache.xalan.templates.ElemSort,1,1,1,1,18,0,5,12,1,0,0,14,14,5,14,0,0,0,14,384,25,88,28,37,272,33,54,27,27,6,6,6,3.09,20,20,20,14,1,1.0
File,org.apache.xalan.templates.ElemTemplate,1,1,1,1,13,0,5,8,1,0,0,21,21,10,21,0,0,0,21,458,44,125,45,43,289,54,79,43,36,3,3,3,2.31,24,24,24,21,1,1.0
File,org.apache.xalan.templates.ElemTemplateElement,1,1,2,1,16,1,8,7,1,0,0,85,85,12,85,6,1,4,74,1687,223,722,189,332,748,283,442,189,253,11,11,12,1.04,164,164,184,115,4,4.0
File,org.apache.xalan.templates.ElemText,1,1,1,1,19,0,6,12,1,0,0,5,5,1,5,0,0,0,5,183,12,36,10,14,136,11,18,10,8,2,2,2,3.78,6,6,6,5,1,1.0
File,org.apache.xalan.templates.ElemTextLiteral,1,1,1,1,16,0,6,8,1,0,0,10,10,4,10,0,0,0,10,268,22,81,23,26,165,26,43,21,22,6,6,6,2.04,16,16,16,10,2,1.0
File,org.apache.xalan.templates.ElemUnknown,1,1,1,1,12,0,3,9,1,0,0,1,1,0,1,0,0,0,1,82,4,9,7,0,69,3,5,5,0,1,1,1,7.67,1,1,1,1,0,2.0
File,org.apache.xalan.templates.ElemUse,2,2,2,1,25,1,10,14,1,0,0,6,6,1,6,0,1,0,5,243,21,70,26,25,152,27,42,22,20,5,5,5,2.17,14,14,14,6,4,2.0
File,org.apache.xalan.templates.ElemValueOf,2,2,2,1,25,2,12,11,1,0,0,10,10,3,10,0,0,1,9,372,39,143,35,74,191,56,81,35,46,11,11,13,1.34,23,23,26,10,4,1.0
File,org.apache.xalan.templates.ElemVariable,1,1,2,1,18,1,8,8,1,1,0,22,21,5,22,1,0,2,19,553,67,210,56,93,277,78,123,54,69,6,6,9,1.32,42,42,48,29,4,2.0
File,org.apache.xalan.templates.ElemVariablePsuedo,1,1,1,1,17,1,4,11,1,0,0,2,2,1,2,0,0,0,2,105,9,17,8,3,79,8,11,8,3,1,1,1,4.65,2,2,2,2,0,0.0
