Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,MaxNesting,bug
File,org.apache.xalan.extensions.ExtensionNamespacesManager,2,2,2,1,21,1,13,6,1,0,0,9,9,3,9,0,1,0,8,292,27,127,26,82,141,60,84,28,56,6,6,8,1.11,23,23,25,14,2,0.0
File,org.apache.xalan.extensions.ExtensionsTable,2,2,2,1,23,0,13,9,1,0,0,6,6,2,6,0,0,0,6,247,17,104,46,36,127,44,60,37,23,5,5,5,1.22,16,16,16,6,3,1.0
File,org.apache.xalan.extensions.MethodResolver,9,8,10,7,70,3,50,18,2,10,12,11,1,2,11,3,3,0,5,1031,72,666,211,404,314,235,333,123,210,33,28,36,0.47,109,98,118,87,5,1.0
File,org.apache.xalan.extensions.XSLProcessorContext,4,3,4,2,33,2,21,8,1,0,0,7,7,5,7,0,0,0,7,356,40,181,53,83,136,81,109,50,59,25,21,25,0.75,31,27,31,17,8,0.0
File,org.apache.xalan.lib.ExsltCommon,3,3,3,3,30,0,11,19,1,2,0,2,0,0,2,0,0,0,2,170,10,53,31,15,107,35,43,31,12,6,6,6,2.02,7,7,7,7,2,0.0
File,org.apache.xalan.lib.ExsltDatetime,1,1,2,1,19,0,9,9,1,42,8,42,0,0,42,0,7,0,35,958,70,439,200,253,454,225,303,180,123,4,4,6,1.03,79,79,88,60,3,3.0
File,org.apache.xalan.lib.ExsltMath,4,4,4,2,38,1,19,18,1,4,0,4,0,0,4,0,0,0,4,263,17,105,55,50,143,72,89,57,32,4,4,4,1.36,16,16,16,8,2,2.0
File,org.apache.xalan.lib.ExsltSets,2,2,3,2,24,0,10,14,1,6,0,6,0,0,6,0,0,0,6,261,16,93,48,37,154,57,74,48,26,5,5,6,1.66,16,16,18,12,2,0.0
File,org.apache.xalan.lib.Extensions,3,3,3,2,37,4,19,13,1,10,0,11,1,0,11,0,2,0,9,522,63,242,92,121,219,117,152,83,69,6,6,6,0.9,34,34,34,22,2,1.0
File,org.apache.xalan.lib.NodeInfo,2,2,3,2,25,1,12,11,1,8,0,8,0,0,8,0,0,0,8,284,24,105,47,72,155,50,71,39,32,3,3,4,1.48,20,20,24,16,1,0.0
File,org.apache.xalan.lib.PipeDocument,4,4,6,1,75,5,44,26,1,0,0,2,2,0,2,0,0,0,2,273,19,132,80,62,123,93,103,77,26,7,7,11,0.93,9,9,13,2,6,0.0
File,org.apache.xalan.lib.Redirect,5,5,7,1,46,2,38,6,1,0,2,6,6,2,6,0,3,0,3,473,31,254,101,120,193,92,124,64,60,9,9,11,0.76,35,35,42,6,3,0.0
File,org.apache.xalan.lib.sql.ConnectionPool,0,0,0,0,0,0,0,0,1,0,0,14,14,0,14,0,0,0,14,195,22,23,21,0,150,20,21,21,0,0,0,0,6.52,0,0,0,0,0,0.0
File,org.apache.xalan.lib.sql.ConnectionPoolManager,1,1,1,1,17,1,6,9,1,0,2,5,5,0,5,0,0,0,5,168,19,41,14,14,109,17,27,14,13,3,3,3,2.66,9,9,9,5,2,0.0
File,org.apache.xalan.lib.sql.DTMDocument,2,2,2,1,14,0,8,5,2,1,7,96,95,6,96,0,1,28,67,1629,173,870,169,461,588,376,588,171,417,26,13,26,0.68,230,210,231,103,3,2.0
File,org.apache.xalan.lib.sql.DefaultConnectionPool,3,3,3,1,23,3,12,7,1,0,1,19,19,6,19,0,2,1,16,589,95,265,54,119,229,102,159,55,104,9,9,9,0.86,57,57,57,27,4,3.0
File,org.apache.xalan.lib.sql.ObjectArray,1,1,1,1,19,1,11,6,2,1,0,8,7,5,8,0,1,0,7,207,30,104,36,54,73,48,63,29,34,3,3,3,0.7,13,13,13,8,1,0.0
File,org.apache.xalan.lib.sql.PooledConnection,1,1,1,1,9,0,4,4,1,0,0,5,5,2,5,0,0,0,5,128,8,32,11,10,88,11,19,11,8,2,2,2,2.75,7,7,7,5,1,0.0
File,org.apache.xalan.lib.sql.QueryParameter,1,1,1,1,7,0,3,3,1,0,0,5,5,2,5,0,0,0,5,117,8,23,9,6,86,9,15,9,6,1,1,1,3.74,5,5,5,5,0,0.0
File,org.apache.xalan.lib.sql.SQLDocument,6,6,6,1,55,5,40,9,1,0,23,10,10,35,10,0,2,3,5,885,97,489,86,321,302,182,243,87,156,25,25,25,0.62,66,66,67,12,4,2.0
File,org.apache.xalan.lib.sql.SQLErrorDocument,1,1,1,1,18,2,9,6,1,0,4,4,4,7,4,0,1,1,2,203,23,57,22,38,123,33,38,22,16,1,1,1,2.16,4,4,4,4,0,0.0
File,org.apache.xalan.lib.sql.XConnection,5,5,5,1,36,3,23,9,1,0,1,17,17,8,17,1,2,0,14,828,97,451,104,251,281,214,290,98,192,19,19,21,0.62,86,86,89,22,4,0.0
File,org.apache.xalan.processor.ProcessorAttributeSet,1,1,1,1,32,2,13,16,1,0,0,2,2,0,2,0,0,0,2,139,10,35,14,13,94,16,20,10,10,2,2,2,2.69,3,3,3,2,1,0.0
File,org.apache.xalan.processor.ProcessorCharacters,2,2,3,1,31,3,14,12,1,0,0,4,4,3,4,1,0,0,3,220,25,75,27,37,120,36,46,22,24,5,5,8,1.6,10,10,13,4,2,0.0
File,org.apache.xalan.processor.ProcessorDecimalFormat,1,1,1,1,33,3,9,21,1,0,0,1,1,0,1,0,0,0,1,109,7,16,9,4,86,8,10,7,3,1,1,1,5.38,1,1,1,1,0,0.0
File,org.apache.xalan.processor.ProcessorExsltFuncResult,4,4,7,1,30,1,24,5,1,0,0,1,1,0,1,0,0,0,1,116,7,44,23,13,65,25,30,21,9,4,4,7,1.48,4,4,7,1,2,0.0
File,org.apache.xalan.processor.ProcessorExsltFunction,3,3,4,2,22,0,17,5,1,0,0,5,5,0,5,1,0,1,3,212,13,114,48,49,87,56,72,41,31,7,7,13,0.76,15,15,24,10,3,2.0
File,org.apache.xalan.processor.ProcessorGlobalParamDecl,1,1,1,1,20,1,7,11,1,0,0,2,2,0,2,0,0,1,1,115,8,23,13,5,84,10,13,9,4,1,1,1,3.65,2,2,2,2,0,0.0
File,org.apache.xalan.processor.ProcessorGlobalVariableDecl,1,1,1,1,20,1,7,11,1,0,0,2,2,0,2,0,0,1,1,115,8,23,13,5,84,10,13,9,4,1,1,1,3.65,2,2,2,2,0,0.0
File,org.apache.xalan.processor.ProcessorImport,1,1,1,1,9,0,4,5,1,0,0,2,2,0,2,0,0,2,0,108,10,27,19,2,71,18,21,19,2,1,1,1,2.63,2,2,2,2,0,0.0
File,org.apache.xalan.processor.ProcessorInclude,4,4,4,1,39,4,25,10,1,0,0,6,6,1,6,0,0,3,3,341,42,177,53,85,125,71,95,45,50,18,18,19,0.71,25,25,26,10,4,0.0
File,org.apache.xalan.processor.ProcessorKey,5,5,5,1,53,6,33,14,1,0,0,2,2,0,2,1,0,0,1,193,20,76,27,41,97,33,44,24,20,9,9,9,1.28,10,10,10,2,3,0.0
File,org.apache.xalan.processor.ProcessorLRE,9,9,12,2,97,14,69,14,1,0,0,3,3,0,3,0,1,0,2,388,52,229,58,131,109,109,138,54,84,23,23,30,0.48,29,29,36,8,4,1.0
File,org.apache.xalan.processor.ProcessorNamespaceAlias,3,3,3,1,43,2,25,16,1,0,0,1,1,0,1,0,0,0,1,124,6,32,12,16,86,18,22,10,12,3,3,3,2.69,3,3,3,1,1,0.0
File,org.apache.xalan.processor.ProcessorOutputElem,1,1,1,1,12,0,6,6,1,0,0,13,13,1,13,0,0,0,13,264,27,94,35,31,143,39,55,31,24,3,3,3,1.52,15,15,15,13,2,0.0
File,org.apache.xalan.processor.ProcessorPreserveSpace,2,2,2,1,36,3,17,16,1,0,0,1,1,0,1,0,0,0,1,113,7,27,16,9,79,17,20,14,6,2,2,2,2.93,2,2,2,1,1,0.0
File,org.apache.xalan.processor.ProcessorStripSpace,2,2,2,1,36,4,16,16,1,0,0,1,1,0,1,0,0,0,1,113,8,26,15,9,79,17,20,14,6,2,2,2,3.04,2,2,2,1,1,0.0
File,org.apache.xalan.processor.ProcessorStylesheetDoc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,66,1,4,2,0,61,1,2,2,0,0,0,0,15.25,0,0,0,0,0,0.0
File,org.apache.xalan.processor.ProcessorStylesheetElement,3,3,3,1,45,4,28,13,1,0,0,2,2,0,2,0,0,0,2,168,14,66,18,29,88,28,35,14,21,5,5,5,1.33,6,6,6,2,3,0.0
File,org.apache.xalan.processor.ProcessorTemplate,1,1,1,1,20,1,8,11,1,0,0,1,1,0,1,0,0,1,0,91,5,16,9,3,70,8,10,7,3,1,1,1,4.38,1,1,1,1,0,0.0
File,org.apache.xalan.processor.ProcessorTemplateElem,2,2,2,1,30,1,17,12,1,0,0,3,3,0,3,0,0,1,2,173,13,65,25,24,98,29,36,19,17,4,4,4,1.51,7,7,7,3,2,0.0
File,org.apache.xalan.processor.ProcessorText,1,1,1,1,24,3,9,11,1,0,0,2,2,0,2,0,0,1,1,122,12,26,16,7,84,11,14,10,4,1,1,1,3.23,2,2,2,2,0,0.0
File,org.apache.xalan.processor.ProcessorUnknown,1,1,1,1,14,0,3,11,1,0,0,2,2,0,2,0,0,0,2,111,5,20,18,0,86,11,14,14,0,1,1,1,4.3,2,2,2,2,0,0.0
File,org.apache.xalan.processor.StopParseException,1,1,1,1,7,0,4,3,1,0,0,1,1,0,1,1,0,0,0,76,2,8,3,1,66,2,4,3,1,1,1,1,8.25,1,1,1,1,0,0.0
File,org.apache.xalan.processor.StylesheetHandler,1,1,2,1,19,1,8,9,1,0,5,70,70,23,70,30,5,2,33,1718,222,693,215,315,811,273,401,194,207,6,6,8,1.17,131,131,141,72,5,1.0
File,org.apache.xalan.processor.StylesheetPIHandler,6,6,10,4,42,2,30,11,1,0,0,6,6,6,6,0,0,0,6,362,30,200,41,111,138,77,116,37,79,32,32,58,0.69,38,38,64,24,6,0.0
File,org.apache.xalan.processor.TransformerFactoryImpl,4,4,5,2,40,3,22,14,1,1,9,22,21,3,22,2,1,0,19,1083,116,559,134,281,424,199,285,113,172,22,22,22,0.76,96,96,110,48,5,3.0
File,org.apache.xalan.processor.WhitespaceInfoPaths,1,1,1,1,9,0,4,5,1,0,0,4,4,1,4,1,0,0,3,60,10,25,10,5,25,10,15,10,5,1,1,1,1.0,4,4,4,4,0,0.0
File,org.apache.xalan.processor.XSLProcessorVersion,1,1,1,1,9,0,4,5,1,1,7,1,0,0,1,0,0,0,1,152,10,18,11,11,124,9,11,10,1,1,1,1,6.89,1,1,1,1,0,0.0
File,org.apache.xalan.processor.XSLTAttributeDef,3,2,3,1,41,3,23,15,2,0,24,34,34,9,34,27,6,0,1,1649,182,837,166,478,633,339,351,115,236,20,11,20,0.76,114,94,118,63,4,1.0
File,org.apache.xalan.processor.XSLTElementDef,2,2,2,1,18,0,9,8,1,2,3,37,35,15,37,34,3,0,0,868,90,366,107,170,413,137,208,87,121,11,11,15,1.13,74,74,97,54,4,1.0
File,org.apache.xalan.processor.XSLTElementProcessor,1,1,2,1,21,1,9,10,1,0,0,15,15,2,15,5,0,0,10,421,43,162,69,57,218,52,81,48,33,12,12,16,1.35,29,29,34,15,3,0.0
File,org.apache.xalan.processor.XSLTSchema,1,1,1,1,165,10,139,41,1,0,0,5,5,1,5,3,0,0,2,912,62,703,216,660,275,171,178,117,61,2,2,2,0.39,6,6,6,5,1,2.0
File,org.apache.xalan.res.XSLMessages,3,3,3,1,34,4,18,11,1,10,6,13,3,1,13,0,1,0,12,556,83,260,62,148,222,104,154,59,95,8,8,8,0.85,49,49,49,15,4,0.0
File,org.apache.xalan.res.XSLTErrorResources,1,1,1,1,18,1,8,8,1,6,283,8,2,0,8,0,1,0,7,1428,591,365,312,310,473,310,322,308,14,3,3,3,1.3,11,11,11,10,2,3.0
File,org.apache.xalan.serialize.CharInfo,4,4,4,1,47,5,24,17,1,0,6,4,4,3,4,0,0,1,3,311,42,121,35,63,148,58,77,34,43,15,15,16,1.22,18,18,19,7,5,0.0
File,org.apache.xalan.serialize.DOMSerializer,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,94,3,7,5,0,84,4,5,5,0,0,0,0,12.0,0,0,0,0,0,0.0
File,org.apache.xalan.serialize.ElemDesc,1,1,1,1,12,0,4,7,1,0,24,4,4,2,4,4,0,0,0,204,35,49,33,31,120,33,39,33,6,2,2,2,2.45,6,6,6,4,1,0.0
File,org.apache.xalan.serialize.EncodingInfo,1,1,1,1,15,1,6,8,1,0,0,1,1,3,1,0,0,0,1,95,6,13,6,3,76,7,9,6,3,1,1,1,5.85,1,1,1,1,0,0.0
File,org.apache.xalan.serialize.Encodings,5,5,5,3,38,2,24,11,1,8,6,8,0,0,8,0,1,0,7,420,42,216,46,113,164,86,124,50,74,13,13,14,0.76,41,41,46,26,4,1.0
File,org.apache.xalan.serialize.Method,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,91,5,8,6,4,78,5,6,6,0,0,0,0,9.75,0,0,0,0,0,0.0
File,org.apache.xalan.serialize.Serializer,0,0,0,0,0,0,0,0,1,0,0,9,9,0,9,0,0,0,9,164,12,18,16,0,134,15,16,16,0,0,0,0,7.44,0,0,0,0,0,0.0
File,org.apache.xalan.serialize.SerializerFactory,5,5,5,1,57,11,32,15,1,1,1,1,0,0,1,0,0,0,1,147,20,46,18,20,82,23,29,17,12,5,5,5,1.78,5,5,5,1,3,0.0
File,org.apache.xalan.serialize.SerializerToHTML,3,3,4,1,43,5,22,16,1,0,3,21,21,6,21,1,4,1,15,1367,201,755,102,537,424,395,475,93,382,11,11,14,0.56,79,79,98,25,5,0.0
File,org.apache.xalan.serialize.SerializerToText,1,1,2,1,28,1,9,18,1,0,0,16,16,0,16,1,0,1,14,554,47,158,39,52,349,40,70,29,41,10,10,16,2.21,29,29,35,16,3,0.0
File,org.apache.xalan.serialize.SerializerToXML,3,3,3,1,32,2,17,11,1,2,4,70,68,39,70,5,1,16,48,2571,332,1336,234,712,914,510,732,203,529,12,12,20,0.68,228,228,268,91,5,2.0
File,org.apache.xalan.serialize.WriterToASCI,1,1,1,1,13,0,5,8,1,0,0,7,7,1,7,0,0,0,7,176,13,43,14,11,120,16,26,15,11,2,2,2,2.79,9,9,9,7,1,0.0
File,org.apache.xalan.serialize.WriterToUTF8,2,2,2,1,21,1,11,9,1,0,0,7,7,1,7,0,0,0,7,226,17,83,18,39,126,35,51,19,32,4,4,4,1.52,15,15,15,7,2,0.0
File,org.apache.xalan.serialize.WriterToUTF8Buffered,3,3,3,1,28,2,15,9,1,0,0,11,11,3,11,0,2,0,9,413,49,184,37,95,181,82,117,37,80,6,6,6,0.98,34,34,34,11,2,0.0
File,org.apache.xalan.templates.AVT,3,3,3,2,36,5,23,9,1,0,0,14,14,5,14,0,0,0,14,642,101,344,63,166,216,132,182,61,121,26,20,27,0.63,52,46,54,31,11,0.0
File,org.apache.xalan.templates.AVTPart,1,1,1,1,6,0,2,4,1,0,0,6,6,0,6,0,0,0,6,133,11,19,14,1,103,8,12,11,1,1,1,1,5.42,3,3,3,3,0,0.0
File,org.apache.xalan.templates.AVTPartSimple,1,1,1,1,11,0,4,7,1,0,0,5,5,1,5,0,0,0,5,138,10,27,12,3,101,7,13,10,3,1,1,1,3.74,5,5,5,5,0,0.0
File,org.apache.xalan.templates.AVTPartXPath,1,1,1,1,14,0,5,8,1,0,0,7,7,1,7,0,0,0,7,190,13,51,25,9,126,18,27,19,8,2,2,2,2.47,8,8,8,7,1,0.0
File,org.apache.xalan.templates.AbsPathChecker,1,1,1,1,13,0,6,7,1,0,0,3,3,1,3,0,0,0,3,117,6,30,13,10,81,16,21,13,8,2,2,3,2.7,4,4,5,3,1,0.0
File,org.apache.xalan.templates.Constants,0,0,0,0,0,0,0,0,1,0,349,0,0,0,0,0,0,0,0,504,43,299,297,285,197,29,30,30,0,0,0,0,0.66,0,0,0,0,0,1.0
File,org.apache.xalan.templates.DecimalFormatProperties,1,1,1,1,11,0,4,7,1,0,0,25,25,2,25,0,0,0,25,430,39,122,39,32,269,42,69,39,30,2,2,2,2.2,26,26,26,25,1,0.0
File,org.apache.xalan.templates.ElemApplyImport,2,2,2,1,19,1,9,8,1,0,0,4,4,0,4,0,0,0,4,159,14,48,14,19,101,16,25,12,13,5,5,5,2.1,8,8,8,4,1,0.0
File,org.apache.xalan.templates.ElemApplyTemplates,5,4,5,2,45,4,29,12,1,0,0,8,8,2,8,0,0,0,8,485,55,252,64,156,182,128,167,64,103,31,26,31,0.72,43,38,46,16,8,1.0
File,org.apache.xalan.templates.ElemAttribute,4,2,5,1,26,1,14,10,1,0,0,8,8,0,8,1,0,2,5,310,29,129,33,65,153,40,63,27,36,15,4,15,1.19,35,22,41,10,3,2.0
File,org.apache.xalan.templates.ElemAttributeSet,1,1,1,1,16,1,7,7,1,0,0,7,7,1,7,0,0,0,7,217,25,68,22,27,126,26,37,20,17,3,3,3,1.85,10,10,10,7,1,0.0
File,org.apache.xalan.templates.ElemCallTemplate,2,2,2,1,24,1,13,9,1,0,0,12,12,3,12,0,0,0,12,399,39,171,46,85,191,79,110,49,61,8,8,9,1.12,30,30,31,17,5,0.0
File,org.apache.xalan.templates.ElemChoose,3,3,3,2,25,4,13,7,1,0,0,6,6,0,6,0,0,0,6,242,38,93,24,50,112,41,61,25,36,13,13,13,1.2,20,19,20,12,4,0.0
File,org.apache.xalan.templates.ElemComment,5,2,5,1,27,1,14,11,1,0,0,4,4,0,4,0,0,0,4,194,16,67,17,34,112,19,28,15,13,15,4,15,1.67,21,8,21,4,1,0.0
File,org.apache.xalan.templates.ElemCopy,3,3,3,1,33,2,19,11,1,0,0,3,3,0,3,0,0,0,3,193,18,73,25,35,102,35,46,23,23,8,8,9,1.4,10,10,11,3,3,0.0
File,org.apache.xalan.templates.ElemCopyOf,2,2,2,1,23,2,13,7,1,0,0,8,8,1,8,0,0,1,7,293,33,127,38,62,134,55,75,37,38,15,11,15,1.06,23,19,23,8,6,0.0
File,org.apache.xalan.templates.ElemElement,3,3,3,1,28,3,15,9,1,0,0,12,12,2,12,1,0,3,8,459,61,197,44,108,201,74,115,38,77,13,13,19,1.02,41,41,47,19,4,0.0
File,org.apache.xalan.templates.ElemEmpty,1,1,1,1,5,0,1,4,1,0,0,1,1,0,1,0,0,0,1,79,5,9,7,0,65,5,7,7,0,1,1,1,7.22,1,1,1,1,0,0.0
File,org.apache.xalan.templates.ElemExsltFuncResult,1,1,2,1,15,0,8,7,1,0,0,4,4,0,4,0,0,0,4,93,10,51,27,17,32,28,36,27,9,3,3,3,0.63,7,7,8,4,2,1.0
File,org.apache.xalan.templates.ElemExsltFunction,2,2,2,1,18,1,10,7,1,0,0,6,6,1,6,1,0,0,5,242,26,86,41,36,130,52,65,40,25,6,6,6,1.51,12,12,12,6,2,1.0
File,org.apache.xalan.templates.ElemExtensionCall,3,3,3,1,30,2,17,9,1,0,0,8,8,5,8,0,1,1,6,372,50,170,52,74,155,72,100,48,52,10,10,10,0.91,26,26,28,14,4,2.0
File,org.apache.xalan.templates.ElemExtensionDecl,2,2,2,1,21,1,8,11,1,0,0,14,14,3,14,0,0,0,14,416,44,141,48,62,232,59,89,48,41,14,14,15,1.65,31,31,32,14,5,0.0
File,org.apache.xalan.templates.ElemExtensionScript,1,1,1,1,9,0,3,5,1,0,0,6,6,2,6,0,0,0,6,138,10,29,10,7,99,8,15,10,5,1,1,1,3.41,6,6,6,6,0,0.0
File,org.apache.xalan.templates.ElemFallback,1,1,1,1,18,1,7,9,1,0,0,4,4,0,4,0,0,0,4,160,14,42,17,11,104,14,22,13,9,4,4,4,2.48,7,7,7,4,2,0.0
File,org.apache.xalan.templates.ElemForEach,2,2,2,1,21,2,11,7,1,0,1,18,18,3,18,0,0,1,17,557,73,241,70,124,243,116,157,68,89,12,12,12,1.01,39,39,40,18,4,2.0
File,org.apache.xalan.templates.ElemIf,2,2,2,1,17,1,7,8,1,0,0,7,7,1,7,0,0,1,6,226,26,67,23,27,133,28,44,23,21,7,7,7,1.99,15,15,15,7,3,0.0
File,org.apache.xalan.templates.ElemLiteralResult,2,2,2,1,19,1,9,8,1,0,0,31,31,9,31,1,1,2,27,772,100,315,89,141,364,127,195,90,105,9,9,13,1.16,69,69,79,39,5,0.0
File,org.apache.xalan.templates.ElemMessage,1,1,1,1,15,1,5,8,1,0,0,5,5,1,5,0,0,0,5,173,16,41,18,13,118,18,27,16,11,4,4,4,2.88,8,8,8,5,1,0.0
File,org.apache.xalan.templates.ElemNumber,4,3,4,1,36,4,20,12,3,0,2,52,52,15,52,7,3,4,38,2223,317,1141,238,670,812,434,617,202,415,33,22,44,0.71,210,190,246,92,8,0.0
File,org.apache.xalan.templates.ElemOtherwise,1,1,1,1,9,0,4,5,1,0,0,2,2,0,2,0,0,0,2,99,6,17,9,2,76,8,11,9,2,1,1,1,4.47,2,2,2,2,0,0.0
File,org.apache.xalan.templates.ElemPI,4,2,4,1,24,2,12,9,1,0,0,7,7,1,7,0,0,0,7,272,30,98,25,54,145,33,49,23,26,15,8,15,1.48,29,16,30,10,1,0.0
File,org.apache.xalan.templates.ElemParam,1,1,1,1,13,0,5,6,1,0,0,6,6,1,6,0,0,0,6,171,17,47,20,16,107,22,33,20,13,4,4,4,2.28,10,10,10,6,1,0.0
File,org.apache.xalan.templates.ElemSort,1,1,1,1,18,0,5,12,1,0,0,14,14,5,14,0,0,0,14,386,26,89,29,37,272,34,55,28,27,6,6,6,3.06,20,20,20,14,1,0.0
File,org.apache.xalan.templates.ElemTemplate,1,1,1,1,13,0,5,8,1,0,0,21,21,10,21,0,0,0,21,462,46,127,47,43,289,56,81,45,36,3,3,3,2.28,24,24,24,21,1,0.0
File,org.apache.xalan.templates.ElemTemplateElement,1,1,2,1,16,1,8,7,1,0,0,84,84,12,84,4,1,4,75,1686,226,727,198,330,740,292,450,198,252,11,11,12,1.02,163,163,178,114,4,1.0
File,org.apache.xalan.templates.ElemText,1,1,1,1,19,0,6,12,1,0,0,5,5,1,5,0,0,0,5,193,16,41,15,14,137,16,23,15,8,2,2,2,3.34,6,6,6,5,1,0.0
File,org.apache.xalan.templates.ElemTextLiteral,1,1,1,1,16,0,6,8,1,0,0,10,10,4,10,0,0,0,10,272,24,82,24,26,166,27,44,22,22,6,6,6,2.02,16,16,16,10,2,0.0
File,org.apache.xalan.templates.ElemUnknown,1,1,1,1,12,0,3,9,1,0,0,1,1,0,1,0,0,0,1,101,9,23,21,0,69,17,19,19,0,1,1,1,3.0,1,1,1,1,0,0.0
File,org.apache.xalan.templates.ElemUse,2,2,2,1,25,1,10,14,1,0,0,6,6,1,6,0,1,0,5,249,24,73,29,25,152,30,45,25,20,5,5,5,2.08,14,14,14,6,4,0.0
File,org.apache.xalan.templates.ElemValueOf,2,2,2,1,25,2,12,11,1,0,0,10,10,3,10,0,0,1,9,380,41,148,40,74,192,61,86,40,46,11,11,13,1.3,23,23,26,10,4,0.0
File,org.apache.xalan.templates.ElemVariable,1,1,2,1,18,1,8,8,1,1,0,22,21,5,22,1,0,2,19,560,69,214,60,93,278,82,126,58,68,6,6,9,1.3,41,41,46,29,4,1.0
File,org.apache.xalan.templates.ElemVariablePsuedo,1,1,1,1,17,1,4,11,1,0,0,2,2,1,2,0,0,0,2,48,8,17,8,3,23,8,11,8,3,1,1,1,1.35,2,2,2,2,0,0.0
File,org.apache.xalan.templates.ElemWhen,1,1,1,1,10,0,4,5,1,0,0,7,7,1,7,0,0,1,6,167,13,41,17,11,113,16,26,16,10,2,2,2,2.76,9,9,9,7,1,0.0
File,org.apache.xalan.templates.ElemWithParam,1,1,1,1,15,1,8,6,1,0,0,10,10,4,10,0,0,1,9,282,31,100,32,40,151,42,61,31,30,4,4,5,1.51,17,17,19,10,3,0.0
File,org.apache.xalan.templates.FuncDocument,6,6,7,1,55,6,31,17,1,0,0,7,7,0,7,1,0,1,5,506,63,257,80,138,192,107,145,73,72,21,21,24,0.75,43,43,52,10,5,1.0
