Name,SumCyclomatic,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountDeclMethodAll,CountDeclMethodPublic,bug
apache.tools.ant.filters.LineContains,21,4.0,0.0,3.0,24.0,7.0,0.0
apache.tools.ant.filters.LineContainsRegExp,21,4.0,0.0,5.0,24.0,7.0,0.0
apache.tools.ant.filters.PrefixLines,16,4.0,0.0,1.0,21.0,5.0,0.0
apache.tools.ant.filters.ReplaceTokens,39,4.0,0.0,4.0,28.0,7.0,1.0
apache.tools.ant.filters.StringInputStream,2,3.0,0.0,0.0,11.0,2.0,0.0
apache.tools.ant.filters.StripJavaComments,16,3.0,0.0,0.0,14.0,4.0,0.0
apache.tools.ant.filters.StripLineBreaks,14,4.0,0.0,1.0,21.0,5.0,0.0
apache.tools.ant.filters.StripLineComments,19,4.0,0.0,2.0,22.0,5.0,0.0
apache.tools.ant.filters.TabsToSpaces,14,4.0,0.0,1.0,21.0,5.0,0.0
apache.tools.ant.filters.TailFilter,29,4.0,0.0,2.0,24.0,6.0,0.0
apache.tools.ant.filters.TokenFilter,34,3.0,0.0,16.0,29.0,19.0,0.0
apache.tools.ant.filters.util.ChainReaderHelper,29,1.0,0.0,12.0,8.0,7.0,1.0
apache.tools.ant.helper.AntXMLContext,35,1.0,0.0,4.0,28.0,28.0,0.0
apache.tools.ant.helper.DefaultExecutor,6,1.0,0.0,3.0,2.0,2.0,0.0
apache.tools.ant.helper.ProjectHelper2,28,2.0,0.0,15.0,29.0,3.0,1.0
apache.tools.ant.helper.ProjectHelperImpl,17,2.0,0.0,10.0,22.0,2.0,0.0
apache.tools.ant.helper.SingleCheckExecutor,2,1.0,0.0,2.0,2.0,2.0,0.0
apache.tools.ant.input.DefaultInputHandler,14,1.0,1.0,3.0,4.0,2.0,0.0
apache.tools.ant.input.GreedyInputHandler,6,2.0,0.0,4.0,6.0,2.0,0.0
apache.tools.ant.input.InputRequest,8,1.0,1.0,0.0,7.0,7.0,0.0
apache.tools.ant.input.MultipleChoiceInputRequest,4,2.0,0.0,0.0,10.0,3.0,0.0
apache.tools.ant.input.PropertyFileInputHandler,8,1.0,0.0,2.0,3.0,2.0,0.0
apache.tools.ant.listener.AnsiColorLogger,19,2.0,0.0,1.0,19.0,0.0,0.0
apache.tools.ant.listener.MailLogger,24,2.0,0.0,11.0,23.0,1.0,4.0
apache.tools.ant.listener.TimestampedLogger,3,2.0,0.0,0.0,20.0,0.0,0.0
apache.tools.ant.loader.AntClassLoader2,1,3.0,0.0,0.0,55.0,1.0,0.0
apache.tools.ant.taskdefs.AbstractCvsTask,88,3.0,4.0,12.0,81.0,33.0,1.0
apache.tools.ant.taskdefs.AbstractJarSignerTask,35,3.0,2.0,11.0,62.0,12.0,0.0
apache.tools.ant.taskdefs.Ant,84,3.0,0.0,14.0,66.0,19.0,3.0
apache.tools.ant.taskdefs.AntStructure,11,3.0,0.0,4.0,44.0,3.0,0.0
apache.tools.ant.taskdefs.Antlib,12,3.0,0.0,6.0,45.0,3.0,1.0
apache.tools.ant.taskdefs.AntlibDefinition,6,3.0,3.0,2.0,43.0,4.0,0.0
apache.tools.ant.taskdefs.Apt,19,5.0,0.0,7.0,174.0,17.0,1.0
apache.tools.ant.taskdefs.Available,65,3.0,0.0,9.0,59.0,16.0,1.0
apache.tools.ant.taskdefs.BUnzip2,8,4.0,0.0,4.0,54.0,0.0,0.0
apache.tools.ant.taskdefs.BZip2,3,4.0,0.0,3.0,54.0,0.0,0.0
apache.tools.ant.taskdefs.Basename,8,3.0,0.0,2.0,43.0,4.0,0.0
apache.tools.ant.taskdefs.BuildNumber,17,3.0,0.0,3.0,44.0,2.0,0.0
apache.tools.ant.taskdefs.CVSPass,16,3.0,0.0,3.0,45.0,5.0,0.0
apache.tools.ant.taskdefs.CallTarget,26,3.0,0.0,7.0,53.0,14.0,0.0
apache.tools.ant.taskdefs.Checksum,78,4.0,0.0,10.0,103.0,17.0,2.0
apache.tools.ant.taskdefs.Chmod,24,5.0,0.0,10.0,129.0,16.0,1.0
apache.tools.ant.taskdefs.Classloader,26,3.0,0.0,6.0,49.0,10.0,3.0
apache.tools.ant.taskdefs.Concat,75,3.0,0.0,24.0,64.0,20.0,4.0
apache.tools.ant.taskdefs.ConditionTask,10,3.0,0.0,3.0,40.0,5.0,0.0
apache.tools.ant.taskdefs.Copy,138,3.0,2.0,18.0,83.0,27.0,5.0
apache.tools.ant.taskdefs.CopyPath,21,3.0,0.0,6.0,48.0,8.0,0.0
apache.tools.ant.taskdefs.Copydir,18,4.0,0.0,3.0,87.0,6.0,0.0
apache.tools.ant.taskdefs.Copyfile,11,3.0,0.0,2.0,44.0,5.0,0.0
apache.tools.ant.taskdefs.Cvs,1,4.0,0.0,0.0,82.0,1.0,0.0
apache.tools.ant.taskdefs.DefBase,16,4.0,3.0,7.0,56.0,10.0,0.0
apache.tools.ant.taskdefs.DefaultExcludes,11,3.0,0.0,4.0,44.0,5.0,0.0
apache.tools.ant.taskdefs.Definer,70,5.0,1.0,13.0,79.0,15.0,1.0
apache.tools.ant.taskdefs.Delete,102,4.0,0.0,37.0,124.0,39.0,5.0
apache.tools.ant.taskdefs.Deltree,12,3.0,0.0,1.0,42.0,2.0,0.0
apache.tools.ant.taskdefs.DependSet,17,4.0,0.0,25.0,89.0,7.0,3.0
apache.tools.ant.taskdefs.DiagnosticsTask,1,3.0,0.0,2.0,40.0,1.0,0.0
apache.tools.ant.taskdefs.Dirname,5,3.0,0.0,2.0,42.0,3.0,0.0
apache.tools.ant.taskdefs.Ear,11,6.0,0.0,7.0,164.0,4.0,1.0
apache.tools.ant.taskdefs.Echo,10,3.0,0.0,5.0,46.0,7.0,0.0
apache.tools.ant.taskdefs.EchoXML,7,3.0,0.0,5.0,18.0,3.0,1.0
apache.tools.ant.taskdefs.Exec,24,3.0,0.0,4.0,49.0,7.0,0.0
apache.tools.ant.taskdefs.ExecTask,80,3.0,1.0,14.0,81.0,30.0,1.0
apache.tools.ant.taskdefs.Execute,85,1.0,0.0,21.0,30.0,25.0,0.0
apache.tools.ant.taskdefs.ExecuteJava,40,1.0,0.0,17.0,12.0,12.0,0.0
apache.tools.ant.taskdefs.ExecuteOn,91,4.0,4.0,24.0,111.0,19.0,2.0
apache.tools.ant.taskdefs.ExecuteWatchdog,15,1.0,0.0,2.0,9.0,8.0,0.0
apache.tools.ant.taskdefs.Exit,25,3.0,0.0,5.0,50.0,7.0,0.0
apache.tools.ant.taskdefs.Expand,45,3.0,1.0,16.0,53.0,10.0,4.0
apache.tools.ant.taskdefs.Filter,8,3.0,0.0,3.0,44.0,4.0,0.0
apache.tools.ant.taskdefs.FixCRLF,39,4.0,0.0,12.0,97.0,15.0,2.0
apache.tools.ant.taskdefs.GUnzip,6,4.0,0.0,3.0,54.0,0.0,0.0
apache.tools.ant.taskdefs.GZip,3,4.0,0.0,2.0,54.0,0.0,0.0
apache.tools.ant.taskdefs.GenerateKey,32,3.0,0.0,5.0,52.0,13.0,0.0
apache.tools.ant.taskdefs.Get,35,3.0,0.0,7.0,48.0,9.0,3.0
apache.tools.ant.taskdefs.ImportTask,12,3.0,0.0,6.0,42.0,3.0,0.0
apache.tools.ant.taskdefs.Input,15,3.0,0.0,7.0,47.0,8.0,0.0
apache.tools.ant.taskdefs.JDBCTask,44,3.0,1.0,5.0,63.0,19.0,1.0
apache.tools.ant.taskdefs.Jar,102,5.0,2.0,20.0,157.0,13.0,6.0
apache.tools.ant.taskdefs.Java,110,3.0,0.0,22.0,99.0,43.0,2.0
apache.tools.ant.taskdefs.Javac,119,4.0,1.0,14.0,157.0,68.0,3.0
apache.tools.ant.taskdefs.Javadoc,218,3.0,0.0,34.0,128.0,80.0,4.0
apache.tools.ant.taskdefs.Jikes,7,1.0,0.0,5.0,2.0,0.0,0.0
apache.tools.ant.taskdefs.JikesOutputParser,22,1.0,0.0,2.0,12.0,5.0,0.0
apache.tools.ant.taskdefs.KeySubst,20,3.0,0.0,1.0,46.0,7.0,0.0
apache.tools.ant.taskdefs.Length,35,3.0,0.0,17.0,55.0,13.0,1.0
apache.tools.ant.taskdefs.LoadFile,1,4.0,0.0,1.0,47.0,1.0,0.0
apache.tools.ant.taskdefs.LoadProperties,23,3.0,0.0,12.0,50.0,10.0,1.0
apache.tools.ant.taskdefs.LoadResource,27,3.0,1.0,7.0,46.0,7.0,1.0
apache.tools.ant.taskdefs.LogOutputStream,7,3.0,2.0,3.0,12.0,3.0,0.0
apache.tools.ant.taskdefs.LogStreamHandler,4,2.0,0.0,4.0,19.0,3.0,0.0
apache.tools.ant.taskdefs.MacroDef,52,4.0,0.0,14.0,61.0,15.0,1.0
apache.tools.ant.taskdefs.MacroInstance,59,3.0,0.0,9.0,50.0,7.0,2.0
apache.tools.ant.taskdefs.MakeUrl,28,3.0,0.0,7.0,52.0,7.0,0.0
apache.tools.ant.taskdefs.Manifest,50,1.0,0.0,5.0,16.0,16.0,1.0
apache.tools.ant.taskdefs.ManifestClassPath,20,3.0,0.0,5.0,44.0,5.0,2.0
apache.tools.ant.taskdefs.ManifestException,1,2.0,0.0,0.0,1.0,1.0,0.0
apache.tools.ant.taskdefs.ManifestTask,20,3.0,0.0,9.0,46.0,7.0,1.0
apache.tools.ant.taskdefs.MatchingTask,46,3.0,21.0,25.0,80.0,39.0,0.0
apache.tools.ant.taskdefs.Mkdir,9,3.0,0.0,2.0,42.0,2.0,0.0
apache.tools.ant.taskdefs.Move,52,4.0,0.0,8.0,92.0,1.0,1.0
apache.tools.ant.taskdefs.Nice,8,3.0,0.0,2.0,42.0,3.0,0.0
apache.tools.ant.taskdefs.Pack,22,3.0,2.0,4.0,52.0,7.0,2.0
apache.tools.ant.taskdefs.Parallel,41,3.0,0.0,5.0,51.0,8.0,1.0
apache.tools.ant.taskdefs.Patch,23,3.0,0.0,6.0,49.0,10.0,0.0
apache.tools.ant.taskdefs.PathConvert,45,3.0,0.0,13.0,58.0,15.0,0.0
apache.tools.ant.taskdefs.PreSetDef,8,4.0,0.0,7.0,46.0,3.0,0.0
apache.tools.ant.taskdefs.ProcessDestroyer,23,1.0,0.0,1.0,7.0,5.0,0.0
apache.tools.ant.taskdefs.Property,77,3.0,0.0,6.0,74.0,25.0,1.0
apache.tools.ant.taskdefs.PumpStreamHandler,25,1.0,3.0,1.0,16.0,9.0,1.0
apache.tools.ant.taskdefs.Recorder,26,3.0,0.0,8.0,57.0,16.0,2.0
apache.tools.ant.taskdefs.RecorderEntry,44,1.0,0.0,7.0,25.0,17.0,1.0
apache.tools.ant.taskdefs.Redirector,92,1.0,0.0,19.0,38.0,30.0,2.0
apache.tools.ant.taskdefs.Rename,8,3.0,0.0,3.0,43.0,4.0,0.0
apache.tools.ant.taskdefs.Replace,54,4.0,0.0,9.0,102.0,15.0,3.0
apache.tools.ant.taskdefs.ResourceCount,13,3.0,0.0,5.0,46.0,7.0,0.0
apache.tools.ant.taskdefs.Rmic,79,4.0,0.0,14.0,127.0,44.0,2.0
apache.tools.ant.taskdefs.SQLExec,71,4.0,0.0,12.0,87.0,19.0,8.0
apache.tools.ant.taskdefs.SendEmail,1,4.0,0.0,0.0,71.0,1.0,0.0
apache.tools.ant.taskdefs.Sequential,3,3.0,0.0,1.0,41.0,2.0,0.0
apache.tools.ant.taskdefs.SignJar,44,4.0,0.0,9.0,80.0,14.0,2.0
apache.tools.ant.taskdefs.Sleep,14,3.0,0.0,2.0,49.0,9.0,0.0
apache.tools.ant.taskdefs.StreamPumper,17,1.0,0.0,0.0,10.0,8.0,1.0
apache.tools.ant.taskdefs.SubAnt,76,3.0,0.0,14.0,69.0,26.0,1.0
apache.tools.ant.taskdefs.Sync,34,3.0,0.0,13.0,55.0,11.0,4.0
apache.tools.ant.taskdefs.Tar,91,4.0,0.0,24.0,101.0,9.0,4.0
apache.tools.ant.taskdefs.TaskOutputStream,5,2.0,0.0,1.0,3.0,1.0,0.0
apache.tools.ant.taskdefs.Taskdef,1,7.0,0.0,1.0,80.0,1.0,0.0
apache.tools.ant.taskdefs.TempFile,9,3.0,0.0,3.0,46.0,7.0,1.0
apache.tools.ant.taskdefs.Touch,45,3.0,0.0,16.0,58.0,13.0,2.0
apache.tools.ant.taskdefs.Transform,0,5.0,0.0,0.0,111.0,0.0,0.0
apache.tools.ant.taskdefs.Tstamp,7,3.0,0.0,3.0,43.0,3.0,0.0
apache.tools.ant.taskdefs.Typedef,0,6.0,1.0,0.0,79.0,0.0,0.0
apache.tools.ant.taskdefs.Unpack,19,3.0,2.0,5.0,51.0,7.0,1.0
apache.tools.ant.taskdefs.Untar,8,4.0,0.0,8.0,58.0,2.0,2.0
apache.tools.ant.taskdefs.UpToDate,29,3.0,0.0,13.0,52.0,10.0,1.0
apache.tools.ant.taskdefs.VerifyJar,11,4.0,0.0,8.0,65.0,2.0,1.0
apache.tools.ant.taskdefs.WaitFor,15,3.0,0.0,4.0,44.0,7.0,1.0
apache.tools.ant.taskdefs.War,16,6.0,0.0,7.0,167.0,7.0,2.0
apache.tools.ant.taskdefs.WhichResource,19,3.0,0.0,4.0,46.0,6.0,0.0
apache.tools.ant.taskdefs.XSLTProcess,96,4.0,0.0,24.0,122.0,31.0,2.0
apache.tools.ant.taskdefs.XmlProperty,87,3.0,0.0,8.0,72.0,15.0,1.0
apache.tools.ant.taskdefs.Zip,197,4.0,1.0,29.0,127.0,27.0,8.0
apache.tools.ant.taskdefs.compilers.AptCompilerAdapter,12,2.0,0.0,8.0,27.0,1.0,0.0
apache.tools.ant.taskdefs.compilers.AptExternalCompilerAdapter,2,2.0,0.0,6.0,25.0,1.0,0.0
apache.tools.ant.taskdefs.compilers.CompilerAdapterFactory,19,1.0,0.0,14.0,4.0,1.0,0.0
apache.tools.ant.taskdefs.compilers.DefaultCompilerAdapter,69,1.0,10.0,15.0,23.0,2.0,2.0
apache.tools.ant.taskdefs.compilers.Gcj,14,2.0,0.0,7.0,26.0,2.0,1.0
apache.tools.ant.taskdefs.compilers.Javac12,4,2.0,0.0,7.0,24.0,1.0,0.0
apache.tools.ant.taskdefs.compilers.Javac13,3,2.0,0.0,4.0,24.0,1.0,0.0
apache.tools.ant.taskdefs.compilers.JavacExternal,6,2.0,0.0,8.0,25.0,1.0,0.0
apache.tools.ant.taskdefs.compilers.Jikes,25,2.0,0.0,7.0,24.0,1.0,0.0
apache.tools.ant.taskdefs.compilers.Jvc,11,2.0,0.0,7.0,24.0,1.0,0.0
apache.tools.ant.taskdefs.compilers.Kjc,11,2.0,0.0,7.0,25.0,1.0,0.0
apache.tools.ant.taskdefs.compilers.Sj,3,2.0,0.0,5.0,25.0,1.0,0.0
apache.tools.ant.taskdefs.condition.And,3,3.0,0.0,1.0,36.0,1.0,0.0
apache.tools.ant.taskdefs.condition.AntVersion,17,1.0,0.0,3.0,7.0,5.0,0.0
apache.tools.ant.taskdefs.condition.ConditionBase,26,2.0,7.0,20.0,35.0,21.0,0.0
apache.tools.ant.taskdefs.condition.Contains,6,1.0,0.0,1.0,4.0,4.0,0.0
apache.tools.ant.taskdefs.condition.Equals,8,1.0,0.0,1.0,5.0,5.0,0.0
apache.tools.ant.taskdefs.condition.FilesMatch,6,1.0,0.0,2.0,4.0,4.0,0.0
apache.tools.ant.taskdefs.condition.HasFreeSpace,10,1.0,0.0,4.0,6.0,5.0,0.0
apache.tools.ant.taskdefs.condition.HasMethod,26,2.0,0.0,5.0,21.0,8.0,0.0
apache.tools.ant.taskdefs.condition.Http,8,2.0,0.0,2.0,13.0,3.0,0.0
apache.tools.ant.taskdefs.condition.IsFailure,3,1.0,0.0,1.0,3.0,3.0,0.0
apache.tools.ant.taskdefs.condition.IsFalse,4,2.0,0.0,1.0,12.0,2.0,0.0
apache.tools.ant.taskdefs.condition.IsFileSelected,7,4.0,0.0,4.0,61.0,4.0,0.0
apache.tools.ant.taskdefs.condition.IsReachable,16,2.0,0.0,2.0,15.0,4.0,0.0
apache.tools.ant.taskdefs.condition.IsReference,8,2.0,0.0,3.0,13.0,3.0,1.0
apache.tools.ant.taskdefs.condition.IsSet,3,2.0,0.0,2.0,12.0,2.0,0.0
apache.tools.ant.taskdefs.condition.IsSigned,12,3.0,0.0,4.0,35.0,4.0,1.0
apache.tools.ant.taskdefs.condition.IsTrue,4,2.0,0.0,1.0,12.0,2.0,0.0
apache.tools.ant.taskdefs.condition.Matches,14,2.0,0.0,4.0,17.0,7.0,0.0
apache.tools.ant.taskdefs.condition.Not,3,3.0,0.0,1.0,36.0,1.0,0.0
apache.tools.ant.taskdefs.condition.Or,3,3.0,0.0,1.0,36.0,1.0,0.0
apache.tools.ant.taskdefs.condition.Os,30,1.0,0.0,1.0,12.0,12.0,1.0
apache.tools.ant.taskdefs.condition.ParserSupports,16,2.0,0.0,3.0,17.0,6.0,0.0
apache.tools.ant.taskdefs.condition.ResourcesMatch,10,1.0,0.0,6.0,3.0,3.0,0.0
apache.tools.ant.taskdefs.condition.Socket,8,2.0,0.0,2.0,13.0,3.0,0.0
apache.tools.ant.taskdefs.condition.TypeFound,7,2.0,0.0,5.0,14.0,3.0,0.0
apache.tools.ant.taskdefs.condition.Xor,2,3.0,0.0,1.0,36.0,1.0,0.0
apache.tools.ant.taskdefs.cvslib.CVSEntry,9,1.0,0.0,1.0,9.0,9.0,0.0
apache.tools.ant.taskdefs.cvslib.ChangeLogParser,26,1.0,0.0,1.0,10.0,3.0,1.0
apache.tools.ant.taskdefs.cvslib.ChangeLogTask,36,4.0,0.0,12.0,95.0,9.0,2.0
apache.tools.ant.taskdefs.cvslib.ChangeLogWriter,6,1.0,0.0,5.0,2.0,1.0,0.0
apache.tools.ant.taskdefs.cvslib.CvsTagDiff,41,4.0,0.0,6.0,92.0,7.0,1.0
apache.tools.ant.taskdefs.cvslib.CvsTagEntry,11,1.0,0.0,0.0,7.0,7.0,0.0
apache.tools.ant.taskdefs.cvslib.CvsUser,7,1.0,0.0,1.0,5.0,5.0,0.0
apache.tools.ant.taskdefs.cvslib.CvsVersion,21,4.0,0.0,1.0,87.0,6.0,1.0
apache.tools.ant.taskdefs.cvslib.RCSFile,6,1.0,0.0,0.0,5.0,0.0,0.0
apache.tools.ant.taskdefs.cvslib.RedirectingOutputStream,2,3.0,0.0,1.0,8.0,1.0,0.0
apache.tools.ant.taskdefs.cvslib.RedirectingStreamHandler,5,2.0,0.0,3.0,19.0,1.0,0.0
apache.tools.ant.taskdefs.email.EmailAddress,26,1.0,0.0,0.0,8.0,7.0,0.0
apache.tools.ant.taskdefs.email.EmailTask,66,3.0,2.0,13.0,70.0,31.0,4.0
apache.tools.ant.taskdefs.email.Header,4,1.0,0.0,0.0,4.0,4.0,0.0
apache.tools.ant.taskdefs.email.Mailer,17,1.0,2.0,5.0,18.0,17.0,1.0
apache.tools.ant.taskdefs.email.Message,14,2.0,0.0,1.0,21.0,11.0,0.0
apache.tools.ant.taskdefs.email.PlainMailer,15,2.0,1.0,5.0,20.0,1.0,1.0
apache.tools.ant.taskdefs.email.UUMailer,2,3.0,0.0,2.0,21.0,0.0,0.0
apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter,32,1.0,4.0,9.0,12.0,5.0,3.0
apache.tools.ant.taskdefs.rmic.ForkingSunRmic,3,2.0,1.0,9.0,14.0,1.0,0.0
apache.tools.ant.taskdefs.rmic.KaffeRmic,9,2.0,0.0,7.0,15.0,2.0,0.0
apache.tools.ant.taskdefs.rmic.RmicAdapterFactory,10,1.0,0.0,9.0,3.0,1.0,0.0
apache.tools.ant.taskdefs.rmic.SunRmic,5,2.0,0.0,7.0,13.0,1.0,2.0
apache.tools.ant.taskdefs.rmic.WLRmic,8,2.0,0.0,7.0,15.0,3.0,2.0
apache.tools.ant.taskdefs.rmic.XNewRmic,2,3.0,0.0,1.0,16.0,1.0,0.0
apache.tools.ant.types.AbstractFileSet,112,3.0,3.0,27.0,90.0,57.0,3.0
apache.tools.ant.types.AntFilterReader,18,3.0,0.0,4.0,40.0,9.0,0.0
apache.tools.ant.types.ArchiveFileSet,58,5.0,2.0,8.0,130.0,29.0,3.0
apache.tools.ant.types.ArchiveScanner,31,2.0,2.0,3.0,78.0,11.0,2.0
apache.tools.ant.types.Assertions,25,3.0,0.0,8.0,43.0,9.0,0.0
apache.tools.ant.types.Commandline,61,1.0,0.0,5.0,28.0,27.0,2.0
apache.tools.ant.types.CommandlineJava,65,1.0,0.0,14.0,39.0,33.0,0.0
apache.tools.ant.types.Comparison,7,2.0,2.0,1.0,13.0,4.0,0.0
apache.tools.ant.types.DTDLocation,0,2.0,1.0,0.0,6.0,0.0,0.0
apache.tools.ant.types.DataType,31,2.0,28.0,5.0,31.0,6.0,0.0
apache.tools.ant.types.Description,15,3.0,0.0,7.0,35.0,2.0,0.0
apache.tools.ant.types.DirSet,12,4.0,0.0,2.0,97.0,6.0,0.0
apache.tools.ant.types.EnumeratedAttribute,14,1.0,59.0,1.0,9.0,8.0,0.0
apache.tools.ant.types.Environment,6,1.0,1.0,2.0,4.0,4.0,0.0
apache.tools.ant.types.FileList,22,3.0,0.0,5.0,43.0,10.0,0.0
apache.tools.ant.types.FileSet,9,4.0,5.0,2.0,96.0,5.0,0.0
apache.tools.ant.types.FilterChain,26,3.0,1.0,24.0,55.0,24.0,0.0
apache.tools.ant.types.FilterSet,64,3.0,0.0,7.0,56.0,19.0,2.0
apache.tools.ant.types.FilterSetCollection,8,1.0,0.0,1.0,5.0,5.0,0.0
apache.tools.ant.types.FlexInteger,3,1.0,0.0,0.0,3.0,3.0,0.0
apache.tools.ant.types.LogLevel,4,2.0,2.0,1.0,13.0,3.0,0.0
apache.tools.ant.types.Mapper,38,3.0,0.0,8.0,46.0,13.0,0.0
apache.tools.ant.types.Parameter,6,1.0,0.0,0.0,6.0,6.0,0.0
apache.tools.ant.types.Path,86,3.0,0.0,13.0,64.0,28.0,1.0
apache.tools.ant.types.PatternSet,65,3.0,0.0,4.0,53.0,17.0,0.0
apache.tools.ant.types.Permissions,11,1.0,0.0,3.0,7.0,6.0,0.0
apache.tools.ant.types.PropertySet,57,3.0,0.0,11.0,54.0,19.0,0.0
apache.tools.ant.types.Quantifier,8,2.0,0.0,2.0,14.0,5.0,0.0
apache.tools.ant.types.RedirectorElement,100,3.0,0.0,8.0,58.0,23.0,0.0
apache.tools.ant.types.Reference,13,1.0,1.0,2.0,9.0,9.0,0.0
apache.tools.ant.types.RegularExpression,12,3.0,0.0,4.0,38.0,5.0,0.0
apache.tools.ant.types.Resource,54,3.0,7.0,1.0,59.0,27.0,0.0
apache.tools.ant.types.ResourceLocation,6,1.0,1.0,0.0,6.0,6.0,0.0
apache.tools.ant.types.Substitution,5,3.0,0.0,1.0,35.0,4.0,1.0
apache.tools.ant.types.TarFileSet,31,6.0,1.0,5.0,151.0,15.0,0.0
apache.tools.ant.types.TarScanner,9,3.0,0.0,5.0,79.0,0.0,0.0
apache.tools.ant.types.TimeComparison,11,2.0,1.0,2.0,16.0,7.0,0.0
apache.tools.ant.types.XMLCatalog,70,3.0,0.0,11.0,54.0,13.0,0.0
apache.tools.ant.types.ZipFileSet,15,6.0,0.0,5.0,139.0,4.0,0.0
apache.tools.ant.types.ZipScanner,10,3.0,0.0,6.0,79.0,0.0,1.0
apache.tools.ant.types.mappers.FilterMapper,6,4.0,0.0,4.0,58.0,3.0,0.0
apache.tools.ant.types.resources.comparators.Content,4,4.0,0.0,3.0,38.0,2.0,0.0
apache.tools.ant.types.resources.comparators.Date,1,4.0,0.0,1.0,36.0,0.0,1.0
apache.tools.ant.types.resources.comparators.DelegatedResourceComparator,21,4.0,0.0,3.0,40.0,3.0,0.0
apache.tools.ant.types.resources.comparators.Exists,3,4.0,0.0,1.0,36.0,0.0,0.0
apache.tools.ant.types.resources.comparators.FileSystem,3,4.0,0.0,3.0,36.0,0.0,1.0
apache.tools.ant.types.resources.comparators.Name,1,4.0,0.0,1.0,36.0,0.0,0.0
apache.tools.ant.types.resources.comparators.ResourceComparator,7,3.0,9.0,1.0,35.0,3.0,0.0
apache.tools.ant.types.resources.comparators.Reverse,6,4.0,0.0,2.0,39.0,3.0,0.0
apache.tools.ant.types.resources.comparators.Size,1,4.0,0.0,1.0,36.0,0.0,0.0
