Name,SumCyclomatic,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountDeclMethodAll,CountDeclMethodPublic,bug
apache.velocity.runtime.directive.Literal,4,2.0,0.0,3.0,11.0,4.0,0.0
apache.velocity.runtime.directive.Macro,16,2.0,0.0,9.0,14.0,5.0,3.0
apache.velocity.runtime.directive.MacroParseException,1,3.0,0.0,0.0,6.0,1.0,2.0
apache.velocity.runtime.directive.Parse,12,3.0,0.0,12.0,11.0,3.0,3.0
apache.velocity.runtime.directive.VMProxyArg,43,1.0,0.0,13.0,11.0,10.0,2.0
apache.velocity.runtime.directive.VelocimacroProxy,28,2.0,0.0,12.0,21.0,11.0,8.0
apache.velocity.runtime.log.AvalonLogSystem,10,1.0,0.0,3.0,4.0,4.0,0.0
apache.velocity.runtime.log.Log4JLogSystem,21,1.0,0.0,2.0,10.0,4.0,0.0
apache.velocity.runtime.log.LogManager,9,1.0,0.0,5.0,1.0,1.0,2.0
apache.velocity.runtime.log.NullLogSystem,3,1.0,0.0,1.0,3.0,3.0,0.0
apache.velocity.runtime.log.PrimordialLogSystem,6,1.0,0.0,1.0,4.0,4.0,0.0
apache.velocity.runtime.log.SimpleLog4JLogSystem,13,1.0,0.0,2.0,6.0,4.0,0.0
apache.velocity.runtime.log.VelocityFormatter,2,2.0,0.0,0.0,2.0,1.0,0.0
apache.velocity.runtime.parser.JJTParserState,17,1.0,0.0,1.0,12.0,0.0,1.0
apache.velocity.runtime.parser.ParseException,25,2.0,1.0,1.0,5.0,4.0,0.0
apache.velocity.runtime.parser.Parser,1087,1.0,0.0,52.0,143.0,45.0,10.0
apache.velocity.runtime.parser.ParserTokenManager,1201,1.0,0.0,3.0,93.0,10.0,5.0
apache.velocity.runtime.parser.Token,2,1.0,0.0,0.0,2.0,2.0,0.0
apache.velocity.runtime.parser.TokenMgrError,18,2.0,0.0,0.0,6.0,4.0,0.0
apache.velocity.runtime.parser.VelocityCharStream,53,1.0,0.0,0.0,24.0,21.0,3.0
apache.velocity.runtime.visitor.BaseVisitor,37,1.0,2.0,36.0,37.0,37.0,1.0
apache.velocity.runtime.visitor.NodeViewMode,39,2.0,0.0,36.0,73.0,34.0,1.0
apache.velocity.runtime.visitor.VMReferenceMungeVisitor,3,2.0,0.0,2.0,39.0,2.0,2.0
apache.velocity.servlet.VelocityServlet,32,2.0,1.0,12.0,16.0,5.0,0.0
apache.velocity.texen.Generator,31,1.0,0.0,4.0,20.0,16.0,0.0
apache.velocity.texen.ant.TexenTask,43,2.0,0.0,9.0,17.0,15.0,0.0
apache.velocity.texen.util.FileUtil,5,1.0,0.0,0.0,3.0,3.0,0.0
apache.velocity.texen.util.PropertiesUtil,9,1.0,0.0,1.0,3.0,1.0,0.0
apache.velocity.util.ArrayIterator,6,1.0,0.0,0.0,4.0,4.0,0.0
apache.velocity.util.EnumerationIterator,1,1.0,0.0,0.0,1.0,1.0,0.0
apache.velocity.util.SimplePool,7,1.0,0.0,0.0,4.0,4.0,0.0
apache.velocity.util.StringUtils,57,1.0,0.0,0.0,20.0,20.0,1.0
apache.velocity.util.introspection.ClassMap,50,1.0,0.0,4.0,11.0,3.0,3.0
apache.velocity.util.introspection.Info,5,1.0,0.0,0.0,5.0,4.0,2.0
apache.velocity.util.introspection.IntrospectionCacheData,0,1.0,0.0,0.0,0.0,0.0,0.0
apache.velocity.util.introspection.Introspector,6,2.0,0.0,2.0,6.0,2.0,3.0
apache.velocity.util.introspection.IntrospectorBase,6,1.0,1.0,1.0,3.0,1.0,3.0
apache.velocity.util.introspection.MethodMap,50,1.0,0.0,1.0,9.0,3.0,4.0
apache.velocity.util.introspection.UberspectImpl,24,1.0,0.0,15.0,6.0,6.0,9.0
