,Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,MaxNesting,bug
16,File,org.apache.tools.ant.NoBannerLogger,1,1,2,1,7,1,6,0,1,0,0,3,3,1,3,0,0,0,3,89,9,22,6,10,58,8,14,6,8,3,3,5,2.64,5,5,7,3,1,0
17,File,org.apache.tools.ant.PathTokenizer,2,2,3,1,13,1,10,1,1,0,0,3,3,3,3,0,0,0,3,128,10,40,12,21,78,18,26,12,14,4,4,8,1.95,7,7,11,3,2,0
18,File,org.apache.tools.ant.Project,2,2,2,1,18,1,12,4,1,0,15,2,2,16,2,0,0,0,2,191,26,82,50,55,83,62,65,46,19,4,4,4,1.01,5,5,5,2,2,0
19,File,org.apache.tools.ant.ProjectComponent,1,1,1,1,9,0,3,6,1,0,0,4,4,1,4,0,0,0,4,110,9,18,7,6,83,6,12,7,5,2,2,2,4.61,5,5,5,4,1,0
20,File,org.apache.tools.ant.ProjectHelper,2,2,2,1,14,1,11,1,8,8,1,43,35,19,43,0,8,2,33,800,108,541,138,332,151,249,377,128,249,12,12,13,0.28,125,125,128,45,3,0
21,File,org.apache.tools.ant.RuntimeConfigurable,1,1,1,1,6,0,4,2,1,0,0,11,11,5,11,3,0,0,8,163,18,61,24,27,84,31,41,22,19,3,3,3,1.38,13,13,13,11,1,0
22,File,org.apache.tools.ant.Target,1,1,1,1,4,0,4,0,1,0,0,9,9,8,9,1,0,0,8,129,15,51,25,22,63,24,32,21,11,3,3,3,1.24,12,12,12,9,2,0
23,File,org.apache.tools.ant.Task,1,1,1,1,7,0,3,3,1,0,0,19,19,6,19,1,0,3,15,232,25,82,28,36,125,32,57,28,29,4,4,4,1.52,24,24,24,19,3,0
24,File,org.apache.tools.ant.TaskAdapter,2,2,2,1,14,1,11,2,1,0,0,3,3,1,3,0,0,0,3,117,11,41,12,25,65,21,29,12,17,5,5,5,1.59,7,7,7,3,2,0
25,File,org.apache.tools.ant.TaskContainer,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,70,3,4,3,0,63,2,3,3,0,0,0,0,15.75,0,0,0,0,0,0
26,File,org.apache.tools.ant.UnknownElement,2,2,2,1,12,1,9,2,1,0,0,8,8,3,8,0,0,2,6,181,22,83,23,51,77,41,58,22,36,6,6,6,0.93,17,17,17,8,2,0
27,File,org.apache.tools.ant.XmlLogger,3,3,3,1,17,1,15,0,2,1,10,10,9,7,10,0,2,0,8,282,32,185,67,124,65,107,141,65,76,10,8,11,0.35,34,32,35,10,3,0
28,File,org.apache.tools.ant.listener.Log4jListener,3,2,3,1,12,0,12,0,1,0,1,8,8,1,8,0,0,0,8,178,15,105,28,65,58,45,68,28,40,9,5,9,0.55,26,22,26,8,3,1
29,File,org.apache.tools.ant.taskdefs.Ant,2,2,3,1,15,1,12,1,1,0,0,12,12,7,12,0,2,2,8,289,35,168,44,111,87,87,124,46,78,9,9,12,0.52,35,35,38,12,3,3
30,File,org.apache.tools.ant.taskdefs.AntStructure,3,3,3,1,26,3,21,2,1,0,0,6,6,6,6,1,3,0,2,255,33,148,39,105,74,92,110,34,76,7,7,7,0.5,21,21,21,9,2,1
31,File,org.apache.tools.ant.taskdefs.Available,2,2,2,1,8,0,7,0,1,0,0,17,17,9,17,0,4,0,13,242,30,152,36,79,60,63,105,37,68,9,9,15,0.39,42,42,48,28,3,0
32,File,org.apache.tools.ant.taskdefs.CVSPass,2,2,2,1,12,2,7,2,1,0,0,6,6,5,6,0,1,0,5,176,23,73,38,49,80,33,47,22,25,7,7,7,1.1,13,13,13,6,4,0
33,File,org.apache.tools.ant.taskdefs.CallTarget,1,1,1,1,7,0,6,0,1,0,0,7,7,4,7,0,0,2,5,149,14,55,14,29,81,26,38,14,24,3,3,3,1.47,11,11,11,7,1,1
34,File,org.apache.tools.ant.taskdefs.Chmod,1,1,1,1,7,0,5,1,1,0,0,16,16,3,16,0,0,2,14,209,24,94,27,50,91,44,66,27,39,4,4,5,0.97,21,21,26,16,2,1
35,File,org.apache.tools.ant.taskdefs.CompileTask,1,1,1,1,13,1,7,4,1,0,0,3,3,1,3,0,0,0,3,117,13,30,14,16,74,22,26,16,10,3,3,3,2.47,5,5,5,3,1,0
36,File,org.apache.tools.ant.taskdefs.ConditionTask,2,2,2,1,9,0,4,5,1,0,0,3,3,2,3,0,0,0,3,110,7,22,11,10,81,12,19,11,8,4,4,4,3.68,6,6,6,3,1,1
37,File,org.apache.tools.ant.taskdefs.Copy,2,2,3,1,14,1,9,3,1,0,0,20,20,15,20,0,0,6,14,408,52,219,66,140,141,105,157,67,90,14,14,14,0.64,54,54,61,23,4,2
38,File,org.apache.tools.ant.taskdefs.Copydir,2,2,2,1,9,1,8,0,1,0,0,6,6,6,6,0,0,0,6,143,18,65,23,38,60,30,41,21,20,8,8,8,0.92,13,13,13,6,2,0
39,File,org.apache.tools.ant.taskdefs.Copyfile,2,2,2,1,8,1,7,0,1,0,0,5,5,4,5,0,0,0,5,122,15,47,16,23,60,20,32,15,17,7,7,8,1.28,11,11,12,5,2,0
40,File,org.apache.tools.ant.taskdefs.Cvs,2,2,2,1,11,0,9,0,1,0,0,14,14,12,14,0,0,0,14,303,47,155,42,95,101,73,110,41,69,19,19,21,0.65,36,36,40,14,3,1
41,File,org.apache.tools.ant.taskdefs.Definer,2,2,2,1,10,0,9,0,1,0,0,13,13,6,13,0,2,1,10,220,26,130,42,78,64,58,86,38,48,12,12,16,0.49,28,28,32,12,4,0
42,File,org.apache.tools.ant.taskdefs.Delete,3,3,3,1,17,0,11,5,1,0,0,18,18,8,18,0,0,2,16,419,35,217,52,145,168,98,152,55,97,20,20,27,0.77,61,61,70,18,5,0
43,File,org.apache.tools.ant.taskdefs.Deltree,4,4,4,1,19,2,14,3,1,0,0,3,3,1,3,0,1,0,2,133,15,49,12,28,69,21,34,13,21,6,6,6,1.41,12,12,12,5,3,0
44,File,org.apache.tools.ant.taskdefs.DependSet,5,5,6,2,31,5,20,6,1,0,0,6,6,4,6,0,0,0,6,315,43,139,48,93,136,75,104,51,53,26,26,34,0.98,31,31,39,13,5,2
45,File,org.apache.tools.ant.taskdefs.Ear,1,1,1,1,9,0,7,1,1,0,0,7,7,2,7,0,0,3,4,146,15,60,19,29,71,30,42,17,25,3,3,5,1.18,11,11,13,7,2,0
46,File,org.apache.tools.ant.taskdefs.Echo,2,2,2,1,11,0,7,4,2,0,0,7,7,4,7,0,0,0,7,162,10,61,19,35,92,25,42,19,23,5,5,5,1.51,15,15,15,7,3,0
47,File,org.apache.tools.ant.taskdefs.Exec,2,2,2,1,11,1,9,0,2,0,1,12,12,11,12,0,0,3,9,243,33,136,44,81,75,68,99,40,59,13,13,14,0.55,31,31,32,12,4,0
48,File,org.apache.tools.ant.taskdefs.ExecTask,2,2,2,1,10,0,7,3,1,0,1,21,21,12,21,0,0,8,13,331,31,166,47,98,135,80,123,47,76,6,6,6,0.81,43,43,46,25,3,3
49,File,org.apache.tools.ant.taskdefs.Execute,2,2,2,1,15,0,9,5,8,3,5,32,29,14,32,4,2,2,24,733,61,404,113,222,268,182,270,111,159,8,8,8,0.66,75,75,79,47,4,1
50,File,org.apache.tools.ant.taskdefs.ExecuteJava,2,2,2,1,12,0,11,1,1,0,0,5,5,3,5,0,0,0,5,149,13,72,27,42,64,40,52,27,25,10,10,10,0.89,14,14,14,5,2,0
51,File,org.apache.tools.ant.taskdefs.ExecuteOn,2,2,3,1,19,1,13,3,2,0,0,15,15,10,15,0,0,6,9,399,46,229,58,158,125,119,164,65,99,11,11,12,0.55,44,44,49,18,5,1
52,File,org.apache.tools.ant.taskdefs.ExecuteStreamHandler,0,0,0,0,0,0,0,0,1,0,0,5,5,0,5,0,0,0,5,100,8,11,10,0,81,9,10,10,0,0,0,0,7.36,0,0,0,0,0,0
53,File,org.apache.tools.ant.taskdefs.ExecuteWatchdog,2,2,2,1,13,0,8,5,1,0,0,8,8,5,8,0,0,1,7,212,20,73,19,42,119,33,51,19,32,6,6,7,1.63,17,17,18,8,3,0
54,File,org.apache.tools.ant.taskdefs.Exit,1,1,1,1,5,0,4,1,1,0,0,3,3,1,3,0,0,0,3,88,7,19,7,7,62,7,12,7,5,2,2,3,3.26,4,4,5,3,1,2
55,File,org.apache.tools.ant.taskdefs.Expand,3,3,4,1,24,2,17,4,1,0,0,5,5,3,5,0,1,0,4,199,21,95,24,62,85,47,67,25,42,10,10,12,0.89,19,19,21,9,5,1
56,File,org.apache.tools.ant.taskdefs.Filter,1,1,2,1,5,0,5,0,1,0,0,5,5,3,5,0,0,1,4,112,13,37,17,13,62,19,28,17,11,4,4,9,1.68,8,8,13,5,1,0
57,File,org.apache.tools.ant.taskdefs.FixCRLF,3,2,3,1,18,1,13,4,5,0,18,45,45,21,45,0,6,1,38,1056,131,662,153,434,297,312,438,145,293,33,28,33,0.45,142,133,146,60,7,0
58,File,org.apache.tools.ant.taskdefs.GUnzip,5,5,5,1,22,2,20,0,1,0,0,3,3,2,3,0,0,0,3,143,15,68,17,44,60,30,46,17,29,14,14,15,0.88,16,16,17,3,3,0
59,File,org.apache.tools.ant.taskdefs.GZip,2,2,2,1,11,0,10,0,1,0,0,5,5,2,5,0,2,0,3,138,15,62,19,33,61,26,39,17,22,7,7,7,0.98,12,12,12,5,2,0
60,File,org.apache.tools.ant.taskdefs.GenerateKey,2,2,2,1,10,1,9,0,3,0,0,21,21,17,21,0,0,0,21,340,59,217,56,121,64,117,165,57,108,16,16,17,0.29,45,45,46,21,2,1
61,File,org.apache.tools.ant.taskdefs.Get,4,4,5,2,28,3,16,9,1,0,0,7,7,5,7,0,0,1,6,283,32,126,31,83,128,65,96,31,65,23,23,27,1.02,31,31,35,15,3,0
62,File,org.apache.tools.ant.taskdefs.Jar,3,3,3,1,17,0,14,2,1,0,0,14,14,4,14,0,2,7,5,331,26,213,40,122,92,84,127,37,90,9,9,10,0.43,45,45,46,21,3,0
67,File,org.apache.tools.ant.taskdefs.Jikes,4,4,5,1,35,2,25,8,1,0,0,2,2,3,2,0,0,2,0,144,9,59,15,39,76,34,45,16,29,8,8,9,1.29,9,9,10,2,4,0
68,File,org.apache.tools.ant.taskdefs.JikesOutputParser,1,1,1,1,8,0,4,3,1,0,0,12,12,7,12,0,4,3,5,188,18,66,24,31,105,30,51,24,27,6,6,6,1.59,22,22,22,14,3,0
69,File,org.apache.tools.ant.taskdefs.KeySubst,2,2,2,1,17,0,13,4,1,2,0,7,5,4,7,0,0,0,7,205,12,101,34,65,92,57,74,31,43,5,5,6,0.91,16,16,18,7,3,0
70,File,org.apache.tools.ant.taskdefs.LogOutputStream,1,1,1,1,8,0,4,4,1,0,0,7,7,4,7,0,0,3,4,147,17,40,19,17,90,23,34,19,15,3,3,4,2.25,10,10,11,7,2,0
71,File,org.apache.tools.ant.taskdefs.LogStreamHandler,1,1,1,1,10,0,6,4,1,0,0,2,2,0,2,0,0,0,2,94,6,22,10,8,66,12,16,10,6,2,2,2,3.0,3,3,3,2,1,0
72,File,org.apache.tools.ant.taskdefs.Manifest,2,2,2,1,15,0,9,5,3,0,6,31,31,8,31,0,0,0,31,622,68,317,86,192,237,154,225,96,129,7,7,7,0.75,78,78,88,47,3,0
73,File,org.apache.tools.ant.taskdefs.ManifestException,1,1,1,1,7,0,3,4,1,0,0,1,1,0,1,0,0,0,1,73,4,7,4,1,62,3,5,4,1,1,1,1,8.86,1,1,1,1,0,0
74,File,org.apache.tools.ant.taskdefs.MatchingTask,1,1,1,1,9,0,4,4,1,0,0,13,13,2,13,0,0,1,12,218,20,73,25,35,127,29,48,25,23,4,4,6,1.74,18,18,21,13,3,0
75,File,org.apache.tools.ant.taskdefs.Mkdir,3,3,3,1,11,1,10,0,1,0,0,2,2,1,2,0,0,0,2,94,10,26,10,12,58,11,18,9,9,5,5,5,2.23,6,6,6,2,2,0
76,File,org.apache.tools.ant.taskdefs.Move,7,7,7,2,34,3,27,4,1,0,0,5,5,0,5,0,0,4,1,264,26,145,39,99,97,68,103,38,65,18,18,18,0.67,35,35,35,12,5,1
77,File,org.apache.tools.ant.taskdefs.Parallel,3,3,3,1,18,0,13,4,2,0,0,5,5,4,5,1,0,0,4,180,14,83,27,44,83,45,63,30,33,12,12,13,1.0,17,17,18,5,3,0
78,File,org.apache.tools.ant.taskdefs.Patch,2,2,2,1,10,0,7,3,1,0,0,8,8,3,8,0,0,0,8,166,16,68,20,35,83,27,45,19,26,4,4,4,1.22,17,17,17,8,1,0
79,File,org.apache.tools.ant.taskdefs.PathConvert,2,2,3,1,16,3,8,5,2,0,0,15,15,11,15,0,3,0,12,365,69,151,53,96,159,85,123,55,68,9,9,11,1.05,41,41,45,18,3,0
80,File,org.apache.tools.ant.taskdefs.Property,2,2,2,1,9,0,8,0,1,0,0,25,25,8,25,0,1,5,19,334,41,232,64,137,62,105,163,66,97,10,10,15,0.27,59,59,64,25,7,1
81,File,org.apache.tools.ant.taskdefs.PumpStreamHandler,1,1,1,1,4,0,4,0,1,0,0,13,13,4,13,0,0,5,8,150,24,62,22,27,64,26,44,22,22,5,5,5,1.03,17,17,17,13,1,0
82,File,org.apache.tools.ant.taskdefs.Recorder,2,2,2,1,12,0,8,3,3,0,3,8,8,4,8,0,0,1,7,230,22,93,34,55,115,47,68,33,35,6,6,6,1.24,18,18,18,8,3,1
83,File,org.apache.tools.ant.taskdefs.RecorderEntry,1,1,1,1,6,0,5,1,1,1,1,16,15,5,16,0,2,1,13,230,29,100,33,56,103,49,73,34,39,5,5,5,1.03,26,26,28,16,2,0
84,File,org.apache.tools.ant.taskdefs.Rename,2,2,2,1,12,0,7,4,1,0,0,4,4,3,4,0,0,0,4,128,14,37,12,16,77,15,25,12,13,6,6,7,2.08,9,9,10,4,2,0
85,File,org.apache.tools.ant.taskdefs.Replace,2,2,2,1,13,1,9,3,3,0,0,26,26,14,26,0,3,0,23,480,70,268,85,159,142,134,198,86,112,10,10,10,0.53,62,62,68,32,3,1
86,File,org.apache.tools.ant.taskdefs.Rmic,1,1,1,1,8,0,5,2,1,0,1,42,42,17,42,0,2,1,39,539,66,281,100,145,192,126,193,95,98,11,11,12,0.68,69,69,74,50,4,0
87,File,org.apache.tools.ant.taskdefs.SQLExec,3,3,3,1,15,1,11,3,4,0,2,30,30,25,30,0,1,4,25,694,93,384,95,248,218,192,282,100,182,29,29,37,0.57,90,90,106,44,5,1
88,File,org.apache.tools.ant.taskdefs.SendEmail,2,2,2,1,16,1,9,4,1,0,0,8,8,6,8,0,0,0,8,252,24,94,32,52,134,45,66,33,33,12,12,13,1.43,20,20,21,8,6,1
89,File,org.apache.tools.ant.taskdefs.Sequential,1,1,1,1,9,0,4,4,1,0,0,2,2,1,2,0,0,0,2,92,5,19,12,5,68,12,15,12,3,2,2,2,3.58,3,3,3,2,1,0
90,File,org.apache.tools.ant.taskdefs.SignJar,2,2,2,1,11,1,9,0,1,0,0,17,17,13,17,0,1,2,14,316,50,186,54,103,80,97,146,56,90,14,14,14,0.43,48,48,50,29,4,0
91,File,org.apache.tools.ant.taskdefs.Sleep,1,1,1,1,10,0,5,4,1,0,0,10,10,5,10,0,1,0,9,216,29,64,25,29,123,25,40,23,17,3,3,3,1.92,14,14,14,10,2,0
92,File,org.apache.tools.ant.taskdefs.StreamPumper,2,2,2,1,14,0,8,5,1,0,2,2,2,2,2,0,0,0,2,107,10,26,13,12,71,14,20,13,7,4,4,4,2.73,5,5,5,2,3,0
93,File,org.apache.tools.ant.taskdefs.Tar,3,3,3,1,15,1,12,1,2,0,5,16,16,11,16,0,0,2,14,366,53,223,63,145,90,115,163,66,97,19,19,22,0.4,48,48,52,21,4,0
94,File,org.apache.tools.ant.taskdefs.TaskOutputStream,1,1,2,1,11,0,6,4,1,0,0,3,3,3,3,1,1,0,1,119,13,28,12,12,78,15,21,12,9,3,3,4,2.79,5,5,6,3,2,0
95,File,org.apache.tools.ant.taskdefs.Taskdef,1,1,1,1,3,0,3,0,1,0,0,1,1,0,1,0,0,1,0,66,2,6,3,1,58,2,4,3,1,1,1,1,9.67,1,1,1,1,0,0
96,File,org.apache.tools.ant.taskdefs.Touch,2,2,3,1,14,1,10,2,1,0,0,8,8,5,8,0,0,2,6,218,24,108,37,57,87,57,81,39,42,8,8,9,0.81,23,23,27,8,3,0
97,File,org.apache.tools.ant.taskdefs.Transform,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,62,2,2,2,0,58,1,2,2,0,0,0,0,29.0,0,0,0,0,0,0
98,File,org.apache.tools.ant.taskdefs.Tstamp,3,3,3,1,13,0,12,0,2,0,0,9,9,8,9,0,0,0,9,216,22,133,34,70,61,57,87,34,53,9,9,9,0.46,28,28,28,9,4,0
99,File,org.apache.tools.ant.taskdefs.Typedef,1,1,1,1,3,0,3,0,1,0,0,1,1,0,1,0,0,1,0,66,2,6,3,1,58,2,4,3,1,1,1,1,9.67,1,1,1,1,0,0
100,File,org.apache.tools.ant.taskdefs.Untar,4,4,4,2,27,3,19,5,1,0,0,4,4,3,4,0,0,0,4,187,21,86,22,58,82,41,58,22,36,13,13,15,0.95,16,16,18,8,5,0
101,File,org.apache.tools.ant.taskdefs.UpToDate,1,1,2,1,10,0,5,4,1,0,0,7,7,5,7,0,1,0,6,171,18,57,26,24,96,31,40,24,16,4,4,8,1.68,12,12,16,7,1,1
102,File,org.apache.tools.ant.taskdefs.War,1,1,1,1,8,0,6,1,1,0,0,9,9,2,9,0,0,3,6,154,16,67,21,32,71,33,47,19,28,3,3,5,1.06,13,13,15,9,2,0
103,File,org.apache.tools.ant.taskdefs.XSLTLiaison,0,0,0,0,0,0,0,0,1,0,1,3,3,0,3,0,0,0,3,104,8,8,7,1,90,6,7,7,0,0,0,0,11.25,0,0,0,0,0,0
104,File,org.apache.tools.ant.taskdefs.XSLTProcess,2,2,2,1,12,0,9,3,2,0,0,25,25,15,25,0,5,2,18,470,58,262,76,158,158,135,195,75,120,10,10,11,0.6,59,59,64,25,5,0
105,File,org.apache.tools.ant.taskdefs.Zip,3,3,4,1,22,1,16,4,2,3,1,27,24,12,27,0,0,16,11,734,74,469,129,300,193,243,342,125,217,27,27,31,0.41,97,97,108,41,5,0
106,File,org.apache.tools.ant.taskdefs.compilers.CompilerAdapter,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,0,0,0,2,86,6,7,6,0,73,5,6,6,0,0,0,0,10.43,0,0,0,0,0,0
107,File,org.apache.tools.ant.taskdefs.compilers.CompilerAdapterFactory,5,5,7,5,32,0,19,12,1,2,0,3,1,0,3,0,2,0,1,167,7,65,12,41,95,22,36,10,26,10,10,16,1.46,15,15,21,15,2,1
108,File,org.apache.tools.ant.taskdefs.compilers.DefaultCompilerAdapter,6,6,6,1,40,3,30,6,1,0,1,8,8,20,8,0,0,6,2,433,42,272,54,196,119,148,197,56,141,21,21,22,0.44,48,48,49,10,4,1
109,File,org.apache.tools.ant.taskdefs.compilers.Gcj,4,4,5,1,35,6,21,7,1,0,0,2,2,0,2,0,0,1,1,142,17,51,12,32,74,30,39,12,27,8,8,9,1.45,9,9,10,2,2,0
113,File,org.apache.tools.ant.taskdefs.compilers.Jikes,17,17,21,1,144,17,71,56,1,0,0,1,1,0,1,0,0,0,1,219,23,77,14,55,119,40,58,14,44,17,17,21,1.55,17,17,21,1,2,0
114,File,org.apache.tools.ant.taskdefs.compilers.Jvc,7,7,8,1,64,12,37,15,1,0,0,1,1,0,1,0,0,0,1,137,16,43,9,29,78,26,34,9,25,7,7,8,1.81,7,7,8,1,1,0
115,File,org.apache.tools.ant.taskdefs.compilers.Kjc,6,6,6,2,43,8,30,4,1,0,0,2,2,0,2,0,0,1,1,164,24,72,21,45,68,37,50,19,31,9,9,9,0.94,13,13,13,4,2,0
116,File,org.apache.tools.ant.taskdefs.compilers.Sj,1,1,1,1,14,3,7,4,1,0,0,1,1,0,1,0,0,0,1,86,10,13,8,5,63,9,11,8,3,1,1,1,4.85,1,1,1,1,0,0
117,File,org.apache.tools.ant.taskdefs.condition.And,2,2,2,1,8,0,8,0,1,0,0,1,1,0,1,0,0,0,1,83,6,15,6,5,62,7,7,5,2,2,2,2,4.13,2,2,2,1,1,1
118,File,org.apache.tools.ant.taskdefs.condition.Condition,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,71,4,5,4,0,62,3,4,4,0,0,0,0,12.4,0,0,0,0,0,1
119,File,org.apache.tools.ant.taskdefs.condition.ConditionBase,1,1,1,1,6,0,2,3,2,0,0,13,13,3,13,0,0,3,10,177,18,47,27,24,112,29,47,27,20,4,4,4,2.38,16,16,16,13,1,1
120,File,org.apache.tools.ant.taskdefs.condition.Equals,1,1,1,1,2,0,2,0,1,0,0,3,3,2,3,0,0,0,3,78,6,13,7,5,59,7,12,7,5,2,2,3,4.54,4,4,5,3,1,1
121,File,org.apache.tools.ant.taskdefs.condition.Not,3,3,3,1,9,0,9,0,1,0,0,1,1,0,1,0,0,0,1,80,5,13,4,5,62,5,9,4,5,3,3,3,4.77,3,3,3,1,1,1
122,File,org.apache.tools.ant.taskdefs.condition.Or,2,2,2,1,8,0,8,0,1,0,0,1,1,0,1,0,0,0,1,83,6,15,6,5,62,7,7,5,2,2,2,2,4.13,2,2,2,1,1,1
123,File,org.apache.tools.ant.taskdefs.condition.Os,3,3,4,3,10,0,10,0,1,0,0,2,2,1,2,0,0,0,2,90,6,25,8,16,59,12,20,8,12,6,6,8,2.36,7,7,9,7,2,1
124,File,org.apache.tools.ant.taskdefs.optional.TraXLiaison,2,2,2,1,10,0,9,0,1,0,0,5,5,4,5,0,0,1,4,163,17,65,28,37,82,38,51,28,23,7,7,7,1.26,11,11,11,5,2,0
125,File,org.apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter,3,3,3,1,21,1,15,4,2,0,1,17,17,2,17,1,0,8,8,466,54,275,57,200,137,121,175,60,115,14,14,18,0.5,54,54,60,21,4,0
126,File,org.apache.tools.ant.taskdefs.rmic.KaffeRmic,4,4,4,3,27,3,24,0,1,0,0,1,1,0,1,0,0,0,1,100,8,34,17,19,58,20,24,17,7,4,4,4,1.71,4,4,4,3,2,1
127,File,org.apache.tools.ant.taskdefs.rmic.RmicAdapter,0,0,0,0,0,0,0,0,1,0,0,4,4,0,4,0,0,0,4,100,8,11,10,0,81,9,10,10,0,0,0,0,7.36,0,0,0,0,0,1
128,File,org.apache.tools.ant.taskdefs.rmic.RmicAdapterFactory,4,4,4,3,25,0,14,10,1,2,0,3,1,0,3,0,2,0,1,146,7,49,12,30,90,20,31,10,21,7,7,7,1.84,12,12,12,9,3,1
129,File,org.apache.tools.ant.taskdefs.rmic.SunRmic,5,5,5,3,38,3,33,2,1,0,0,1,1,0,1,0,0,0,1,111,8,43,20,27,60,22,27,17,10,5,5,5,1.4,5,5,5,3,2,1
130,File,org.apache.tools.ant.taskdefs.rmic.WLRmic,2,2,2,1,12,0,9,2,1,0,0,3,3,0,3,0,0,0,3,112,8,39,17,19,65,20,26,16,10,4,4,4,1.67,6,6,6,5,2,1
