Unnamed: 0,Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,MaxNesting,bug
45,File,org.apache.lucene.index.FilterIndexReader,1,1,1,1,1,0,1,0,4,0,0,40,40,3,40,0,0,5,35,143,30,79,54,41,34,48,92,51,41,1,1,1,0.43,40,40,40,40,0,4
46,File,org.apache.lucene.index.IndexFileNameFilter,6,6,6,6,10,0,10,0,1,0,0,1,1,0,1,0,0,0,1,44,5,15,5,7,24,10,17,6,11,6,6,6,1.6,6,6,6,6,2,0
47,File,org.apache.lucene.index.IndexFileNames,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,53,8,14,10,9,31,6,7,7,0,0,0,0,2.21,0,0,0,0,0,2
48,File,org.apache.lucene.index.IndexModifier,1,1,1,1,14,0,7,6,1,0,0,26,26,10,26,0,0,4,22,514,37,222,47,129,255,100,160,47,113,3,3,3,1.15,41,41,41,26,2,2
49,File,org.apache.lucene.index.IndexReader,1,1,1,1,12,0,7,5,4,17,9,60,43,8,60,2,4,8,46,740,91,339,124,186,319,181,259,123,136,12,12,12,0.94,69,69,70,40,4,11
50,File,org.apache.lucene.index.IndexWriter,1,1,2,1,12,0,7,4,6,0,9,51,51,16,51,1,12,1,37,829,118,407,132,253,350,219,321,138,183,8,8,9,0.86,94,94,104,55,4,22
51,File,org.apache.lucene.index.MultiReader,1,1,2,1,7,0,6,1,4,0,0,45,45,17,45,1,4,7,33,422,65,317,101,182,79,180,270,109,161,6,6,7,0.25,89,89,94,60,3,9
52,File,org.apache.lucene.index.MultipleTermPositions,1,1,1,1,6,0,5,0,3,0,0,19,19,8,19,7,1,0,11,194,36,120,43,61,38,64,96,45,51,5,5,6,0.32,30,30,32,19,2,2
53,File,org.apache.lucene.index.ParallelReader,1,1,1,1,5,0,4,0,4,0,0,46,46,9,46,0,0,5,41,370,72,246,102,130,58,129,209,103,106,7,7,7,0.24,82,82,83,49,2,6
54,File,org.apache.lucene.index.SegmentInfo,1,1,1,1,5,0,5,0,1,0,0,1,1,3,1,0,0,0,1,31,4,12,7,3,18,8,10,7,3,1,1,1,1.5,1,1,1,1,0,6
55,File,org.apache.lucene.index.SegmentInfos,2,2,2,1,18,1,15,4,1,1,1,5,4,2,5,0,0,0,5,136,18,87,27,54,45,48,66,27,39,6,6,6,0.52,14,14,14,5,3,7
56,File,org.apache.lucene.index.SegmentMergeInfo,2,2,2,1,9,0,8,0,1,0,0,5,5,6,5,5,0,0,0,80,9,54,17,27,19,28,41,17,24,5,5,5,0.35,12,12,12,5,4,0
57,File,org.apache.lucene.index.SegmentMergeQueue,1,1,1,1,5,0,5,0,1,0,0,3,3,0,3,2,0,1,0,42,6,21,10,10,15,10,16,10,6,2,2,2,0.71,5,5,5,3,1,0
58,File,org.apache.lucene.index.SegmentMerger,3,3,3,1,19,1,14,4,1,0,0,18,18,15,18,7,11,0,0,421,57,283,98,189,100,186,248,105,143,8,8,8,0.35,57,57,60,21,6,8
59,File,org.apache.lucene.index.SegmentReader,2,2,2,1,9,0,8,1,2,7,1,39,32,20,39,5,6,8,20,510,77,380,113,229,64,195,293,110,183,11,11,26,0.17,91,91,113,47,3,11
60,File,org.apache.lucene.index.SegmentTermDocs,2,2,3,1,12,1,10,1,1,0,0,12,12,16,12,1,0,3,8,200,35,142,44,92,36,89,120,43,77,10,10,11,0.25,31,31,36,20,3,2
61,File,org.apache.lucene.index.SegmentTermEnum,2,2,2,1,10,1,8,2,1,0,0,13,13,14,13,8,0,1,4,196,34,123,35,73,46,67,94,33,61,7,7,7,0.37,26,26,27,13,3,2
62,File,org.apache.lucene.index.SegmentTermPositionVector,2,2,3,1,12,0,8,4,1,0,1,3,3,2,3,0,0,0,3,64,6,31,10,16,27,15,23,10,13,3,3,4,0.87,7,7,9,3,1,1
63,File,org.apache.lucene.index.SegmentTermPositions,1,1,1,1,5,0,4,0,1,0,0,8,8,3,8,2,0,2,4,79,15,48,16,22,21,28,41,17,24,3,3,3,0.44,12,12,12,8,1,4
64,File,org.apache.lucene.index.SegmentTermVector,1,1,1,1,6,0,5,1,1,0,0,8,8,3,8,1,0,0,7,89,13,50,17,24,26,29,43,19,24,4,4,4,0.52,15,15,15,8,3,0
65,File,org.apache.lucene.index.Term,1,1,1,1,5,0,3,1,1,0,0,12,12,2,12,2,1,0,9,104,16,47,18,21,44,21,36,17,19,2,2,3,0.94,15,15,16,12,1,1
66,File,org.apache.lucene.index.TermBuffer,1,1,1,1,9,0,8,0,1,1,1,9,8,4,9,0,2,1,6,119,20,83,28,51,20,49,67,27,40,3,3,3,0.24,17,17,17,11,2,0
67,File,org.apache.lucene.index.TermDocs,0,0,0,0,0,0,0,0,1,0,0,8,8,0,8,8,0,0,0,81,14,12,11,0,55,10,11,11,0,0,0,0,4.58,0,0,0,0,0,0
68,File,org.apache.lucene.index.TermEnum,3,3,3,3,20,0,7,13,1,0,0,5,5,0,5,0,0,0,5,61,10,15,8,5,36,9,12,8,4,3,3,3,2.4,3,3,3,3,2,0
69,File,org.apache.lucene.index.TermFreqVector,0,0,0,0,0,0,0,0,1,0,0,6,6,0,6,0,0,0,6,68,11,9,8,0,48,7,8,8,0,0,0,0,5.33,0,0,0,0,0,0
70,File,org.apache.lucene.index.TermInfo,1,1,1,1,5,0,5,0,1,0,0,5,5,4,5,5,0,0,0,58,9,32,12,18,17,20,26,11,15,1,1,1,0.53,5,5,5,5,0,0
71,File,org.apache.lucene.index.TermInfosReader,2,2,2,1,9,0,8,1,1,0,0,16,16,10,16,6,6,1,3,214,38,147,44,96,38,78,115,44,71,4,4,8,0.26,35,35,44,28,2,4
72,File,org.apache.lucene.index.TermInfosWriter,2,2,2,1,13,1,11,3,1,0,1,6,6,10,6,3,3,0,0,151,29,84,31,55,52,52,66,25,41,7,7,9,0.62,14,14,16,6,1,2
73,File,org.apache.lucene.index.TermPositionVector,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,0,0,0,2,42,4,5,4,0,33,3,4,4,0,0,0,0,6.6,0,0,0,0,0,0
74,File,org.apache.lucene.index.TermPositions,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,40,4,7,5,0,29,3,4,4,0,0,0,0,4.14,0,0,0,0,0,3
75,File,org.apache.lucene.index.TermVectorOffsetInfo,1,1,1,1,4,0,4,0,1,0,1,8,8,2,8,0,0,0,8,66,13,38,15,16,15,20,33,15,18,5,5,5,0.39,12,12,12,12,1,0
76,File,org.apache.lucene.index.TermVectorsReader,5,5,5,1,29,3,20,6,1,0,0,9,9,7,9,5,3,1,0,315,44,201,61,140,75,137,185,66,119,13,13,14,0.37,47,47,50,9,4,2
77,File,org.apache.lucene.index.TermVectorsWriter,3,3,3,1,16,1,12,2,3,0,7,16,16,16,16,2,4,0,10,373,62,227,76,156,88,144,198,77,121,11,11,11,0.39,50,50,52,16,4,0
78,File,org.apache.lucene.queryParser.CharStream,0,0,0,0,0,0,0,0,1,0,0,10,10,0,10,10,0,0,0,96,13,13,12,0,70,11,12,12,0,0,0,0,5.38,0,0,0,0,0,0
79,File,org.apache.lucene.queryParser.FastCharStream,1,1,1,1,5,0,5,0,1,0,0,14,14,6,14,0,1,0,13,121,18,82,28,45,32,39,60,27,33,5,5,5,0.39,20,20,20,14,2,0
80,File,org.apache.lucene.queryParser.MultiFieldQueryParser,3,3,3,1,21,0,11,9,1,3,0,10,7,1,10,0,0,6,4,268,24,126,38,69,119,70,101,43,58,7,7,7,0.94,30,30,31,12,4,1
81,File,org.apache.lucene.queryParser.ParseException,5,3,5,1,27,0,20,7,1,0,0,5,5,5,5,0,0,1,4,192,13,110,22,76,69,67,85,23,62,12,10,13,0.63,25,17,26,8,3,0
82,File,org.apache.lucene.queryParser.QueryParser,4,4,5,1,20,0,16,3,4,3,11,52,49,32,52,0,11,9,32,1268,87,927,172,672,254,535,716,190,526,60,47,61,0.27,255,217,285,77,5,7
83,File,org.apache.lucene.queryParser.QueryParserConstants,0,0,0,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,78,5,72,71,67,1,37,38,38,0,0,0,0,0.01,0,0,0,0,0,1
84,File,org.apache.lucene.queryParser.QueryParserTokenManager,8,6,9,4,28,0,28,0,1,1,8,35,34,11,35,0,27,1,7,1055,7,1047,142,767,1,493,703,120,583,135,91,143,0.0,308,237,320,172,6,4
85,File,org.apache.lucene.queryParser.Token,1,1,1,1,13,0,5,7,1,1,0,2,1,8,2,0,0,0,2,81,10,19,9,3,52,8,12,9,3,1,2,1,2.74,2,3,2,2,1,0
86,File,org.apache.lucene.queryParser.TokenMgrError,3,1,3,1,14,0,10,4,1,2,4,6,4,1,6,0,0,2,4,133,13,72,16,50,48,37,47,17,30,12,4,13,0.67,18,10,19,6,3,0
87,File,org.apache.lucene.search.BooleanClause,1,1,1,1,4,0,3,0,2,0,3,12,12,2,12,0,1,0,11,111,26,54,22,23,32,24,41,22,19,3,3,3,0.59,17,17,18,14,1,1
88,File,org.apache.lucene.search.BooleanQuery,2,2,2,1,12,0,8,3,5,4,2,30,26,5,30,0,0,1,29,460,64,282,94,186,134,158,238,101,137,10,10,11,0.48,78,78,82,47,4,4
89,File,org.apache.lucene.search.BooleanScorer,2,2,2,1,10,1,9,1,5,0,2,17,17,25,17,2,1,1,13,266,48,198,63,124,42,119,164,64,100,10,10,12,0.21,42,42,48,25,4,1
90,File,org.apache.lucene.search.BooleanScorer2,2,2,2,1,10,0,7,3,5,0,1,29,29,13,29,4,8,1,16,359,37,229,63,135,113,94,147,64,83,6,6,6,0.49,58,58,58,36,2,4
91,File,org.apache.lucene.search.CachingWrapperFilter,1,1,1,1,7,0,5,1,1,0,0,5,5,2,5,0,0,0,5,80,13,39,16,15,30,19,30,16,14,3,3,3,0.77,8,8,8,5,1,3
92,File,org.apache.lucene.search.ConjunctionScorer,1,1,2,1,6,0,5,1,2,0,0,13,13,4,13,1,5,0,7,127,23,84,28,49,31,45,70,30,40,4,4,5,0.37,24,24,27,13,2,1
93,File,org.apache.lucene.search.ConstantScoreQuery,1,1,1,1,4,0,4,0,3,0,0,20,20,7,20,0,0,1,19,164,34,102,39,43,29,49,75,39,36,3,3,4,0.28,24,24,25,22,1,1
94,File,org.apache.lucene.search.ConstantScoreRangeQuery,3,3,3,1,8,0,7,1,1,0,0,10,10,5,10,0,0,0,10,138,15,81,25,52,45,49,70,24,46,8,8,10,0.56,33,33,36,15,1,0
95,File,org.apache.lucene.search.DefaultSimilarity,1,1,1,1,4,0,3,1,1,0,0,6,6,0,6,0,0,0,6,50,7,21,8,6,22,7,14,8,6,1,1,1,1.05,6,6,6,6,0,0
96,File,org.apache.lucene.search.DisjunctionMaxQuery,2,2,2,1,8,0,7,1,2,0,0,19,19,4,19,0,0,1,18,256,31,149,49,90,81,95,138,57,81,8,8,8,0.54,42,42,44,23,3,1
97,File,org.apache.lucene.search.DisjunctionMaxScorer,2,2,2,1,12,0,9,2,1,0,0,11,11,4,11,0,4,0,7,189,18,117,34,80,58,67,95,35,60,6,6,6,0.5,28,28,30,19,3,2
98,File,org.apache.lucene.search.DisjunctionSumScorer,2,2,2,2,13,0,9,4,2,0,0,12,12,7,12,1,1,2,8,239,27,128,32,79,89,61,94,32,62,9,9,9,0.7,34,34,34,26,4,1
99,File,org.apache.lucene.search.ExactPhraseScorer,3,3,3,3,13,1,11,3,1,0,0,2,2,0,2,1,0,1,0,51,7,28,8,16,21,16,22,8,14,6,6,6,0.75,7,7,7,6,4,1
100,File,org.apache.lucene.search.Explanation,1,1,1,1,6,0,5,0,1,0,0,11,11,3,11,0,1,0,10,107,18,65,21,38,27,42,61,24,37,4,4,4,0.42,18,18,18,11,2,2
101,File,org.apache.lucene.search.FieldCache,1,1,1,1,5,0,4,1,4,0,2,11,11,2,11,0,0,0,11,177,22,37,30,4,118,19,24,22,2,1,1,1,3.19,1,1,1,1,0,0
102,File,org.apache.lucene.search.FieldCacheImpl,3,3,3,2,17,0,14,2,4,0,2,18,18,5,18,6,0,0,12,402,40,292,92,196,76,158,222,84,138,8,8,9,0.26,60,60,66,39,5,2
103,File,org.apache.lucene.search.FieldDoc,1,1,1,1,4,0,3,1,1,0,0,2,2,1,2,0,0,0,2,63,6,12,6,3,45,5,8,5,3,1,1,1,3.75,2,2,2,2,0,0
104,File,org.apache.lucene.search.FieldDocSortedHitQueue,5,4,6,2,22,0,15,6,1,0,0,5,5,2,5,3,1,1,0,167,18,87,28,62,63,55,78,29,49,21,15,22,0.72,29,23,30,12,3,0
105,File,org.apache.lucene.search.FieldSortedHitQueue,2,1,2,1,12,0,9,2,5,8,1,27,19,3,27,10,0,1,16,359,40,212,69,140,107,114,166,74,92,10,6,10,0.5,56,52,57,39,3,2
106,File,org.apache.lucene.search.Filter,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,29,3,7,6,0,19,5,6,6,0,0,0,0,2.71,0,0,0,0,0,0
107,File,org.apache.lucene.search.FilteredQuery,1,1,1,1,10,0,8,1,3,0,0,20,20,2,20,0,0,1,19,178,24,102,29,63,52,54,83,39,44,5,5,5,0.51,29,29,30,26,2,4
108,File,org.apache.lucene.search.FilteredTermEnum,2,2,2,1,7,0,6,1,1,0,0,9,9,2,9,0,0,3,6,91,13,48,18,25,31,28,42,18,24,6,6,6,0.65,13,13,14,11,3,0
109,File,org.apache.lucene.search.FuzzyQuery,2,2,2,1,10,0,7,2,3,0,2,13,13,4,13,0,0,2,11,201,30,117,44,70,58,70,100,45,55,6,6,6,0.5,28,28,29,18,4,1
110,File,org.apache.lucene.search.FuzzyTermEnum,2,2,2,1,16,1,7,8,1,1,1,14,13,10,14,0,7,1,6,306,39,120,39,67,149,75,106,45,61,13,13,14,1.24,36,36,38,19,3,0
111,File,org.apache.lucene.search.Hit,1,1,1,1,9,0,4,4,1,0,0,8,8,4,8,1,1,0,6,124,18,48,17,25,58,27,38,17,21,2,2,2,1.21,10,10,10,8,1,1
112,File,org.apache.lucene.search.HitCollector,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,51,2,4,3,0,45,2,3,3,0,0,0,0,11.25,0,0,0,0,0,0
113,File,org.apache.lucene.search.HitIterator,1,1,1,1,7,0,3,3,1,0,0,5,5,2,5,1,0,0,4,77,10,26,12,10,41,13,20,12,8,2,2,2,1.58,6,6,6,5,1,0
114,File,org.apache.lucene.search.HitQueue,1,1,1,1,5,0,5,0,1,0,0,2,2,0,2,1,0,1,0,34,4,15,7,7,15,7,11,7,4,2,2,2,1.0,3,3,3,2,1,0
115,File,org.apache.lucene.search.Hits,2,2,2,1,10,1,8,2,2,0,0,12,12,15,12,3,4,0,5,191,34,121,41,68,57,69,94,42,52,6,6,7,0.47,25,25,26,12,1,1
116,File,org.apache.lucene.search.IndexSearcher,1,1,1,1,6,0,5,0,2,0,0,15,15,2,15,0,1,0,14,147,22,85,35,37,42,39,61,32,29,3,3,3,0.49,21,21,21,15,1,2
117,File,org.apache.lucene.search.MatchAllDocsQuery,1,1,1,1,4,0,4,0,3,0,0,20,20,7,20,1,0,1,18,157,29,107,43,41,22,54,81,43,38,3,3,3,0.21,24,24,24,22,2,1
118,File,org.apache.lucene.search.MultiPhraseQuery,2,2,2,1,12,1,9,2,2,0,0,20,20,9,20,0,0,1,19,324,55,207,67,140,68,127,174,72,102,8,8,8,0.33,47,47,50,24,4,1
119,File,org.apache.lucene.search.MultiSearcher,1,1,1,1,8,0,7,2,3,0,0,27,27,5,27,0,0,2,25,316,54,203,78,115,84,132,183,90,93,6,6,6,0.41,51,51,52,36,3,3
120,File,org.apache.lucene.search.MultiTermQuery,2,2,2,1,7,0,6,1,1,0,0,7,7,1,7,0,0,1,6,97,14,51,21,28,35,30,43,20,23,4,4,4,0.69,12,12,12,9,3,0
121,File,org.apache.lucene.search.NonMatchingScorer,1,1,1,1,1,0,1,0,1,0,0,6,6,0,6,0,0,0,6,40,10,14,10,8,17,10,17,10,7,1,1,1,1.21,6,6,6,6,0,0
122,File,org.apache.lucene.search.ParallelMultiSearcher,2,2,2,1,17,0,13,3,3,0,0,13,13,12,13,0,0,0,13,290,32,191,66,110,76,96,126,54,72,7,7,7,0.4,31,31,31,16,3,0
123,File,org.apache.lucene.search.PhrasePositions,1,1,1,1,7,0,7,1,1,0,0,5,5,6,5,5,0,0,0,70,9,46,15,23,28,28,37,15,22,2,2,2,0.61,8,8,8,5,1,1
124,File,org.apache.lucene.search.PhraseQuery,1,1,2,1,11,1,8,2,2,0,0,20,20,9,20,0,0,1,19,299,56,184,64,126,66,115,155,64,91,6,6,6,0.36,39,39,42,24,2,0
125,File,org.apache.lucene.search.PhraseQueue,1,1,1,1,5,0,5,0,1,0,0,2,2,0,2,1,0,1,0,34,4,15,7,7,15,7,11,7,4,2,2,2,1.0,3,3,3,2,1,1
