Unnamed: 0,Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,MaxNesting,bug
14,File,org.apache.lucene.analysis.SimpleAnalyzer,1,1,1,1,3,0,3,0,1,0,0,1,1,0,1,0,0,0,1,28,4,7,4,1,17,3,5,4,1,1,1,1,2.43,1,1,1,1,0,0
15,File,org.apache.lucene.analysis.StopAnalyzer,1,1,1,1,4,0,3,1,1,0,1,6,6,1,6,0,0,0,6,75,12,33,20,11,30,13,20,14,6,1,1,1,0.91,6,6,6,6,0,0
16,File,org.apache.lucene.analysis.StopFilter,1,1,1,1,10,0,5,5,1,2,0,7,5,2,7,0,0,0,7,116,13,44,16,18,59,25,36,18,18,4,4,4,1.34,12,12,12,9,2,4
17,File,org.apache.lucene.analysis.Token,1,1,1,1,8,0,3,4,1,0,0,13,13,6,13,0,0,0,13,178,21,59,24,33,103,34,52,24,28,3,3,3,1.75,17,17,17,13,1,8
18,File,org.apache.lucene.analysis.TokenFilter,1,1,1,1,4,0,3,1,1,0,0,2,2,1,2,0,0,1,1,40,6,11,6,2,23,5,8,6,2,1,1,1,2.09,2,2,2,2,0,2
19,File,org.apache.lucene.analysis.TokenStream,1,1,1,1,5,0,1,4,1,0,0,3,3,0,3,0,0,0,3,49,6,7,6,0,36,3,6,6,0,1,1,1,5.14,2,2,2,2,0,4
20,File,org.apache.lucene.analysis.Tokenizer,1,1,1,1,3,0,2,1,1,0,0,3,3,1,3,0,0,2,1,45,8,13,8,2,24,6,10,8,2,1,1,1,1.85,3,3,3,3,0,3
21,File,org.apache.lucene.analysis.WhitespaceAnalyzer,1,1,1,1,3,0,3,0,1,0,0,1,1,0,1,0,0,0,1,28,4,7,4,1,17,3,5,4,1,1,1,1,2.43,1,1,1,1,0,0
22,File,org.apache.lucene.analysis.WhitespaceTokenizer,1,1,1,1,4,0,3,1,1,0,0,2,2,0,2,0,0,1,1,36,5,10,5,2,21,4,7,5,2,1,1,1,2.1,2,2,2,2,0,0
23,File,org.apache.lucene.analysis.WordlistLoader,3,3,3,1,27,0,18,8,1,3,0,3,0,0,3,0,0,0,3,120,7,65,22,40,48,34,49,22,27,5,5,5,0.74,11,11,11,3,2,0
24,File,org.apache.lucene.analysis.standard.CharStream,0,0,0,0,0,0,0,0,1,0,0,12,12,0,12,12,0,0,0,110,15,15,14,0,80,13,14,14,0,0,0,0,5.33,0,0,0,0,0,0
25,File,org.apache.lucene.analysis.standard.FastCharStream,1,1,1,1,5,0,5,0,1,0,0,14,14,6,14,0,1,0,13,122,18,82,28,45,33,39,60,27,33,5,5,5,0.4,20,20,20,14,2,0
26,File,org.apache.lucene.analysis.standard.ParseException,5,3,5,1,27,0,20,7,1,0,0,5,5,5,5,0,0,1,4,194,14,109,22,75,71,66,84,23,61,12,10,13,0.65,25,17,26,8,3,0
27,File,org.apache.lucene.analysis.standard.StandardAnalyzer,1,1,1,1,5,0,3,1,1,0,1,6,6,1,6,0,0,0,6,78,11,32,16,11,35,18,25,16,9,1,1,1,1.09,6,6,6,6,0,6
28,File,org.apache.lucene.analysis.standard.StandardFilter,3,3,4,2,18,2,13,3,1,0,2,2,2,0,2,0,0,0,2,69,13,34,13,23,24,17,25,13,12,6,6,8,0.71,7,7,9,5,3,1
29,File,org.apache.lucene.analysis.standard.StandardTokenizer,3,2,3,1,11,0,10,0,1,1,1,14,13,9,14,0,3,0,11,206,18,166,32,112,22,112,150,41,109,14,10,14,0.13,46,38,46,17,4,6
30,File,org.apache.lucene.analysis.standard.StandardTokenizerConstants,0,0,0,0,0,0,0,0,1,0,0,0,0,18,0,0,0,0,0,44,5,38,37,33,1,19,20,20,0,0,0,0,0.03,0,0,0,0,0,0
31,File,org.apache.lucene.analysis.standard.StandardTokenizerTokenManager,22,13,22,12,54,0,54,0,1,5,24,21,16,11,21,0,13,1,7,1233,7,1225,132,1045,1,592,865,81,784,414,237,415,0.0,473,285,477,264,6,0
32,File,org.apache.lucene.analysis.standard.Token,1,1,1,1,13,0,5,7,1,1,0,2,1,8,2,0,0,0,2,81,10,19,9,3,52,8,12,9,3,1,2,1,2.74,2,3,2,2,1,0
33,File,org.apache.lucene.analysis.standard.TokenMgrError,3,1,3,1,14,0,10,4,1,2,4,6,4,1,6,0,0,2,4,133,13,72,16,50,48,37,47,17,30,12,4,13,0.67,18,10,19,6,3,0
34,File,org.apache.lucene.document.AbstractField,2,2,2,1,12,0,8,3,1,0,0,18,18,13,18,0,0,3,15,274,28,164,34,122,83,89,138,34,104,18,18,19,0.51,48,48,49,18,2,2
35,File,org.apache.lucene.document.DateField,1,1,1,1,7,0,5,1,1,6,1,7,1,0,7,0,1,0,6,106,14,43,18,23,50,22,35,18,17,5,5,5,1.16,12,12,12,7,2,0
36,File,org.apache.lucene.document.DateTools,3,3,3,1,19,0,12,6,2,6,15,10,4,1,10,0,3,0,7,283,26,161,39,110,96,81,128,38,90,8,8,8,0.6,31,31,31,10,1,1
37,File,org.apache.lucene.document.Document,2,2,2,1,14,0,7,6,1,0,0,17,17,2,17,0,0,0,17,309,34,134,43,79,142,76,120,52,68,4,4,5,1.06,43,43,47,27,2,5
38,File,org.apache.lucene.document.Field,2,2,3,1,16,1,8,6,4,0,12,14,14,0,14,0,3,0,11,377,59,148,36,108,174,88,127,36,91,13,13,16,1.18,39,39,42,14,1,2
39,File,org.apache.lucene.document.FieldSelector,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,33,3,5,4,0,25,3,4,4,0,0,0,0,5.0,0,0,0,0,0,0
40,File,org.apache.lucene.document.FieldSelectorResult,2,2,2,2,5,1,4,0,1,0,7,3,3,1,3,0,1,0,2,96,14,25,15,14,57,17,24,15,9,4,4,5,2.28,6,6,7,6,1,0
41,File,org.apache.lucene.document.Fieldable,0,0,0,0,0,0,0,0,1,0,0,18,18,0,18,14,0,0,4,144,21,24,23,0,99,22,23,23,0,0,0,0,4.13,0,0,0,0,0,2
42,File,org.apache.lucene.document.LoadFirstFieldSelector,1,1,1,1,3,0,3,0,1,0,0,1,1,0,1,0,0,0,1,29,3,6,3,1,20,2,4,3,1,1,1,1,3.33,1,1,1,1,0,0
43,File,org.apache.lucene.document.MapFieldSelector,1,1,1,1,7,0,4,3,1,0,0,4,4,1,4,0,0,0,4,67,9,24,11,9,34,16,23,13,10,2,2,2,1.42,7,7,7,4,1,1
44,File,org.apache.lucene.document.NumberTools,5,5,5,1,32,4,20,7,1,2,6,2,0,0,2,0,0,0,2,128,20,51,17,37,57,25,36,15,21,6,6,6,1.12,10,10,10,2,1,0
45,File,org.apache.lucene.document.SetBasedFieldSelector,2,2,2,1,14,0,7,7,1,0,0,2,2,2,2,0,0,0,2,60,7,20,8,8,33,10,15,8,7,3,3,3,1.65,4,4,4,2,1,0
46,File,org.apache.lucene.index.CompoundFileReader,1,1,1,1,7,0,5,1,3,0,0,22,22,10,22,2,0,2,18,260,49,152,57,65,59,70,107,53,54,6,6,7,0.39,32,32,33,22,3,2
47,File,org.apache.lucene.index.CompoundFileWriter,3,3,3,1,26,3,16,6,2,0,0,6,6,8,6,0,1,0,5,235,34,120,41,81,82,69,95,40,55,8,8,8,0.68,22,22,22,6,2,3
48,File,org.apache.lucene.index.CorruptIndexException,1,1,1,1,3,0,3,0,1,0,0,1,1,0,1,0,0,0,1,30,3,7,4,1,20,3,5,4,1,1,1,1,2.86,1,1,1,1,0,0
49,File,org.apache.lucene.index.DefaultSkipListReader,1,1,1,1,8,0,6,1,1,0,0,8,8,7,8,5,0,3,0,114,17,64,21,32,33,41,52,21,31,3,3,3,0.52,10,10,10,8,2,0
50,File,org.apache.lucene.index.DefaultSkipListWriter,1,1,1,1,18,0,10,7,1,0,0,4,4,11,4,2,0,2,0,124,15,59,21,32,51,43,50,21,29,3,3,3,0.86,6,6,6,4,2,0
51,File,org.apache.lucene.index.DocumentWriter,6,6,6,1,38,4,28,8,2,1,0,12,11,20,12,6,6,0,0,556,75,380,117,265,133,245,328,118,210,28,28,29,0.35,79,79,82,21,6,0
52,File,org.apache.lucene.index.FieldInfo,1,1,1,1,12,0,12,0,1,0,0,1,1,8,1,1,0,0,0,46,6,23,13,8,19,17,19,11,8,1,1,1,0.83,1,1,1,1,0,1
53,File,org.apache.lucene.index.FieldInfos,2,2,2,1,12,0,8,4,1,0,6,20,20,2,20,2,2,0,16,321,30,182,67,103,115,88,135,62,73,8,8,8,0.63,44,44,44,24,2,2
54,File,org.apache.lucene.index.FieldReaderException,1,1,1,1,13,0,2,10,1,0,0,4,4,0,4,0,0,0,4,79,4,14,6,3,61,4,9,6,3,1,1,1,4.36,4,4,4,4,0,0
55,File,org.apache.lucene.index.FieldsReader,2,2,2,1,12,0,10,1,3,0,0,31,31,9,31,5,10,1,15,496,60,357,104,233,84,200,267,104,163,9,9,9,0.24,70,70,75,38,3,11
56,File,org.apache.lucene.index.FieldsWriter,4,4,4,1,26,3,19,4,1,0,3,4,4,3,4,3,1,0,0,151,23,95,34,61,33,57,74,34,40,12,12,12,0.35,16,16,16,4,5,7
57,File,org.apache.lucene.index.FilterIndexReader,1,1,1,1,2,0,2,0,4,0,0,43,43,3,43,0,0,5,38,208,41,127,58,58,40,66,113,55,58,1,1,1,0.31,43,43,43,43,0,2
58,File,org.apache.lucene.index.IndexCommitPoint,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,0,0,0,2,54,5,5,4,0,44,3,4,4,0,0,0,0,8.8,0,0,0,0,0,2
59,File,org.apache.lucene.index.IndexDeletionPolicy,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,0,0,0,2,101,6,7,6,0,88,5,6,6,0,0,0,0,12.57,0,0,0,0,0,1
60,File,org.apache.lucene.index.IndexFileDeleter,3,3,3,1,19,1,13,4,3,0,0,20,20,13,20,3,9,0,8,532,68,299,90,175,167,167,246,102,144,13,13,14,0.56,76,76,79,22,5,11
61,File,org.apache.lucene.index.IndexFileNameFilter,3,3,4,3,13,0,11,1,1,1,1,4,3,2,4,0,0,0,4,94,8,55,16,32,31,29,45,18,27,7,7,9,0.56,15,15,18,13,2,1
62,File,org.apache.lucene.index.IndexFileNames,3,3,3,3,19,0,9,10,1,1,12,1,0,0,1,1,0,0,0,102,15,34,19,24,53,16,20,15,5,3,3,3,1.56,3,3,3,3,1,3
63,File,org.apache.lucene.index.IndexModifier,1,1,1,1,17,0,7,9,1,0,0,26,26,10,26,0,0,4,22,598,37,223,48,129,338,101,161,48,113,3,3,3,1.52,41,41,41,26,2,5
64,File,org.apache.lucene.index.IndexReader,1,1,1,1,15,0,7,7,5,18,10,67,49,12,67,4,4,10,49,987,110,397,137,219,485,220,308,137,171,12,12,12,1.22,84,84,85,47,4,11
65,File,org.apache.lucene.index.IndexWriter,2,2,2,1,20,1,9,9,2,4,10,82,78,27,82,12,14,4,52,2146,246,862,224,542,1068,438,639,215,424,21,21,26,1.24,184,184,202,98,5,47
66,File,org.apache.lucene.index.KeepOnlyLastCommitDeletionPolicy,1,1,1,1,9,0,4,4,1,0,0,2,2,0,2,0,0,0,2,50,6,13,6,4,31,7,11,7,4,2,2,2,2.38,3,3,3,2,1,1
67,File,org.apache.lucene.index.MultiLevelSkipListReader,2,2,2,1,10,0,8,1,2,0,0,17,17,17,17,5,2,3,7,271,47,158,44,83,74,94,130,48,82,7,7,9,0.47,35,35,38,19,3,1
68,File,org.apache.lucene.index.MultiLevelSkipListWriter,3,3,3,1,15,2,10,3,1,0,0,6,6,3,6,2,0,4,0,151,23,60,19,30,68,39,55,23,32,4,4,5,1.13,16,16,18,5,2,0
69,File,org.apache.lucene.index.MultiReader,1,1,2,1,7,0,6,1,4,0,0,50,50,17,50,3,4,7,36,472,72,362,109,206,77,210,306,119,187,6,6,7,0.21,98,98,104,67,3,4
70,File,org.apache.lucene.index.MultipleTermPositions,1,1,1,1,6,0,4,1,3,0,0,22,22,8,22,7,1,0,14,220,39,129,46,64,52,67,102,48,54,5,5,6,0.4,33,33,35,22,2,1
71,File,org.apache.lucene.index.ParallelReader,1,1,1,1,6,0,5,0,4,0,0,49,49,11,49,0,0,5,44,429,76,292,103,166,68,152,241,104,137,7,7,8,0.23,91,91,93,57,4,5
72,File,org.apache.lucene.index.Payload,1,1,1,1,8,0,4,4,1,0,0,7,7,3,7,0,0,1,6,121,13,42,16,16,66,20,31,16,15,2,2,3,1.57,10,10,12,7,1,2
73,File,org.apache.lucene.index.SegmentInfo,4,4,4,1,21,0,15,5,1,0,4,18,18,9,18,14,0,0,4,476,44,303,62,198,142,164,237,67,170,21,21,29,0.47,74,74,87,35,5,3
74,File,org.apache.lucene.index.SegmentInfos,2,2,3,1,18,1,11,5,4,15,8,30,15,6,30,0,1,3,26,660,92,363,87,237,221,171,257,93,164,28,28,35,0.61,79,79,87,42,8,8
75,File,org.apache.lucene.index.SegmentMergeInfo,2,2,2,1,9,0,8,0,1,0,0,5,5,6,5,5,0,0,0,81,9,54,17,27,20,28,41,17,24,5,5,5,0.37,12,12,12,5,4,0
76,File,org.apache.lucene.index.SegmentMergeQueue,1,1,1,1,5,0,5,0,1,0,0,3,3,0,3,2,0,1,0,43,6,21,10,10,16,10,16,10,6,2,2,2,0.76,5,5,5,3,1,0
77,File,org.apache.lucene.index.SegmentMerger,3,3,4,1,24,1,17,5,2,0,1,16,16,15,16,7,8,0,1,463,57,308,100,210,118,195,263,107,156,12,12,15,0.38,63,63,70,21,7,8
78,File,org.apache.lucene.index.SegmentReader,2,2,2,1,10,0,8,2,2,8,1,45,37,27,45,10,6,7,22,638,90,446,129,270,114,232,339,122,217,12,12,28,0.26,100,100,122,51,4,11
79,File,org.apache.lucene.index.SegmentTermDocs,2,2,2,1,10,0,9,1,1,0,0,12,12,15,12,1,0,3,8,181,29,130,43,80,35,80,108,42,66,7,7,7,0.27,29,29,33,17,2,0
80,File,org.apache.lucene.index.SegmentTermEnum,2,2,2,1,10,1,8,2,1,0,0,13,13,15,13,8,0,1,4,201,33,127,36,76,49,70,98,34,64,7,7,7,0.39,27,27,28,13,3,3
81,File,org.apache.lucene.index.SegmentTermPositionVector,2,2,3,1,12,0,8,4,1,0,1,3,3,2,3,0,0,0,3,65,6,31,10,16,28,15,23,10,13,3,3,4,0.9,7,7,9,3,1,0
82,File,org.apache.lucene.index.SegmentTermPositions,1,1,2,1,8,0,7,1,1,0,0,15,15,7,15,2,4,2,7,197,29,120,30,67,53,66,94,30,64,4,4,4,0.44,27,27,30,15,2,1
83,File,org.apache.lucene.index.SegmentTermVector,1,1,1,1,6,0,5,1,1,0,0,8,8,3,8,1,0,0,7,90,13,50,17,24,27,29,43,19,24,4,4,4,0.54,15,15,15,8,3,1
84,File,org.apache.lucene.index.StaleReaderException,1,1,1,1,3,0,3,0,1,0,0,1,1,0,1,0,0,0,1,36,3,7,4,1,26,3,5,4,1,1,1,1,3.71,1,1,1,1,0,0
85,File,org.apache.lucene.index.Term,1,1,1,1,5,0,3,2,1,0,0,12,12,2,12,2,1,0,9,111,16,51,18,25,47,23,40,17,23,4,4,5,0.92,17,17,18,15,1,1
86,File,org.apache.lucene.index.TermBuffer,1,1,1,1,9,0,8,0,1,1,1,9,8,4,9,0,2,1,6,120,20,83,28,51,21,49,67,27,40,3,3,3,0.25,17,17,17,11,2,0
87,File,org.apache.lucene.index.TermDocs,0,0,0,0,0,0,0,0,1,0,0,8,8,0,8,8,0,0,0,82,14,12,11,0,56,10,11,11,0,0,0,0,4.67,0,0,0,0,0,0
88,File,org.apache.lucene.index.TermEnum,3,3,3,3,20,0,7,13,1,0,0,5,5,0,5,0,0,0,5,62,10,15,8,5,37,9,12,8,4,3,3,3,2.47,3,3,3,3,2,0
89,File,org.apache.lucene.index.TermFreqVector,0,0,0,0,0,0,0,0,1,0,0,6,6,0,6,0,0,0,6,71,11,9,8,0,51,7,8,8,0,0,0,0,5.67,0,0,0,0,0,0
90,File,org.apache.lucene.index.TermInfo,1,1,1,1,5,0,5,0,1,0,0,5,5,4,5,5,0,0,0,59,9,32,12,18,18,20,26,11,15,1,1,1,0.56,5,5,5,5,0,0
91,File,org.apache.lucene.index.TermInfosReader,2,2,2,1,9,0,8,1,1,0,0,17,17,10,17,7,6,0,4,221,39,153,47,98,38,81,119,46,73,4,4,8,0.25,36,36,45,29,2,4
92,File,org.apache.lucene.index.TermInfosWriter,2,2,2,1,13,1,11,3,1,0,1,6,6,11,6,3,3,0,0,158,30,86,32,57,57,54,68,26,42,7,7,9,0.66,14,14,16,6,1,3
93,File,org.apache.lucene.index.TermPositionVector,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,0,0,0,2,43,4,5,4,0,34,3,4,4,0,0,0,0,6.8,0,0,0,0,0,0
94,File,org.apache.lucene.index.TermPositions,0,0,0,0,0,0,0,0,1,0,0,4,4,0,4,3,0,0,1,97,8,10,8,0,79,6,7,7,0,0,0,0,7.9,0,0,0,0,0,1
95,File,org.apache.lucene.index.TermVectorOffsetInfo,1,1,1,1,6,0,4,1,1,0,1,8,8,2,8,0,0,0,8,89,13,38,15,16,38,20,33,15,18,5,5,5,1.0,12,12,12,12,1,0
96,File,org.apache.lucene.index.TermVectorsReader,4,4,5,1,27,2,19,5,1,0,0,10,10,7,10,6,3,1,0,322,45,206,64,141,76,139,188,68,120,13,13,14,0.37,48,48,51,10,4,11
97,File,org.apache.lucene.index.TermVectorsWriter,3,3,3,1,16,1,12,2,3,0,7,16,16,16,16,2,4,0,10,374,62,227,76,156,89,144,198,77,121,11,11,11,0.39,50,50,52,16,4,3
98,File,org.apache.lucene.queryParser.CharStream,0,0,0,0,0,0,0,0,1,0,0,12,12,0,12,12,0,0,0,110,15,15,14,0,80,13,14,14,0,0,0,0,5.33,0,0,0,0,0,2
99,File,org.apache.lucene.queryParser.FastCharStream,1,1,1,1,5,0,5,0,1,0,0,14,14,6,14,0,1,0,13,122,18,82,28,45,33,39,60,27,33,5,5,5,0.4,20,20,20,14,2,0
100,File,org.apache.lucene.queryParser.MultiFieldQueryParser,3,3,3,1,22,0,11,11,1,3,0,11,8,2,11,0,0,6,5,305,19,138,42,75,149,76,110,47,63,9,9,9,1.08,33,33,34,13,5,2
101,File,org.apache.lucene.queryParser.ParseException,5,3,5,1,27,0,20,7,1,0,0,5,5,5,5,0,0,1,4,192,13,110,22,76,69,67,85,23,62,12,10,13,0.63,25,17,26,8,3,3
102,File,org.apache.lucene.queryParser.QueryParser,4,4,5,1,20,0,15,4,4,5,12,64,59,36,64,0,15,9,40,1527,113,1072,196,769,342,603,823,214,609,62,47,63,0.32,301,258,337,99,5,7
103,File,org.apache.lucene.queryParser.QueryParserConstants,0,0,0,0,0,0,0,0,1,0,0,0,0,37,0,0,0,0,0,80,5,74,73,69,1,38,39,39,0,0,0,0,0.01,0,0,0,0,0,2
104,File,org.apache.lucene.queryParser.QueryParserTokenManager,9,7,10,5,30,0,30,0,1,1,8,35,34,11,35,0,27,1,7,1138,7,1130,142,838,1,528,757,120,637,162,106,170,0.0,344,256,356,182,6,4
105,File,org.apache.lucene.queryParser.Token,1,1,1,1,13,0,5,7,1,1,0,2,1,8,2,0,0,0,2,81,10,19,9,3,52,8,12,9,3,1,2,1,2.74,2,3,2,2,1,1
106,File,org.apache.lucene.queryParser.TokenMgrError,3,1,3,1,14,0,10,4,1,2,4,6,4,1,6,0,0,2,4,133,13,72,16,50,48,37,47,17,30,12,4,13,0.67,18,10,19,6,3,3
107,File,org.apache.lucene.search.BooleanClause,1,1,1,1,4,0,3,0,2,0,3,12,12,2,12,0,1,0,11,115,26,54,22,22,35,24,41,22,19,3,3,3,0.65,17,17,18,14,1,0
108,File,org.apache.lucene.search.BooleanQuery,2,2,2,1,11,0,7,3,4,6,2,33,27,5,33,0,0,1,32,463,59,274,92,181,147,152,225,95,130,11,11,11,0.54,72,72,75,42,4,3
109,File,org.apache.lucene.search.BooleanScorer,2,2,2,1,10,1,9,1,5,0,2,18,18,25,18,3,1,1,13,272,48,203,64,127,43,120,167,65,102,11,11,13,0.21,44,44,51,26,4,0
110,File,org.apache.lucene.search.BooleanScorer2,2,2,2,1,10,0,7,3,5,0,1,30,30,14,30,4,8,1,17,398,40,247,66,147,133,102,159,67,92,6,6,8,0.54,62,62,64,37,2,1
111,File,org.apache.lucene.search.CachingWrapperFilter,1,1,1,1,7,0,5,1,1,0,0,5,5,2,5,0,0,0,5,79,13,39,16,15,29,19,30,16,14,3,3,3,0.74,8,8,8,5,1,1
112,File,org.apache.lucene.search.ComplexExplanation,1,1,1,1,6,0,3,3,1,0,0,6,6,1,6,0,0,1,5,70,9,25,11,12,36,12,20,11,9,3,3,3,1.44,9,9,9,6,1,1
113,File,org.apache.lucene.search.ConjunctionScorer,2,2,2,1,8,0,7,1,2,0,0,11,11,7,11,1,3,0,7,139,22,94,25,59,30,56,82,29,53,6,6,6,0.32,28,28,29,16,3,1
114,File,org.apache.lucene.search.ConstantScoreQuery,1,1,1,1,4,0,4,0,3,0,0,21,21,7,21,0,0,1,20,172,35,107,40,46,31,52,79,40,39,3,3,4,0.29,25,25,26,23,1,1
115,File,org.apache.lucene.search.ConstantScoreRangeQuery,3,3,3,1,8,0,7,1,1,0,0,10,10,5,10,0,0,0,10,139,15,81,25,52,46,49,70,24,46,8,8,10,0.57,33,33,36,15,1,1
116,File,org.apache.lucene.search.DefaultSimilarity,1,1,1,1,4,0,3,1,1,0,0,6,6,0,6,0,0,0,6,51,7,21,8,6,23,7,14,8,6,1,1,1,1.1,6,6,6,6,0,0
117,File,org.apache.lucene.search.DisjunctionMaxQuery,2,2,2,1,8,0,7,1,2,0,0,19,19,4,19,0,0,1,18,257,31,150,49,91,81,96,139,57,82,8,8,8,0.54,42,42,44,23,3,2
118,File,org.apache.lucene.search.DisjunctionMaxScorer,2,2,2,2,12,0,10,2,1,0,0,11,11,4,11,0,4,0,7,195,19,122,34,84,58,70,100,35,65,6,6,7,0.48,30,30,32,22,3,1
119,File,org.apache.lucene.search.DisjunctionSumScorer,3,3,3,2,15,0,10,5,1,0,0,12,12,8,12,0,1,2,9,263,27,138,33,87,105,64,100,33,67,8,8,8,0.76,38,38,39,27,4,0
120,File,org.apache.lucene.search.ExactPhraseScorer,3,3,3,3,14,1,12,4,1,0,0,2,2,0,2,1,0,1,0,55,7,29,8,17,24,17,23,8,15,6,6,6,0.83,7,7,7,6,4,0
121,File,org.apache.lucene.search.Explanation,1,1,1,1,6,0,4,1,1,0,0,13,13,3,13,0,0,2,11,127,22,68,23,37,40,41,62,26,36,4,4,4,0.59,20,20,20,13,2,0
122,File,org.apache.lucene.search.FieldCache,1,1,1,1,5,0,4,1,6,0,2,17,17,2,17,0,0,0,17,243,27,51,42,4,165,25,32,30,2,1,1,1,3.24,1,1,1,1,0,1
123,File,org.apache.lucene.search.FieldCacheImpl,2,2,2,1,12,0,11,1,16,0,4,30,30,14,30,2,0,9,19,509,60,378,136,253,76,197,272,126,146,8,8,9,0.2,70,70,78,49,5,4
124,File,org.apache.lucene.search.FieldDoc,1,1,1,1,4,0,3,1,1,0,0,2,2,1,2,0,0,0,2,64,6,12,6,3,46,5,8,5,3,1,1,1,3.83,2,2,2,2,0,1
125,File,org.apache.lucene.search.FieldDocSortedHitQueue,5,4,6,2,22,0,15,6,1,0,0,5,5,2,5,3,1,1,0,168,18,87,28,62,64,55,78,29,49,21,15,22,0.74,29,23,30,12,3,2
