Unnamed: 0,Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,MaxNesting,bug
10,File,org.apache.log4j.Layout,1,1,1,1,6,0,3,3,1,0,2,5,5,0,5,0,0,0,5,77,18,25,18,5,34,10,14,11,3,1,1,1,1.36,3,3,3,3,0,0.0
11,File,org.apache.log4j.NDC,1,1,1,1,13,1,6,5,1,6,3,9,3,3,9,2,2,0,5,270,54,87,45,41,133,38,49,27,22,3,3,3,1.53,16,16,17,9,1,2.0
12,File,org.apache.log4j.PatternLayout,1,1,1,1,11,1,4,5,1,0,3,10,10,6,10,0,0,1,9,552,129,82,45,30,341,44,59,38,21,3,3,3,4.16,15,15,15,10,1,1.0
13,File,org.apache.log4j.Priority,2,1,2,1,9,0,4,3,1,5,10,10,5,3,10,0,0,1,9,189,34,82,44,37,73,38,56,26,30,7,7,7,0.89,21,17,21,16,1,5.0
14,File,org.apache.log4j.PropertyConfigurator,2,2,2,1,32,5,10,16,1,5,7,11,6,2,11,2,0,1,8,514,96,159,75,86,259,81,104,56,48,6,6,6,1.63,22,22,22,11,2,6.0
15,File,org.apache.log4j.ProvisionNode,1,1,1,1,4,0,4,0,1,0,0,1,1,0,1,1,0,0,0,18,4,8,4,2,6,4,6,4,2,1,1,1,0.75,1,1,1,1,0,0.0
16,File,org.apache.log4j.RollingFileAppender,1,1,1,1,13,1,5,6,1,0,2,15,15,2,15,0,0,2,13,299,53,122,53,50,126,55,80,37,43,6,6,6,1.03,24,24,25,15,3,1.0
17,File,org.apache.log4j.RollingFileAppenderBeanInfo,3,3,3,1,14,0,12,1,1,0,0,2,2,1,2,0,0,0,2,52,9,34,15,17,9,16,23,12,11,6,6,6,0.26,7,7,7,2,4,0.0
18,File,org.apache.log4j.SimpleLayout,1,1,1,1,6,0,3,2,1,0,0,6,6,1,6,0,0,0,6,74,17,30,15,9,27,11,18,10,8,1,1,1,0.9,6,6,6,6,0,0.0
19,File,org.apache.log4j.StressCategory,3,3,3,1,14,1,11,0,2,10,7,11,1,2,11,9,0,0,2,241,48,161,46,98,32,89,125,44,81,6,6,7,0.2,34,34,35,18,4,2.0
20,File,org.apache.log4j.WriterAppender,2,2,2,1,12,1,6,5,1,0,1,19,19,2,19,0,0,6,13,360,63,157,61,67,141,60,99,40,59,5,5,5,0.9,38,38,40,22,3,4.0
21,File,org.apache.log4j.config.PropertyGetter,2,2,3,1,11,0,9,2,2,1,1,5,4,2,5,1,0,1,3,88,11,58,27,25,19,27,39,23,16,6,6,6,0.33,10,10,14,7,3,1.0
22,File,org.apache.log4j.config.PropertyPrinter,2,2,3,1,9,0,7,1,1,2,0,10,8,5,10,0,0,4,6,143,21,96,36,49,26,45,69,29,40,8,8,9,0.27,25,25,30,15,3,0.0
23,File,org.apache.log4j.config.PropertySetter,3,3,3,2,20,2,12,5,1,1,0,9,8,2,9,0,0,3,6,250,36,138,44,75,76,62,96,35,61,9,9,9,0.55,34,34,35,23,3,2.0
24,File,org.apache.log4j.config.PropertySetterException,1,1,1,1,6,0,5,1,1,0,0,3,3,1,3,0,0,0,3,44,5,22,10,7,17,8,13,7,6,2,2,3,0.77,4,4,5,3,1,0.0
25,File,org.apache.log4j.helpers.AbsoluteTimeDateFormat,2,2,2,1,14,1,9,3,1,0,3,4,4,0,4,0,0,0,4,114,22,54,24,29,38,31,41,19,22,6,6,6,0.7,9,9,9,4,1,0.0
26,File,org.apache.log4j.helpers.AppenderAttachableImpl,3,3,3,1,14,0,9,3,1,0,0,7,7,1,7,0,0,0,7,144,23,81,29,41,40,43,66,26,40,4,4,5,0.49,22,22,25,13,2,0.0
27,File,org.apache.log4j.helpers.BoundedFIFO,1,1,2,1,11,1,6,4,1,0,0,10,10,5,10,1,0,0,9,169,30,86,32,45,54,40,59,22,37,4,4,5,0.63,19,19,20,10,2,0.0
28,File,org.apache.log4j.helpers.CountingQuietWriter,1,1,1,1,4,0,4,0,1,0,0,4,4,1,4,0,0,0,4,57,12,33,18,8,12,15,21,14,7,2,2,2,0.36,5,5,5,4,1,0.0
29,File,org.apache.log4j.helpers.CyclicBuffer,2,2,3,1,14,1,9,3,1,0,0,7,7,5,7,0,0,0,7,150,27,82,24,48,42,42,62,19,43,7,7,7,0.51,20,20,21,7,2,0.0
30,File,org.apache.log4j.helpers.DateLayout,2,2,2,1,10,0,6,4,1,0,4,10,10,5,10,0,0,0,10,195,27,98,42,45,70,45,67,32,35,7,7,7,0.71,21,21,22,10,1,1.0
31,File,org.apache.log4j.helpers.DateTimeDateFormat,1,1,1,1,9,1,6,2,1,0,0,4,4,1,4,0,0,0,4,75,14,41,21,17,20,25,31,16,15,2,2,2,0.49,5,5,5,4,1,0.0
32,File,org.apache.log4j.helpers.FileWatchdog,2,2,2,1,11,0,10,2,1,0,1,5,5,6,5,0,0,3,2,102,15,61,24,32,30,29,40,18,22,5,5,5,0.49,10,10,10,4,2,0.0
33,File,org.apache.log4j.helpers.FormattingInfo,1,1,1,1,4,0,4,0,1,0,0,2,2,3,2,2,0,0,0,36,8,14,7,7,14,8,11,7,4,1,1,1,1.0,2,2,2,2,0,0.0
34,File,org.apache.log4j.helpers.ISO8601DateFormat,4,1,4,1,12,1,9,2,1,0,0,4,4,0,4,0,0,0,4,94,17,51,21,26,26,46,53,16,37,14,3,14,0.51,17,6,17,4,1,0.0
35,File,org.apache.log4j.helpers.Loader,4,4,4,4,44,9,20,14,1,2,1,2,0,0,2,1,0,0,1,151,29,49,14,34,73,25,35,11,24,7,7,7,1.49,9,9,9,8,3,1.0
36,File,org.apache.log4j.helpers.LogLog,2,2,2,1,10,0,5,4,1,8,7,8,0,1,8,0,0,0,8,180,32,79,35,36,69,26,46,18,28,3,3,4,0.87,17,17,19,8,2,0.0
37,File,org.apache.log4j.helpers.NullEnumeration,1,1,1,1,2,0,2,0,1,1,1,4,3,0,4,0,1,0,3,43,9,22,14,4,12,7,12,9,3,1,1,1,0.55,4,4,4,4,0,0.0
38,File,org.apache.log4j.helpers.OnlyOnceErrorHandler,1,1,1,1,12,0,3,8,1,0,0,5,5,3,5,0,0,0,5,109,21,31,16,10,57,10,18,11,7,2,2,2,1.84,7,7,7,5,1,0.0
39,File,org.apache.log4j.helpers.OptionConverter,4,4,4,2,29,3,18,7,1,12,5,13,1,0,13,0,1,0,12,457,71,274,86,176,113,125,180,58,122,11,11,11,0.41,59,59,61,35,4,3.0
40,File,org.apache.log4j.helpers.PatternConverter,3,3,3,1,12,1,10,1,1,0,1,5,5,4,5,0,0,3,2,102,17,58,23,32,30,26,39,16,23,6,6,6,0.52,12,12,12,4,2,0.0
41,File,org.apache.log4j.helpers.PatternParser,3,2,3,1,17,0,14,2,8,0,17,23,23,14,23,10,3,2,8,523,47,402,104,267,80,205,266,90,176,20,14,24,0.2,77,53,82,34,5,0.0
42,File,org.apache.log4j.helpers.QuietWriter,1,1,1,1,7,0,6,0,1,0,0,4,4,1,4,0,0,0,4,66,12,40,16,16,14,15,23,12,11,2,2,2,0.35,7,7,7,4,1,0.0
43,File,org.apache.log4j.helpers.RelativeTimeDateFormat,1,1,1,1,6,0,3,3,1,0,0,3,3,1,3,0,0,0,3,53,10,21,14,3,22,9,13,10,3,1,1,1,1.05,3,3,3,3,0,0.0
44,File,org.apache.log4j.helpers.SyslogQuietWriter,1,1,1,1,3,0,3,0,1,0,0,4,4,2,4,0,0,0,4,49,11,26,16,5,12,12,17,12,5,1,1,1,0.46,4,4,4,4,0,0.0
45,File,org.apache.log4j.helpers.SyslogWriter,1,1,1,1,6,0,6,0,1,0,1,5,5,3,5,0,0,0,5,78,17,49,25,19,12,21,30,19,11,3,3,3,0.24,8,8,8,5,1,0.0
46,File,org.apache.log4j.net.JMSAppender,2,2,2,1,12,1,7,3,1,0,2,13,13,5,13,0,0,2,11,257,47,139,54,69,72,64,93,39,54,5,5,5,0.52,28,28,28,13,2,2.0
47,File,org.apache.log4j.net.JMSSink,2,2,2,1,21,4,16,1,1,3,0,3,0,0,3,1,0,1,1,103,24,66,34,33,13,39,47,28,19,4,4,4,0.2,7,7,7,3,2,3.0
48,File,org.apache.log4j.net.SMTPAppender,2,2,2,1,11,0,6,3,2,0,7,27,27,10,27,2,0,2,23,529,93,259,104,130,177,122,178,80,98,9,9,9,0.68,55,55,55,30,5,3.0
49,File,org.apache.log4j.net.SimpleSocketServer,2,2,2,1,12,0,12,0,1,3,2,3,0,0,3,2,0,0,1,84,17,51,18,27,16,25,33,14,19,4,4,4,0.31,7,7,7,3,2,1.0
50,File,org.apache.log4j.net.SocketAppender,2,2,2,1,11,0,7,3,2,1,7,22,21,9,22,3,0,0,19,507,81,229,77,117,198,102,149,57,92,8,8,8,0.86,46,46,46,28,3,1.0
51,File,org.apache.log4j.net.SocketNode,4,4,4,1,20,1,19,0,1,0,1,2,2,3,2,0,0,0,2,96,19,58,22,24,19,31,39,21,18,7,7,7,0.33,9,9,9,2,3,3.0
52,File,org.apache.log4j.net.SocketServer,2,2,2,1,16,1,14,0,1,3,5,6,3,3,6,4,0,0,2,202,35,114,44,66,53,65,82,39,43,5,5,5,0.46,16,16,16,8,3,1.0
53,File,org.apache.log4j.net.SyslogAppender,4,3,4,2,14,1,9,3,1,2,26,18,16,5,18,0,1,0,17,441,67,243,89,156,131,132,186,68,118,22,22,22,0.54,73,54,73,40,3,1.0
54,File,org.apache.log4j.net.test.Loop,2,2,2,1,20,4,16,0,1,2,0,2,0,0,2,1,0,0,1,60,16,38,15,25,6,23,29,14,15,4,4,4,0.16,5,5,5,2,1,0.0
55,File,org.apache.log4j.net.test.SMTPMin,1,1,1,1,7,0,7,0,1,4,1,4,0,0,4,3,0,0,1,57,11,40,16,21,6,22,28,11,17,2,2,2,0.15,5,5,5,4,1,0.0
56,File,org.apache.log4j.net.test.SocketMin,2,2,2,1,14,0,13,0,1,5,2,5,0,0,5,4,0,0,1,104,11,87,30,53,6,54,68,24,44,6,6,6,0.07,14,14,14,9,2,0.0
57,File,org.apache.log4j.net.test.SyslogMin,1,1,1,1,7,0,7,0,1,4,1,4,0,0,4,3,0,0,1,64,13,45,22,19,6,26,32,17,15,2,2,2,0.13,5,5,5,4,1,0.0
58,File,org.apache.log4j.nt.NTEventLogAppender,1,1,1,1,7,0,5,1,1,0,6,18,18,3,18,0,3,0,15,198,39,114,48,53,45,52,78,40,38,4,4,4,0.39,25,25,25,15,3,1.0
59,File,org.apache.log4j.nt.test.NTMin,1,1,1,1,7,0,5,1,1,4,1,4,0,0,4,3,0,0,1,64,14,39,21,15,11,24,29,16,13,1,1,1,0.28,4,4,4,4,0,0.0
60,File,org.apache.log4j.or.DefaultRenderer,1,1,1,1,4,0,2,1,1,0,0,2,2,0,2,1,0,0,1,28,5,9,5,1,14,2,5,4,1,1,1,1,1.56,2,2,2,2,0,0.0
61,File,org.apache.log4j.or.MessageRenderer,3,2,3,1,31,5,21,4,1,0,0,2,2,0,2,0,0,0,2,91,18,54,14,36,19,36,42,12,30,5,4,5,0.35,6,5,6,2,3,0.0
62,File,org.apache.log4j.or.ObjectRenderer,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,22,4,5,4,0,13,2,3,3,0,0,0,0,2.6,0,0,0,0,0,0.0
63,File,org.apache.log4j.or.RendererMap,2,2,2,1,14,1,6,6,1,0,1,8,8,1,8,1,0,0,7,157,30,64,23,32,63,28,45,18,27,4,4,4,0.98,16,16,16,14,3,0.0
64,File,org.apache.log4j.or.ThreadGroupRenderer,2,2,2,1,22,1,14,6,1,0,0,2,2,0,2,0,0,0,2,67,9,34,10,22,24,23,28,9,19,3,3,3,0.71,4,4,4,2,2,0.0
65,File,org.apache.log4j.performance.ConcatVsArray,3,3,3,1,21,3,18,0,1,2,0,2,0,0,2,1,0,0,1,66,14,41,13,24,11,26,33,14,19,5,5,5,0.27,6,6,6,2,1,0.0
66,File,org.apache.log4j.performance.ListVsVector,1,1,1,1,9,0,9,0,2,3,4,5,2,2,5,4,0,0,1,89,18,61,25,32,10,45,56,24,32,3,3,3,0.16,9,9,9,5,2,0.0
67,File,org.apache.log4j.performance.Logging,3,3,3,1,17,2,13,2,1,5,5,5,0,0,5,4,0,0,1,292,56,89,36,50,147,53,69,33,36,4,4,4,1.65,15,15,15,5,3,1.0
68,File,org.apache.log4j.performance.NOPWriter,1,1,1,1,1,0,1,0,1,0,0,7,7,0,7,0,0,0,7,48,14,22,18,1,12,4,12,11,1,1,1,1,0.55,7,7,7,7,0,0.0
69,File,org.apache.log4j.performance.NewVsSetLen,3,3,3,1,19,3,16,0,1,3,6,3,0,0,3,2,0,0,1,217,43,71,21,45,103,54,65,25,40,4,4,4,1.45,10,10,10,3,3,0.0
70,File,org.apache.log4j.performance.NotLogging,2,2,2,1,15,2,12,0,1,6,10,6,0,0,6,5,0,0,1,171,40,107,38,66,24,62,79,35,44,5,5,5,0.22,17,17,17,6,2,1.0
71,File,org.apache.log4j.performance.NullAppender,1,1,1,1,3,0,2,0,1,0,1,6,6,1,6,0,0,0,6,55,10,32,21,5,13,12,20,15,5,2,2,2,0.41,7,7,7,6,1,0.0
72,File,org.apache.log4j.performance.SystemTime,1,1,1,1,8,0,7,0,1,3,1,3,0,0,3,2,0,0,1,55,10,31,15,14,14,18,24,13,11,2,2,2,0.45,5,5,5,3,1,0.0
73,File,org.apache.log4j.spi.AppenderAttachable,0,0,0,0,0,0,0,0,1,0,0,6,6,0,6,3,0,0,3,56,13,15,14,0,28,9,10,10,0,0,0,0,1.87,0,0,0,0,0,0.0
74,File,org.apache.log4j.spi.CategoryFactory,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,29,10,6,5,0,13,3,4,4,0,0,0,0,2.17,0,0,0,0,0,0.0
75,File,org.apache.log4j.spi.Configurator,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,30,6,6,5,0,18,4,5,5,0,0,0,0,3.0,0,0,0,0,0,1.0
76,File,org.apache.log4j.spi.ErrorCode,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,26,5,10,9,7,11,8,9,9,0,0,0,0,1.1,0,0,0,0,0,0.0
77,File,org.apache.log4j.spi.ErrorHandler,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,2,0,0,0,63,18,6,5,0,39,4,5,5,0,0,0,0,6.5,0,0,0,0,0,0.0
78,File,org.apache.log4j.spi.Filter,1,1,1,1,6,0,2,4,1,0,3,2,2,1,2,0,0,0,2,99,23,14,12,3,62,7,9,9,0,1,1,1,4.43,1,1,1,1,0,0.0
79,File,org.apache.log4j.spi.LocationInfo,5,5,5,2,31,3,15,12,1,0,5,5,5,6,5,0,0,0,5,234,33,107,37,67,94,62,90,32,58,7,7,7,0.88,25,25,25,11,3,0.0
80,File,org.apache.log4j.spi.LoggingEvent,2,2,2,1,12,1,8,3,1,1,6,13,12,12,13,0,4,0,9,294,59,149,63,74,87,76,103,48,55,4,4,4,0.58,26,26,27,13,3,4.0
81,File,org.apache.log4j.spi.OptionHandler,0,0,0,0,0,0,0,0,1,0,0,3,3,0,3,3,0,0,0,54,12,7,6,0,35,5,6,6,0,0,0,0,5.0,0,0,0,0,0,1.0
82,File,org.apache.log4j.spi.RootCategory,1,1,1,1,9,0,5,4,1,0,0,3,3,0,3,0,0,0,3,67,12,27,13,8,28,9,14,8,6,2,2,2,1.04,4,4,4,3,1,0.0
83,File,org.apache.log4j.spi.ThrowableInformation,1,1,1,1,3,0,3,0,3,0,1,12,12,3,12,1,0,0,11,109,28,71,36,21,10,27,44,26,18,2,2,2,0.14,14,14,14,12,1,2.0
84,File,org.apache.log4j.spi.TriggeringEventEvaluator,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,30,7,4,3,0,19,2,3,3,0,0,0,0,4.75,0,0,0,0,0,0.0
85,File,org.apache.log4j.test.Base64,4,4,4,3,21,3,17,0,1,3,3,3,0,0,3,2,0,0,1,105,22,75,25,47,8,43,58,20,38,7,7,7,0.11,12,12,12,9,3,0.0
86,File,org.apache.log4j.test.CategoryWrapper,1,1,1,1,6,0,4,1,1,2,1,5,3,1,5,2,0,0,3,61,17,33,18,13,11,15,21,13,8,1,1,1,0.33,5,5,5,5,0,0.0
87,File,org.apache.log4j.test.ConfigurationFileParsing,1,1,1,1,11,1,10,0,1,2,0,2,0,0,2,1,0,0,1,44,9,29,11,14,6,15,19,8,11,2,2,2,0.21,3,3,3,2,1,0.0
88,File,org.apache.log4j.test.DefaultInit,1,1,1,1,4,0,4,0,1,2,1,2,0,0,2,1,0,0,1,26,8,18,11,5,0,11,14,10,4,1,1,1,0.0,2,2,2,2,0,0.0
89,File,org.apache.log4j.test.DelayedLoop,2,2,2,1,7,0,7,0,1,4,2,4,0,0,4,3,0,0,1,66,13,42,17,20,11,17,26,12,14,3,3,3,0.26,8,8,8,4,2,0.0
90,File,org.apache.log4j.test.Finalize,2,2,2,1,12,1,10,0,1,5,1,5,0,0,5,4,0,0,1,90,20,69,24,40,1,39,47,18,29,5,5,5,0.01,10,10,10,9,2,0.0
91,File,org.apache.log4j.test.Hello,1,1,1,1,5,0,5,0,1,1,1,1,0,0,1,0,0,0,1,29,6,13,8,4,10,7,9,6,3,1,1,1,0.77,1,1,1,1,0,0.0
92,File,org.apache.log4j.test.L7D,1,1,1,1,11,1,10,0,1,4,1,4,0,0,4,3,0,0,1,79,18,53,16,30,8,28,36,12,24,2,2,2,0.15,7,7,7,4,1,0.0
93,File,org.apache.log4j.test.Min,1,1,1,1,28,6,19,4,1,4,0,4,0,0,4,3,0,0,1,156,36,97,32,67,29,108,116,27,89,3,3,3,0.3,7,7,7,4,1,0.0
94,File,org.apache.log4j.test.MultipleAppenders,6,6,6,1,38,8,27,3,1,1,0,1,0,0,1,0,0,0,1,54,14,37,16,20,3,23,30,15,15,6,6,6,0.08,6,6,6,1,2,0.0
95,File,org.apache.log4j.test.PrintProperties,1,1,1,1,3,0,3,0,1,1,0,1,0,0,1,0,0,0,1,27,4,10,7,1,13,4,6,5,1,1,1,1,1.3,1,1,1,1,0,0.0
96,File,org.apache.log4j.test.ROFile,1,1,1,1,5,0,5,0,1,4,1,4,0,0,4,3,0,0,1,42,9,33,17,13,0,15,21,12,9,2,2,2,0.0,5,5,5,4,1,0.0
97,File,org.apache.log4j.test.Shallow,1,1,1,1,12,2,10,0,1,5,1,5,0,0,5,4,0,0,1,100,18,68,24,41,14,43,52,18,34,2,2,2,0.21,8,8,8,5,1,1.0
98,File,org.apache.log4j.test.ShortSocketServer,2,2,2,1,13,0,12,0,1,3,2,3,0,0,3,2,0,0,1,70,13,55,23,28,2,31,38,19,19,3,3,3,0.04,6,6,6,3,1,0.0
99,File,org.apache.log4j.test.SpacePad,3,3,3,1,15,2,13,0,1,2,1,2,0,0,2,0,0,0,2,42,7,34,10,21,4,20,27,8,19,4,4,4,0.12,6,6,6,2,2,0.0
100,File,org.apache.log4j.test.StressAsyncAppender,2,2,2,1,12,1,9,1,1,5,9,8,3,0,8,1,0,0,7,160,37,111,44,58,13,53,76,33,43,5,5,5,0.12,20,20,20,8,2,0.0
101,File,org.apache.log4j.test.StressNDC,2,2,2,1,14,1,11,0,1,6,11,8,2,1,8,1,0,0,7,179,39,129,48,72,13,69,93,37,56,7,7,7,0.1,22,22,22,8,2,0.0
102,File,org.apache.log4j.test.SysoutConfigurator,1,1,1,1,5,0,5,0,1,0,0,1,1,0,1,0,0,0,1,24,2,17,12,3,5,9,11,10,1,1,1,1,0.29,1,1,1,1,0,1.0
103,File,org.apache.log4j.xml.examples.XCategory,1,1,1,1,7,0,4,3,2,2,3,14,12,1,14,0,0,1,13,192,36,92,42,35,64,31,58,28,30,3,3,3,0.7,25,25,25,14,1,1.0
