Unnamed: 0,Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,MaxNesting,bug
10,File,org.apache.log4j.Layout,1,1,1,1,6,0,3,3,1,0,2,5,5,0,5,0,0,0,5,78,19,25,18,5,34,10,14,11,3,1,1,1,1.36,3,3,3,3,0,0.0
11,File,org.apache.log4j.NDC,1,1,1,1,13,1,6,5,1,6,3,9,3,3,9,2,2,0,5,270,54,87,45,41,133,38,49,27,22,3,3,3,1.53,16,16,17,9,1,1.0
12,File,org.apache.log4j.PatternLayout,1,1,1,1,11,0,4,5,1,0,3,9,9,5,9,0,0,1,8,536,127,74,42,26,335,39,53,36,17,3,3,3,4.53,14,14,14,9,1,1.0
13,File,org.apache.log4j.Priority,2,1,2,1,9,0,5,3,1,4,10,9,5,3,9,0,0,1,8,175,31,77,41,36,67,37,54,25,29,7,7,7,0.87,20,16,20,15,1,1.0
14,File,org.apache.log4j.PropertyConfigurator,1,1,1,1,30,4,9,15,1,5,7,12,7,2,12,3,0,1,8,497,93,165,77,89,239,85,108,58,50,5,5,5,1.45,23,23,23,12,2,2.0
15,File,org.apache.log4j.ProvisionNode,1,1,1,1,4,0,4,0,1,0,0,1,1,0,1,1,0,0,0,18,4,8,4,2,6,4,6,4,2,1,1,1,0.75,1,1,1,1,0,0.0
16,File,org.apache.log4j.RollingFileAppender,1,1,1,1,13,1,6,6,1,0,2,13,13,2,13,0,0,2,11,264,47,110,48,45,108,48,71,33,38,6,6,6,0.98,22,22,23,13,3,1.0
17,File,org.apache.log4j.SimpleLayout,1,1,1,1,6,0,3,2,1,0,0,6,6,1,6,0,0,0,6,74,17,30,15,9,27,11,18,10,8,1,1,1,0.9,6,6,6,6,0,0.0
18,File,org.apache.log4j.StressCategory,3,3,3,1,14,1,11,0,2,10,7,11,1,2,11,9,0,0,2,241,48,161,46,98,32,89,125,44,81,6,6,7,0.2,34,34,35,18,4,0.0
19,File,org.apache.log4j.TTCCLayout,1,1,1,1,17,3,6,6,1,0,3,8,8,4,8,0,0,0,8,240,62,80,32,42,98,43,59,26,33,5,5,5,1.23,15,15,15,8,2,0.0
20,File,org.apache.log4j.gui.JListView,1,1,1,1,11,1,9,0,5,1,3,15,14,9,15,2,0,0,13,347,77,205,107,104,66,123,154,91,63,5,5,5,0.32,24,24,24,15,3,0.0
21,File,org.apache.log4j.gui.JTableAppender,1,1,1,1,9,1,7,0,4,1,1,13,12,7,13,1,0,0,12,227,56,155,90,66,16,92,114,73,41,3,3,3,0.1,18,18,18,13,2,0.0
22,File,org.apache.log4j.gui.TextPaneAppender,2,2,2,1,8,0,8,0,1,1,0,19,18,19,19,0,6,0,13,279,40,223,88,126,17,132,178,79,99,11,11,11,0.08,45,45,45,19,3,0.0
23,File,org.apache.log4j.gui.examples.TextPaneAppenderExample,1,1,1,1,11,1,10,0,2,1,0,6,5,6,6,0,0,0,6,101,22,73,29,47,6,55,66,31,35,3,3,3,0.08,10,10,10,6,2,0.0
24,File,org.apache.log4j.helpers.AbsoluteTimeDateFormat,2,2,2,1,14,1,9,3,1,0,3,4,4,0,4,0,0,0,4,114,22,54,24,29,38,31,41,19,22,6,6,6,0.7,9,9,9,4,1,0.0
25,File,org.apache.log4j.helpers.AppenderAttachableImpl,3,3,3,1,13,0,9,3,1,0,0,7,7,1,7,0,0,0,7,143,23,81,29,41,39,43,66,26,40,4,4,5,0.48,22,22,25,13,2,0.0
26,File,org.apache.log4j.helpers.BoundedFIFO,1,1,1,1,9,0,5,3,1,0,0,8,8,5,8,0,0,0,8,116,15,59,25,25,42,23,37,17,20,3,3,3,0.71,13,13,13,8,2,0.0
27,File,org.apache.log4j.helpers.CountingQuietWriter,1,1,1,1,4,0,4,0,1,0,0,4,4,1,4,0,0,0,4,57,12,33,18,8,12,15,21,14,7,2,2,2,0.36,5,5,5,4,1,0.0
28,File,org.apache.log4j.helpers.CyclicBuffer,2,2,2,1,13,1,8,3,1,0,0,7,7,5,7,0,0,0,7,142,28,77,24,44,38,40,59,19,40,6,6,6,0.49,19,19,20,7,2,1.0
29,File,org.apache.log4j.helpers.DateLayout,2,2,2,1,14,2,7,4,1,0,4,7,7,5,7,0,0,0,7,173,39,83,36,40,51,41,59,29,30,7,7,7,0.61,17,17,18,7,1,0.0
30,File,org.apache.log4j.helpers.DateTimeDateFormat,1,1,1,1,9,1,6,2,1,0,0,4,4,1,4,0,0,0,4,75,14,41,21,17,20,25,31,16,15,2,2,2,0.49,5,5,5,4,1,0.0
31,File,org.apache.log4j.helpers.FileWatchdog,2,2,2,1,9,0,8,1,1,0,1,5,5,5,5,0,0,3,2,88,12,51,22,24,25,23,33,16,17,4,4,4,0.49,9,9,9,4,2,2.0
32,File,org.apache.log4j.helpers.FormattingInfo,1,1,1,1,4,0,4,0,1,0,0,2,2,3,2,2,0,0,0,36,8,14,7,7,14,8,11,7,4,1,1,1,1.0,2,2,2,2,0,0.0
33,File,org.apache.log4j.helpers.ISO8601DateFormat,4,1,4,1,12,1,9,2,1,0,0,4,4,0,4,0,0,0,4,94,17,51,21,26,26,46,53,16,37,14,3,14,0.51,17,6,17,4,1,0.0
34,File,org.apache.log4j.helpers.Loader,1,1,1,1,10,0,9,0,1,3,0,3,0,0,3,0,0,0,3,56,9,34,12,19,13,17,23,12,11,2,2,2,0.38,5,5,5,3,1,3.0
35,File,org.apache.log4j.helpers.LogLog,1,1,1,1,9,0,4,4,1,5,4,5,0,1,5,0,0,0,5,117,18,52,23,22,47,15,27,12,15,3,3,3,0.9,9,9,9,5,2,2.0
36,File,org.apache.log4j.helpers.NullEnumeration,1,1,1,1,2,0,2,0,1,1,1,4,3,0,4,0,1,0,3,43,9,22,14,4,12,7,12,9,3,1,1,1,0.55,4,4,4,4,0,0.0
37,File,org.apache.log4j.helpers.OnlyOnceErrorHandler,1,1,1,1,7,0,3,3,1,0,0,5,5,3,5,0,0,0,5,80,16,31,16,10,33,10,18,11,7,2,2,2,1.06,7,7,7,5,1,1.0
38,File,org.apache.log4j.helpers.OptionConverter,4,4,4,2,24,2,16,5,1,10,5,11,1,0,11,0,1,0,10,336,51,210,67,129,75,97,145,45,100,11,11,11,0.36,47,47,49,28,4,3.0
39,File,org.apache.log4j.helpers.PatternConverter,3,3,3,1,12,1,10,1,1,0,1,5,5,4,5,0,0,3,2,102,17,58,23,32,30,26,39,16,23,6,6,6,0.52,12,12,12,4,2,0.0
40,File,org.apache.log4j.helpers.PatternParser,3,2,3,1,16,0,14,2,8,0,17,23,23,14,23,10,3,2,8,514,47,394,101,262,79,202,262,87,175,20,14,24,0.2,76,52,81,34,5,1.0
41,File,org.apache.log4j.helpers.QuietWriter,1,1,1,1,7,0,6,0,1,0,0,4,4,1,4,0,0,0,4,66,12,40,16,16,14,15,23,12,11,2,2,2,0.35,7,7,7,4,1,0.0
42,File,org.apache.log4j.helpers.RelativeTimeDateFormat,1,1,1,1,6,0,3,3,1,0,0,3,3,1,3,0,0,0,3,53,10,21,14,3,22,9,13,10,3,1,1,1,1.05,3,3,3,3,0,0.0
43,File,org.apache.log4j.helpers.SyslogQuietWriter,1,1,1,1,3,0,3,0,1,0,0,4,4,2,4,0,0,0,4,49,11,26,16,5,12,12,17,12,5,1,1,1,0.46,4,4,4,4,0,0.0
44,File,org.apache.log4j.helpers.SyslogWriter,1,1,1,1,6,0,6,0,1,0,1,5,5,3,5,0,0,0,5,78,17,49,25,19,12,21,30,19,11,3,3,3,0.24,8,8,8,5,1,0.0
45,File,org.apache.log4j.helpers.TracerPrintWriter,1,1,1,1,3,0,3,0,1,0,0,5,5,1,5,0,0,0,5,56,15,29,15,8,12,11,17,9,8,1,1,1,0.41,5,5,5,5,0,0.0
46,File,org.apache.log4j.net.JMSAppender,2,2,2,1,11,1,10,0,1,0,2,9,9,5,9,0,0,2,7,166,32,123,46,65,12,60,85,35,50,5,5,5,0.1,24,24,24,9,2,0.0
47,File,org.apache.log4j.net.JMSSink,2,2,2,1,21,4,16,1,1,3,0,3,0,0,3,1,0,1,1,103,24,66,34,33,13,39,47,28,19,4,4,4,0.2,7,7,7,3,2,0.0
48,File,org.apache.log4j.net.SMTPAppender,2,2,2,1,17,1,10,5,2,0,7,13,13,10,13,2,0,2,9,391,76,191,73,106,124,102,141,63,78,9,9,9,0.65,37,37,37,16,2,3.0
49,File,org.apache.log4j.net.SimpleSocketServer,2,2,2,1,12,0,12,0,1,3,2,3,0,0,3,2,0,0,1,84,17,51,18,27,16,25,33,14,19,4,4,4,0.31,7,7,7,3,2,0.0
50,File,org.apache.log4j.net.SocketAppender,2,2,2,1,14,0,10,4,2,0,5,14,14,8,14,3,0,0,11,408,69,183,56,99,157,87,123,46,77,6,6,6,0.86,35,35,35,18,3,1.0
51,File,org.apache.log4j.net.SocketNode,4,4,4,1,20,1,19,0,1,0,1,2,2,3,2,0,0,0,2,95,19,57,22,23,19,30,38,21,17,7,7,7,0.33,9,9,9,2,3,0.0
52,File,org.apache.log4j.net.SocketServer,3,3,3,1,17,1,16,0,1,3,5,6,3,3,6,4,0,0,2,212,34,125,44,75,53,68,87,39,48,5,5,5,0.42,18,18,18,8,3,1.0
53,File,org.apache.log4j.net.SyslogAppender,5,3,5,1,18,2,12,4,1,0,25,12,12,6,12,0,1,0,11,368,61,204,73,141,103,142,185,60,125,23,23,23,0.5,63,44,63,14,1,2.0
54,File,org.apache.log4j.net.SyslogTracerPrintWriter,1,1,1,1,6,0,3,3,1,0,1,3,3,0,3,1,0,0,2,47,8,17,10,4,22,7,11,8,3,1,1,1,1.29,3,3,3,3,0,0.0
55,File,org.apache.log4j.net.test.Loop,2,2,2,1,20,4,16,0,1,2,0,2,0,0,2,1,0,0,1,60,16,38,15,25,6,23,29,14,15,4,4,4,0.16,5,5,5,2,1,0.0
56,File,org.apache.log4j.net.test.SMTPMin,1,1,1,1,7,0,7,0,1,4,1,4,0,0,4,3,0,0,1,57,11,40,16,21,6,22,28,11,17,2,2,2,0.15,5,5,5,4,1,0.0
57,File,org.apache.log4j.net.test.SocketMin,2,2,2,1,14,0,13,0,1,5,2,5,0,0,5,4,0,0,1,104,11,87,30,53,6,54,68,24,44,6,6,6,0.07,14,14,14,9,2,0.0
58,File,org.apache.log4j.net.test.SyslogMin,1,1,1,1,7,0,7,0,1,4,1,4,0,0,4,3,0,0,1,64,13,45,22,19,6,26,32,17,15,2,2,2,0.13,5,5,5,4,1,0.0
59,File,org.apache.log4j.nt.NTEventLogAppender,1,1,1,1,6,0,5,0,1,0,5,13,13,1,13,0,3,0,10,122,25,75,32,36,22,37,53,28,25,4,4,4,0.29,15,15,16,10,1,1.0
60,File,org.apache.log4j.nt.test.NTMin,1,1,1,1,7,0,5,1,1,4,1,4,0,0,4,3,0,0,1,64,14,39,21,15,11,24,29,16,13,1,1,1,0.28,4,4,4,4,0,0.0
61,File,org.apache.log4j.or.DefaultRenderer,1,1,1,1,4,0,2,1,1,0,0,2,2,0,2,1,0,0,1,28,5,9,5,1,14,2,5,4,1,1,1,1,1.56,2,2,2,2,0,0.0
62,File,org.apache.log4j.or.MessageRenderer,3,2,3,1,31,5,21,4,1,0,0,2,2,0,2,0,0,0,2,91,17,54,14,36,20,36,42,12,30,5,4,5,0.37,6,5,6,2,3,0.0
63,File,org.apache.log4j.or.ObjectRenderer,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,22,4,5,4,0,13,2,3,3,0,0,0,0,2.6,0,0,0,0,0,0.0
64,File,org.apache.log4j.or.RendererMap,2,2,2,1,15,1,6,7,1,0,1,8,8,1,8,1,0,0,7,166,32,64,23,32,70,28,45,18,27,4,4,4,1.09,16,16,16,14,3,0.0
65,File,org.apache.log4j.or.ThreadGroupRenderer,2,2,2,1,22,1,14,6,1,0,0,2,2,0,2,0,0,0,2,67,9,34,10,22,24,23,28,9,19,3,3,3,0.71,4,4,4,2,2,0.0
66,File,org.apache.log4j.performance.ConcatVsArray,3,3,3,1,21,3,18,0,1,2,0,2,0,0,2,1,0,0,1,66,14,41,13,24,11,26,33,14,19,5,5,5,0.27,6,6,6,2,1,0.0
67,File,org.apache.log4j.performance.ListVsVector,1,1,1,1,9,0,9,0,2,3,4,5,2,2,5,4,0,0,1,89,18,61,25,32,10,45,56,24,32,3,3,3,0.16,9,9,9,5,2,0.0
68,File,org.apache.log4j.performance.Logging,3,3,3,1,20,2,13,4,1,5,5,5,0,0,5,4,0,0,1,308,57,90,36,51,161,55,71,33,38,4,4,4,1.79,15,15,15,5,3,1.0
69,File,org.apache.log4j.performance.NOPWriter,1,1,1,1,1,0,1,0,1,0,0,7,7,0,7,0,0,0,7,48,14,22,18,1,12,4,12,11,1,1,1,1,0.55,7,7,7,7,0,0.0
70,File,org.apache.log4j.performance.NewVsSetLen,3,3,3,1,19,3,16,0,1,3,6,3,0,0,3,2,0,0,1,217,43,71,21,45,103,54,65,25,40,4,4,4,1.45,10,10,10,3,3,0.0
71,File,org.apache.log4j.performance.NotLogging,2,2,2,1,15,2,12,0,1,6,10,6,0,0,6,5,0,0,1,171,40,107,38,66,24,62,79,35,44,5,5,5,0.22,17,17,17,6,2,0.0
72,File,org.apache.log4j.performance.NullAppender,1,1,1,1,3,0,2,0,1,0,1,6,6,1,6,0,0,0,6,55,10,32,21,5,13,12,20,15,5,2,2,2,0.41,7,7,7,6,1,0.0
73,File,org.apache.log4j.performance.SystemTime,1,1,1,1,8,0,7,0,1,3,1,3,0,0,3,2,0,0,1,55,10,31,15,14,14,18,24,13,11,2,2,2,0.45,5,5,5,3,1,0.0
74,File,org.apache.log4j.spi.AppenderAttachable,0,0,0,0,0,0,0,0,1,0,0,6,6,0,6,3,0,0,3,56,13,15,14,0,28,9,10,10,0,0,0,0,1.87,0,0,0,0,0,0.0
75,File,org.apache.log4j.spi.CategoryFactory,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,29,10,6,5,0,13,3,4,4,0,0,0,0,2.17,0,0,0,0,0,0.0
76,File,org.apache.log4j.spi.Configurator,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,30,6,6,5,0,18,4,5,5,0,0,0,0,3.0,0,0,0,0,0,0.0
77,File,org.apache.log4j.spi.ErrorCode,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,26,5,10,9,7,11,8,9,9,0,0,0,0,1.1,0,0,0,0,0,0.0
78,File,org.apache.log4j.spi.ErrorHandler,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,2,0,0,0,63,18,6,5,0,39,4,5,5,0,0,0,0,6.5,0,0,0,0,0,0.0
79,File,org.apache.log4j.spi.Filter,1,1,1,1,6,0,2,4,1,0,3,2,2,1,2,0,0,0,2,116,26,14,12,3,76,7,9,9,0,1,1,1,5.43,1,1,1,1,0,1.0
80,File,org.apache.log4j.spi.LocationInfo,4,4,4,2,28,2,14,10,1,0,5,5,5,6,5,0,0,0,5,217,29,103,35,64,85,60,87,31,56,7,7,7,0.83,24,24,24,11,3,1.0
81,File,org.apache.log4j.spi.LoggingEvent,1,1,1,1,10,0,6,2,1,1,2,8,7,11,8,0,2,0,6,194,42,86,42,36,66,49,64,33,31,3,3,3,0.77,14,14,14,8,1,2.0
82,File,org.apache.log4j.spi.OptionHandler,0,0,0,0,0,0,0,0,1,0,0,3,3,0,3,3,0,0,0,64,14,6,5,0,44,4,5,5,0,0,0,0,7.33,0,0,0,0,0,0.0
83,File,org.apache.log4j.spi.RootCategory,1,1,1,1,9,0,5,4,1,0,0,3,3,0,3,0,0,0,3,68,14,27,13,8,27,9,14,8,6,2,2,2,1.0,4,4,4,3,1,0.0
84,File,org.apache.log4j.spi.TriggeringEventEvaluator,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,29,7,4,3,0,18,2,3,3,0,0,0,0,4.5,0,0,0,0,0,0.0
85,File,org.apache.log4j.test.Base64,4,4,4,3,21,3,17,0,1,3,3,3,0,0,3,2,0,0,1,105,22,75,25,47,8,43,58,20,38,7,7,7,0.11,12,12,12,9,3,0.0
86,File,org.apache.log4j.test.CategoryWrapper,1,1,1,1,6,0,4,1,1,2,1,5,3,1,5,2,0,0,3,61,17,33,18,13,11,15,21,13,8,1,1,1,0.33,5,5,5,5,0,0.0
87,File,org.apache.log4j.test.ConfigurationFileParsing,1,1,1,1,10,1,9,0,1,2,0,2,0,0,2,1,0,0,1,43,9,28,11,13,6,14,18,8,10,2,2,2,0.21,3,3,3,2,1,0.0
88,File,org.apache.log4j.test.DefaultInit,1,1,1,1,4,0,4,0,1,2,1,2,0,0,2,1,0,0,1,26,8,18,11,5,0,11,14,10,4,1,1,1,0.0,2,2,2,2,0,0.0
89,File,org.apache.log4j.test.DelayedLoop,2,2,2,1,7,0,7,0,1,4,2,4,0,0,4,3,0,0,1,66,13,42,17,20,11,17,26,12,14,3,3,3,0.26,8,8,8,4,2,0.0
90,File,org.apache.log4j.test.Finalize,2,2,2,1,12,1,10,0,1,5,1,5,0,0,5,4,0,0,1,90,20,69,24,40,1,39,47,18,29,5,5,5,0.01,10,10,10,9,2,0.0
91,File,org.apache.log4j.test.Hello,1,1,1,1,5,0,5,0,1,1,1,1,0,0,1,0,0,0,1,29,6,13,8,4,10,7,9,6,3,1,1,1,0.77,1,1,1,1,0,0.0
92,File,org.apache.log4j.test.L7D,1,1,1,1,11,1,10,0,1,4,1,4,0,0,4,3,0,0,1,79,18,53,16,30,8,28,36,12,24,2,2,2,0.15,7,7,7,4,1,0.0
93,File,org.apache.log4j.test.Min,1,1,1,1,28,6,19,4,1,4,0,4,0,0,4,3,0,0,1,156,36,97,32,67,29,108,116,27,89,3,3,3,0.3,7,7,7,4,1,0.0
94,File,org.apache.log4j.test.MultipleAppenders,6,6,6,1,38,8,27,3,1,1,0,1,0,0,1,0,0,0,1,54,14,37,16,20,3,23,30,15,15,6,6,6,0.08,6,6,6,1,2,0.0
95,File,org.apache.log4j.test.ROFile,1,1,1,1,5,0,5,0,1,4,1,4,0,0,4,3,0,0,1,42,9,33,17,13,0,15,21,12,9,2,2,2,0.0,5,5,5,4,1,0.0
96,File,org.apache.log4j.test.Shallow,1,1,1,1,13,2,10,0,1,5,1,5,0,0,5,4,0,0,1,100,20,66,23,40,14,42,50,17,33,2,2,2,0.21,7,7,7,5,1,1.0
97,File,org.apache.log4j.test.ShortSocketServer,2,2,2,1,13,0,12,0,1,4,3,4,0,0,4,3,0,0,1,86,14,70,26,37,2,36,46,21,25,3,3,3,0.03,9,9,9,4,1,1.0
98,File,org.apache.log4j.test.SpacePad,3,3,3,1,15,2,13,0,1,2,1,2,0,0,2,0,0,0,2,42,7,34,10,21,4,20,27,8,19,4,4,4,0.12,6,6,6,2,2,0.0
99,File,org.apache.log4j.test.StressAsyncAppender,2,2,2,1,12,1,9,1,1,5,9,8,3,0,8,1,0,0,7,160,37,111,44,58,13,53,76,33,43,5,5,5,0.12,20,20,20,8,2,0.0
100,File,org.apache.log4j.test.StressNDC,2,2,2,1,14,1,11,0,1,6,11,8,2,1,8,1,0,0,7,179,39,129,48,72,13,69,93,37,56,7,7,7,0.1,22,22,22,8,2,0.0
101,File,org.apache.log4j.test.SysoutConfigurator,1,1,1,1,5,0,5,0,1,0,0,1,1,0,1,0,0,0,1,24,2,17,12,3,5,9,11,10,1,1,1,1,0.29,1,1,1,1,0,0.0
102,File,org.apache.log4j.test.TP,1,1,1,1,20,5,15,0,1,1,1,1,0,0,1,0,0,0,1,42,14,26,16,14,2,20,22,14,8,1,1,1,0.08,1,1,1,1,0,0.0
103,File,org.apache.log4j.varia.DenyAllFilter,1,1,1,1,7,0,2,4,1,0,0,3,3,0,3,0,0,0,3,52,14,16,10,2,22,5,9,7,2,1,1,1,1.38,3,3,3,3,0,0.0
104,File,org.apache.log4j.varia.ExternallyRolledFileAppender,2,2,2,1,11,0,9,1,3,0,3,8,8,8,8,1,0,0,7,181,31,105,40,47,45,48,69,34,35,4,4,4,0.43,17,17,17,8,3,0.0
105,File,org.apache.log4j.varia.PriorityMatchFilter,2,2,2,1,16,2,8,5,1,0,2,3,3,2,3,0,0,0,3,105,25,38,17,17,42,17,26,14,12,4,4,4,1.11,8,8,8,5,1,1.0
106,File,org.apache.log4j.varia.ResilientFileAppender,1,1,1,1,8,0,5,2,1,0,0,5,5,1,5,0,0,2,3,102,26,45,22,14,31,21,30,17,13,4,4,5,0.69,8,8,9,5,2,0.0
107,File,org.apache.log4j.varia.Roller,1,1,1,1,10,0,9,1,1,4,3,5,1,0,5,4,0,0,1,96,19,62,25,32,15,31,41,20,21,3,3,3,0.24,9,9,9,5,2,0.0
108,File,org.apache.log4j.varia.StringMatchFilter,3,3,3,2,12,1,9,2,1,0,2,3,3,2,3,0,0,0,3,90,22,41,16,21,29,17,27,13,14,5,5,6,0.71,9,9,10,7,3,0.0
109,File,org.apache.log4j.varia.test.Loop,1,1,1,1,7,0,7,0,1,4,2,4,0,0,4,3,0,0,1,58,12,41,15,19,5,19,27,11,16,2,2,2,0.12,7,7,7,4,1,0.0
110,File,org.apache.log4j.xml.DOMConfigurator,3,3,3,1,23,2,16,4,2,4,23,22,18,1,22,1,0,12,9,661,94,449,185,288,118,238,319,160,159,12,12,12,0.26,77,77,80,31,5,3.0
111,File,org.apache.log4j.xml.Transform,1,1,1,1,9,1,7,1,2,1,1,13,12,1,13,1,0,0,12,203,46,140,76,59,20,81,100,59,41,3,3,3,0.14,17,17,17,13,2,0.0
112,File,org.apache.log4j.xml.XMLLayout,2,2,2,1,17,2,11,3,1,0,1,5,5,4,5,0,0,0,5,163,38,76,23,49,49,48,60,18,42,5,5,5,0.64,11,11,11,5,1,1.0
113,File,org.apache.log4j.xml.examples.ReportParserError,1,1,1,1,3,0,3,0,1,0,0,4,4,0,4,1,0,0,3,35,11,19,7,7,5,6,11,7,4,1,1,1,0.26,4,4,4,4,0,0.0
114,File,org.apache.log4j.xml.examples.XCategory,1,1,1,1,5,0,4,1,2,1,3,10,9,1,10,1,0,0,9,125,31,65,32,22,29,24,42,23,19,3,3,3,0.45,16,16,16,10,1,1.0
115,File,org.apache.log4j.xml.examples.XMLSample,1,1,1,1,6,0,6,0,1,4,1,4,0,0,4,3,0,0,1,62,15,38,19,18,9,20,26,14,12,2,2,2,0.24,5,5,5,4,1,0.0
116,File,org.apache.log4j.xml.examples.XPriority,2,2,2,2,7,1,6,0,1,2,6,3,1,0,3,0,0,1,2,57,17,34,19,18,6,17,25,13,12,4,4,4,0.18,8,7,8,6,1,0.0
117,File,org.apache.log4j.xml.test.TCategory,1,1,1,1,5,0,4,1,2,1,3,10,9,1,10,1,0,0,9,124,31,65,32,22,28,24,42,23,19,3,3,3,0.43,16,16,16,10,1,0.0
118,File,org.apache.log4j.xml.test.TPriority,2,2,2,1,6,1,5,0,1,2,4,3,1,0,3,0,0,1,2,51,17,29,16,13,5,13,20,11,9,3,3,3,0.17,6,6,6,5,1,0.0
