Name,SumCyclomatic,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountDeclMethodAll,CountDeclMethodPublic,bug
apache.camel.management.CamelNamingStrategy,26,1.0,0.0,10.0,15.0,11.0,10.0
apache.camel.management.Counter,3,1.0,1.0,0.0,3.0,3.0,0.0
apache.camel.management.InstrumentationLifecycleStrategy,31,1.0,0.0,20.0,11.0,11.0,9.0
apache.camel.management.InstrumentationProcessor,11,3.0,0.0,4.0,29.0,5.0,3.0
apache.camel.management.ManagedEndpoint,3,1.0,0.0,1.0,3.0,3.0,1.0
apache.camel.management.ManagedRoute,7,3.0,0.0,2.0,22.0,5.0,1.0
apache.camel.management.ManagedService,7,1.0,0.0,2.0,5.0,5.0,0.0
apache.camel.management.PerformanceCounter,18,2.0,1.0,0.0,16.0,13.0,0.0
apache.camel.model.config.BatchResequencerConfig,7,1.0,0.0,0.0,7.0,7.0,0.0
apache.camel.model.config.StreamResequencerConfig,10,1.0,0.0,2.0,10.0,10.0,1.0
apache.camel.model.dataformat.ArtixDSDataFormat,18,3.0,0.0,2.0,25.0,12.0,0.0
apache.camel.model.dataformat.DataFormatType,16,2.0,7.0,4.0,12.0,6.0,2.0
apache.camel.model.dataformat.JaxbDataFormat,8,3.0,0.0,1.0,19.0,6.0,0.0
apache.camel.model.dataformat.SerializationDataFormat,1,3.0,0.0,2.0,13.0,0.0,1.0
apache.camel.model.dataformat.XMLBeansDataFormat,3,3.0,0.0,0.0,15.0,3.0,0.0
apache.camel.model.language.ELExpression,3,2.0,0.0,0.0,27.0,3.0,0.0
apache.camel.model.language.ExpressionType,36,1.0,15.0,8.0,24.0,19.0,3.0
apache.camel.model.language.GroovyExpression,3,2.0,0.0,0.0,27.0,3.0,0.0
apache.camel.model.language.HeaderExpression,3,2.0,0.0,0.0,27.0,3.0,0.0
apache.camel.model.language.JavaScriptExpression,3,2.0,0.0,0.0,27.0,3.0,0.0
apache.camel.model.language.LanguageExpression,4,2.0,0.0,0.0,28.0,4.0,1.0
apache.camel.model.language.OgnlExpression,3,2.0,0.0,0.0,27.0,3.0,0.0
apache.camel.model.language.PhpExpression,3,2.0,0.0,0.0,27.0,3.0,0.0
apache.camel.model.language.PythonExpression,3,2.0,0.0,0.0,27.0,3.0,0.0
apache.camel.model.language.RubyExpression,3,2.0,0.0,0.0,27.0,3.0,0.0
apache.camel.model.language.SimpleExpression,3,2.0,0.0,0.0,27.0,3.0,1.0
apache.camel.model.language.SqlExpression,3,2.0,0.0,0.0,27.0,3.0,1.0
apache.camel.model.language.XPathExpression,9,3.0,0.0,1.0,38.0,5.0,1.0
apache.camel.model.language.XQueryExpression,14,3.0,0.0,1.0,41.0,7.0,2.0
apache.camel.processor.Aggregator,7,3.0,0.0,6.0,36.0,4.0,2.0
apache.camel.processor.BatchProcessor,26,2.0,2.0,6.0,31.0,12.0,4.0
apache.camel.processor.CatchProcessor,6,3.0,0.0,0.0,27.0,4.0,1.0
apache.camel.processor.ChoiceProcessor,13,2.0,0.0,5.0,20.0,5.0,2.0
apache.camel.processor.CompositeProcessor,9,2.0,0.0,2.0,19.0,4.0,0.0
apache.camel.processor.DeadLetterChannel,33,3.0,0.0,12.0,37.0,16.0,7.0
apache.camel.processor.DelayProcessorSupport,16,3.0,2.0,3.0,33.0,4.0,0.0
apache.camel.processor.Delayer,9,4.0,0.0,3.0,39.0,4.0,0.0
apache.camel.processor.DelegateAsyncProcessor,9,2.0,1.0,4.0,22.0,7.0,1.0
apache.camel.processor.DelegateProcessor,12,2.0,13.0,2.0,23.0,7.0,0.0
apache.camel.processor.ErrorHandlerSupport,9,2.0,2.0,4.0,18.0,3.0,2.0
apache.camel.processor.FilterProcessor,5,3.0,0.0,2.0,27.0,4.0,1.0
apache.camel.processor.Interceptor,7,3.0,1.0,2.0,30.0,5.0,0.0
apache.camel.processor.Logger,65,1.0,1.0,4.0,17.0,16.0,1.0
apache.camel.processor.LoggingErrorHandler,27,3.0,0.0,3.0,31.0,9.0,1.0
apache.camel.processor.MarshalProcessor,2,1.0,0.0,3.0,2.0,2.0,0.0
apache.camel.processor.MulticastProcessor,27,2.0,2.0,8.0,25.0,8.0,5.0
apache.camel.processor.Pipeline,16,3.0,0.0,6.0,32.0,5.0,0.0
apache.camel.processor.ProceedProcessor,3,1.0,0.0,3.0,3.0,3.0,0.0
apache.camel.processor.RecipientList,7,2.0,0.0,10.0,19.0,3.0,1.0
apache.camel.processor.RedeliveryPolicy,42,1.0,0.0,0.0,30.0,29.0,0.0
apache.camel.processor.Resequencer,8,3.0,0.0,5.0,38.0,4.0,0.0
apache.camel.processor.SendProcessor,13,2.0,0.0,5.0,20.0,5.0,1.0
apache.camel.processor.Splitter,7,3.0,0.0,8.0,30.0,3.0,2.0
apache.camel.processor.StreamResequencer,7,3.0,0.0,4.0,30.0,5.0,0.0
apache.camel.processor.ThreadProcessor,32,1.0,0.0,4.0,26.0,26.0,1.0
apache.camel.processor.Throttler,13,4.0,0.0,1.0,43.0,9.0,0.0
apache.camel.processor.TryProcessor,21,2.0,0.0,8.0,20.0,3.0,9.0
apache.camel.processor.UnitOfWorkProcessor,3,3.0,0.0,3.0,24.0,2.0,1.0
apache.camel.processor.UnmarshalProcessor,3,1.0,0.0,4.0,2.0,2.0,0.0
apache.camel.processor.aggregate.AggregationCollection,9,2.0,1.0,3.0,7.0,5.0,4.0
apache.camel.processor.aggregate.UseLatestAggregationStrategy,1,1.0,0.0,1.0,1.0,1.0,1.0
apache.camel.processor.idempotent.IdempotentConsumer,12,2.0,0.0,6.0,22.0,6.0,0.0
apache.camel.processor.idempotent.MemoryMessageIdRepository,6,1.0,0.0,1.0,5.0,5.0,1.0
apache.camel.processor.idempotent.NoMessageIdException,3,3.0,0.0,2.0,7.0,3.0,0.0
apache.camel.processor.loadbalancer.LoadBalancerSupport,5,2.0,2.0,1.0,18.0,3.0,1.0
apache.camel.processor.loadbalancer.QueueLoadBalancer,3,3.0,3.0,1.0,20.0,1.0,0.0
apache.camel.processor.loadbalancer.RandomLoadBalancer,3,4.0,0.0,1.0,21.0,0.0,0.0
apache.camel.processor.loadbalancer.RoundRobinLoadBalancer,2,4.0,0.0,1.0,21.0,0.0,0.0
apache.camel.processor.loadbalancer.StickyLoadBalancer,15,4.0,0.0,3.0,30.0,8.0,2.0
apache.camel.processor.loadbalancer.TopicLoadBalancer,3,3.0,0.0,1.0,20.0,1.0,2.0
apache.camel.processor.resequencer.DefaultExchangeComparator,9,1.0,0.0,2.0,7.0,6.0,0.0
apache.camel.processor.resequencer.Element,7,1.0,0.0,1.0,6.0,6.0,0.0
apache.camel.processor.resequencer.ElementComparator,4,1.0,0.0,1.0,4.0,4.0,0.0
apache.camel.processor.resequencer.ResequencerEngine,30,1.0,0.0,5.0,17.0,10.0,1.0
apache.camel.processor.resequencer.Sequence,15,2.0,0.0,1.0,6.0,6.0,0.0
apache.camel.processor.resequencer.SequenceSender,10,2.0,0.0,2.0,6.0,4.0,1.0
apache.camel.processor.resequencer.Timeout,8,2.0,0.0,1.0,7.0,7.0,0.0
apache.camel.processor.validation.DefaultValidationErrorHandler,12,1.0,0.0,3.0,7.0,7.0,0.0
apache.camel.processor.validation.NoXmlBodyValidationException,1,5.0,0.0,1.0,11.0,1.0,0.0
apache.camel.processor.validation.SchemaValidationException,8,5.0,0.0,1.0,16.0,5.0,0.0
apache.camel.processor.validation.ValidatingProcessor,24,1.0,0.0,5.0,18.0,15.0,0.0
apache.camel.util.AsyncProcessorHelper,3,1.0,0.0,2.0,2.0,1.0,1.0
apache.camel.util.CamelContextHelper,19,1.0,0.0,9.0,13.0,12.0,3.0
apache.camel.util.CollectionHelper,11,1.0,0.0,0.0,3.0,2.0,1.0
apache.camel.util.CollectionStringBuffer,7,1.0,0.0,0.0,6.0,6.0,0.0
apache.camel.util.ExchangeHelper,37,1.0,0.0,15.0,22.0,21.0,5.0
apache.camel.util.ExpressionComparator,2,1.0,0.0,2.0,2.0,2.0,0.0
apache.camel.util.ExpressionHelper,3,1.0,0.0,4.0,3.0,2.0,0.0
apache.camel.util.ExpressionListComparator,4,1.0,0.0,3.0,2.0,2.0,0.0
apache.camel.util.FactoryFinder,21,1.0,0.0,3.0,16.0,14.0,2.0
apache.camel.util.IOHelper,3,1.0,0.0,0.0,3.0,2.0,1.0
apache.camel.util.IntrospectionSupport,67,1.0,0.0,2.0,19.0,12.0,3.0
apache.camel.util.LRUCache,4,2.0,0.0,0.0,4.0,3.0,0.0
apache.camel.util.NoFactoryAvailableException,2,2.0,0.0,0.0,2.0,2.0,0.0
apache.camel.util.ObjectHelper,119,1.0,0.0,1.0,37.0,36.0,8.0
apache.camel.util.ReflectionInjector,1,1.0,0.0,1.0,1.0,1.0,0.0
apache.camel.util.ResolverUtil,60,1.0,1.0,5.0,12.0,6.0,6.0
apache.camel.util.ServiceHelper,24,1.0,0.0,1.0,7.0,6.0,0.0
apache.camel.util.Time,15,1.0,0.0,0.0,15.0,12.0,0.0
apache.camel.util.URISupport,42,1.0,0.0,1.0,14.0,12.0,1.0
apache.camel.util.UnsafeUriCharactersEncoder,10,1.0,0.0,0.0,3.0,1.0,1.0
apache.camel.util.UuidGenerator,6,1.0,0.0,0.0,6.0,6.0,2.0
apache.camel.util.jndi.CamelInitialContextFactory,3,1.0,0.0,1.0,1.0,1.0,0.0
apache.camel.util.jndi.JndiContext,72,1.0,0.0,6.0,41.0,35.0,2.0
apache.camel.view.GraphGeneratorSupport,21,1.0,2.0,11.0,11.0,3.0,0.0
apache.camel.view.NodeData,31,1.0,0.0,13.0,3.0,2.0,4.0
apache.camel.view.RouteDotGenerator,26,2.0,0.0,6.0,19.0,1.0,0.0
apache.camel.view.XmlGraphGenerator,30,2.0,0.0,6.0,19.0,1.0,0.0
