filename,npm,wmc,dit,noc,cbo,rfc,bug
apache.tools.ant.taskdefs.Move,40.0,7.0,5.0,0.0,18.0,55.0,0.0
apache.tools.ant.taskdefs.Definer,42.0,22.0,6.0,1.0,30.0,79.0,1.0
apache.tools.ant.taskdefs.MatchingTask,56.0,42.0,4.0,11.0,11.0,98.0,0.0
apache.tools.ant.taskdefs.Untar,24.0,4.0,5.0,0.0,12.0,26.0,2.0
apache.tools.ant.taskdefs.UpToDate,25.0,11.0,4.0,0.0,17.0,42.0,0.0
apache.tools.ant.taskdefs.Property,41.0,35.0,4.0,0.0,25.0,102.0,0.0
apache.tools.ant.taskdefs.Sequential,19.0,3.0,4.0,0.0,6.0,10.0,0.0
apache.tools.ant.taskdefs.BUnzip2,22.0,3.0,5.0,0.0,13.0,25.0,0.0
apache.tools.ant.taskdefs.ExecTask,42.0,36.0,4.0,1.0,24.0,117.0,0.0
apache.tools.ant.taskdefs.Available,32.0,20.0,4.0,0.0,22.0,76.0,3.0
apache.tools.ant.taskdefs.Unpack,22.0,10.0,4.0,2.0,7.0,32.0,0.0
apache.tools.ant.taskdefs.DependSet,59.0,6.0,5.0,0.0,15.0,33.0,1.0
apache.tools.ant.taskdefs.Tstamp,20.0,6.0,4.0,0.0,16.0,27.0,0.0
apache.tools.ant.taskdefs.Delete,33.0,41.0,5.0,0.0,17.0,101.0,3.0
apache.tools.ant.taskdefs.Touch,22.0,8.0,4.0,0.0,19.0,42.0,1.0
apache.tools.ant.taskdefs.Cvs,48.0,1.0,5.0,0.0,2.0,2.0,0.0
apache.tools.ant.taskdefs.XmlProperty,26.0,28.0,4.0,0.0,23.0,88.0,2.0
apache.tools.ant.taskdefs.TaskOutputStream,1.0,3.0,2.0,0.0,7.0,11.0,0.0
apache.tools.ant.taskdefs.LogOutputStream,5.0,9.0,2.0,1.0,5.0,22.0,0.0
apache.tools.ant.taskdefs.Echo,23.0,7.0,4.0,0.0,13.0,23.0,0.0
apache.tools.ant.taskdefs.Copydir,60.0,8.0,5.0,0.0,14.0,40.0,0.0
apache.tools.ant.taskdefs.Input,23.0,7.0,4.0,0.0,11.0,25.0,0.0
apache.tools.ant.taskdefs.Sleep,25.0,10.0,4.0,0.0,8.0,23.0,0.0
apache.tools.ant.taskdefs.RecorderEntry,13.0,16.0,2.0,0.0,14.0,38.0,2.0
apache.tools.ant.taskdefs.WaitFor,27.0,7.0,4.0,0.0,11.0,18.0,0.0
apache.tools.ant.taskdefs.Java,53.0,48.0,4.0,0.0,26.0,158.0,3.0
apache.tools.ant.taskdefs.BuildNumber,19.0,6.0,4.0,0.0,16.0,38.0,0.0
apache.tools.ant.taskdefs.Pack,21.0,9.0,4.0,2.0,9.0,28.0,0.0
apache.tools.ant.taskdefs.SignJar,32.0,19.0,4.0,0.0,20.0,64.0,0.0
apache.tools.ant.taskdefs.AntStructure,19.0,9.0,4.0,0.0,29.0,67.0,1.0
apache.tools.ant.taskdefs.GUnzip,22.0,3.0,5.0,0.0,11.0,21.0,0.0
apache.tools.ant.taskdefs.Jar,80.0,23.0,6.0,2.0,31.0,108.0,3.0
apache.tools.ant.taskdefs.CallTarget,23.0,14.0,4.0,0.0,8.0,45.0,0.0
apache.tools.ant.taskdefs.WhichResource,23.0,8.0,4.0,0.0,10.0,29.0,0.0
apache.tools.ant.taskdefs.XSLTProcess,74.0,30.0,5.0,0.0,26.0,101.0,3.0
apache.tools.ant.taskdefs.Recorder,23.0,9.0,4.0,0.0,16.0,35.0,1.0
apache.tools.ant.taskdefs.Typedef,42.0,1.0,7.0,1.0,2.0,2.0,0.0
apache.tools.ant.taskdefs.LoadProperties,21.0,5.0,4.0,0.0,18.0,41.0,0.0
apache.tools.ant.taskdefs.MacroInstance,21.0,8.0,4.0,0.0,24.0,80.0,2.0
apache.tools.ant.taskdefs.Copyfile,22.0,6.0,4.0,0.0,9.0,24.0,0.0
apache.tools.ant.taskdefs.LogStreamHandler,4.0,2.0,3.0,0.0,6.0,9.0,0.0
apache.tools.ant.taskdefs.Concat,34.0,28.0,4.0,0.0,36.0,98.0,0.0
apache.tools.ant.taskdefs.JikesOutputParser,5.0,12.0,2.0,0.0,10.0,27.0,0.0
apache.tools.ant.taskdefs.BZip2,21.0,2.0,5.0,0.0,10.0,15.0,0.0
apache.tools.ant.taskdefs.Ant,26.0,24.0,4.0,0.0,33.0,126.0,2.0
apache.tools.ant.taskdefs.Exec,23.0,10.0,4.0,0.0,18.0,46.0,0.0
apache.tools.ant.taskdefs.Replace,69.0,22.0,5.0,0.0,31.0,99.0,1.0
apache.tools.ant.taskdefs.Redirector,14.0,21.0,2.0,0.0,25.0,54.0,3.0
apache.tools.ant.taskdefs.Checksum,68.0,20.0,5.0,0.0,36.0,97.0,2.0
apache.tools.ant.taskdefs.SQLExec,51.0,20.0,5.0,0.0,33.0,100.0,2.0
apache.tools.ant.taskdefs.KeySubst,24.0,8.0,4.0,0.0,18.0,40.0,0.0
apache.tools.ant.taskdefs.ExecuteOn,57.0,23.0,5.0,2.0,25.0,82.0,0.0
apache.tools.ant.taskdefs.Antlib,20.0,8.0,4.0,0.0,22.0,48.0,0.0
apache.tools.ant.taskdefs.Expand,24.0,10.0,4.0,1.0,23.0,63.0,2.0
apache.tools.ant.taskdefs.Transform,57.0,1.0,6.0,0.0,2.0,2.0,0.0
apache.tools.ant.taskdefs.ImportTask,20.0,6.0,4.0,0.0,14.0,33.0,1.0
apache.tools.ant.taskdefs.Rmic,97.0,48.0,5.0,0.0,26.0,116.0,0.0
apache.tools.ant.taskdefs.DefaultExcludes,22.0,6.0,4.0,0.0,6.0,18.0,0.0
apache.tools.ant.taskdefs.Sync,23.0,15.0,4.0,0.0,9.0,54.0,3.0
apache.tools.ant.taskdefs.Tar,62.0,12.0,5.0,0.0,24.0,89.0,1.0
apache.tools.ant.taskdefs.Dirname,20.0,4.0,4.0,0.0,6.0,10.0,0.0
apache.tools.ant.taskdefs.ManifestException,0.0,1.0,2.0,0.0,2.0,2.0,0.0
apache.tools.ant.taskdefs.Chmod,59.0,18.0,6.0,0.0,18.0,59.0,0.0
apache.tools.ant.taskdefs.PumpStreamHandler,5.0,15.0,2.0,2.0,9.0,29.0,1.0
apache.tools.ant.taskdefs.TempFile,22.0,6.0,4.0,0.0,8.0,15.0,1.0
apache.tools.ant.taskdefs.ExecuteJava,10.0,11.0,2.0,0.0,22.0,55.0,2.0
apache.tools.ant.taskdefs.SendEmail,47.0,2.0,5.0,0.0,3.0,5.0,0.0
apache.tools.ant.taskdefs.Javac,121.0,75.0,5.0,0.0,19.0,134.0,3.0
apache.tools.ant.taskdefs.ManifestTask,23.0,7.0,4.0,0.0,18.0,36.0,1.0
apache.tools.ant.taskdefs.AntlibDefinition,23.0,5.0,4.0,3.0,5.0,12.0,0.0
apache.tools.ant.taskdefs.Jikes,0.0,2.0,2.0,0.0,15.0,30.0,0.0
apache.tools.ant.taskdefs.StreamPumper,3.0,5.0,2.0,0.0,8.0,13.0,1.0
apache.tools.ant.taskdefs.Ear,83.0,8.0,7.0,0.0,12.0,31.0,0.0
apache.tools.ant.taskdefs.Get,25.0,10.0,4.0,0.0,26.0,58.0,2.0
apache.tools.ant.taskdefs.JDBCTask,38.0,26.0,4.0,1.0,20.0,61.0,1.0
apache.tools.ant.taskdefs.Parallel,25.0,19.0,4.0,0.0,25.0,57.0,1.0
apache.tools.ant.taskdefs.PathConvert,28.0,16.0,4.0,0.0,19.0,53.0,0.0
apache.tools.ant.taskdefs.Execute,19.0,30.0,2.0,0.0,45.0,130.0,3.0
apache.tools.ant.taskdefs.Rename,21.0,5.0,4.0,0.0,8.0,19.0,0.0
apache.tools.ant.taskdefs.Filter,21.0,6.0,4.0,0.0,7.0,19.0,0.0
apache.tools.ant.taskdefs.ConditionTask,24.0,4.0,4.0,0.0,8.0,16.0,0.0
apache.tools.ant.taskdefs.Manifest,14.0,17.0,2.0,0.0,23.0,82.0,1.0
apache.tools.ant.taskdefs.Deltree,19.0,4.0,4.0,0.0,6.0,19.0,0.0
apache.tools.ant.taskdefs.Exit,22.0,8.0,4.0,0.0,7.0,20.0,0.0
apache.tools.ant.taskdefs.Taskdef,42.0,2.0,8.0,0.0,7.0,9.0,0.0
apache.tools.ant.taskdefs.Zip,75.0,38.0,5.0,1.0,46.0,185.0,6.0
apache.tools.ant.taskdefs.Patch,27.0,11.0,4.0,0.0,12.0,38.0,0.0
apache.tools.ant.taskdefs.GZip,21.0,2.0,5.0,0.0,10.0,13.0,0.0
apache.tools.ant.taskdefs.MacroDef,32.0,17.0,5.0,0.0,26.0,66.0,0.0
apache.tools.ant.taskdefs.compilers.Jikes,2.0,2.0,3.0,0.0,10.0,28.0,0.0
apache.tools.ant.taskdefs.compilers.CompilerAdapterFactory,1.0,5.0,2.0,0.0,22.0,31.0,1.0
apache.tools.ant.taskdefs.compilers.Gcj,2.0,3.0,3.0,0.0,10.0,29.0,1.0
apache.tools.ant.taskdefs.compilers.Javac12,2.0,3.0,3.0,0.0,17.0,21.0,0.0
apache.tools.ant.taskdefs.compilers.Javac13,2.0,2.0,3.0,0.0,11.0,13.0,0.0
apache.tools.ant.taskdefs.compilers.Jvc,2.0,2.0,3.0,0.0,9.0,24.0,0.0
apache.tools.ant.taskdefs.compilers.Kjc,2.0,4.0,3.0,0.0,15.0,28.0,0.0
apache.tools.ant.taskdefs.compilers.JavacExternal,2.0,2.0,3.0,0.0,6.0,14.0,2.0
apache.tools.ant.taskdefs.compilers.DefaultCompilerAdapter,3.0,21.0,2.0,8.0,23.0,109.0,1.0
apache.tools.ant.taskdefs.compilers.Sj,2.0,2.0,3.0,0.0,6.0,11.0,0.0
apache.tools.ant.taskdefs.condition.Equals,5.0,6.0,2.0,0.0,5.0,11.0,0.0
apache.tools.ant.taskdefs.condition.IsFalse,6.0,3.0,3.0,0.0,5.0,6.0,0.0
apache.tools.ant.taskdefs.condition.Not,22.0,2.0,4.0,0.0,5.0,8.0,0.0
apache.tools.ant.taskdefs.condition.Contains,4.0,5.0,2.0,0.0,5.0,9.0,0.0
apache.tools.ant.taskdefs.condition.IsTrue,6.0,3.0,3.0,0.0,5.0,6.0,0.0
apache.tools.ant.taskdefs.condition.IsSet,6.0,3.0,3.0,0.0,5.0,7.0,0.0
apache.tools.ant.taskdefs.condition.Socket,7.0,4.0,3.0,0.0,7.0,13.0,0.0
apache.tools.ant.taskdefs.condition.And,22.0,2.0,4.0,0.0,5.0,7.0,0.0
apache.tools.ant.taskdefs.condition.Or,22.0,2.0,4.0,0.0,5.0,7.0,0.0
apache.tools.ant.taskdefs.condition.ConditionBase,21.0,20.0,3.0,5.0,3.0,25.0,0.0
apache.tools.ant.taskdefs.condition.Os,10.0,13.0,2.0,0.0,8.0,26.0,0.0
apache.tools.ant.taskdefs.condition.IsReference,7.0,4.0,3.0,0.0,9.0,14.0,0.0
apache.tools.ant.taskdefs.condition.Http,7.0,4.0,3.0,0.0,9.0,15.0,0.0
apache.tools.ant.taskdefs.condition.FilesMatch,3.0,4.0,2.0,0.0,8.0,13.0,0.0
apache.tools.ant.taskdefs.cvslib.ChangeLogWriter,1.0,4.0,2.0,0.0,11.0,26.0,0.0
apache.tools.ant.taskdefs.cvslib.RedirectingStreamHandler,4.0,3.0,3.0,0.0,8.0,12.0,0.0
apache.tools.ant.taskdefs.cvslib.RCSFile,0.0,5.0,2.0,0.0,3.0,8.0,0.0
apache.tools.ant.taskdefs.cvslib.ChangeLogParser,1.0,12.0,2.0,0.0,13.0,45.0,0.0
apache.tools.ant.taskdefs.cvslib.RedirectingOutputStream,5.0,2.0,3.0,0.0,3.0,4.0,0.0
apache.tools.ant.taskdefs.cvslib.CvsTagDiff,52.0,12.0,5.0,0.0,19.0,64.0,0.0
apache.tools.ant.taskdefs.cvslib.ChangeLogTask,26.0,15.0,4.0,0.0,33.0,84.0,2.0
apache.tools.ant.taskdefs.cvslib.CvsTagEntry,4.0,7.0,2.0,0.0,3.0,12.0,0.0
apache.tools.ant.taskdefs.cvslib.CvsUser,2.0,6.0,2.0,0.0,4.0,11.0,0.0
apache.tools.ant.taskdefs.cvslib.CVSEntry,3.0,9.0,2.0,0.0,5.0,22.0,0.0
apache.tools.ant.taskdefs.email.Mailer,16.0,18.0,2.0,1.0,4.0,20.0,0.0
apache.tools.ant.taskdefs.email.Message,12.0,11.0,3.0,0.0,10.0,27.0,0.0
apache.tools.ant.taskdefs.email.PlainMailer,15.0,3.0,3.0,1.0,17.0,41.0,0.0
apache.tools.ant.taskdefs.email.EmailAddress,5.0,8.0,2.0,0.0,4.0,16.0,0.0
apache.tools.ant.taskdefs.email.EmailTask,46.0,30.0,4.0,1.0,23.0,89.0,0.0
apache.tools.ant.taskdefs.rmic.WLRmic,4.0,5.0,3.0,0.0,17.0,24.0,0.0
apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter,5.0,16.0,2.0,3.0,16.0,59.0,0.0
apache.tools.ant.taskdefs.rmic.RmicAdapterFactory,1.0,3.0,2.0,0.0,13.0,15.0,1.0
apache.tools.ant.taskdefs.rmic.KaffeRmic,4.0,3.0,3.0,0.0,14.0,20.0,0.0
apache.tools.ant.taskdefs.rmic.SunRmic,4.0,3.0,3.0,0.0,16.0,23.0,0.0
apache.tools.ant.types.Commandline,24.0,30.0,2.0,0.0,18.0,80.0,1.0
apache.tools.ant.types.DirSet,51.0,3.0,5.0,0.0,4.0,10.0,0.0
apache.tools.ant.types.FilterChain,30.0,25.0,4.0,0.0,15.0,39.0,0.0
apache.tools.ant.types.FilterSetCollection,3.0,5.0,2.0,0.0,5.0,14.0,0.0
apache.tools.ant.types.Description,10.0,5.0,4.0,0.0,13.0,26.0,0.0
apache.tools.ant.types.FilterSet,22.0,20.0,4.0,0.0,26.0,81.0,3.0
apache.tools.ant.types.ZipScanner,28.0,9.0,3.0,0.0,16.0,52.0,0.0
apache.tools.ant.types.Assertions,13.0,12.0,4.0,0.0,20.0,41.0,2.0
apache.tools.ant.types.Substitution,11.0,4.0,4.0,0.0,6.0,19.0,0.0
apache.tools.ant.types.Permissions,4.0,12.0,2.0,0.0,15.0,35.0,0.0
apache.tools.ant.types.DTDLocation,6.0,1.0,3.0,0.0,2.0,2.0,0.0
apache.tools.ant.types.AntFilterReader,15.0,10.0,4.0,0.0,10.0,38.0,0.0
apache.tools.ant.types.AbstractFileSet,52.0,50.0,4.0,2.0,25.0,138.0,2.0
apache.tools.ant.types.ResourceLocation,6.0,7.0,2.0,1.0,2.0,8.0,0.0
apache.tools.ant.types.FlexInteger,2.0,3.0,2.0,0.0,3.0,7.0,0.0
apache.tools.ant.types.XMLCatalog,18.0,30.0,4.0,0.0,38.0,126.0,0.0
apache.tools.ant.types.CommandlineJava,30.0,35.0,2.0,0.0,21.0,88.0,3.0
apache.tools.ant.types.Path,28.0,30.0,4.0,0.0,25.0,117.0,0.0
apache.tools.ant.types.DataType,8.0,15.0,3.0,15.0,9.0,34.0,0.0
apache.tools.ant.types.Resource,10.0,14.0,2.0,0.0,8.0,21.0,0.0
apache.tools.ant.types.Environment,2.0,3.0,2.0,0.0,6.0,9.0,1.0
apache.tools.ant.types.EnumeratedAttribute,7.0,8.0,2.0,0.0,5.0,17.0,0.0
apache.tools.ant.types.RegularExpression,12.0,6.0,4.0,0.0,8.0,26.0,0.0
apache.tools.ant.types.PatternSet,21.0,22.0,4.0,0.0,20.0,81.0,3.0
apache.tools.ant.types.Mapper,15.0,11.0,4.0,0.0,14.0,45.0,1.0
apache.tools.ant.types.FileList,11.0,8.0,4.0,0.0,10.0,36.0,0.0
apache.tools.ant.types.FileSet,51.0,3.0,5.0,1.0,4.0,10.0,0.0
apache.tools.ant.types.ZipFileSet,61.0,19.0,6.0,0.0,13.0,57.0,3.0
apache.tools.ant.types.Parameter,6.0,7.0,2.0,0.0,2.0,8.0,0.0
apache.tools.ant.types.PropertySet,19.0,17.0,4.0,0.0,22.0,74.0,2.0
apache.tools.ant.types.Reference,3.0,5.0,2.0,0.0,5.0,13.0,0.0
apache.tools.ant.types.resolver.ApacheCatalog,2.0,4.0,2.0,0.0,7.0,15.0,0.0
apache.tools.ant.types.resolver.ApacheCatalogResolver,4.0,7.0,2.0,0.0,18.0,33.0,0.0
apache.tools.ant.util.LazyHashtable,7.0,9.0,2.0,0.0,2.0,18.0,0.0
apache.tools.ant.util.ClasspathUtils,8.0,11.0,2.0,0.0,14.0,32.0,1.0
apache.tools.ant.util.JavaEnvUtils,6.0,11.0,2.0,0.0,10.0,30.0,3.0
apache.tools.ant.util.SourceFileScanner,3.0,4.0,2.0,0.0,9.0,19.0,1.0
apache.tools.ant.util.WeakishReference,2.0,5.0,2.0,0.0,12.0,15.0,1.0
apache.tools.ant.util.TaskLogger,5.0,6.0,2.0,0.0,3.0,8.0,0.0
apache.tools.ant.util.FileUtils,33.0,37.0,2.0,0.0,47.0,160.0,8.0
apache.tools.ant.util.LazyFileOutputStream,5.0,10.0,2.0,0.0,6.0,26.0,0.0
apache.tools.ant.util.PackageNameMapper,3.0,2.0,3.0,0.0,4.0,6.0,0.0
apache.tools.ant.util.GlobPatternMapper,3.0,5.0,2.0,2.0,5.0,16.0,0.0
apache.tools.ant.util.LineTokenizer,7.0,4.0,3.0,0.0,6.0,10.0,0.0
apache.tools.ant.util.UnPackageNameMapper,3.0,2.0,3.0,0.0,4.0,6.0,0.0
apache.tools.ant.util.KeepAliveInputStream,1.0,2.0,2.0,0.0,3.0,3.0,0.0
apache.tools.ant.util.Watchdog,5.0,7.0,2.0,0.0,10.0,23.0,0.0
apache.tools.ant.util.TeeOutputStream,5.0,6.0,2.0,0.0,3.0,12.0,0.0
apache.tools.ant.util.LoaderUtils,5.0,8.0,2.0,0.0,11.0,23.0,0.0
apache.tools.ant.util.KeepAliveOutputStream,1.0,2.0,2.0,0.0,3.0,3.0,0.0
apache.tools.ant.util.ScriptRunner,7.0,8.0,2.0,0.0,15.0,39.0,1.0
apache.tools.ant.util.MergingMapper,3.0,4.0,2.0,0.0,4.0,5.0,0.0
apache.tools.ant.util.DOMElementWriter,6.0,8.0,2.0,0.0,17.0,47.0,0.0
apache.tools.ant.util.CollectionUtils,3.0,4.0,2.0,0.0,6.0,13.0,0.0
apache.tools.ant.util.FlatFileNameMapper,3.0,4.0,2.0,0.0,5.0,7.0,0.0
apache.tools.ant.util.IdentityMapper,3.0,4.0,2.0,0.0,4.0,5.0,0.0
apache.tools.ant.util.JAXPUtils,8.0,13.0,2.0,0.0,13.0,38.0,0.0
apache.tools.ant.util.StringUtils,4.0,6.0,2.0,0.0,9.0,25.0,0.0
apache.tools.ant.util.RegexpPatternMapper,3.0,5.0,2.0,0.0,11.0,21.0,0.0
apache.tools.ant.util.DateUtils,8.0,11.0,2.0,0.0,16.0,40.0,0.0
apache.tools.ant.util.ResourceUtils,1.0,2.0,2.0,0.0,12.0,22.0,2.0
apache.tools.ant.util.facade.ImplementationSpecificArgument,2.0,3.0,2.0,0.0,4.0,6.0,0.0
apache.tools.ant.util.facade.FacadeTaskHelper,7.0,9.0,2.0,0.0,6.0,21.0,0.0
apache.tools.ant.util.regexp.RegexpUtil,2.0,3.0,2.0,0.0,2.0,4.0,0.0
apache.tools.ant.util.regexp.RegexpFactory,4.0,4.0,3.0,0.0,7.0,15.0,0.0
apache.tools.ant.util.regexp.RegexpMatcherFactory,2.0,5.0,2.0,1.0,8.0,15.0,0.0
apache.tools.bzip2.CBZip2OutputStream,3.0,33.0,2.0,0.0,13.0,73.0,0.0
apache.tools.bzip2.CBZip2InputStream,1.0,32.0,2.0,0.0,9.0,68.0,0.0
apache.tools.bzip2.CRC,0.0,7.0,2.0,0.0,2.0,9.0,0.0
apache.tools.mail.ErrorInQuitException,0.0,1.0,2.0,0.0,3.0,3.0,0.0
apache.tools.mail.SmtpResponseReader,2.0,5.0,2.0,0.0,7.0,21.0,0.0
apache.tools.mail.MailPrintStream,2.0,5.0,2.0,0.0,3.0,11.0,0.0
apache.tools.mail.MailMessage,10.0,31.0,2.0,0.0,14.0,88.0,0.0
apache.tools.tar.TarUtils,7.0,8.0,2.0,0.0,4.0,15.0,0.0
apache.tools.tar.TarOutputStream,11.0,15.0,2.0,0.0,9.0,45.0,2.0
apache.tools.tar.TarInputStream,13.0,16.0,2.0,0.0,10.0,46.0,3.0
apache.tools.tar.TarEntry,30.0,35.0,2.0,0.0,10.0,83.0,0.0
apache.tools.tar.TarBuffer,11.0,21.0,2.0,0.0,8.0,44.0,1.0
apache.tools.zip.ZipFile,5.0,15.0,2.0,0.0,23.0,78.0,2.0
apache.tools.zip.ZipOutputStream,13.0,25.0,2.0,0.0,22.0,111.0,1.0
apache.tools.zip.ExtraFieldUtils,5.0,8.0,2.0,0.0,18.0,42.0,0.0
apache.tools.zip.ZipShort,4.0,7.0,2.0,0.0,3.0,10.0,0.0
apache.tools.zip.UnrecognizedExtraField,9.0,10.0,2.0,0.0,5.0,16.0,0.0
