address,PIM,WMC,DIT,NOC,CBO,RFC,bug
apache.tools.ant.taskdefs.Javadoc,71.0,65.0,3.0,0.0,28.0,163.0,0.0
apache.tools.ant.taskdefs.Jikes,0.0,2.0,2.0,0.0,14.0,29.0,0.0
apache.tools.ant.taskdefs.compilers.Jikes,2.0,2.0,3.0,0.0,9.0,23.0,0.0
apache.tools.ant.taskdefs.JikesOutputParser,5.0,12.0,2.0,0.0,8.0,26.0,0.0
apache.tools.ant.taskdefs.compilers.Jvc,2.0,2.0,3.0,0.0,7.0,19.0,0.0
apache.tools.ant.taskdefs.KeySubst,20.0,8.0,3.0,0.0,19.0,41.0,0.0
apache.tools.ant.Location,1.0,5.0,2.0,0.0,3.0,12.0,0.0
apache.tools.ant.taskdefs.LogOutputStream,3.0,7.0,2.0,0.0,5.0,18.0,0.0
apache.tools.ant.taskdefs.LogStreamHandler,5.0,1.0,3.0,0.0,3.0,3.0,0.0
apache.tools.mail.MailMessage,8.0,27.0,2.0,0.0,14.0,82.0,0.0
apache.tools.mail.MailPrintStream,2.0,5.0,2.0,0.0,3.0,11.0,0.0
apache.tools.ant.Main,1.0,14.0,2.0,0.0,31.0,95.0,1.0
apache.tools.ant.types.Mapper,11.0,11.0,3.0,0.0,13.0,40.0,0.0
apache.tools.ant.taskdefs.MatchingTask,25.0,12.0,3.0,11.0,9.0,39.0,0.0
apache.tools.ant.util.MergingMapper,3.0,4.0,2.0,0.0,4.0,5.0,0.0
apache.tools.ant.taskdefs.Mkdir,15.0,3.0,3.0,0.0,5.0,14.0,1.0
apache.tools.ant.taskdefs.Move,25.0,4.0,4.0,0.0,14.0,34.0,0.0
apache.tools.ant.NoBannerLogger,8.0,4.0,3.0,0.0,7.0,16.0,0.0
apache.tools.ant.taskdefs.Patch,21.0,9.0,3.0,0.0,10.0,29.0,0.0
apache.tools.ant.types.Path,18.0,24.0,3.0,0.0,19.0,93.0,0.0
apache.tools.ant.PathTokenizer,2.0,3.0,2.0,0.0,8.0,15.0,0.0
apache.tools.ant.types.PatternSet,12.0,17.0,3.0,0.0,17.0,64.0,1.0
apache.tools.ant.Project,54.0,71.0,2.0,0.0,40.0,213.0,1.0
apache.tools.ant.ProjectHelper,5.0,17.0,2.0,0.0,29.0,79.0,3.0
apache.tools.ant.taskdefs.Property,32.0,27.0,3.0,0.0,22.0,92.0,2.0
apache.tools.ant.taskdefs.PumpStreamHandler,5.0,11.0,2.0,1.0,7.0,21.0,0.0
apache.tools.ant.types.Reference,3.0,5.0,2.0,0.0,6.0,14.0,0.0
apache.tools.ant.util.regexp.RegexpMatcherFactory,1.0,3.0,2.0,0.0,7.0,10.0,0.0
apache.tools.ant.util.RegexpPatternMapper,3.0,5.0,2.0,0.0,11.0,21.0,0.0
apache.tools.ant.taskdefs.Rename,17.0,5.0,3.0,0.0,6.0,18.0,0.0
apache.tools.ant.taskdefs.Replace,35.0,19.0,4.0,0.0,22.0,77.0,1.0
apache.tools.ant.taskdefs.Rmic,38.0,22.0,4.0,0.0,21.0,76.0,1.0
apache.tools.ant.RuntimeConfigurable,6.0,9.0,2.0,0.0,9.0,27.0,2.0
apache.tools.ant.taskdefs.SQLExec,31.0,23.0,3.0,0.0,35.0,101.0,0.0
apache.tools.ant.taskdefs.SignJar,25.0,14.0,3.0,0.0,10.0,36.0,0.0
apache.tools.mail.SmtpResponseReader,2.0,5.0,2.0,0.0,7.0,20.0,0.0
apache.tools.ant.util.SourceFileScanner,2.0,3.0,2.0,0.0,10.0,26.0,0.0
apache.tools.ant.taskdefs.StreamPumper,1.0,2.0,2.0,0.0,8.0,6.0,0.0
apache.tools.ant.taskdefs.Tar,28.0,8.0,4.0,0.0,19.0,67.0,0.0
apache.tools.ant.Target,15.0,19.0,2.0,0.0,12.0,50.0,1.0
apache.tools.ant.Task,15.0,19.0,2.0,33.0,6.0,24.0,0.0
apache.tools.ant.TaskAdapter,16.0,4.0,3.0,0.0,8.0,15.0,0.0
apache.tools.ant.taskdefs.TaskOutputStream,1.0,3.0,2.0,0.0,5.0,10.0,0.0
apache.tools.ant.taskdefs.Taskdef,20.0,8.0,3.0,0.0,12.0,26.0,0.0
apache.tools.ant.taskdefs.Touch,17.0,8.0,3.0,0.0,22.0,35.0,0.0
apache.tools.ant.taskdefs.Transform,31.0,9.0,5.0,0.0,17.0,37.0,0.0
apache.tools.ant.taskdefs.Tstamp,15.0,3.0,3.0,0.0,12.0,17.0,0.0
apache.tools.ant.UnknownElement,15.0,6.0,3.0,0.0,12.0,35.0,3.0
apache.tools.ant.taskdefs.Untar,16.0,4.0,3.0,0.0,14.0,42.0,0.0
apache.tools.ant.taskdefs.UpToDate,28.0,7.0,4.0,0.0,14.0,33.0,0.0
apache.tools.ant.taskdefs.War,37.0,9.0,6.0,0.0,11.0,33.0,0.0
apache.tools.ant.taskdefs.XSLTProcess,32.0,13.0,4.0,0.0,17.0,59.0,0.0
apache.tools.ant.XmlLogger,7.0,10.0,2.0,0.0,28.0,50.0,0.0
apache.tools.ant.taskdefs.Zip,30.0,22.0,4.0,1.0,30.0,116.0,3.0
apache.tools.ant.types.ZipFileSet,19.0,9.0,4.0,0.0,6.0,20.0,0.0
apache.tools.ant.types.ZipScanner,14.0,6.0,3.0,0.0,4.0,11.0,0.0
