filename,WMC,DIT,NOC,CBO, RFC,NPM,bug
apache.camel.impl.LoggingExceptionHandler,3,1,0,5,8,3,0.0
apache.camel.impl.MessageSupport,13,1,1,5,24,11,1.0
apache.camel.impl.NoRouteBuilder,4,0,0,1,5,3,0.0
apache.camel.impl.EventDrivenConsumerRoute,5,0,0,5,13,4,0.0
apache.camel.impl.ServiceSupport,8,1,5,1,13,6,1.0
apache.camel.impl.DefaultEndpoint,15,1,1,9,34,13,0.0
apache.camel.impl.DefaultExchange,28,1,0,7,50,22,1.0
apache.camel.impl.ScheduledPollConsumer,15,0,0,6,30,11,0.0
apache.camel.impl.DefaultComponentResolver,3,1,0,6,15,2,0.0
apache.camel.impl.NoPolicy,2,1,0,2,3,2,0.0
apache.camel.impl.converter.DefaultTypeConverter,11,1,0,13,51,7,0.0
apache.camel.impl.converter.AnnotationTypeConverterLoader,7,1,0,11,62,2,0.0
apache.camel.impl.converter.InstanceMethodTypeConverter,3,1,0,4,12,3,0.0
apache.camel.impl.converter.StaticMethodTypeConverter,3,1,0,2,9,3,0.0
apache.camel.impl.converter.ArrayTypeConverter,2,1,0,1,19,2,0.0
apache.camel.impl.converter.ToStringTypeConverter,2,1,0,1,5,2,0.0
apache.camel.impl.converter.PropertyEditorTypeConverter,2,1,0,1,11,2,0.0
apache.camel.processor.CompositeProcessor,6,0,0,4,17,4,0.0
apache.camel.processor.RecipientList,6,0,0,10,21,3,0.0
apache.camel.processor.Resequencer,18,0,0,13,52,11,0.0
apache.camel.processor.LoggingErrorHandler,13,0,0,9,34,9,0.0
apache.camel.processor.MulticastProcessor,9,0,1,5,25,6,0.0
apache.camel.processor.FilterProcessor,7,0,0,5,16,5,0.0
apache.camel.processor.Splitter,5,0,0,8,21,3,0.0
apache.camel.processor.Pipeline,5,0,0,5,22,3,0.0
apache.camel.processor.LoggingLevel,4,2,0,1,7,2,0.0
apache.camel.processor.SendProcessor,6,0,0,6,15,4,0.0
apache.camel.processor.Logger,12,1,0,6,35,11,0.0
apache.camel.processor.DeadLetterChannel,16,0,0,11,42,11,0.0
apache.camel.processor.RedeliveryPolicy,26,1,0,0,38,25,0.0
apache.camel.processor.DelegateProcessor,9,0,0,4,17,6,0.0
apache.camel.processor.ChoiceProcessor,7,0,0,6,25,5,0.0
apache.camel.processor.idempotent.NoMessageIdException,3,0,0,3,8,3,0.0
apache.camel.processor.idempotent.MemoryMessageIdRepository,5,1,0,2,10,5,0.0
apache.camel.processor.idempotent.IdempotentConsumer,10,0,0,10,24,6,0.0
apache.camel.processor.loadbalancer.TopicLoadBalancer,3,0,0,3,10,2,0.0
apache.camel.processor.loadbalancer.RoundRobinLoadBalancer,2,0,0,3,5,1,0.0
apache.camel.processor.loadbalancer.QueueLoadBalancer,3,0,3,3,12,2,0.0
apache.camel.processor.loadbalancer.RandomLoadBalancer,2,0,0,3,7,1,0.0
apache.camel.processor.loadbalancer.LoadBalancerSupport,4,1,2,2,8,4,0.0
apache.camel.processor.loadbalancer.StickyLoadBalancer,7,0,0,5,24,5,0.0
apache.camel.spi.XmlMarshaller,3,1,0,1,5,3,0.0
apache.camel.spi.XmlUnmarshaller,3,1,0,1,5,3,0.0
apache.camel.util.FactoryFinder,10,1,0,2,32,8,0.0
apache.camel.util.URISupport,15,1,0,1,59,13,0.0
apache.camel.util.ExpressionComparator,3,1,0,3,6,3,0.0
apache.camel.util.ExpressionListComparator,3,1,0,3,9,3,0.0
apache.camel.util.ProducerCache,7,0,0,10,28,4,0.0
apache.camel.util.IntrospectionSupport,15,1,0,0,75,9,0.0
apache.camel.util.LRUCache,4,4,0,0,6,3,0.0
apache.camel.util.UuidGenerator,6,1,0,0,25,5,0.0
apache.camel.util.ExpressionHelper,3,1,0,4,8,3,0.0
apache.camel.util.NoFactoryAvailableException,2,4,0,0,6,2,0.0
apache.camel.util.ServiceHelper,7,1,0,3,19,6,0.0
apache.camel.util.ResolverUtil,11,1,0,5,55,7,0.0
apache.camel.util.CollectionHelper,2,1,0,0,7,2,0.0
apache.camel.util.Time,15,1,0,0,18,12,0.0
apache.camel.util.ObjectHelper,18,1,0,4,64,17,0.0
apache.camel.util.ExchangeHelper,2,1,0,4,7,2,0.0
apache.camel.view.RouteDotGenerator,7,1,0,7,27,4,0.0
